# Created by WEAP: 5/6/2021 11:59:39 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CO_NW_Colo Headwaters (605,224 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,469 ha),  2000 - 3000 m (478,289 ha),  3000 - 4000 m (122,433 ha),  4000 - 5000 m (33 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 70.6, 109.3, 141, 136.5, -9.58, -10.06, -11.95, -11.67
1950, 2, 29.56, 39.56, 53.25, 60.74, -6.392, -8.307, -9.876, -10.62
1950, 3, 27.07, 44.34, 70.45, 78.91, -2.284, -4.4, -6.526, -7.802
1950, 4, 45.95, 69.8, 100.4, 129, 3.211, 1.481, -0.7093, -1.741
1950, 5, 20.32, 33.27, 48.91, 60.38, 6.587, 4.705, 2.398, 1.056
1950, 6, 0.6389, 8.447, 11.5, 18.18, 12.41, 10.16, 8.093, 6.85
1950, 7, 29.49, 28.92, 30.39, 26.05, 15.18, 12.45, 10.29, 8.474
1950, 8, 9.388, 13.17, 14.46, 15.56, 13.59, 10.96, 8.931, 7.238
1950, 9, 38.58, 43.47, 54.49, 34.52, 10.73, 8.464, 6.359, 4.948
1950, 10, 5.001, 8.123, 10.73, 12.57, 7.3, 5.843, 3.802, 2.874
1950, 11, 29.41, 63.72, 90.08, 114.7, -0.6924, -2.369, -4.425, -5.192
1950, 12, 51.31, 62.17, 87.86, 93.74, -4.896, -7.176, -8.865, -9.56
1951, 1, 63.69, 84.77, 114.1, 115.9, -9.84, -10.72, -12.63, -12.82
1951, 2, 37.68, 48.54, 69.59, 87.98, -6.628, -8.507, -10.28, -10.89
1951, 3, 15.97, 36.59, 47.88, 59.76, -2.175, -4.903, -7.148, -8.702
1951, 4, 62.09, 80.28, 114.3, 115.4, 2.834, 0.678, -1.504, -2.798
1951, 5, 26.88, 49.42, 66.1, 69.46, 8.855, 6.54, 4.3, 2.791
1951, 6, 36.88, 51.81, 59.2, 59.39, 10.98, 8.482, 6.309, 4.874
1951, 7, 27.67, 33.35, 37.93, 51.36, 16.92, 14.52, 12.24, 10.64
1951, 8, 52.17, 52.36, 52.28, 41.2, 15, 12.72, 10.43, 8.766
1951, 9, 22.56, 23.95, 28.59, 34.68, 9.883, 8.313, 6.138, 5.432
1951, 10, 41.03, 49.72, 56.98, 54.08, 3.996, 2.778, 0.5747, -0.07161
1951, 11, 35.61, 37.42, 58.31, 60.89, -4.834, -6.498, -8.433, -8.939
1951, 12, 149.4, 176.8, 231.3, 248.3, -10.16, -10.78, -12.43, -11.78
1952, 1, 78.89, 77.67, 112.9, 81.94, -11.9, -12.18, -14.01, -14.22
1952, 2, 25.88, 33.9, 49.18, 53.42, -10.84, -11.29, -13.23, -13.28
1952, 3, 65.6, 91.73, 122.8, 91.86, -7.01, -9.138, -10.71, -11.41
1952, 4, 16, 34.35, 51.32, 74.62, 3.695, 0.958, -0.9613, -2.056
1952, 5, 28.28, 50.5, 65.51, 64.34, 8.58, 6.456, 4.296, 2.957
1952, 6, 29.06, 28.99, 32.88, 12.37, 13.67, 11.64, 9.582, 8.664
1952, 7, 46.63, 53.16, 60.38, 66.63, 15.71, 13.64, 11.34, 9.613
1952, 8, 62.33, 64.01, 71.16, 70.69, 14.77, 12.69, 10.43, 8.976
1952, 9, 15.92, 12.98, 16.84, 17.11, 11.7, 9.689, 7.552, 6.682
1952, 10, 0.0148, 0.5895, 1.257, 2.495, 5.199, 3.909, 1.964, 1.776
1952, 11, 38.16, 56.31, 70.1, 94.95, -5.372, -7.373, -9.087, -10.1
1952, 12, 27.36, 31.07, 51.2, 52.32, -11.19, -13.14, -14.01, -14.06
1953, 1, 39.54, 48.36, 82.51, 66.7, -5.942, -6.853, -8.509, -8.15
1953, 2, 19.76, 24.46, 37.73, 49.16, -7.59, -10.07, -11.56, -12.01
1953, 3, 41, 48.81, 74.54, 64.48, -1.023, -3.155, -5.165, -5.89
1953, 4, 43.53, 65.8, 93.16, 139.6, 1.296, -0.788, -2.971, -3.925
1953, 5, 43.37, 50.27, 66.87, 90.45, 6.156, 4.687, 2.24, 0.8792
1953, 6, 25.18, 24.46, 29.81, 26.96, 13.57, 11.76, 9.467, 8.434
1953, 7, 59.55, 62.65, 71.13, 73.91, 17.14, 15.06, 12.68, 11.38
1953, 8, 48.98, 42.21, 44.49, 32.19, 14.45, 12.67, 10.32, 9.384
1953, 9, 6.002, 3.661, 4.633, 6.06, 11.19, 9.564, 7.364, 6.703
1953, 10, 28.07, 27.46, 32.95, 40.91, 5.265, 3.76, 1.636, 0.8806
1953, 11, 26.88, 42.24, 57.69, 64.25, -0.9228, -1.943, -4.072, -4.372
1953, 12, 13.15, 35.99, 49.49, 52.72, -8.371, -9.685, -11.75, -11.5
1954, 1, 24.06, 31.49, 42.9, 32.88, -5.406, -6.217, -8.363, -7.722
1954, 2, 11.45, 27.12, 33.02, 37.84, -2.346, -4.303, -6.219, -6.024
1954, 3, 40.87, 75.62, 101.6, 82.42, -2.225, -4.764, -6.784, -7.273
1954, 4, 34.07, 28, 41.66, 38.83, 5.312, 3.907, 1.57, 1.038
1954, 5, 25.21, 38.57, 49.61, 63.8, 9.872, 7.765, 5.428, 4.315
1954, 6, 10.67, 15.44, 18.46, 20.71, 13.21, 11.57, 9.126, 8.343
1954, 7, 37.46, 41.73, 48.37, 65.66, 17.93, 16.18, 13.6, 12.28
1954, 8, 38.05, 34.04, 33.36, 23.72, 15.16, 13.4, 11.03, 10.34
1954, 9, 66.05, 71.64, 86.28, 71.93, 11.61, 10.28, 7.917, 7.25
1954, 10, 41.84, 39.19, 45.44, 45.73, 5.984, 4.525, 2.286, 1.894
1954, 11, 46.55, 51.78, 67, 63.68, -0.6873, -1.44, -3.564, -3.829
1954, 12, 37.2, 38.2, 52.19, 50.98, -12.56, -12.41, -13.82, -12.72
1955, 1, 30.27, 33.49, 56.13, 35.94, -12.43, -12.81, -14.64, -14.47
1955, 2, 41.41, 52.6, 67.14, 62.64, -11.79, -12.96, -14.86, -14.91
1955, 3, 27.17, 53.98, 76.18, 86.85, -4.526, -6.4, -8.444, -8.74
1955, 4, 18.33, 24.51, 36.35, 33.82, 2.115, -0.2613, -2.452, -3.487
1955, 5, 38.57, 46.15, 66.1, 83.03, 7.584, 6.032, 3.757, 3.015
1955, 6, 20.32, 27.48, 30.56, 20.92, 11.41, 9.333, 7.126, 6.034
1955, 7, 36.84, 41.58, 43.16, 58.97, 16.67, 14.26, 11.96, 10.61
1955, 8, 37.63, 54.27, 59.68, 82.02, 16.57, 13.99, 11.71, 10.11
1955, 9, 5.726, 14.49, 14.75, 13.35, 11.23, 9.59, 7.255, 6.55
1955, 10, 25.42, 30.29, 40.59, 51.48, 4.948, 3.7, 1.354, 0.8934
1955, 11, 60.32, 94.51, 125, 125.2, -4.729, -5.629, -7.755, -7.511
1955, 12, 35.94, 40.56, 55.47, 42.72, -5.857, -6.518, -8.639, -8.077
1956, 1, 64.49, 95.03, 138.2, 116.5, -5.065, -6.833, -8.841, -8.791
1956, 2, 54.85, 82.95, 106.8, 98.3, -10.9, -12.99, -14.71, -14.96
1956, 3, 14.95, 32.84, 41.29, 55.38, -3.467, -5.918, -7.799, -8.307
1956, 4, 61.67, 85.64, 118.2, 150, 3.509, 1.164, -1.147, -2.199
1956, 5, 10.79, 33.13, 42.99, 47.62, 9.753, 8.194, 5.821, 5.038
1956, 6, 13.43, 8.589, 13.32, 11.37, 14.43, 12.61, 10.27, 9.468
1956, 7, 49.01, 55.78, 58.46, 59.77, 15.9, 13.77, 11.37, 10.13
1956, 8, 25.35, 40.21, 36.62, 28.88, 13.95, 12.12, 9.682, 8.58
1956, 9, 3.807, 2.912, 3.848, 4.165, 11.86, 10.2, 7.757, 7.173
1956, 10, 23.85, 21.42, 27.88, 35, 5.223, 3.99, 1.635, 1.288
1956, 11, 29.02, 39.71, 48.52, 42.51, -6.671, -7.304, -9.368, -9.329
1956, 12, 42.96, 67.98, 83.25, 68.78, -11.87, -11.79, -13.45, -12.95
1957, 1, 109.2, 130.6, 176, 147, -10.88, -11.59, -13.52, -13.31
1957, 2, 36.29, 49.15, 63.04, 72.79, -4.786, -6.338, -8.054, -7.656
1957, 3, 43.25, 70.48, 93.76, 80.74, -1.773, -4.69, -6.611, -7.604
1957, 4, 85.42, 120.3, 154.2, 175.9, 1.838, -0.3131, -2.603, -3.816
1957, 5, 89.54, 110.7, 142.9, 125, 6.574, 5.014, 2.646, 1.72
1957, 6, 57.91, 63.07, 67.66, 45.8, 12.05, 10.22, 7.952, 7.091
1957, 7, 28.17, 53.67, 60.75, 86.28, 15.96, 14.21, 11.8, 10.71
1957, 8, 46.89, 47.16, 53.98, 56.2, 15.08, 13.43, 11.06, 10.12
1957, 9, 12.06, 20.25, 24.48, 25.06, 9.639, 7.983, 5.6, 4.877
1957, 10, 44.25, 54.42, 60.28, 48.42, 5.388, 3.954, 1.666, 1.27
1957, 11, 44.3, 49.52, 71.54, 50.77, -5.188, -6.232, -8.412, -8.92
1957, 12, 43.99, 49.76, 70.52, 66.91, -8.508, -9.581, -11.37, -10.89
1958, 1, 17.47, 27.04, 40.43, 30.09, -11.78, -13.11, -14.66, -14.63
1958, 2, 35.41, 50.09, 75.15, 68.01, -3.634, -5.38, -7.475, -7.929
1958, 3, 53.39, 75.08, 98.43, 97.09, -2.304, -5.28, -7.505, -8.742
1958, 4, 26.59, 60.55, 75.24, 98.3, 1.779, -0.6716, -2.915, -4.176
1958, 5, 7.828, 28.24, 34.67, 39.44, 9.956, 8.177, 5.856, 4.714
1958, 6, 7.552, 17.96, 21.49, 25.97, 13.89, 12.11, 9.688, 8.851
1958, 7, 17.2, 22.91, 26.32, 38.38, 15.32, 13.01, 10.63, 9.86
1958, 8, 13.51, 27.28, 26.2, 26.67, 16.54, 14.42, 11.98, 10.77
1958, 9, 36.86, 31.49, 40.01, 28.64, 11.19, 9.81, 7.307, 6.758
1958, 10, 13.69, 12.53, 14.93, 17.19, 5.356, 3.702, 1.473, 0.7914
1958, 11, 33.01, 44.08, 56.38, 59.56, -2.657, -3.424, -5.439, -5.661
1958, 12, 31.67, 44.73, 68.95, 83.06, -4.977, -6.936, -8.748, -8.88
1959, 1, 30.54, 58.72, 85.58, 93.03, -8.157, -9.426, -11.44, -11.79
1959, 2, 52.82, 64.24, 93.38, 88.98, -6.218, -8.439, -10.42, -10.73
1959, 3, 21.84, 53.17, 77.17, 87.5, -2.122, -5.059, -7.441, -8.697
1959, 4, 49.4, 56.63, 76.41, 92.6, 3.143, 0.9474, -1.58, -2.916
1959, 5, 48.3, 62.79, 72.92, 77.69, 8.584, 6.65, 4.283, 3.082
1959, 6, 44.09, 51.28, 59.03, 53.62, 14.38, 12.47, 10.02, 9.011
1959, 7, 27.6, 42.5, 38.16, 45.71, 15.87, 13.76, 11.21, 10.09
1959, 8, 40.54, 44.96, 45.82, 45.73, 15.09, 13.41, 10.79, 9.834
1959, 9, 69.96, 98.49, 116.9, 111.3, 9.497, 8.075, 5.599, 4.802
1959, 10, 56.08, 63.41, 73.01, 77.06, 3.822, 2.524, 0.1823, -0.4257
