# Created by WEAP: 5/6/2021 11:59:36 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: AZ_PHX_Lwr Verde (359,346 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (307,807 ha),  1000 - 2000 m (51,450 ha),  2000 - 3000 m (89 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 20.99, 38.86, 43.63, 9.419, 5.838, 3.853
1950, 2, 41.57, 56.23, 59.44, 13.63, 10.11, 8.086
1950, 3, 8.885, 17.77, 21.79, 15.12, 11.44, 9.267
1950, 4, 0, 0.01008, 0.2719, 20.52, 17.01, 14.55
1950, 5, 0.6738, 3.805, 4.918, 22.15, 18.84, 16.68
1950, 6, 3.41, 6.695, 9.894, 27.41, 24.25, 21.91
1950, 7, 47.37, 130.5, 171.5, 30.18, 26.69, 24.24
1950, 8, 9.094, 18.25, 21.34, 30.18, 26.93, 24.31
1950, 9, 20.7, 30.97, 34.15, 26.02, 22.49, 20.11
1950, 10, 0.008743, 0.0003863, 0, 24.49, 21.51, 19.26
1950, 11, 3.969, 9.187, 14.93, 17.19, 13.78, 11.56
1950, 12, 0.06916, 0.237, 0.8037, 13.79, 10.5, 8.132
1951, 1, 62.61, 84.97, 89.4, 9.948, 6.398, 4.257
1951, 2, 9.59, 20.2, 27.1, 11.85, 8.029, 5.737
1951, 3, 15.24, 17.81, 20.59, 14.28, 10.56, 8.264
1951, 4, 38.38, 77.92, 89.2, 18.05, 14.17, 12.09
1951, 5, 10.58, 17.38, 13.59, 23.03, 19.32, 16.95
1951, 6, 0, 0, 0, 26.51, 22.84, 20.24
1951, 7, 31.53, 23.29, 21.15, 32.11, 28.9, 26.54
1951, 8, 164.4, 253.2, 294.2, 29.56, 26.44, 24.36
1951, 9, 16.75, 25.75, 17.94, 27.38, 24.17, 21.72
1951, 10, 23.62, 32.67, 34.6, 21.48, 17.93, 15.57
1951, 11, 30.66, 50.43, 61.35, 14.17, 10.27, 7.929
1951, 12, 32.65, 80.33, 92.3, 9.889, 5.598, 3.254
1952, 1, 33.67, 75.37, 107.7, 9.471, 5.538, 3.391
1952, 2, 11.63, 15.03, 20.12, 10.85, 6.787, 4.283
1952, 3, 71.92, 122.1, 131.5, 11.08, 6.915, 4.386
1952, 4, 69.57, 108.5, 105, 18.13, 14.2, 11.92
1952, 5, 0.1316, 0.5157, 0.9859, 24.58, 20.38, 17.54
1952, 6, 3.543, 2.341, 1.864, 27.43, 23.67, 20.84
1952, 7, 21.95, 47.8, 52.9, 30.46, 26.98, 24.31
1952, 8, 28.3, 38.55, 53.82, 31.01, 27.42, 24.77
1952, 9, 19.56, 44.63, 52.21, 28.52, 25.05, 22.33
1952, 10, 0, 0, 0, 24.08, 20.93, 17.96
1952, 11, 97.45, 139.6, 142.9, 12.91, 9.154, 6.605
1952, 12, 27.42, 46.19, 46.53, 9.776, 5.914, 3.495
1953, 1, 7.889, 9.297, 11.62, 11.72, 8.004, 5.78
1953, 2, 20.57, 22.85, 23.1, 10.99, 7.32, 4.822
1953, 3, 25.77, 52.82, 66.25, 14.99, 10.83, 8.314
1953, 4, 1.13, 7.076, 10.3, 17.67, 13.98, 11.57
1953, 5, 3.429, 4.904, 0.9858, 19.92, 16.17, 13.58
1953, 6, 0, 0.0007942, 0.03199, 27.78, 24.36, 21.66
1953, 7, 52.4, 94.01, 108.6, 31.51, 27.92, 25.3
1953, 8, 20.76, 39.49, 40.14, 30.53, 26.69, 23.47
1953, 9, 0.007479, 0.01731, 0.01199, 28.17, 25.01, 22.29
1953, 10, 0.3464, 0.5528, 0.112, 21.42, 18.12, 15.27
1953, 11, 6.066, 11.94, 12.44, 15.78, 12.66, 10.18
1953, 12, 4.654, 9.938, 9.687, 9.137, 5.92, 3.407
1954, 1, 41.95, 73.88, 82.67, 10.82, 7.266, 4.892
1954, 2, 21.07, 23.52, 22.53, 15.5, 11.57, 8.698
1954, 3, 58.89, 123.7, 150.4, 13.89, 10.1, 7.75
1954, 4, 0.9644, 1.072, 2.174, 20.89, 17.15, 14.59
1954, 5, 4.537, 7.637, 8.221, 24.04, 20.25, 17.32
1954, 6, 6.473, 5.872, 7.673, 27.31, 23.81, 21.21
1954, 7, 47.3, 84.92, 109, 31.52, 28.07, 25.64
1954, 8, 32.81, 46.79, 60.89, 29.49, 25.68, 23.08
1954, 9, 32.01, 45.17, 54.52, 28.52, 24.82, 22.12
1954, 10, 3.368, 7.984, 11.81, 22.62, 19.24, 16.72
1954, 11, 0.09206, 1.503, 5.623, 16.82, 13.43, 10.87
1954, 12, 2.085, 5.345, 8.762, 11.25, 7.394, 4.66
1955, 1, 80.53, 85.54, 72.17, 8.04, 4.213, 1.915
1955, 2, 3.07, 5.738, 8.557, 9.377, 5.552, 3.296
