# Created by WEAP: 5/6/2021 11:59:27 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_CEN_KIngs (301,056 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (46,690 ha),  1000 - 2000 m (61,276 ha),  2000 - 3000 m (96,982 ha),  3000 - 4000 m (95,816 ha),  4000 - 5000 m (292 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m
1957, 9, 15.09, 20.31, 23.65, 22.08, 14.01, 20.98, 15.9, 10.73, 7.723, 6.971
1957, 10, 39.82, 49.64, 56.46, 63.27, 59.78, 13.71, 8.432, 3.158, 0.000464, -0.7829
1957, 11, 59.19, 76.03, 83.86, 82.25, 64.08, 9.425, 4.446, -1.376, -4.869, -5.78
1957, 12, 168.1, 199.3, 180.8, 170, 135.3, 8.328, 4.038, -2.194, -6.148, -7.27
1958, 1, 130.4, 157.6, 162.6, 142.3, 96.17, 7.549, 3.101, -2.785, -6.563, -7.693
1958, 2, 212.8, 248.2, 243.3, 234.8, 168, 8.855, 3.817, -1.68, -5.019, -5.847
1958, 3, 290.2, 354.9, 375.5, 346, 234.1, 6.252, 0.8029, -4.481, -7.497, -8.222
1958, 4, 181.5, 223, 221.1, 213.5, 170, 10.94, 5.783, 0.7426, -1.999, -2.592
1958, 5, 57.57, 60.92, 56.69, 55.59, 41.74, 17.43, 11.85, 6.698, 4.369, 4.139
1958, 6, 6.312, 16.21, 14.8, 13.83, 7.655, 18.99, 13.65, 8.741, 6.575, 6.436
1958, 7, 2.336, 2.883, 4.126, 3.145, 2.207, 23.18, 17.96, 13.14, 10.76, 10.45
1958, 8, 1.193, 4.734, 9.969, 12.01, 11.61, 25.75, 20.52, 15.37, 12.56, 11.96
1958, 9, 36.08, 56.56, 63.55, 56.85, 37.42, 21.59, 16.45, 11.22, 8.24, 7.512
1958, 10, 0.1756, 0.587, 1.006, 2.12, 3.1, 18.72, 13.88, 8.55, 5.018, 3.905
1958, 11, 21.3, 25.8, 27.47, 30.24, 27.89, 11.64, 6.813, 1.051, -2.474, -3.472
1958, 12, 12.73, 16.51, 16.34, 15.25, 12.57, 11.82, 7.887, 1.862, -2.55, -4.046
1959, 1, 95.87, 110.1, 97.28, 78.89, 51.79, 8.507, 3.88, -1.923, -5.718, -6.85
1959, 2, 246.8, 310.8, 305, 293.3, 217, 6.492, 1.163, -4.563, -8.04, -9.072
1959, 3, 4.508, 10.29, 13.25, 12.68, 7.502, 11.61, 6.577, 1.205, -1.821, -2.55
1959, 4, 31.13, 41.93, 38.29, 32.44, 19.82, 15.36, 10.17, 4.941, 2.166, 1.605
1959, 5, 16.52, 24.46, 27.37, 27.32, 17.8, 14.47, 9.012, 3.97, 1.765, 1.591
1959, 6, 0.001475, 0.02751, 0.08419, 0.1261, 0.1646, 22, 17.04, 12.13, 9.82, 9.575
1959, 7, 0.0608, 0.3152, 1.348, 3.455, 6.384, 26.68, 21.53, 16.36, 13.79, 13.29
1959, 8, 0.1469, 0.8817, 1.729, 1.744, 1.566, 23.56, 18.52, 13.29, 10.61, 10.18
1959, 9, 65.2, 74.81, 60.5, 70.87, 80.19, 19.42, 14.23, 9.079, 6.373, 5.89
1959, 10, 0.02382, 0.3967, 1.703, 3.05, 4.486, 17.79, 13.01, 7.554, 4.219, 3.261
1959, 11, 0, 0, 0, 0, 0, 13.31, 8.96, 3.281, -0.5559, -1.75
1959, 12, 31.78, 43.98, 42.71, 36.13, 24.88, 9.196, 5.07, -0.8042, -4.989, -6.365
1960, 1, 97.61, 116, 111.5, 83.58, 54.6, 5.389, -0.08405, -6.101, -9.977, -11.1
1960, 2, 191, 238.2, 235.7, 192.2, 116.7, 6.634, 1.397, -4.106, -7.386, -8.155
1960, 3, 70.39, 92.05, 88.49, 65.46, 32.66, 11.19, 6.409, 1.243, -1.674, -2.282
1960, 4, 86.08, 99.06, 78.6, 51.34, 23.02, 12.58, 7.213, 2.099, -0.2757, -0.499
1960, 5, 7.736, 10.07, 5.967, 4.652, 2.884, 15.55, 10.16, 5.136, 2.919, 2.8
1960, 6, 0, 0, 0, 0, 0, 23.83, 18.65, 13.61, 11.12, 10.75
1960, 7, 1.576, 4.274, 7.592, 9.991, 12.22, 25.92, 20.65, 15.38, 12.58, 12.04
1960, 8, 0, 0, 0, 0.005639, 0, 23.94, 19.06, 13.95, 11.36, 11
1960, 9, 3.019, 4.432, 6.037, 8.015, 9.239, 22.75, 17.85, 12.5, 9.35, 8.587
1960, 10, 7.556, 12.81, 22.95, 32.33, 35.22, 15.51, 10.69, 5.296, 1.984, 1.126
1960, 11, 150, 149, 145.9, 167.7, 171.9, 9.286, 4.633, -0.9353, -4.477, -5.455
1960, 12, 66.24, 81.69, 65.64, 50.48, 38.68, 7.281, 3.186, -2.766, -6.632, -7.793
1961, 1, 57.4, 57.39, 47.84, 37.52, 24.81, 8.459, 4.739, -1.137, -5.323, -6.713
1961, 2, 32.95, 38.81, 30.38, 20.69, 8.766, 8.758, 4.001, -1.587, -5.122, -6.06
1961, 3, 89.61, 115.1, 108.8, 76.09, 36.98, 8.711, 3.515, -1.954, -4.837, -5.376
1961, 4, 34.09, 39.8, 33.02, 24.49, 14.15, 12.99, 7.656, 2.401, -0.2818, -0.7459
1961, 5, 30.24, 38.57, 28.18, 24.54, 18.06, 14.17, 8.908, 4.05, 1.868, 1.755
1961, 6, 3.491, 5.56, 6.688, 8.109, 7.726, 23.26, 18.1, 13.18, 10.64, 10.18
1961, 7, 1.318, 2.606, 4.237, 8.079, 10.65, 26.19, 21.24, 16.14, 13.24, 12.55
1961, 8, 0.8049, 4.339, 13.56, 27.65, 36.6, 24.88, 19.73, 14.31, 11.1, 10.26
1961, 9, 13.52, 21.62, 18.54, 13.36, 7.115, 19.86, 14.81, 9.538, 6.344, 5.528
1961, 10, 6.778, 9.276, 9.989, 14.51, 19.19, 16, 11.26, 5.855, 2.299, 1.22
1961, 11, 99.9, 114.4, 107.3, 97.84, 84.15, 9.649, 5.149, -0.447, -4.249, -5.382
1961, 12, 77.26, 85.63, 72.3, 62.53, 55.17, 6.321, 2.058, -3.763, -7.578, -8.659
1962, 1, 88.52, 99.96, 103.7, 91.07, 72.17, 6.57, 2.651, -3.362, -7.438, -8.8
1962, 2, 435.9, 530.3, 524.8, 480.9, 380, 6.358, 1.475, -4.254, -7.93, -9.126
1962, 3, 122.7, 155, 149.6, 113.2, 63.79, 6.408, 0.8511, -4.798, -7.847, -8.506
1962, 4, 12.89, 17.91, 12.95, 7.637, 2.356, 14.56, 9.406, 4.081, 1.521, 1.151
1962, 5, 31.76, 42.05, 42.6, 49.15, 48.81, 13.73, 8.278, 3.182, 0.7472, 0.4361
1962, 6, 4.402, 5.32, 6.326, 11.48, 13.38, 20.66, 15.26, 10.23, 7.633, 7.08
1962, 7, 1.061, 1.077, 3.28, 7.612, 9.535, 24.01, 18.81, 13.7, 10.8, 10.09
1962, 8, 0.008536, 0.02679, 0, 0, 0, 24.33, 19.06, 13.85, 10.85, 10.12
1962, 9, 2.791, 6.278, 15.2, 28.35, 38.59, 22.06, 16.78, 11.16, 7.686, 6.701
1962, 10, 38.18, 40.65, 36.18, 27.62, 15.3, 16.55, 11.65, 6.074, 2.789, 1.917
1962, 11, 3.753, 4.739, 4.946, 4.693, 4.046, 11.46, 6.845, 1.325, -2.188, -3.121
1962, 12, 6.06, 4.407, 1.184, 0.9687, 0.6714, 9.118, 5.052, -0.6703, -4.779, -6.149
1963, 1, 224.6, 261.7, 270.6, 268.8, 253.4, 5.39, 1.616, -3.608, -7.702, -9.096
1963, 2, 182.2, 232.2, 271.5, 295, 263.8, 10.91, 6.146, 0.6795, -2.971, -4.003
1963, 3, 129.2, 147.7, 152.6, 150, 138.5, 8.204, 2.762, -2.759, -5.927, -6.607
1963, 4, 202.3, 238, 214.7, 178.3, 140.4, 8.829, 3.255, -2.102, -4.841, -5.256
1963, 5, 24.68, 36.14, 42, 49.09, 46.32, 15.96, 10.8, 5.782, 3.246, 2.938
1963, 6, 8.819, 12.72, 32.59, 71.69, 89.63, 18.43, 12.97, 7.76, 4.884, 4.37
1963, 7, 0, 0, 0, 0, 0, 22.83, 17.72, 12.82, 10.2, 9.935
1963, 8, 1.61, 4.67, 13.98, 30.2, 35.56, 23.32, 17.96, 12.8, 9.891, 9.432
1963, 9, 15.47, 27.45, 38.21, 45.73, 44.29, 22.42, 16.94, 11.29, 7.943, 7.201
1963, 10, 50.79, 50.24, 45.17, 40.82, 34.4, 16.55, 11.58, 6.276, 3.144, 2.503
1963, 11, 177, 188.7, 157.5, 115.1, 66.25, 9.604, 4.939, -0.3728, -3.851, -4.763
1963, 12, 21.04, 23.71, 20.14, 14.22, 8.645, 6.365, 2.829, -2.384, -6.099, -7.117
1964, 1, 73.02, 89.3, 86.46, 64.96, 40.66, 5.221, 0.8274, -4.564, -8.493, -9.683
1964, 2, 1.847, 5.117, 9.131, 10.18, 9.739, 7.045, 2.357, -2.96, -6.437, -7.411
1964, 3, 113.1, 140, 137.8, 101.8, 51.97, 7.814, 2.209, -3.339, -6.366, -6.913
1964, 4, 57.85, 70.29, 69.49, 60.33, 48.34, 11.44, 5.746, 0.3879, -2.27, -2.572
1964, 5, 66.43, 81.38, 73.15, 72.38, 60.41, 14.49, 8.908, 3.635, 1.056, 0.861
1964, 6, 10.58, 15.51, 16.37, 13.83, 7.093, 19.54, 14.07, 9.023, 6.578, 6.397
1964, 7, 0.6644, 0.7841, 0.9387, 1.864, 2.672, 24.72, 19.34, 14.07, 10.9, 10.36
1964, 8, 2.349, 2.295, 4.826, 11.04, 15.95, 24.74, 19.54, 14.34, 11.27, 10.65
1964, 9, 16.42, 21.98, 22.17, 14.2, 3.177, 20.25, 15.21, 9.859, 6.521, 5.725
1964, 10, 50.41, 52.79, 45.99, 34.77, 21.1, 18.84, 14.17, 8.811, 5.134, 4.059
1964, 11, 156.4, 164.8, 154, 121.2, 81.6, 7.888, 3.037, -2.507, -6.104, -7.103
1964, 12, 263.5, 287, 264.9, 224.5, 174.1, 6.519, 2.008, -3.49, -7.142, -8.189
1965, 1, 162.9, 199.4, 193.2, 145.9, 99.88, 6.093, 1.892, -3.679, -7.328, -8.431
1965, 2, 30.53, 38.11, 36.05, 27.97, 19.01, 7.899, 3.373, -2.065, -5.615, -6.608
1965, 3, 73.38, 78.55, 70.3, 51.27, 27.01, 9.261, 3.849, -1.633, -4.822, -5.57
1965, 4, 179, 185.5, 157.6, 138.7, 119.9, 11.04, 5.579, 0.203, -2.81, -3.358
1965, 5, 4.088, 5.562, 6.424, 7.069, 6.437, 15.18, 9.531, 4.185, 1.303, 0.7818
1965, 6, 1.032, 2.139, 3.834, 7.442, 8.42, 18.31, 12.97, 7.89, 5.351, 5.089
1965, 7, 0.2034, 1.455, 7.424, 17.54, 23.53, 23.71, 18.63, 13.33, 9.889, 9.135
1965, 8, 5.018, 12.14, 25.61, 32.44, 34.76, 23.94, 18.71, 13.48, 10.32, 9.559
1965, 9, 6.031, 11.63, 15.2, 10.21, 3.005, 18.45, 13.13, 7.714, 4.582, 3.944
1965, 10, 13.22, 13.79, 10.29, 5.892, 1.604, 18.03, 13.54, 8.323, 4.693, 3.66
1965, 11, 204.1, 250.6, 244.4, 234.3, 189.3, 10.31, 5.573, 0.3011, -3.419, -4.551
1965, 12, 153, 177.2, 172.4, 159.2, 145.2, 5.274, 1.028, -4.495, -8.411, -9.667
1966, 1, 38.8, 41.58, 40.7, 31.01, 22.27, 4.838, 0.3633, -5.107, -9.133, -10.42
1966, 2, 59.6, 71.99, 68.29, 50.88, 32.34, 5.721, 0.6829, -4.716, -8.334, -9.331
1966, 3, 12.85, 19.12, 20.81, 16.29, 9.352, 10.76, 5.752, 0.4066, -2.919, -3.773
1966, 4, 41.43, 45.03, 36.3, 26.34, 17.62, 15.05, 9.761, 4.609, 1.437, 0.6555
1966, 5, 15.32, 14.85, 11.36, 14.31, 13.27, 18.78, 13.69, 8.434, 5.109, 4.476
1966, 6, 3.365, 7.179, 9.229, 8.171, 4.751, 21.47, 16.31, 11.14, 8.211, 7.638
1966, 7, 0.004677, 0.018, 0.3719, 1.208, 2.159, 23.68, 18.84, 13.83, 10.78, 10.15
1966, 8, 0.02279, 0.3994, 1.725, 2.9, 4.133, 25.51, 20.57, 15.58, 12.58, 11.93
1966, 9, 2.114, 3.674, 6.523, 12.44, 16.69, 21.03, 16.12, 10.91, 7.633, 6.837
1966, 10, 0.01571, 0.2081, 0.538, 0.491, 0.223, 16.96, 12.15, 6.722, 2.925, 1.806
1966, 11, 98.94, 119.5, 120.9, 101.9, 76.3, 11.38, 6.455, 1.005, -2.778, -3.932
1966, 12, 380, 506, 571.7, 615.2, 573, 6.293, 2.36, -2.931, -6.812, -8.005
1967, 1, 165.2, 199.4, 216.7, 199, 173, 6.868, 2.819, -2.497, -6.497, -7.834
1967, 2, 20.44, 22.72, 23.86, 18.82, 12.77, 8.141, 4.061, -1.221, -5.003, -6.191
1967, 3, 210.4, 262.9, 264.8, 222.8, 169.2, 8.742, 3.59, -1.506, -4.485, -5.078
1967, 4, 323.2, 357, 316.4, 241.4, 157.7, 6.208, 0.6304, -4.516, -7.33, -7.772
1967, 5, 27.15, 34.79, 33.44, 33.14, 25.67, 15.08, 9.785, 4.744, 2.174, 1.802
1967, 6, 5.596, 6.61, 6.87, 7.423, 5.941, 17.92, 12.81, 8.069, 5.551, 5.33
1967, 7, 0.416, 0.2392, 1.28, 3.904, 6.922, 24.77, 20.16, 15.55, 12.62, 11.99
1967, 8, 1.732, 5.154, 10.46, 17.53, 21.12, 26.82, 21.67, 16.54, 13.23, 12.38
1967, 9, 17.59, 32.93, 46.97, 51.42, 49.28, 22.18, 16.78, 11.39, 7.972, 7.139
1967, 10, 0.2618, 0.1246, 0.1048, 0.2877, 0.4687, 17.61, 12.97, 7.692, 3.974, 2.934
1967, 11, 77.52, 92.69, 99.35, 95.63, 81.62, 12.77, 8.235, 2.995, -0.7839, -1.997
1967, 12, 97.77, 117.6, 118.3, 101.1, 83.04, 3.919, -0.5196, -5.921, -9.533, -10.52
1968, 1, 88.37, 90.76, 81.1, 54.87, 32.98, 5.673, 1.595, -3.686, -7.514, -8.661
1968, 2, 43.62, 54.02, 58.34, 51.3, 34.99, 10.26, 5.269, -0.2694, -3.845, -4.77
1968, 3, 71.17, 77.87, 75.76, 59.83, 40.82, 10.1, 4.788, -0.6452, -3.823, -4.518
1968, 4, 33.93, 35.61, 30.53, 23.59, 18.3, 12.89, 7.377, 1.978, -1.099, -1.698
1968, 5, 24.65, 26.14, 16.21, 13.22, 7.173, 16.35, 10.9, 5.63, 3.03, 2.782
1968, 6, 6.59, 7.918, 5.716, 5.121, 3.966, 22.48, 17.25, 12.07, 9.346, 8.999
1968, 7, 0.0445, 1.196, 7.372, 19.59, 30.88, 25.84, 20.69, 15.43, 12.39, 11.78
1968, 8, 2.349, 3.061, 4.603, 6.441, 8.044, 22.41, 17.06, 11.81, 8.94, 8.473
1968, 9, 0, 0, 0, 0, 0, 22.01, 17.07, 11.86, 8.477, 7.593
1968, 10, 64.65, 68.52, 67.63, 58.05, 45.14, 15.93, 11.33, 6.137, 2.823, 2.024
1968, 11, 83.15, 79.58, 70.75, 57.45, 42.48, 9.561, 4.974, -0.4809, -3.812, -4.575
1968, 12, 212.2, 257.7, 245.3, 189.1, 113, 4.955, 0.1124, -5.814, -9.607, -10.6
