# Created by WEAP: 5/6/2021 11:59:25 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: WA_W_Cowlitz (366,182 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (189,999 ha),  1000 - 2000 m (170,867 ha),  2000 - 3000 m (4,826 ha),  3000 - 4000 m (489 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 443.5, 452.9, 527.9, 518.5, -7.19, -11.1, -15.26, -16.31
1950, 2, 347.8, 317.7, 300.2, 282.1, -0.2595, -3.844, -8.183, -9.355
1950, 3, 376.7, 380.8, 381, 352.9, 2.122, -1.553, -5.541, -6.435
1950, 4, 140.7, 129.6, 147, 138.7, 4.771, 1.314, -2.695, -3.667
1950, 5, 51.09, 48.37, 46.35, 41.77, 7.987, 5.282, 1.722, 0.9078
1950, 6, 51.25, 61.01, 58.84, 52.35, 12.4, 9.806, 6.147, 5.297
1950, 7, 42.36, 42.07, 40.95, 36.31, 15.67, 14.13, 10.55, 9.697
1950, 8, 39.95, 35.17, 36.23, 31.58, 16.42, 14.63, 11.11, 10.11
1950, 9, 67.68, 58.95, 63.2, 56.33, 12.52, 10.55, 7.58, 6.621
1950, 10, 368.6, 357, 425, 411.4, 6.408, 3.908, 0.2875, -0.7483
1950, 11, 379.3, 401.5, 459.7, 421.1, 2.747, -0.4683, -4.468, -5.467
1950, 12, 319.3, 304.3, 343, 317.8, 3.602, 0.2279, -4.205, -5.506
1951, 1, 404.8, 426.4, 485.5, 452.5, -0.8518, -4.005, -7.949, -9.111
1951, 2, 330.9, 310.9, 347.1, 315.3, 1.064, -2.375, -6.601, -7.779
1951, 3, 310.9, 337.7, 334.3, 304.1, 0.8503, -2.156, -6.179, -7.186
1951, 4, 33.32, 37.5, 45.48, 41.74, 7.477, 4.86, 1.04, -0.05866
1951, 5, 113.9, 144.6, 150.5, 132.9, 9.72, 7.24, 3.836, 3.127
1951, 6, 14.82, 18.97, 34.18, 30.76, 13.73, 11.55, 7.976, 6.971
1951, 7, 6.936, 7.233, 7.592, 6.208, 16.04, 14.32, 10.85, 9.745
1951, 8, 26.36, 24.5, 25.8, 24.17, 14.75, 13.03, 9.731, 8.681
1951, 9, 121.4, 122.8, 126.3, 111.6, 13.88, 11.92, 8.323, 7.155
1951, 10, 344.4, 317.3, 300.2, 278, 7.238, 4.519, 0.5732, -0.5089
1951, 11, 340.2, 361.1, 418.8, 395.1, 2.78, -0.4148, -4.332, -5.381
1951, 12, 277, 247.2, 265.7, 261.8, -1.475, -5.033, -8.989, -9.879
1952, 1, 209.2, 209, 251.1, 244.5, -2.142, -6.104, -10.29, -11.3
1952, 2, 159.7, 145.1, 151.1, 139.3, 0.7781, -2.851, -6.854, -7.779
1952, 3, 189.5, 177.5, 153.5, 138.2, 2.173, -1.131, -5.003, -5.913
1952, 4, 88.25, 78.18, 76.13, 64.31, 7.387, 4.845, 1.298, 0.3154
1952, 5, 57.72, 62.33, 57.99, 50.6, 9.765, 7.516, 4.026, 3.096
1952, 6, 69.68, 74.64, 87.58, 82.57, 11.2, 9.084, 5.75, 4.909
1952, 7, 2.048, 1.714, 2.496, 1.974, 16.12, 14.63, 11.34, 10.27
1952, 8, 19.1, 17, 18.77, 16.78, 15.95, 14.21, 10.67, 9.571
1952, 9, 16.56, 16.65, 17.63, 15.26, 13.87, 12.41, 8.817, 7.544
1952, 10, 43.81, 35.63, 25.7, 21.24, 11.05, 9.528, 5.597, 4.189
1952, 11, 38.78, 34.11, 45.91, 39.42, 2.486, 0.1953, -4.161, -5.837
1952, 12, 293.3, 279.6, 328.6, 323.5, 0.3414, -2.847, -6.879, -8.01
1953, 1, 760.4, 739.8, 759.4, 715.6, 2.464, -0.6813, -4.43, -5.379
1953, 2, 196.9, 184.3, 176, 162.1, 1.682, -1.428, -5.241, -6.135
1953, 3, 171.5, 150.2, 168.2, 158.4, 2.917, 0.0358, -3.69, -4.517
1953, 4, 113.6, 138.6, 167.6, 156.4, 5.074, 2.294, -1.513, -2.401
1953, 5, 148.6, 161.4, 186.7, 174.2, 8.603, 5.908, 2.262, 1.297
1953, 6, 106.4, 94.86, 100.8, 92.9, 10.19, 7.51, 3.761, 2.867
1953, 7, 19.51, 21.77, 27.18, 24.76, 15.26, 13.49, 10.05, 9.088
1953, 8, 61.83, 48.08, 65.62, 65.21, 15.24, 13.64, 9.968, 8.855
1953, 9, 82.6, 73.16, 73.22, 64.01, 12.97, 11.24, 7.604, 6.431
1953, 10, 130.9, 107.7, 107.6, 94.15, 8.699, 6.801, 3.042, 1.778
1953, 11, 290.1, 313.1, 366.7, 333.8, 4.905, 2.077, -1.921, -3.09
1953, 12, 495, 482.9, 437.4, 390.4, 1.779, -1.309, -5.157, -6.104
1954, 1, 435.9, 433.8, 504.8, 480.9, -1.3, -4.681, -8.494, -9.383
1954, 2, 261.1, 258.2, 276.3, 254.1, 1.648, -2.055, -6.268, -7.334
1954, 3, 140.5, 134.1, 145.9, 137.8, 1.971, -1.562, -5.686, -6.646
1954, 4, 156.5, 165.3, 203.9, 192, 4.916, 1.884, -1.783, -2.597
1954, 5, 108.5, 108, 99.73, 90.61, 9.669, 7.065, 3.697, 2.898
1954, 6, 154.7, 144.2, 169.9, 158.6, 10.32, 7.704, 4.164, 3.414
1954, 7, 28.77, 32.19, 54.82, 46.16, 13.36, 11.27, 8.064, 7.189
1954, 8, 61.4, 39.33, 35.17, 32.11, 13.21, 10.99, 7.411, 6.59
1954, 9, 65.19, 55.25, 63.46, 57.04, 12.11, 9.957, 6.085, 4.924
1954, 10, 140.5, 138.6, 147.5, 135.5, 7.899, 5.382, 1.458, 0.08863
1954, 11, 280, 311.2, 365.6, 322.5, 6.048, 3.265, -0.4056, -1.497
