# Created by WEAP: 5/6/2021 11:59:26 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: OR_WA_BPA_Naches (235,829 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (65,539 ha),  1000 - 2000 m (168,892 ha),  2000 - 3000 m (1,399 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 212.6, 260.1, 262.6, -12.96, -14.64, -15.92
1950, 2, 117.9, 184.7, 224.7, -4.066, -6.385, -7.842
1950, 3, 128.9, 224.7, 272.3, 0.2287, -3.583, -5.58
1950, 4, 32.21, 64.85, 70.78, 3.756, -0.2627, -2.38
1950, 5, 6.823, 15.96, 17.95, 8.744, 4.34, 2.18
1950, 6, 66.84, 46.68, 36.39, 13.02, 8.637, 6.359
1950, 7, 10.14, 14.51, 20.12, 17.24, 12.78, 10.32
1950, 8, 1.959, 8.736, 8.206, 17.3, 12.87, 10.05
1950, 9, 12.76, 23.62, 28.59, 13.24, 8.723, 5.054
1950, 10, 159.5, 191.1, 184.5, 6.194, 3.105, 2.078
1950, 11, 182.2, 266.1, 288.4, 0.7358, -1.835, -2.728
1950, 12, 127.8, 182, 190.8, -0.5329, -2.419, -3.509
1951, 1, 158.6, 201, 175.5, -4.409, -6.365, -7.096
1951, 2, 117.5, 200.7, 243.8, -1.945, -4.605, -5.61
1951, 3, 98.34, 167.4, 200.9, -0.2702, -3.128, -3.978
1951, 4, 7.168, 16.16, 19.55, 6.775, 3.599, 2.332
1951, 5, 50.76, 74.85, 76.59, 9.875, 6.052, 4.356
1951, 6, 33, 15.66, 12.82, 14.65, 10.86, 9.21
1951, 7, 5.891, 3.75, 2.972, 17.76, 14.22, 12.81
1951, 8, 15.2, 14.27, 12.21, 16.89, 13.17, 11.55
1951, 9, 25.11, 42.45, 49.56, 13.37, 10.33, 8.699
1951, 10, 97.37, 142.1, 150, 6.19, 3.08, 1.364
1951, 11, 142.9, 200.7, 224.6, -0.3046, -2.961, -4.605
1951, 12, 113.6, 145.5, 133.5, -5.607, -7.522, -8.889
1952, 1, 82.81, 122.5, 140.3, -8.095, -9.537, -10.58
1952, 2, 71.81, 100.2, 115.6, -2.161, -5.41, -7.425
1952, 3, 22.19, 59.37, 66.74, 1.005, -2.557, -4.184
1952, 4, 9.182, 28.58, 37.04, 6.927, 3.412, 2.068
1952, 5, 22.84, 34.65, 37.77, 10.43, 6.66, 5.171
1952, 6, 54.6, 55.71, 53.42, 12.85, 8.773, 7.245
1952, 7, 0.2472, 1.571, 1.673, 17.86, 14.26, 12.84
1952, 8, 30.54, 23.55, 22.28, 16.95, 13.64, 12.23
1952, 9, 1.53, 4.135, 3.716, 14.69, 11.75, 10.54
1952, 10, 4.507, 8.066, 7.112, 10.29, 8.142, 7.38
1952, 11, 25.04, 29.45, 33.24, -1.599, -2.928, -3.683
1952, 12, 117.2, 150.7, 156.6, -2.63, -4.58, -5.52
1953, 1, 252.4, 364.1, 363.4, 0.9787, -1.597, -2.584
1953, 2, 55.55, 87.51, 78.14, 0.6449, -2.51, -3.85
1953, 3, 26.99, 57.55, 55.94, 2.459, -0.9007, -2.229
1953, 4, 65.68, 78.2, 72.6, 4.714, 1.143, -0.3381
1953, 5, 49.05, 70.23, 78.7, 8.707, 5.211, 3.919
1953, 6, 36.14, 56.09, 64.35, 10.83, 7.07, 5.524
1953, 7, 1.359, 3.646, 4.693, 17.07, 13.37, 11.85
1953, 8, 17.18, 15.79, 11.22, 16.42, 13.24, 12.1
1953, 9, 7.318, 22.11, 31.79, 13.25, 10.57, 9.604
