# Created by WEAP: 5/6/2021 11:59:40 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CO_SW_Headwater Rio Grande (388,168 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 2000 - 3000 m (117,933 ha),  3000 - 4000 m (269,437 ha),  4000 - 5000 m (798 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 40.77, 85.59, 68.32, -10.78, -13.8, -15.94
1950, 2, 21.04, 49.25, 51.84, -6.048, -9.495, -12.1
1950, 3, 20.88, 54.65, 84.48, -4.085, -7.098, -9.618
1950, 4, 21.47, 48.73, 58.61, 1.595, -1.178, -3.734
1950, 5, 3.837, 9.641, 21.95, 3.98, 1.058, -1.643
1950, 6, 30.99, 34.26, 42.08, 10.43, 6.912, 4.143
1950, 7, 51.67, 69.03, 72.57, 12.13, 8.999, 6.288
1950, 8, 19.85, 20.64, 18.16, 10.75, 7.732, 4.838
1950, 9, 46.35, 76.3, 91.12, 7.658, 4.666, 1.975
1950, 10, 13.23, 19.63, 14.3, 5.86, 3.145, 0.6166
1950, 11, 19.64, 42.06, 43.73, -1.892, -4.567, -7.068
1950, 12, 12.79, 40.83, 91.64, -6.036, -8.761, -11.47
1951, 1, 42.08, 91.55, 77.15, -8.718, -12.01, -14.59
1951, 2, 27.85, 50.79, 61.37, -7.106, -9.861, -12.18
1951, 3, 18.29, 36.64, 36.59, -4.944, -8.442, -11.02
1951, 4, 46.12, 80.01, 85.37, 0.57, -2.8, -5.337
1951, 5, 14.18, 28.38, 37.88, 6.029, 2.475, -0.2462
1951, 6, 3.865, 5.914, 6.466, 8.962, 5.45, 2.555
1951, 7, 26.33, 37.58, 34.51, 14.5, 11.31, 8.422
1951, 8, 59.49, 69.45, 61.14, 12.34, 8.939, 6.322
1951, 9, 4.969, 11.92, 30.56, 8.278, 5.044, 2.806
1951, 10, 33.17, 58.38, 67.8, 2.419, -0.424, -2.932
1951, 11, 57.21, 107.5, 106.1, -6.527, -9.496, -11.91
1951, 12, 113.6, 224.2, 228.9, -11.07, -13.82, -15.92
1952, 1, 103.1, 193.6, 184.7, -12.08, -14.87, -16.85
1952, 2, 20.24, 49.94, 51.57, -11.15, -14.13, -16.54
1952, 3, 54.39, 109, 122, -8.152, -11.7, -14.27
1952, 4, 69.86, 99.45, 118.2, 1.96, -1.658, -4.597
1952, 5, 27.03, 43.47, 80.44, 6.13, 2.785, 0.09983
1952, 6, 19.14, 24.87, 19.2, 11.45, 8.058, 5.375
1952, 7, 64.14, 68.3, 81.49, 13.15, 10.15, 7.203
1952, 8, 92.16, 94.53, 80.3, 12.66, 9.777, 6.931
1952, 9, 44.69, 66.62, 76.21, 9.249, 6.223, 3.362
1952, 10, 0.0005394, 0.02254, 0.1507, 4.826, 1.925, -0.8372
1952, 11, 67.76, 105.8, 84.75, -6.705, -9.245, -11.55
1952, 12, 19.92, 43.84, 56.19, -12.88, -15.06, -16.83
1953, 1, 18.35, 45.2, 50.91, -7.225, -10.32, -12.52
1953, 2, 14.07, 29.58, 30.51, -8.723, -11.9, -14.45
1953, 3, 40, 76.06, 89.18, -2.691, -6.098, -8.847
1953, 4, 61.39, 99.13, 93.91, 0.1119, -3.434, -6.24
1953, 5, 72.15, 86.34, 102.9, 3.804, 0.3776, -2.222
1953, 6, 18.64, 25.61, 29.09, 11.46, 8.141, 5.496
1953, 7, 75.17, 85.73, 95.92, 14, 10.96, 8.249
1953, 8, 30.3, 40.66, 38.06, 12.02, 8.884, 6.04
1953, 9, 2.11, 4.416, 9.711, 9.159, 6.01, 3.124
1953, 10, 56.01, 102.3, 130.9, 3.697, 0.5594, -2.147
1953, 11, 50.94, 81.33, 81.41, -2.961, -5.763, -8.307
1953, 12, 15.58, 25.37, 28.6, -9.904, -12.05, -14.43
1954, 1, 29.61, 57.15, 21.35, -8.405, -10.66, -12.71
1954, 2, 6.783, 18, 26.98, -3.132, -6.511, -9.463
1954, 3, 43.07, 89.8, 73.79, -3.931, -7.381, -10.09
1954, 4, 16.89, 29.5, 35.06, 3.637, 0.09089, -2.507
1954, 5, 60.76, 95.07, 101.5, 7.199, 3.8, 1.139
1954, 6, 8.788, 14.95, 25.04, 10.87, 7.479, 4.678
1954, 7, 80.15, 109.3, 123.4, 14.18, 10.93, 8.075
1954, 8, 50.14, 61.42, 44.36, 12.14, 8.915, 6.203
1954, 9, 51.15, 71.88, 90.53, 9.457, 6.21, 3.394
1954, 10, 19.78, 40.55, 63.2, 5.287, 2.274, -0.4586
1954, 11, 16.06, 32.6, 41.49, -0.6708, -3.493, -6.189
1954, 12, 23.11, 49.77, 59.4, -9.688, -12.47, -14.96
1955, 1, 28.88, 65.62, 60.12, -12.29, -15.35, -17.64
1955, 2, 39.37, 86.79, 55.87, -11.27, -14.64, -17.33
1955, 3, 6.133, 17.75, 35.75, -3.965, -7.697, -10.66
1955, 4, 55.35, 78.79, 80.48, -0.589, -4.08, -6.883
1955, 5, 64.56, 103.9, 134.8, 5.099, 1.656, -0.9732
1955, 6, 9.433, 12.61, 16.12, 9.049, 5.67, 2.894
1955, 7, 45.21, 55.91, 52.55, 12.87, 9.745, 7.419
1955, 8, 51.2, 60.04, 60.74, 13.64, 10.5, 7.69
1955, 9, 16.98, 23.83, 29.88, 8.919, 5.78, 3.488
1955, 10, 2.323, 5.99, 9.544, 3.99, 0.9178, -1.605
1955, 11, 37.57, 71.71, 63.79, -3.947, -6.995, -9.924
1955, 12, 51.33, 102.9, 103.6, -7.296, -10.31, -12.77
1956, 1, 62.88, 138, 118, -6.673, -9.51, -12.16
1956, 2, 31.21, 63.19, 51.93, -10.67, -13.88, -16.48
1956, 3, 24.71, 46.44, 47.75, -3.097, -6.824, -9.903
1956, 4, 49.23, 83.98, 74.21, 1.028, -2.247, -4.991
1956, 5, 23.25, 33.49, 53.43, 7.119, 3.6, 1.116
1956, 6, 11.87, 14.82, 22.63, 11.79, 8.452, 5.858
1956, 7, 13.43, 23.73, 34.07, 13.08, 9.865, 7.505
1956, 8, 26.37, 27.02, 25.88, 11.4, 8.297, 5.256
1956, 9, 1.895, 3.674, 6.264, 9.989, 6.99, 4.332
1956, 10, 34.73, 58.39, 70.52, 3.46, 0.326, -2.317
1956, 11, 23.16, 31.52, 31.51, -6.796, -9.644, -12.12
1956, 12, 19.5, 44.72, 60.55, -9.723, -13.11, -15.67
1957, 1, 108, 225.3, 180.6, -9.983, -12.99, -15.19
1957, 2, 8.89, 20.69, 35.77, -4.858, -8.295, -10.35
1957, 3, 35.63, 69.12, 118.2, -3.792, -7.417, -9.976
1957, 4, 81.54, 121.7, 139.4, -0.2845, -3.598, -6.218
1957, 5, 90.41, 125.4, 144.2, 3.932, 0.7424, -1.965
1957, 6, 15.78, 22.88, 40.2, 9.935, 6.753, 4.412
1957, 7, 118.5, 132.5, 131, 13.04, 9.996, 7.466
1957, 8, 80.72, 87.46, 94.67, 12.57, 9.502, 6.819
1957, 9, 0.4171, 0.6654, 2.523, 7.83, 4.807, 2.694
1957, 10, 82.33, 135.6, 153.9, 2.764, -0.2382, -2.558
1957, 11, 71.17, 123.5, 157, -8.122, -11.04, -12.89
1957, 12, 12.24, 37.02, 51.45, -8.757, -11.73, -14.11
1958, 1, 28.06, 53.57, 66.7, -10.78, -13.77, -16.34
1958, 2, 31.01, 82.43, 111.8, -5.985, -9.351, -12.02
1958, 3, 74.83, 131.2, 114.7, -5.93, -9.593, -12.47
1958, 4, 78.65, 125.5, 133.4, -0.4229, -3.897, -6.833
1958, 5, 26.67, 34.59, 27.94, 7.519, 4.277, 1.535
1958, 6, 14.68, 17.57, 21.35, 11.39, 8.267, 5.614
1958, 7, 28.86, 26.59, 26.84, 12.79, 9.779, 6.965
