# Created by WEAP: 5/6/2021 11:59:29 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: MT_SW_Upper Missouri (4,120,930 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (1,932,358 ha),  2000 - 3000 m (2,174,478 ha),  3000 - 4000 m (14,094 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 24.9, 73.17, 79.28, -12.95, -14.34, -16.09
1950, 2, 13.2, 37.78, 59.72, -2.795, -6.923, -9.046
1950, 3, 53.49, 100.6, 135.7, -2.876, -6.284, -8.27
1950, 4, 31.02, 45.78, 51.1, 3.07, -0.5593, -2.59
1950, 5, 33.37, 36.9, 41.32, 6.553, 3.156, 1.326
1950, 6, 60.14, 76.76, 75, 11.89, 8.718, 6.896
1950, 7, 50.39, 62.23, 72.72, 15.37, 12.16, 10.21
1950, 8, 38.51, 36.75, 44.96, 15.15, 11.91, 10.07
1950, 9, 47.4, 64.85, 63.13, 9.614, 6.657, 4.926
1950, 10, 18.86, 41.14, 40.82, 7.125, 4.053, 2.31
1950, 11, 33.2, 58.12, 53.72, -2.162, -4.743, -6.283
1950, 12, 19.38, 43.04, 44.26, -3.241, -6.56, -8.302
1951, 1, 23.69, 60.43, 64.66, -9.702, -13.11, -14.86
1951, 2, 23.77, 62.76, 84.59, -5.057, -8.381, -10.17
1951, 3, 36.75, 78.5, 102.2, -6.175, -8.558, -10.3
1951, 4, 39.94, 47.48, 54, 3.198, 0.05896, -1.852
1951, 5, 56.54, 75.45, 77.84, 9.031, 5.782, 4.003
1951, 6, 27.53, 41.17, 42.69, 9.733, 6.505, 4.748
1951, 7, 24.32, 39.79, 43.92, 17.13, 13.72, 11.99
1951, 8, 61.61, 75.57, 88.48, 14.84, 11.42, 9.67
1951, 9, 27.78, 20.02, 22.83, 9.427, 6.826, 5.219
1951, 10, 53.86, 88.62, 115.2, 3.627, 0.4707, -1.474
1951, 11, 12.64, 34.96, 50.38, -2.522, -6.05, -8.003
1951, 12, 39.68, 98.26, 136.6, -9.431, -12.54, -14.6
1952, 1, 25.83, 85.69, 129.9, -9.454, -12.22, -13.98
1952, 2, 27.82, 73.19, 100.9, -6.709, -10.81, -12.78
1952, 3, 36.3, 73.1, 94.58, -5.329, -8.94, -10.6
1952, 4, 22.82, 30.72, 36.25, 5.656, 1.708, -0.3954
1952, 5, 105.9, 114.1, 122.6, 9.247, 6.043, 4.107
1952, 6, 54.71, 80.88, 88.16, 13.34, 10.04, 8.264
1952, 7, 40.57, 45.53, 53.89, 15.8, 12.59, 10.71
1952, 8, 19.74, 24.21, 24.91, 16.22, 12.87, 11.09
1952, 9, 9.203, 13.48, 19.68, 12.78, 9.703, 8.135
1952, 10, 2.401, 3.425, 3.683, 7.124, 4.284, 2.653
1952, 11, 26.8, 42.41, 49.2, -4.652, -8.124, -9.551
1952, 12, 14, 56.79, 70, -5.943, -9.369, -11.06
1953, 1, 25.42, 75.33, 87.98, -0.5631, -4.331, -6.34
1953, 2, 41.04, 92.08, 117.1, -4.151, -8.423, -10.65
1953, 3, 17.22, 44.14, 57.61, -0.1569, -4.119, -6.226
1953, 4, 45.9, 72.96, 82.08, 1.887, -1.718, -3.802
1953, 5, 67.95, 102.3, 134.1, 6.333, 2.889, 0.9743
1953, 6, 66.37, 73.2, 73.38, 12.19, 8.804, 7.064
1953, 7, 6.21, 8.851, 11.49, 18.23, 14.93, 13.28
1953, 8, 16.78, 17.7, 15.68, 16.76, 13.44, 11.93
1953, 9, 12.89, 17.91, 20.64, 12.87, 9.67, 8.114
1953, 10, 12.68, 15.91, 16.2, 7.408, 4.219, 2.603
1953, 11, 23.89, 53.71, 73.13, 1.675, -1.764, -3.306
1953, 12, 18.29, 48.1, 66.87, -3.771, -8.57, -10.98
1954, 1, 33.1, 72.75, 84.75, -7.586, -9.539, -11.33
1954, 2, 10.02, 39.27, 53.07, -0.4469, -4.883, -6.997
1954, 3, 36.82, 77.33, 87.15, -4.568, -7.763, -9.662
1954, 4, 23.63, 52.03, 59.23, 4.303, 1.207, -0.6492
1954, 5, 34.56, 44.6, 52.29, 9.195, 6.14, 4.335
1954, 6, 74.92, 105.9, 109.3, 10.97, 7.711, 5.988
1954, 7, 20.05, 29.38, 37.52, 18.55, 15.14, 13.45
1954, 8, 41.14, 49.08, 50.72, 15.15, 11.74, 10.27
1954, 9, 18.41, 22.53, 25.58, 11.21, 8.083, 6.489
1954, 10, 15.36, 21.65, 21.13, 4.502, 1.421, -0.1798
1954, 11, 4.797, 17.88, 23.74, 2.604, -1.003, -3.072
1954, 12, 15, 45.57, 57.1, -6.38, -10.6, -12.84
1955, 1, 22.99, 52.48, 72.35, -9.215, -12.95, -15.44
1955, 2, 19.98, 60.38, 76, -8.718, -12.24, -14.31
1955, 3, 31.64, 63.73, 61.41, -6.547, -9.727, -11.67
1955, 4, 64.38, 84.44, 86.63, 1.332, -2.2, -4.316
1955, 5, 56.74, 84.79, 95.48, 7.739, 4.497, 2.699
1955, 6, 64.6, 76.72, 80.5, 12.25, 8.77, 6.859
1955, 7, 51.55, 61.2, 57.23, 16.46, 13.13, 11.32
1955, 8, 6.204, 17.39, 20.4, 17.75, 14.33, 12.66
1955, 9, 27.51, 32.25, 37.01, 10.75, 7.651, 5.887
1955, 10, 28.22, 51.97, 68.24, 6.735, 3.28, 1.492
1955, 11, 34.64, 79.05, 81.03, -6.344, -8.727, -10.33
