# Created by WEAP: 5/6/2021 11:59:34 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_CEN_Upr Stanislaus (85,143 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (4,667 ha),  1000 - 2000 m (47,497 ha),  2000 - 3000 m (32,979 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 385.4, 401.2, 437.2, 1.441, -1.253, -5.372
1950, 2, 139.1, 140.8, 116.8, 6.951, 4.67, 0.6614
1950, 3, 181.3, 193.7, 209.6, 6.856, 4.529, 0.4847
1950, 4, 127.2, 131.2, 148.7, 11.25, 8.977, 4.765
1950, 5, 53.39, 68.4, 82.41, 14.12, 11.76, 7.688
1950, 6, 9.924, 13.8, 29.02, 17.27, 14.8, 10.65
1950, 7, 0.8994, 0.9937, 3.143, 22.48, 20.3, 16.64
1950, 8, 0.07428, 0.1513, 3.791, 21.73, 19.59, 16.03
1950, 9, 7.492, 9.232, 20.98, 17.45, 15.24, 11.58
1950, 10, 163.3, 177.1, 167.5, 14.17, 12, 8.665
1950, 11, 420.9, 443.7, 419.1, 10.97, 8.823, 5.463
1950, 12, 365, 377.4, 386.9, 8.061, 5.858, 2.37
1951, 1, 236.6, 240.1, 233.6, 4.53, 2.189, -1.758
1951, 2, 99.77, 103.5, 89.35, 5.131, 2.781, -0.9376
1951, 3, 118.2, 121.7, 100.9, 7.182, 4.922, 1.217
