# Created by WEAP: 5/6/2021 11:59:44 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CO_NW_Hdw South Platte (246,664 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 2000 - 3000 m (171,376 ha),  3000 - 4000 m (73,223 ha),  4000 - 5000 m (2,065 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 21.05, 56.61, 89.25, -6.535, -10.47, -12.9
1950, 2, 15.96, 46.84, 88.08, -3.842, -7.82, -10.46
1950, 3, 12.16, 75.44, 143.5, -3.188, -7.597, -10.22
1950, 4, 36.76, 87.43, 138.6, 1.972, -2.062, -4.685
1950, 5, 40.42, 49.42, 64.91, 4.967, 1.29, -1.227
1950, 6, 24.79, 17.08, 12.1, 12.43, 8.798, 6.206
1950, 7, 51.81, 36.19, 32.81, 13.16, 9.912, 7.559
1950, 8, 24.09, 24.79, 26.54, 12.04, 8.85, 6.592
1950, 9, 22.91, 45.15, 60.97, 9.168, 5.828, 3.537
1950, 10, 5.462, 8.163, 10.82, 8.705, 4.849, 2.184
1950, 11, 18.13, 61.6, 109.1, -0.3278, -4.187, -6.854
1950, 12, 5.845, 64.7, 145.5, -2.642, -7.15, -10.07
1951, 1, 13.83, 64.99, 127.2, -7.501, -11.29, -13.9
1951, 2, 12.41, 57.84, 118.4, -4.64, -9.369, -12.33
1951, 3, 17.02, 32.53, 57.47, -3.442, -7.908, -10.92
1951, 4, 25.36, 112.7, 220.4, 0.8085, -3.312, -6.182
1951, 5, 46.5, 56.29, 72.12, 6.632, 2.544, -0.1992
1951, 6, 13.01, 26.09, 38.74, 9.428, 5.789, 3.209
1951, 7, 34.05, 38.06, 53.37, 15.53, 11.94, 9.435
1951, 8, 68.92, 62.79, 45.44, 13.45, 9.982, 7.61
1951, 9, 12.56, 20.27, 27.05, 9.932, 6.661, 4.375
1951, 10, 22.42, 38.48, 51.58, 3.293, 0.3821, -1.783
1951, 11, 12.87, 50.19, 95.28, -3.64, -7.429, -9.773
1951, 12, 46.26, 137.9, 217.4, -7.478, -12.06, -14.68
1952, 1, 41, 71.08, 116.7, -6.707, -10.85, -13.26
1952, 2, 3.549, 28.12, 59.2, -6.56, -11.05, -13.8
1952, 3, 24.62, 77.57, 140.8, -5.712, -10.04, -12.81
1952, 4, 42.18, 70.45, 103.7, 2.1, -1.546, -4.075
1952, 5, 53.95, 61.52, 74.87, 6.291, 2.849, 0.4364
1952, 6, 5.568, 9.367, 12.17, 13.17, 9.582, 7.2
1952, 7, 50.96, 75.81, 80.16, 14.24, 11.12, 8.902
1952, 8, 59.06, 67.35, 67.17, 13.05, 9.743, 7.45
1952, 9, 13.91, 26.76, 36.17, 10.35, 7.386, 5.288
1952, 10, 0.5258, 0.9252, 1.779, 5.63, 3.033, 1.088
1952, 11, 45.9, 58.29, 77.15, -5.349, -8.234, -10.19
1952, 12, 8.879, 28.17, 51.97, -7.401, -10.66, -12.43
1953, 1, 10.83, 32.39, 63.63, -2.795, -6.937, -9.679
1953, 2, 13.5, 38.97, 60.66, -6.427, -10.13, -12.63
1953, 3, 18.88, 48.76, 72.9, -1.009, -4.954, -7.762
1953, 4, 37.69, 67.63, 105.8, -0.04047, -3.634, -6.356
1953, 5, 51.63, 76.88, 89.67, 4.712, 1.337, -1.241
1953, 6, 22.36, 24.38, 29.12, 12.74, 9.211, 6.624
1953, 7, 82.89, 77.32, 84.11, 14.89, 11.68, 9.42
1953, 8, 33.91, 30.69, 29.69, 12.8, 9.771, 7.76
1953, 9, 4.153, 12.18, 18.63, 10.68, 7.542, 5.533
1953, 10, 32.01, 48.77, 52.2, 4.991, 1.988, -0.2004
1953, 11, 22.63, 42.09, 58.96, -0.1086, -3.394, -5.699
1953, 12, 17.46, 32.01, 49.94, -6.774, -10.81, -13.3
1954, 1, 26.85, 21.7, 23.51, -3.499, -6.832, -9.092
1954, 2, 5.796, 24.38, 44.89, -0.2074, -4.558, -7.651
1954, 3, 11.85, 45.77, 76.23, -3.083, -6.784, -9.554
1954, 4, 16.08, 33.23, 46.45, 4.85, 1.068, -1.518
1954, 5, 36.38, 51.47, 60.88, 8.046, 4.907, 2.492
1954, 6, 12.12, 16.12, 19.47, 13.06, 9.52, 7.224
1954, 7, 81.28, 72.96, 67.11, 15.76, 12.48, 10.24
1954, 8, 27.52, 30.59, 33.25, 14.13, 10.94, 8.778
1954, 9, 46.93, 64.81, 79, 10.99, 7.997, 6.01
1954, 10, 10.84, 41.16, 62.57, 5.996, 2.969, 0.7
1954, 11, 25.62, 40.08, 51.81, 0.434, -2.573, -4.632
1954, 12, 14.08, 21.47, 28.44, -5.776, -9.098, -10.68
1955, 1, 4.016, 18.26, 36.53, -8.133, -11.65, -13.6
1955, 2, 27.85, 61.69, 84.35, -9.432, -12.7, -14.73
1955, 3, 15.29, 55.24, 88.46, -3.209, -7.108, -9.768
1955, 4, 7.482, 17.36, 27.92, 1.358, -2.86, -5.492
1955, 5, 36.83, 53.32, 58.79, 6.337, 2.955, 0.6616
1955, 6, 7.719, 12.55, 18.17, 10.42, 7.081, 4.77
1955, 7, 78.3, 77.22, 77.44, 14.88, 11.61, 9.455
1955, 8, 112, 115.4, 114.4, 13.92, 10.99, 9.002
1955, 9, 16.05, 11.29, 10.08, 10.51, 7.757, 5.911
1955, 10, 5.159, 29.74, 49.25, 5.645, 2.534, 0.1577
1955, 11, 6.891, 41.7, 77.59, -2.06, -5.809, -8.426
1955, 12, 6.852, 23.94, 45.02, -3.104, -6.858, -9.24
1956, 1, 21.27, 61.02, 94.92, -4.081, -7.58, -9.732
1956, 2, 9.89, 42.54, 75.11, -7.94, -11.72, -13.99
1956, 3, 22.29, 36.59, 48.14, -2.218, -6.203, -8.852
1956, 4, 67.67, 97.16, 117.7, 1.189, -2.281, -4.727
1956, 5, 28.74, 43.82, 58.05, 8.848, 5.512, 3.097
1956, 6, 15.3, 27.98, 31.19, 13.69, 10.31, 8.078
1956, 7, 44.34, 42.66, 38.22, 14.27, 11, 8.581
1956, 8, 45.01, 42.56, 40.01, 12.51, 9.374, 7.058
1956, 9, 0.7818, 3.829, 5.35, 11.36, 8.505, 6.395
1956, 10, 18.74, 34.2, 43.6, 5.13, 1.939, -0.2001
1956, 11, 15.43, 32.57, 51.19, -4.448, -8.197, -10.59
1956, 12, 12.62, 31, 52.82, -5.519, -9.128, -11.18
1957, 1, 44.05, 82.89, 124, -7.722, -11.25, -13.48
1957, 2, 6.562, 23.29, 44.04, -2.007, -5.695, -8.052
1957, 3, 18.06, 49.35, 79.15, -2.338, -6.468, -9.228
1957, 4, 72.64, 127.9, 172.2, -0.3333, -3.815, -6.294
1957, 5, 110.6, 146.2, 158.7, 5.112, 1.593, -1.025
1957, 6, 24.58, 26.18, 30.36, 11.14, 7.582, 4.857
1957, 7, 159.3, 114.7, 103.4, 14.7, 11.26, 8.677
1957, 8, 60.96, 63.7, 68.16, 13.96, 10.65, 8.202
1957, 9, 12.71, 10.89, 12.28, 9.124, 6.022, 3.708
1957, 10, 20.01, 31.37, 41.6, 4.784, 1.829, -0.4269
