# Created by WEAP: 5/6/2021 11:59:23 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: ID_E_Upper Snake (1,365,165 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (151,002 ha),  2000 - 3000 m (1,142,831 ha),  3000 - 4000 m (71,332 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 121.4, 221.6, 286.2, -9.305, -12.53, -15.05
1950, 2, 62.69, 118, 148, -6.788, -10.48, -12.98
1950, 3, 106.1, 196.2, 254.7, -3.673, -7.317, -9.945
1950, 4, 28.92, 48.8, 65.13, 1.739, -1.786, -4.365
1950, 5, 33.86, 53.19, 63.89, 5.303, 2.122, -0.5005
1950, 6, 41.44, 50.27, 47.21, 10.44, 7.657, 5.172
1950, 7, 40.57, 59.23, 64.8, 13.91, 10.86, 8.174
1950, 8, 13.57, 14.12, 16, 13.22, 10.35, 7.584
1950, 9, 75.63, 101.2, 125.5, 9.453, 6.524, 3.854
1950, 10, 39.8, 53.84, 51.16, 6.406, 3.122, 0.5304
1950, 11, 93.22, 160.8, 201.6, -1.432, -4.785, -7.523
1950, 12, 60.27, 92.97, 101.9, -5.847, -8.928, -11.44
1951, 1, 73.23, 155.6, 211.1, -10.38, -13.77, -16.43
1951, 2, 72.05, 137.4, 172, -5.865, -9.408, -11.94
1951, 3, 72.17, 121.6, 156.9, -5.894, -9.313, -11.76
1951, 4, 38.16, 58.3, 68.22, 2.594, -0.7688, -3.526
1951, 5, 45.32, 65.9, 75.43, 7.813, 4.844, 2.139
1951, 6, 29.7, 35.67, 38.14, 8.744, 5.835, 3.172
1951, 7, 33.25, 53.29, 66.13, 15.09, 12.22, 9.601
1951, 8, 77.55, 89.57, 95.24, 13.57, 10.65, 8.139
1951, 9, 14.81, 13.98, 17.06, 9.39, 6.316, 3.555
1951, 10, 61.34, 99.42, 104.2, 3.145, 0.2247, -2.287
1951, 11, 43.37, 72.33, 83.15, -5.371, -8.325, -10.54
1951, 12, 122.3, 185, 215.1, -9.478, -12.32, -14.74
1952, 1, 77.8, 131.4, 151.3, -10.3, -13.75, -16.27
1952, 2, 77.32, 121.8, 145.6, -10.53, -13.53, -15.55
1952, 3, 75.03, 106.9, 115.1, -6.718, -10.14, -12.72
1952, 4, 35.04, 52.26, 66.19, 2.436, -0.7519, -3.209
1952, 5, 46.07, 52.28, 51.26, 8.246, 5.067, 2.403
1952, 6, 37.52, 39.4, 42.86, 11.86, 8.86, 6.364
1952, 7, 29.76, 37.75, 32.09, 14.35, 11.33, 8.814
1952, 8, 24.61, 26.02, 32.59, 14.94, 11.6, 8.82
1952, 9, 19.88, 18.96, 18.52, 12.06, 8.481, 5.663
1952, 10, 0, 0.1351, 0.7038, 6.513, 2.91, 0.1234
1952, 11, 23.44, 28.46, 34.69, -6.742, -9.59, -12.02
1952, 12, 80.26, 131, 151.1, -8.124, -11.32, -13.7
1953, 1, 128.9, 226.4, 262, -2.643, -5.771, -8.34
1953, 2, 40.85, 87.17, 109.2, -6.569, -9.981, -12.41
1953, 3, 59.88, 86.02, 103.3, -2.205, -5.854, -8.436
1953, 4, 35.2, 53.56, 65.24, 0.7415, -2.896, -5.743
1953, 5, 70.02, 97.12, 111.4, 4.956, 2.158, -0.4055
1953, 6, 47.78, 51.35, 53.73, 11.39, 8.438, 5.881
1953, 7, 9.251, 12.94, 13.65, 16.3, 13.28, 10.56
1953, 8, 20.28, 27.02, 35.25, 15.03, 11.73, 8.865
1953, 9, 14.67, 18.66, 21.66, 11.56, 8.035, 5.158
1953, 10, 28.57, 31.33, 37.6, 5.788, 2.693, -0.02721
1953, 11, 34.46, 73.22, 85.73, 0.9822, -2.221, -4.878
1953, 12, 64.9, 105.5, 116.6, -8.935, -11.63, -13.68
1954, 1, 97.35, 175.2, 210.3, -6.378, -9.623, -12.13
1954, 2, 47.76, 98.49, 132.1, -5.421, -8.56, -10.51
1954, 3, 104.1, 154.5, 191.8, -5.246, -8.664, -11.43
1954, 4, 36.69, 60.58, 62.77, 3.261, -0.1185, -2.717
1954, 5, 49, 60.7, 64.84, 8.888, 5.711, 3.02
1954, 6, 78.25, 89.98, 83.53, 10.45, 7.495, 4.999
1954, 7, 31.55, 32.65, 35.37, 16.47, 13.49, 10.87
1954, 8, 19.17, 22.83, 26.17, 13.79, 10.55, 7.986
1954, 9, 15.55, 23.52, 31.56, 10.76, 7.295, 4.493
1954, 10, 27.73, 33.03, 32.04, 4.452, 1.031, -1.708
1954, 11, 36.75, 53.55, 56.95, 0.5371, -2.608, -5.178
1954, 12, 51.5, 94.81, 111.4, -10.6, -13.42, -15.43
1955, 1, 54.49, 82.94, 89.39, -12.2, -15.07, -17.1
1955, 2, 47.43, 97.1, 119.7, -10.53, -13.4, -15.66
1955, 3, 60.06, 116.9, 136.2, -7.225, -10.56, -12.91
1955, 4, 38.15, 49.93, 45.53, 0.11, -2.802, -5.149
1955, 5, 45.48, 69.7, 72.66, 7.351, 4.339, 1.863
1955, 6, 57.62, 65.47, 67.53, 10.93, 8.102, 5.55
1955, 7, 34.97, 44.02, 45.95, 15.5, 12.67, 10.01
1955, 8, 43.78, 39.95, 36.73, 15.73, 12.8, 10.02
1955, 9, 44.14, 51.69, 65.04, 10.34, 7.211, 4.42
1955, 10, 39.37, 66.66, 64.7, 5.158, 2.116, -0.4053
1955, 11, 68.5, 143.5, 176.2, -3.977, -7.255, -9.848
1955, 12, 213.9, 336.7, 395.2, -6.244, -9.488, -12.18
1956, 1, 113.3, 199.1, 241.1, -6.721, -10.55, -13.3
1956, 2, 38.35, 84.53, 102.8, -11.89, -15, -17.4
1956, 3, 41.56, 95.36, 130.2, -4.857, -8.126, -10.49
1956, 4, 52.15, 80.18, 99.77, 3.028, -0.3703, -3.113
1956, 5, 56.83, 64.08, 71.42, 9.267, 6.22, 3.636
1956, 6, 22.56, 23.57, 20.23, 12.31, 9.567, 7.066
1956, 7, 20.92, 20.72, 21.74, 15.45, 12.56, 9.798
1956, 8, 7.202, 14.97, 18.16, 13.46, 10.54, 7.719
1956, 9, 11.32, 16.05, 18.75, 10.93, 7.737, 4.985
1956, 10, 56.22, 75.36, 79.26, 5.014, 1.846, -0.7041
1956, 11, 29.56, 57.13, 70.66, -6.519, -9.041, -11.35
1956, 12, 60.93, 103.6, 120, -9.325, -11.69, -13.56
1957, 1, 57.44, 112.8, 130.5, -13.18, -16.56, -18.98
1957, 2, 56.94, 124.4, 145.4, -3.997, -7.224, -9.531
1957, 3, 72.1, 113.7, 134.2, -2.914, -6.431, -8.948
1957, 4, 66.01, 91.56, 112.9, 1.668, -1.3, -4.027
1957, 5, 112, 128.4, 154.2, 8.025, 5.174, 2.611
1957, 6, 52.94, 60.56, 66.02, 11.82, 8.831, 6.178
1957, 7, 24.54, 35.12, 43.23, 15.86, 12.73, 9.869
1957, 8, 32.06, 48.08, 61.24, 15.42, 12.3, 9.453
1957, 9, 14.53, 23.14, 32.21, 10.77, 7.456, 4.572
1957, 10, 24.14, 40.03, 45.28, 5.001, 1.857, -0.7826
1957, 11, 51.53, 73.06, 89.53, -5.743, -8.496, -11.01
1957, 12, 87.58, 155.4, 193.8, -6.829, -9.748, -11.92
1958, 1, 60.09, 99.73, 125.2, -11.58, -14.17, -15.93
1958, 2, 79.76, 114.2, 127, -3.399, -6.601, -9.083
1958, 3, 46.93, 71.03, 89.28, -4.528, -7.792, -10.53
1958, 4, 57.6, 72.53, 83.49, 0.5501, -2.296, -4.677
1958, 5, 20.35, 33.69, 43.21, 10.71, 7.717, 5.07
1958, 6, 30.01, 36.85, 43.97, 12.81, 10.16, 7.579
1958, 7, 31.98, 38.59, 49.48, 14.65, 11.71, 8.93
1958, 8, 12.56, 17.81, 19.39, 16.54, 13.63, 10.94
1958, 9, 27.85, 31.92, 30.88, 10.39, 7.581, 5.139
1958, 10, 12.81, 22.81, 32.31, 5.68, 2.853, 0.288
1958, 11, 105.9, 165.3, 203, -3.385, -6.007, -8.188
1958, 12, 73.74, 106.4, 130.5, -4.698, -7.934, -10.25
1959, 1, 51.49, 86.99, 98.2, -7.714, -10.94, -13.3
1959, 2, 65.85, 111.7, 130.6, -6.779, -9.712, -12.13
1959, 3, 34.76, 60.17, 71.83, -4.066, -7.143, -9.344
1959, 4, 38.5, 51.07, 51.98, 2.766, -0.3334, -2.851
1959, 5, 73.6, 85.27, 86.2, 5.928, 3.073, 0.597
1959, 6, 26.71, 37.55, 44.39, 13.63, 10.73, 8.204
1959, 7, 11.19, 11.23, 9.939, 15.56, 12.74, 10.1
1959, 8, 35.43, 36.88, 38.37, 14.59, 11.7, 9.035
1959, 9, 61.9, 68.04, 70.9, 9.599, 6.59, 3.855
1959, 10, 37.83, 49.88, 62.85, 4.771, 1.743, -0.9605
1959, 11, 18.77, 34.48, 48.05, -1.94, -5.171, -7.822
1959, 12, 26.78, 39.7, 44.94, -7.206, -9.967, -12.01
1960, 1, 39.74, 77.95, 94.12, -10.27, -12.88, -15.19
1960, 2, 78.04, 118.1, 134.6, -10.72, -13.51, -15.93
1960, 3, 65.36, 98.43, 116.2, -3.211, -5.927, -8.452
1960, 4, 48.7, 62.69, 68.15, 3.181, 0.3376, -2.091
1960, 5, 23.32, 36.79, 33.36, 7.54, 4.652, 2.067
1960, 6, 36.3, 44.54, 48.21, 12.24, 9.581, 7.053
1960, 7, 8.122, 11.56, 13.89, 16.57, 13.88, 11.2
1960, 8, 40.59, 45.58, 46.98, 13.67, 10.99, 8.397
1960, 9, 20.06, 21.72, 31.41, 11.52, 8.789, 6.073
1960, 10, 63.01, 83.1, 100.4, 4.084, 1.476, -0.9897
1960, 11, 81.95, 122, 142.3, -2.915, -5.739, -8.243
1960, 12, 29.66, 50.91, 58.87, -10.72, -13.2, -15.22
1961, 1, 4.343, 10.99, 12.6, -12.25, -14.31, -15.68
1961, 2, 55, 92.72, 94.83, -4.209, -7.114, -9.39
1961, 3, 39.98, 61.71, 71.33, -2.95, -5.576, -7.763
1961, 4, 33.45, 48.85, 50.85, 1.539, -1.328, -3.798
1961, 5, 47.27, 66.22, 78.02, 8.112, 5.261, 2.731
1961, 6, 18.81, 17.91, 23.83, 14.09, 11.42, 8.889
1961, 7, 15.51, 19.95, 26.73, 16.6, 13.65, 11
1961, 8, 50.56, 60.36, 58.58, 16.46, 13.57, 10.91
1961, 9, 100.2, 120.6, 136, 7.239, 4.398, 1.762
1961, 10, 55.91, 81.53, 85.44, 3.006, 0.2677, -2.289
1961, 11, 47.29, 91.18, 113.5, -5.907, -8.476, -10.84
1961, 12, 75.69, 135.7, 159.8, -10.64, -13.41, -15.9
1962, 1, 57.32, 92, 112.3, -14.15, -16.53, -18.53
1962, 2, 101.4, 161.2, 181.3, -7.232, -9.658, -12.11
1962, 3, 38.36, 70.92, 87.78, -5.834, -8.637, -11.03
1962, 4, 34.6, 50.99, 64.67, 3.255, 0.1581, -2.278
1962, 5, 72.39, 86.99, 93.45, 7.86, 5.102, 2.512
1962, 6, 28.34, 35.83, 40.77, 11.5, 8.889, 6.264
1962, 7, 43.2, 51.95, 57.22, 14.26, 11.52, 8.872
1962, 8, 27.49, 31.11, 28.69, 13.6, 10.82, 8.167
1962, 9, 12.14, 17.84, 21.81, 10.79, 7.792, 4.994
1962, 10, 26.73, 31.31, 27.95, 6.64, 3.817, 1.149
1962, 11, 20.75, 50.81, 61.25, -0.336, -3.157, -5.66
1962, 12, 18.75, 29.62, 31.42, -5.186, -7.996, -10.25
1963, 1, 84.32, 134.1, 162.4, -11.92, -14.67, -17.21
1963, 2, 76.95, 106.4, 119.5, -2.417, -5.705, -8.17
1963, 3, 43.82, 51.93, 57.14, -3.321, -6.48, -8.917
1963, 4, 97.86, 124.8, 147.2, 0.9696, -1.685, -4.041
1963, 5, 74.33, 92.58, 86.63, 8.548, 5.691, 3.044
1963, 6, 85.21, 91.4, 99.31, 11.01, 8.407, 5.871
1963, 7, 3.996, 10.76, 17.06, 15.5, 12.56, 9.732
1963, 8, 31.49, 39.93, 47.09, 15.45, 12.52, 9.654
1963, 9, 81.52, 91.42, 101.9, 12.31, 9.576, 6.986
1963, 10, 30.42, 39.06, 45.55, 7.696, 4.731, 2.008
1963, 11, 67.5, 99.58, 105.8, -1.828, -4.45, -6.689
1963, 12, 42.64, 64.91, 77.85, -8.977, -10.94, -12.93
1964, 1, 69.66, 129.4, 149.7, -11.7, -14.15, -16.05
1964, 2, 26.3, 38.08, 44.89, -12.23, -14.64, -16.56
1964, 3, 78.03, 99.36, 109, -7.432, -10.2, -12.55
1964, 4, 45.47, 52.57, 54.82, 1.161, -1.479, -3.907
1964, 5, 62.22, 94.87, 110.6, 7.303, 4.45, 1.982
1964, 6, 114.7, 116.1, 109.4, 10.37, 7.717, 5.278
1964, 7, 29.59, 28.1, 29.75, 16.36, 13.56, 10.93
1964, 8, 15.74, 24.63, 25.41, 13.34, 10.44, 7.682
1964, 9, 3.98, 3.96, 2.888, 9.358, 6.638, 3.959
1964, 10, 16.31, 24.31, 25.74, 5.385, 2.508, -0.1634
1964, 11, 72.7, 117.6, 133.5, -2.894, -5.758, -8.66
1964, 12, 186.1, 308.8, 367.5, -7.465, -10.77, -13.66
1965, 1, 103.2, 161.3, 175.5, -7.093, -10.13, -12.28
1965, 2, 26.21, 40.48, 46.42, -7.988, -10.85, -12.85
1965, 3, 18.91, 43, 68.03, -8.135, -11.67, -14.51
1965, 4, 60.45, 88.35, 87.17, 3.146, 0.1684, -2.276
1965, 5, 36.67, 44.8, 48.07, 6.321, 3.468, 0.8287
1965, 6, 85.35, 74.61, 73.02, 10.7, 8.078, 5.58
1965, 7, 28.33, 31.64, 34, 14.97, 12.28, 9.657
1965, 8, 36.51, 37.22, 36.73, 13.58, 10.88, 8.248
1965, 9, 57.02, 74.25, 82.31, 6.666, 3.822, 0.994
1965, 10, 8.999, 16.74, 21.95, 6.114, 3.293, 0.7406
1965, 11, 79.65, 116.3, 132.7, -0.1877, -2.902, -5.545
1965, 12, 36.01, 63.61, 76.66, -8.199, -10.63, -12.96
