# Created by WEAP: 5/6/2021 11:59:35 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_Upr SF Yuba (31,606 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (11,064 ha),  2000 - 3000 m (20,541 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 652.1, 655.1, -4.868, -6.563
1950, 2, 173.8, 172.8, 1.285, -1.46
1950, 3, 265.4, 281.1, 0.9089, -1.324
1950, 4, 165.3, 174.5, 5.35, 2.993
1950, 5, 102.3, 101.9, 8.905, 6.539
1950, 6, 23.5, 28.22, 11.83, 10.01
1950, 7, 0.1613, 0.03845, 17.38, 15.75
1950, 8, 1.325, 2.95, 16.64, 14.88
1950, 9, 18.37, 26.59, 12.63, 11.15
1950, 10, 252.8, 258.4, 8.462, 6.948
1950, 11, 581.8, 609.8, 6.282, 4.347
1950, 12, 539.3, 562.5, 3.499, 1.48
1951, 1, 380.5, 355.3, -1.457, -3.626
1951, 2, 176.5, 193.7, -0.1211, -2.624
1951, 3, 138.9, 131.4, 1.6, -0.5443
1951, 4, 100.7, 111.4, 6.221, 4.622
1951, 5, 109.4, 114.3, 8.575, 6.756
1951, 6, 1.074, 3.455, 14.36, 12.58
1951, 7, 0, 0, 16.81, 15.04
1951, 8, 2.837, 6.852, 16.2, 14.33
1951, 9, 0.5144, 0.8317, 15.59, 13.53
1951, 10, 203.6, 219.9, 7.434, 5.211
1951, 11, 244.2, 255.8, 3.259, 1.035
1951, 12, 571.2, 628.3, -1.925, -4.476
1952, 1, 646.1, 610.7, -3.969, -6.506
1952, 2, 280.3, 271.1, -0.8765, -3.737
1952, 3, 297.5, 316.1, -1.648, -3.63
1952, 4, 58.65, 64.1, 5.684, 4.567
1952, 5, 49.41, 49.6, 8.546, 6.574
1952, 6, 52.41, 50.6, 10.19, 8.305
1952, 7, 10.13, 20.97, 17.9, 15.89
1952, 8, 2.25, 1.536, 15.88, 13.9
1952, 9, 15.96, 22.89, 14.39, 12.39
1952, 10, 3.56, 2.616, 12.48, 10.24
1952, 11, 129.1, 137.3, 1.338, -0.6993
1952, 12, 488.5, 508, -1.172, -3.322
1953, 1, 474.4, 455.9, 1.645, -1.26
1953, 2, 18.63, 17.93, 1.259, -1.474
1953, 3, 209.8, 204.2, 1.276, -0.9317
1953, 4, 222.6, 228.2, 3.536, 1.638
1953, 5, 163, 180.4, 4.171, 2.053
1953, 6, 49.8, 45.44, 9.485, 7.377
1953, 7, 1.644, 6.395, 17.02, 14.89
1953, 8, 7.807, 8.967, 14.06, 12.37
1953, 9, 1.054, 1.864, 15.87, 13.75
1953, 10, 60.01, 57.79, 8.791, 6.519
1953, 11, 176.5, 173, 4.125, 2.294
1953, 12, 101.5, 102.7, 2.121, -1.004
1954, 1, 307.3, 305, -0.616, -3.02
1954, 2, 216.4, 221.3, 3.598, 0.004754
1954, 3, 275.6, 265.2, -0.2616, -2.466
1954, 4, 155.3, 141.5, 6.863, 4.695
1954, 5, 5.507, 4.118, 10.98, 8.983
1954, 6, 52.95, 43.13, 11.27, 9.642
1954, 7, 0.2084, 0.453, 16.99, 15.08
1954, 8, 9.029, 8.207, 13.84, 12.08
1954, 9, 9.325, 10.33, 12.44, 10.45
1954, 10, 10.35, 8.441, 9.05, 6.624
1954, 11, 178.8, 181.6, 5.422, 3.102
1954, 12, 375.1, 355.2, -0.154, -3.399
1955, 1, 215.4, 211.4, -2.771, -6.129
1955, 2, 115.3, 111.6, -1.194, -4.253
1955, 3, 82.58, 80.82, 0.5996, -1.997
1955, 4, 205.5, 200, 0.7129, -1.066
1955, 5, 38.23, 46.84, 8.087, 6.143
1955, 6, 3.546, 7.229, 12.5, 10.59
1955, 7, 2.554, 2.483, 14.35, 12.76
1955, 8, 0.2833, 0.1716, 17.1, 14.94
1955, 9, 10.65, 17.93, 13.79, 11.65
1955, 10, 20.46, 25.31, 10.3, 8.099
1955, 11, 211.8, 203.1, 2.446, 0.3925
1955, 12, 1205, 1193, -0.2878, -2.321
1956, 1, 595.9, 561.7, -1.083, -2.918
1956, 2, 228.7, 231.6, -2.572, -5.437
1956, 3, 46.19, 46.77, 1.654, -0.8564
1956, 4, 78.12, 86.88, 3.955, 1.79
1956, 5, 158.2, 154.4, 8.01, 5.689
1956, 6, 4.966, 4.264, 12.83, 10.86
1956, 7, 2.574, 6.998, 16.5, 14.71
1956, 8, 0.7951, 3.184, 14.62, 12.7
1956, 9, 10.21, 11.83, 13.82, 11.75
1956, 10, 244.6, 252.1, 6.52, 4.737
1956, 11, 4.263, 5.41, 5.675, 2.225
1956, 12, 108.6, 105.1, 2.542, -0.9242
1957, 1, 215.8, 219, -3.698, -6.577
1957, 2, 339, 324.6, 1.469, -0.8515
1957, 3, 221.9, 210.3, 1.521, -0.2612
1957, 4, 94.75, 90.55, 4.681, 2.62
1957, 5, 256.9, 232.6, 7.283, 5.492
1957, 6, 2.935, 2.778, 14.3, 12.09
1957, 7, 0.04389, 0.4421, 15.49, 13.58
1957, 8, 0, 0, 14.03, 12.15
1957, 9, 26.26, 31.11, 14.08, 12.13
1957, 10, 135.7, 138.8, 6.193, 4.223
1957, 11, 119, 120.9, 2.696, 0.1833
1957, 12, 314.8, 315.2, 1.728, -1.094
1958, 1, 323.8, 297.6, 0.3239, -2.716
1958, 2, 484.9, 463, 1.044, -0.8051
1958, 3, 428.6, 409.4, -1.453, -3.527
1958, 4, 276.6, 265.5, 3.086, 1.344
1958, 5, 48.09, 39.12, 9.621, 8.127
1958, 6, 74.01, 69.07, 11.81, 10.13
1958, 7, 1.993, 8.677, 16.11, 14.06
1958, 8, 10.09, 16.88, 18.08, 16.32
1958, 9, 17.71, 20.96, 14.63, 12.32
1958, 10, 17.58, 17.06, 11.76, 9.139
1958, 11, 76.14, 76.5, 4.681, 2.144
1958, 12, 74.5, 68.04, 5.25, 2.348
1959, 1, 435.7, 390.6, 1.307, -0.799
