# Created by WEAP: 5/6/2021 11:59:30 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: OR_E_Upper Deschutes (1,990,683 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (216,573 ha),  1000 - 2000 m (1,742,876 ha),  2000 - 3000 m (31,219 ha),  3000 - 4000 m (15 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 65.2, 131.5, 272.7, 343.2, -6.547, -7.704, -10.11, -10.59
1950, 2, 20.41, 38.22, 140.1, 220.9, 1.148, -1.541, -4.69, -5.462
1950, 3, 16.14, 63.29, 168.5, 223.5, 3.086, -0.2093, -3.791, -4.719
1950, 4, 14.02, 25.11, 66.89, 105.4, 5.636, 2.897, -0.426, -0.7682
1950, 5, 4.521, 14.57, 40.96, 56.83, 9.665, 7.188, 3.558, 3.215
1950, 6, 63.71, 86.99, 159, 177.4, 13.97, 11.24, 7.697, 7.358
1950, 7, 1.256, 1.821, 7.306, 11, 17.66, 15.6, 11.7, 10.8
1950, 8, 8.572, 11.66, 33.59, 42.02, 17.8, 15.45, 11.9, 10.99
1950, 9, 3.985, 7.332, 24.4, 39.68, 13.88, 11.08, 7.729, 6.919
1950, 10, 98.61, 152.2, 318.6, 335.7, 8.856, 6.535, 2.38, 0.6519
1950, 11, 31.7, 71.61, 140.9, 102.6, 5.014, 2.282, -0.6201, -0.9753
1950, 12, 48.12, 90.68, 191.6, 258.1, 4.201, 1.439, -1.347, -1.594
1951, 1, 38.39, 92.87, 224.7, 307.4, -1.055, -4.183, -6.926, -7.335
1951, 2, 33.32, 62.49, 146.8, 186.8, 1.946, -1.188, -4.165, -4.345
1951, 3, 20.33, 64.53, 157.4, 222.7, 2.144, -1.099, -4.052, -3.988
1951, 4, 7.788, 21.26, 25.54, 9.96, 7.556, 5.339, 2.222, 1.936
1951, 5, 35.53, 46, 83.86, 80.42, 10.38, 7.762, 4.405, 4.174
1951, 6, 3.098, 3.449, 2.288, 0.59, 14.29, 11.97, 8.712, 8.078
1951, 7, 7.318, 5.803, 7.888, 5.14, 17.88, 15.76, 11.93, 10.85
1951, 8, 3.338, 6.243, 21, 25.15, 15.93, 14.17, 10.6, 9.42
1951, 9, 7.267, 15, 30.09, 43.88, 14.09, 11.83, 8.28, 7.379
1951, 10, 35.35, 64.6, 187.3, 290.4, 7.485, 5.165, 2.043, 1.914
1951, 11, 45.54, 87.42, 196.1, 242.5, 3.021, 0.1289, -2.341, -2.419
1951, 12, 41, 100.2, 227.6, 275.5, -2.001, -4.94, -7.493, -7.442
1952, 1, 18.65, 65.88, 129.9, 157.3, -2.337, -5.277, -7.887, -7.81
1952, 2, 33.15, 73.38, 134.7, 157.3, 1.341, -2.447, -4.927, -4.653
1952, 3, 7.006, 45.36, 112.9, 153.6, 2.477, -1.058, -3.989, -4.002
1952, 4, 4.814, 15.98, 42.19, 61.63, 8.428, 5.975, 2.301, 1.873
1952, 5, 12.42, 27.91, 46.36, 43.99, 10.92, 8.614, 5.008, 4.483
1952, 6, 66.79, 64.89, 103.3, 110.1, 13.08, 10.69, 7.321, 6.825
1952, 7, 0.1356, 0.5188, 0.3633, 0, 18.35, 16.22, 12.88, 12.17
1952, 8, 6.177, 10.26, 9.358, 6.03, 17.3, 15.12, 11.53, 10.79
1952, 9, 19.21, 17.03, 27.01, 31.08, 15.25, 12.9, 9.388, 8.573
1952, 10, 0.02912, 0.5792, 2.177, 2.52, 10.94, 8.901, 5.606, 5.015
1952, 11, 2.484, 17.92, 34.36, 46.04, -0.3734, -2.329, -5.165, -5.586
1952, 12, 57.18, 108.5, 200.7, 253.5, -0.4703, -3.372, -6.439, -7.084
1953, 1, 49.64, 132.3, 314.6, 433.9, 4.795, 1.454, -2.02, -2.79
1953, 2, 43.92, 91.14, 203.7, 276.1, 2.406, -0.3475, -3.578, -4.169
1953, 3, 16.21, 48.05, 114.6, 156.6, 3.878, 0.8878, -2.71, -3.525
1953, 4, 12.59, 32.89, 72.57, 107.5, 5.984, 3.425, -0.09974, -0.7923
1953, 5, 41.68, 77.31, 146.1, 189.7, 8.774, 5.809, 2.431, 2.386
1953, 6, 32.04, 44.87, 79.27, 94.53, 10.92, 8.566, 5.124, 4.859
1953, 7, 0.007678, 0.5325, 1.565, 0.82, 17.18, 15.29, 11.56, 10.49
1953, 8, 33.62, 37.22, 66.87, 67.32, 16.52, 14.19, 10.35, 9.62
1953, 9, 3.004, 4.739, 9.481, 7.91, 15.08, 13.1, 9.552, 8.749
1953, 10, 11.54, 23.88, 39.64, 41.92, 8.688, 6.363, 3.167, 2.657
1953, 11, 48.31, 110.5, 244.4, 286.7, 6.11, 3.606, 0.4637, 0.095
1953, 12, 38.73, 90.67, 212.2, 296.2, 2.196, -0.9576, -3.86, -4.428
1954, 1, 48.26, 124.7, 278.9, 341.7, 0.07602, -2.56, -5.711, -6.38
1954, 2, 7.344, 28.76, 85.75, 114.9, 3.931, 1.175, -1.926, -2.194
1954, 3, 11.53, 38.37, 83.21, 102.4, 1.671, -0.8056, -3.906, -4.047
1954, 4, 6.772, 29.75, 86.13, 120.3, 7.323, 4.83, 1.53, 1.221
1954, 5, 20.77, 29.58, 51.39, 72.44, 11.07, 8.997, 5.428, 4.858
1954, 6, 35.67, 48.05, 106.9, 128.3, 12.12, 9.67, 5.94, 5.042
1954, 7, 0.5157, 1.331, 5.564, 6.9, 16.74, 14.88, 10.83, 9.597
1954, 8, 14.84, 19.85, 46.91, 39.67, 14.31, 12.28, 8.467, 7.702
1954, 9, 17.99, 15.66, 44.53, 75.75, 12.13, 9.927, 6.503, 6.271
1954, 10, 13.17, 18.53, 66.44, 107.2, 7.101, 5.348, 2.318, 2.127
1954, 11, 12.77, 23.74, 80.7, 131.9, 5.787, 3.412, 0.5889, 0.5432
1954, 12, 9.13, 48.76, 158.9, 264.2, -0.1747, -2.989, -5.713, -6.106
1955, 1, 11.25, 33.69, 82.05, 121.9, -0.836, -4.525, -7.02, -7.165
1955, 2, 6.528, 26.84, 87.54, 144.9, -0.1427, -3.065, -5.897, -6.162
1955, 3, 10.77, 47.81, 177.8, 285.8, 1.349, -1.22, -4.62, -5.359
1955, 4, 23.63, 63.15, 198.1, 301.3, 3.892, 0.9555, -2.512, -2.971
1955, 5, 18.62, 25.29, 37.38, 60.39, 8.792, 6.247, 2.855, 2.396
1955, 6, 7.824, 13.3, 39.34, 61.46, 14.41, 12.2, 8.48, 7.712
1955, 7, 7.961, 18.68, 26.56, 37.32, 15.81, 13.39, 9.435, 8.538
1955, 8, 0, 0, 0, 0, 16.31, 14.72, 10.75, 9.634
1955, 9, 10.04, 25.23, 53.27, 73.69, 13.17, 10.84, 7.128, 6.479
1955, 10, 16.17, 53.19, 173, 274.6, 9.001, 6.665, 3.218, 2.577
1955, 11, 44.29, 97.24, 266.4, 354, 1.695, -0.7723, -3.991, -4.769
1955, 12, 89.97, 166.5, 400.2, 540.9, -0.08692, -2.313, -5.398, -5.819
1956, 1, 70.44, 130.4, 283.8, 380.9, 0.3861, -2.439, -5.453, -5.988
1956, 2, 39.72, 76.67, 210.1, 278.2, -1.121, -4.056, -6.884, -7.408
1956, 3, 9.179, 37.56, 153.1, 251.5, 3.626, 0.5721, -3.089, -3.915
1956, 4, 3.394, 18.81, 64.42, 78.54, 7.432, 5.197, 1.748, 1.381
1956, 5, 85.74, 111.5, 193.1, 221.4, 11.75, 9.338, 5.831, 5.213
1956, 6, 21.31, 30.88, 61.37, 82.74, 12.64, 10.6, 7.052, 6.363
1956, 7, 12.97, 26.6, 29.43, 19.74, 18.31, 16.3, 12.74, 12.06
1956, 8, 3.285, 10.52, 13.89, 10.69, 16.36, 14.18, 10.67, 10.1
1956, 9, 2.414, 4.113, 9.918, 11.77, 13.41, 11.47, 8.04, 7.391
1956, 10, 36.14, 88.64, 217.8, 312.4, 7.523, 5.313, 1.821, 0.9635
1956, 11, 7.67, 18.33, 49.77, 72.86, 2.022, 0.237, -2.361, -2.418
1956, 12, 14.28, 65.51, 205.7, 304.2, 1.802, -1.1, -3.868, -4.3
1957, 1, 20.33, 50.85, 95.36, 117.4, -7.584, -9.189, -11.34, -11.43
1957, 2, 21.44, 63.79, 170.1, 223.8, 1.619, -1.13, -3.947, -4.253
1957, 3, 54.4, 110.5, 256.1, 349, 4.296, 1.65, -1.625, -2.22
1957, 4, 12.76, 27.07, 74.73, 112.2, 7.245, 4.614, 1.406, 1.306
1957, 5, 55.04, 74.66, 133.1, 179.4, 11.8, 9.145, 5.821, 5.273
1957, 6, 7.022, 9.55, 40.48, 76.72, 15.03, 12.82, 9.409, 8.875
1957, 7, 5.988, 5.678, 16.16, 23.28, 16.27, 14.07, 10.51, 9.67
1957, 8, 4.113, 5.385, 16.44, 21.58, 14.85, 12.81, 9.244, 8.591
1957, 9, 27.33, 38.07, 60.9, 63.34, 14.55, 12.48, 9.263, 8.762
1957, 10, 28.49, 54.96, 77.71, 112.3, 7.001, 4.624, 1.678, 1.21
1957, 11, 8.875, 36.3, 106.1, 154.5, 2.042, -0.6051, -3.194, -3.585
1957, 12, 62.79, 136.6, 384.2, 589, 2.748, -0.5262, -3.39, -3.999
1958, 1, 40.66, 92.61, 216.5, 288.4, 1.627, -1.461, -4.294, -4.595
1958, 2, 44.2, 88.05, 244.1, 363.8, 5.53, 2.468, -0.6431, -0.7332
1958, 3, 11.22, 35.08, 70.85, 88.39, 2.646, -0.2089, -3.151, -3.372
1958, 4, 14.48, 39.11, 137.9, 221.9, 6.309, 3.604, 0.4026, 0.2982
