# Created by WEAP: 5/6/2021 11:59:30 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_SDGE_San Dieguito (88,565 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (78,697 ha),  1000 - 2000 m (9,869 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m

1950, 1, 97.8, 91.66, 7.425, 4.281
1950, 2, 45.16, 41.61, 11.15, 8.661
1950, 3, 40.84, 44.48, 11.67, 8.763
1950, 4, 15.25, 20.44, 14.53, 11.85
1950, 5, 9.976, 16.13, 14.8, 12.51
1950, 6, 0.1324, 0.003647, 17.98, 16.01
1950, 7, 3.609, 18.6, 22.42, 21.44
1950, 8, 0.08113, 0.6811, 21.5, 20.7
1950, 9, 2.986, 8.625, 19.4, 17.51
1950, 10, 0.3243, 0.1226, 18.8, 16.07
1950, 11, 39.3, 35.5, 15.21, 12.39
1950, 12, 1.921, 1.701, 13.34, 10.19
1951, 1, 85.78, 97.11, 9.568, 6.017
1951, 2, 35.13, 36.24, 10.2, 6.847
1951, 3, 22.86, 27.57, 12.14, 8.406
1951, 4, 73.12, 84.91, 13.72, 10.44
1951, 5, 3.721, 8.143, 15.92, 13.21
1951, 6, 0, 0, 18.72, 16.3
1951, 7, 3.803, 11.9, 22.61, 21.33
1951, 8, 23.75, 31.58, 22.27, 20.95
1951, 9, 2.546, 1.097, 21.84, 21.01
1951, 10, 31.55, 33.05, 17.85, 14.76
1951, 11, 28.04, 27.86, 13.53, 9.97
1951, 12, 163.4, 187.4, 9.307, 5.919
1952, 1, 158.4, 158.4, 8.435, 4.933
1952, 2, 11, 14.38, 10.42, 7.022
1952, 3, 182.6, 184.7, 9.554, 5.8
1952, 4, 61.98, 63.74, 13.42, 10.83
1952, 5, 0, 0, 17.58, 15.09
1952, 6, 0.4998, 0.3266, 17.11, 14.79
1952, 7, 3.898, 11.18, 22.5, 21.04
1952, 8, 0, 0, 23.39, 22.38
1952, 9, 2.585, 4.016, 22.85, 20.79
1952, 10, 0, 0, 18.5, 16.7
1952, 11, 66.87, 81.01, 11.5, 7.946
1952, 12, 73.93, 81.16, 9.533, 6.364
1953, 1, 37.06, 38.33, 12.33, 9.393
1953, 2, 18.58, 16.01, 10.1, 6.676
1953, 3, 40.26, 47.66, 11.39, 7.731
1953, 4, 44.74, 43.32, 12.3, 9.207
1953, 5, 11.3, 18.27, 14.23, 10.51
1953, 6, 0.7252, 0.4923, 17.87, 15.44
1953, 7, 0.3305, 1.56, 23.7, 22.63
1953, 8, 0, 0.0931, 21.81, 20.39
1953, 9, 0.1506, 1.144, 20.86, 18.96
1953, 10, 2.743, 4.567, 17.63, 13.81
1953, 11, 26.19, 28.89, 14.39, 11.07
1953, 12, 5.838, 7.155, 10.8, 7.257
1954, 1, 125.4, 148.7, 9.456, 5.864
1954, 2, 59.48, 57.13, 13.7, 9.737
1954, 3, 160.6, 189.9, 10.64, 7.001
1954, 4, 6.296, 4.807, 14.76, 12
1954, 5, 3.021, 4.63, 16.69, 14.54
1954, 6, 1.414, 2.146, 18.42, 16.75
1954, 7, 5.318, 26.2, 24.05, 22.92
1954, 8, 0, 0, 21.2, 18.85
1954, 9, 2.414, 8.683, 20.89, 18.83
1954, 10, 0, 0, 16.88, 14.39
1954, 11, 20.42, 20.78, 14.9, 11.47
1954, 12, 21.8, 22.2, 10.63, 6.923
1955, 1, 119.6, 128.1, 8.198, 4.14
1955, 2, 35.55, 48.28, 9.88, 6.072
1955, 3, 16.67, 17.04, 12.57, 8.916
1955, 4, 16.44, 17.25, 12.79, 9.383
1955, 5, 47.47, 46.55, 15, 12.17
1955, 6, 0.1865, 0.7553, 18.24, 15.66
1955, 7, 3.796, 16.02, 21.29, 19.41
1955, 8, 7.272, 41.66, 24.36, 23.07
1955, 9, 0.03275, 0.0007294, 22.45, 19.24
1955, 10, 0.1675, 0.03776, 16.72, 14.67
1955, 11, 29.41, 33.98, 13.08, 9.615
1955, 12, 32.67, 41.73, 10.65, 7.485
1956, 1, 104.3, 103.6, 10.42, 7.296
1956, 2, 21.44, 29.18, 8.027, 4.375
1956, 3, 0.04344, 0, 12.15, 8.66
1956, 4, 48.12, 56.58, 12.66, 9.214
1956, 5, 7.539, 8.859, 16.55, 13.42
1956, 6, 0, 0, 20.1, 18.11
1956, 7, 0.3588, 3.036, 22.19, 20.7
1956, 8, 0, 0, 21.14, 18.81
1956, 9, 0, 0, 23.45, 20.98
1956, 10, 7.131, 3.291, 16.2, 13.01
1956, 11, 0, 0, 15.61, 11.04
1956, 12, 13.57, 14.56, 12.81, 8.271
1957, 1, 191.7, 192.9, 9.534, 5.736
1957, 2, 14.49, 16.2, 12.84, 9.954
1957, 3, 38.42, 44.32, 12.24, 9.195
