# Created by WEAP: 5/6/2021 11:59:32 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CO_NW_Eagle (242,061 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (2,982 ha),  2000 - 3000 m (140,410 ha),  3000 - 4000 m (98,403 ha),  4000 - 5000 m (266 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 57.4, 98.31, 113.7, 101.3, -9.127, -10.04, -11.18, -11.83
1950, 2, 18.52, 48.24, 90.53, 117.8, -6.067, -7.702, -9.192, -9.527
1950, 3, 12.63, 57.49, 126, 199.5, -1.878, -4.172, -7.098, -8.668
1950, 4, 36.18, 69.82, 115.6, 128.3, 3.484, 1.442, -1.387, -3.086
1950, 5, 11.76, 29.41, 54.54, 67.23, 6.975, 4.737, 1.798, 0.2639
1950, 6, 0.7024, 4.862, 9.966, 10.68, 12.56, 10.55, 8.187, 7.214
1950, 7, 20.66, 24.08, 28.56, 37.13, 15.25, 12.88, 10.04, 8.886
1950, 8, 8.246, 11.69, 17.81, 21.2, 13.55, 11.39, 8.872, 7.965
1950, 9, 35.42, 41.12, 53.6, 72.43, 10.84, 8.705, 6.12, 4.895
1950, 10, 4.403, 6.722, 9.797, 10.34, 7.267, 5.66, 3.791, 2.967
1950, 11, 19.07, 57.4, 114.8, 149.5, -0.7477, -2.441, -4.575, -5.712
1950, 12, 25.32, 73.4, 150.6, 187.2, -4.609, -6.541, -8.489, -9.225
1951, 1, 54.91, 97.15, 136.3, 138.4, -9.815, -10.91, -12.24, -12.98
1951, 2, 27.95, 67.62, 128.5, 156.1, -6.54, -8.462, -10.71, -12.08
1951, 3, 10.36, 35.45, 62.41, 77.94, -1.89, -4.455, -7.802, -9.454
1951, 4, 45.43, 91.26, 170.1, 214.9, 2.91, 0.5453, -2.763, -4.911
1951, 5, 29.13, 45.37, 66.42, 81.9, 9.142, 6.509, 3.025, 0.8732
1951, 6, 35.45, 42.38, 46.01, 44.48, 11.17, 8.82, 5.849, 4.323
1951, 7, 27.19, 37.57, 51.95, 64.26, 17.1, 14.76, 11.84, 10.46
1951, 8, 49.57, 46.21, 39.55, 39.55, 15.24, 12.92, 10.07, 8.827
1951, 9, 22.9, 26.4, 30, 28.84, 9.928, 8.434, 6.482, 5.507
1951, 10, 31.04, 41.66, 50.84, 54.33, 4.093, 2.646, 0.7144, -0.4272
1951, 11, 20.65, 46.72, 90.7, 121, -4.679, -6.198, -7.954, -8.722
1951, 12, 110.1, 190.8, 252.5, 270, -10.11, -11.08, -12.49, -13.93
1952, 1, 49.8, 81.75, 112.8, 116.2, -12.43, -12.72, -12.86, -12.5
1952, 2, 16.8, 38.98, 67.8, 77.91, -11.23, -11.95, -12.84, -13.25
1952, 3, 42.42, 86.96, 133.4, 171.8, -7.253, -8.945, -10.81, -11.84
1952, 4, 11.15, 31.18, 67.32, 87.59, 3.771, 1.515, -1.203, -2.677
1952, 5, 23.71, 43.23, 67.32, 95.6, 8.736, 6.471, 3.512, 1.807
1952, 6, 28.13, 23.63, 16.26, 12.78, 13.78, 11.85, 9.432, 8.147
1952, 7, 39, 51.72, 66.49, 95.52, 15.69, 13.63, 11.14, 10.19
1952, 8, 65.24, 65.71, 67.35, 54.79, 14.74, 12.69, 10.08, 8.841
1952, 9, 14.67, 18.23, 27.43, 36.3, 11.77, 10, 7.737, 6.674
1952, 10, 0.002167, 0.4827, 1.44, 1.568, 4.952, 4.016, 2.87, 2.407
1952, 11, 33.69, 61.97, 83.16, 99.6, -5.516, -7.069, -8.418, -9.042
1952, 12, 24.17, 39.29, 58.36, 70.5, -11.63, -12.19, -11.83, -11.37
1953, 1, 23.6, 44.98, 68.59, 72.75, -5.833, -6.715, -7.678, -8.306
1953, 2, 12.51, 32.24, 60.77, 84.52, -7.728, -9.256, -10.72, -11.43
1953, 3, 23.09, 49.33, 74.18, 88.01, -0.9329, -2.776, -5.148, -6.461
1953, 4, 31.39, 67.73, 103.4, 103.8, 1.313, -0.5673, -3.267, -4.716
1953, 5, 40.35, 60.77, 82.17, 89.82, 6.42, 4.471, 1.793, 0.4961
1953, 6, 17.52, 22.13, 30.19, 37, 13.7, 11.84, 9.304, 8.068
1953, 7, 55.46, 64.71, 78.17, 95.39, 17.43, 15.2, 12.29, 10.86
1953, 8, 43.95, 39.32, 33.12, 27.38, 14.74, 12.91, 10.43, 9.196
1953, 9, 10.26, 9.197, 11.24, 16.35, 11.22, 9.696, 7.742, 6.748
1953, 10, 16.48, 27.36, 40.6, 55.62, 5.171, 3.803, 2.09, 1.269
1953, 11, 20.15, 40.08, 60.6, 68.44, -0.8143, -1.925, -3.445, -4.153
1953, 12, 6.727, 29.52, 56.72, 68.84, -8.382, -9.449, -11, -12.12
1954, 1, 14.26, 25.72, 29.44, 24.23, -5.273, -5.975, -7.126, -7.809
1954, 2, 6.1, 22.58, 44.1, 56.99, -2.365, -3.625, -5.418, -6.45
1954, 3, 28.36, 58.89, 80.66, 95.88, -1.983, -3.859, -6.52, -8.012
1954, 4, 25.04, 35.49, 43.47, 46.09, 5.415, 3.842, 1.39, -0.1091
1954, 5, 25.9, 41.11, 55.13, 59.68, 10.11, 8.113, 5.38, 4.024
1954, 6, 6.263, 11.84, 17.36, 20.95, 13.36, 11.8, 9.545, 8.469
1954, 7, 34.42, 45.83, 58.82, 78, 18.05, 16.1, 13.23, 11.71
1954, 8, 35.42, 32.86, 30.13, 29.77, 15.28, 13.66, 11.31, 10.07
1954, 9, 50.85, 61.18, 74.27, 81.38, 11.71, 10.3, 8.362, 7.344
1954, 10, 37.39, 45.11, 56, 66.72, 6.107, 4.81, 3.051, 2.26
1954, 11, 42.97, 60.01, 62.63, 65.2, -0.7997, -1.607, -2.725, -3.23
1954, 12, 31.41, 46.09, 51.51, 47.46, -13.61, -12.63, -11.01, -9.89
1955, 1, 16.78, 31.09, 45.83, 51.15, -13.13, -13.15, -12.91, -12.65
1955, 2, 29.05, 55.68, 78.09, 91.4, -12.07, -12.73, -13.47, -13.81
1955, 3, 27.1, 62.11, 98.77, 132.8, -4.719, -5.968, -7.697, -8.687
1955, 4, 8.728, 19.2, 30.46, 33.41, 2.222, 0.1795, -2.582, -4.115
1955, 5, 28.51, 48.21, 68.32, 76.66, 7.576, 5.941, 3.565, 2.146
1955, 6, 19.71, 21.99, 23.65, 26.15, 11.36, 9.608, 7.291, 6.131
1955, 7, 38.95, 46.3, 60.34, 77.33, 16.6, 14.61, 12.03, 10.85
1955, 8, 27.38, 48.77, 80.43, 89.49, 16.69, 14.48, 11.72, 10.52
1955, 9, 6.04, 7.58, 8.604, 8.603, 11.15, 9.816, 7.98, 7.14
1955, 10, 15.26, 30.57, 53.71, 72.56, 4.903, 3.788, 2.178, 1.544
1955, 11, 50.05, 89.61, 117, 127.8, -4.823, -5.5, -6.558, -7.06
1955, 12, 22.3, 39.78, 55.73, 64.57, -5.73, -6.329, -7.385, -8.047
1956, 1, 42.46, 84.47, 114.5, 116.2, -5.02, -6.238, -7.79, -8.785
1956, 2, 37.55, 77.49, 108.2, 126.7, -11.29, -12.27, -13.05, -13.25
1956, 3, 16.2, 35.75, 54.47, 64.56, -3.785, -5.17, -6.847, -7.596
1956, 4, 50.86, 85.93, 117.7, 119.2, 3.624, 1.566, -1.388, -3.045
1956, 5, 6.022, 19.66, 32.82, 38.74, 9.863, 8.22, 5.821, 4.472
1956, 6, 14.25, 16.78, 24.44, 41.38, 14.47, 12.81, 10.47, 9.202
1956, 7, 33.58, 42.33, 46.46, 53.21, 16, 13.97, 11.2, 9.894
1956, 8, 23.15, 25.12, 27.19, 28.58, 14.14, 12.23, 9.63, 8.386
1956, 9, 3.306, 3.964, 5.398, 6.818, 11.97, 10.54, 8.51, 7.635
1956, 10, 14.49, 23.66, 37.66, 52.67, 5.098, 3.94, 2.145, 1.126
1956, 11, 21.3, 38.58, 53.58, 65.65, -7.037, -7.705, -8.778, -9.374
1956, 12, 30.84, 56.14, 70.87, 78.46, -12.48, -12.13, -11.24, -10.31
1957, 1, 87.07, 139.5, 159.8, 167.8, -11.29, -11.75, -12.17, -12.3
1957, 2, 25.96, 49.37, 67.24, 69.37, -4.959, -5.788, -6.645, -7
1957, 3, 26.75, 63.96, 98.99, 130.5, -1.876, -3.936, -6.47, -7.733
1957, 4, 74.38, 119.4, 156.3, 178.9, 1.78, -0.2558, -3.094, -4.796
1957, 5, 81.58, 108.4, 132.5, 162.9, 6.831, 4.864, 2.087, 0.5014
1957, 6, 51.92, 53.05, 46.17, 47.76, 12.26, 10.34, 7.677, 6.333
1957, 7, 24.5, 45.19, 74.61, 104.5, 16.19, 14.21, 11.46, 10.11
1957, 8, 43.17, 46.02, 52.48, 54.21, 15.22, 13.45, 10.92, 9.684
1957, 9, 15.53, 17.22, 18.15, 17.42, 9.712, 8.207, 6.068, 5.139
1957, 10, 25.92, 34.53, 38.91, 39.95, 5.419, 4.088, 2.119, 1.143
1957, 11, 27.83, 48.41, 64.46, 75.83, -5.242, -6.349, -7.905, -8.672
1957, 12, 29.26, 52.94, 74.53, 94.06, -8.692, -9.113, -9.546, -9.671
1958, 1, 12.55, 27.91, 47.31, 61.72, -12.53, -12.79, -12.56, -12.12
1958, 2, 18.27, 51.03, 97.1, 135.2, -3.498, -5.072, -7.079, -8.258
1958, 3, 43.71, 78.81, 99.84, 120.1, -2.018, -4.545, -7.694, -9.54
1958, 4, 18.87, 52.83, 95.94, 124.1, 1.834, -0.2226, -3.037, -4.565
1958, 5, 6.778, 15.66, 27.74, 29.43, 10.11, 8.216, 5.682, 4.419
1958, 6, 9.246, 15.77, 22.84, 31.16, 14.07, 12.42, 10.16, 9.09
