# Created by WEAP: 5/6/2021 11:59:29 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: AZ_APS_N_Aqua Fria (379,085 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (95,087 ha),  1000 - 2000 m (274,312 ha),  2000 - 3000 m (9,685 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 18.98, 22.11, 35.95, 7.706, 3.461, 0.7253
1950, 2, 36.16, 37.8, 45.98, 12.43, 8.353, 5.424
1950, 3, 15.04, 21.4, 21.78, 13.67, 9.586, 6.558
1950, 4, 0.3098, 0.9371, 2.403, 19.01, 15, 12.07
1950, 5, 1.27, 3.634, 5.345, 20.57, 16.47, 13.32
1950, 6, 0.3071, 0.9982, 1.209, 25.82, 21.62, 18.5
1950, 7, 68.46, 107.2, 140.2, 28.36, 23.97, 20.5
1950, 8, 12.16, 16.95, 27.85, 28.68, 23.95, 20.14
1950, 9, 16.67, 26.13, 31.65, 24.33, 19.96, 16.99
1950, 10, 0, 0.9833, 2.572, 23.3, 18.8, 15.89
1950, 11, 4.831, 6.195, 8.142, 16.38, 12.02, 9.192
1950, 12, 0.4855, 0.7136, 0.7655, 13.5, 9.289, 6.434
1951, 1, 61.72, 56.46, 70.35, 8.947, 4.859, 1.985
1951, 2, 17.77, 25.56, 32.61, 10.5, 6.388, 3.498
1951, 3, 15.7, 18.21, 26.14, 12.45, 8.445, 5.366
1951, 4, 46.7, 53.5, 73.96, 16.02, 12.14, 9.073
1951, 5, 10.66, 19.54, 23.92, 21.21, 16.98, 13.72
1951, 6, 0, 0, 0, 24.76, 20.74, 17.62
1951, 7, 55.29, 56.05, 78.26, 30.09, 26.39, 22.9
1951, 8, 299.3, 214.7, 209.7, 27.33, 23.32, 19.92
1951, 9, 5.645, 9.209, 3.995, 26.04, 21.91, 18.74
1951, 10, 38.49, 41.9, 45.87, 19.92, 15.38, 12.23
1951, 11, 25.72, 30.4, 37.62, 13.14, 8.624, 5.531
1951, 12, 33.15, 66.25, 114.6, 8.615, 4.227, 1.445
1952, 1, 37, 58.02, 81.84, 8.12, 4.017, 1.206
1952, 2, 8.847, 16.37, 20.67, 9.737, 5.506, 2.542
1952, 3, 67.01, 84.54, 107.1, 9.031, 4.976, 1.896
1952, 4, 52.55, 63.14, 70.54, 16.3, 12.44, 9.311
1952, 5, 0.4181, 0.9026, 0.4516, 22.56, 18.35, 15.2
1952, 6, 0.8393, 2.82, 4.235, 25.43, 21.25, 18.16
1952, 7, 26.9, 49.98, 70.31, 29.23, 24.6, 21.18
1952, 8, 53.55, 82.28, 99.45, 29.65, 25.11, 21.44
1952, 9, 16.46, 42.16, 42.37, 27.09, 22.84, 19.3
1952, 10, 0, 0, 0, 23.2, 18.86, 15.51
1952, 11, 69.26, 78.7, 70.54, 11.46, 7.136, 4.079
1952, 12, 31.44, 36.54, 44.68, 8.619, 4.577, 1.502
1953, 1, 8.203, 6.783, 12.25, 11.55, 7.564, 4.798
1953, 2, 16.61, 17.42, 19.86, 9.871, 5.924, 2.934
1953, 3, 9.781, 14.62, 15.44, 13.34, 9.365, 6.239
