# Created by WEAP: 5/6/2021 11:59:38 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_Upr SF Feather (4,201 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,069 ha),  2000 - 3000 m (132 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 449.3, 388, -5.389, -5.843
1950, 2, 248.3, 238.8, 0.2899, -0.09732
1950, 3, 224, 205.8, 1.686, 1.509
1950, 4, 127.5, 127.9, 6.667, 6.481
1950, 5, 96.46, 96.87, 9.688, 9.452
1950, 6, 20.72, 21.31, 12.13, 11.78
1950, 7, 5.763, 5.225, 17.36, 16.84
1950, 8, 0.8649, 1.695, 16.41, 15.65
1950, 9, 7.586, 7.621, 12.95, 12.53
1950, 10, 249.7, 246.4, 8.458, 8.028
1950, 11, 411.7, 355.3, 5.104, 4.927
1950, 12, 365.6, 316.3, 2.488, 2.124
1951, 1, 335.8, 289.4, -1.338, -1.712
1951, 2, 179.5, 165.8, 0.1251, -0.08989
1951, 3, 129.3, 115.2, 2.213, 1.819
1951, 4, 62.75, 64.16, 7.304, 7.04
1951, 5, 94.29, 91.87, 9.519, 9.247
1951, 6, 0.05812, 0.0875, 14.84, 14.21
1951, 7, 0, 0, 16.55, 16.01
1951, 8, 8.558, 11.95, 15.46, 14.83
1951, 9, 5.644, 6.663, 14.43, 13.73
1951, 10, 173.3, 160.9, 7.04, 6.647
1951, 11, 233.2, 205.3, 2.699, 2.208
1951, 12, 505.7, 477.7, -2.015, -2.577
1952, 1, 513.4, 473.6, -4.301, -4.803
1952, 2, 299.4, 267.8, -1.3, -1.957
1952, 3, 223.4, 196.3, -1.342, -1.597
1952, 4, 45.39, 36.92, 6.137, 5.973
