# Created by WEAP: 5/6/2021 11:59:36 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_Pit River (273,146 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (160,042 ha),  1000 - 2000 m (103,687 ha),  2000 - 3000 m (8,514 ha),  3000 - 4000 m (888 ha),  4000 - 5000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 484.4, 419.1, 376, 474.3, 474.3, -1.015, -4.521, -7.971, -12.61, -12.61
1950, 2, 176.4, 185, 184.2, 249.8, 249.8, 5.037, 1.413, -2.18, -6.921, -6.921
1950, 3, 152.2, 138.6, 142.8, 198.9, 198.9, 6.676, 2.727, -0.9312, -5.609, -5.609
1950, 4, 89.97, 116.1, 122.1, 164.8, 164.8, 11.79, 7.329, 3.37, -1.366, -1.366
1950, 5, 40.99, 27.68, 23.32, 34.63, 34.63, 16.22, 11.85, 7.898, 3.146, 3.146
1950, 6, 24.31, 37.69, 51.88, 84.48, 84.48, 18.59, 14.28, 10.47, 5.788, 5.788
1950, 7, 0.0003349, 0.07361, 0.2635, 0, 0, 24.74, 20.26, 16.31, 11.59, 11.59
1950, 8, 0.6192, 0.4033, 0.6325, 2.7, 2.7, 23.54, 19.17, 15.33, 10.63, 10.63
1950, 9, 20.91, 34.83, 51.51, 76.55, 76.55, 19.47, 14.92, 10.98, 6.277, 6.277
1950, 10, 484, 499.6, 582.5, 789.3, 789.3, 12.95, 8.853, 5.117, 0.4277, 0.4277
1950, 11, 193.7, 179.9, 182.2, 257.4, 257.4, 9.549, 5.583, 1.777, -2.989, -2.989
1950, 12, 303, 264.9, 240.3, 320, 320, 6.003, 2.889, -0.4742, -5.187, -5.187
1951, 1, 330.3, 297.7, 284.6, 374.6, 374.6, 2.622, -1.257, -4.953, -9.642, -9.642
1951, 2, 244.4, 216.6, 197.7, 264.9, 264.9, 4.84, 0.9894, -2.653, -7.356, -7.356
1951, 3, 86.85, 66.79, 64.72, 89.69, 89.69, 7.391, 2.979, -0.9834, -5.727, -5.727
1951, 4, 77.45, 75.44, 71.47, 97.86, 97.86, 13.22, 9.271, 5.619, 0.9487, 0.9487
1951, 5, 107.5, 95.97, 92.45, 138.4, 138.4, 14.87, 10.64, 6.797, 2.088, 2.088
1951, 6, 2.624, 1.392, 0.918, 1.4, 1.4, 20.74, 16.53, 12.73, 8.025, 8.025
1951, 7, 3.043E-5, 0.01993, 0.2467, 0.88, 0.88, 22.65, 18.41, 14.68, 10.01, 10.01
1951, 8, 10.16, 13.11, 11.86, 17.45, 17.45, 22.62, 18.3, 14.49, 9.726, 9.726
1951, 9, 3.682, 3.821, 4.458, 6.5, 6.5, 20.72, 16.43, 12.6, 7.832, 7.832
1951, 10, 125.8, 105.6, 110.1, 142, 142, 12.53, 8.143, 4.265, -0.4897, -0.4897
1951, 11, 371.4, 365.4, 381.8, 532.6, 532.6, 7.815, 3.619, -0.2312, -4.981, -4.981
1951, 12, 552.8, 494.5, 467.1, 607.1, 607.1, 3.501, -1.04, -5.109, -9.987, -9.987
1952, 1, 454.3, 440.9, 426.2, 537.9, 537.9, 1.254, -2.559, -6.307, -11.11, -11.11
1952, 2, 217.8, 189.9, 169.8, 214.7, 214.7, 4.652, 0.7436, -2.961, -7.719, -7.719
1952, 3, 159.9, 162.4, 177.1, 243.5, 243.5, 5.663, 1.563, -2.186, -6.896, -6.896
1952, 4, 56.07, 59.02, 57.42, 75.16, 75.16, 12.1, 8.218, 4.543, -0.2363, -0.2363
1952, 5, 74.57, 72.14, 71.39, 106.2, 106.2, 15.6, 11.38, 7.558, 2.795, 2.795
1952, 6, 88.04, 80.57, 82.1, 129.9, 129.9, 16.57, 12.49, 8.716, 4.005, 4.005
1952, 7, 6.375, 11.8, 18.65, 29.13, 29.13, 24.21, 19.99, 16.21, 11.48, 11.48
1952, 8, 6.087E-5, 0.04338, 0.3068, 0.5, 0.5, 21.96, 17.71, 13.94, 9.193, 9.193
1952, 9, 10.28, 13.02, 15.56, 22.53, 22.53, 20.79, 16.71, 12.95, 8.177, 8.177
1952, 10, 14.56, 17.17, 22.2, 28.9, 28.9, 17.15, 12.96, 9.095, 4.271, 4.271
1952, 11, 97.27, 91.66, 100.6, 143.1, 143.1, 7.804, 3.139, -1.028, -5.901, -5.901
1952, 12, 704, 648.9, 634, 829.6, 829.6, 3.047, -0.9525, -4.757, -9.603, -9.603
1953, 1, 563.6, 502.5, 460.4, 576.6, 576.6, 5.652, 1.876, -1.744, -6.394, -6.394
1953, 2, 25.86, 27.53, 29.54, 38.53, 38.53, 6.486, 2.515, -1.174, -5.875, -5.875
1953, 3, 206.4, 214.3, 236.3, 322.8, 322.8, 7.213, 3.104, -0.6618, -5.387, -5.387
1953, 4, 141.9, 118.1, 97.97, 127.2, 127.2, 9.754, 5.978, 2.432, -2.394, -2.394
1953, 5, 123.6, 102.4, 106.2, 152.9, 152.9, 11.08, 7.173, 3.566, -1.189, -1.189
1953, 6, 56.96, 38.78, 33.19, 49.23, 49.23, 16.08, 11.74, 7.875, 3.012, 3.012
1953, 7, 0, 0, 0, 0, 0, 23.06, 18.84, 15.11, 10.25, 10.25
1953, 8, 25.61, 21.11, 17.01, 25.5, 25.5, 20.38, 16.36, 12.73, 7.968, 7.968
1953, 9, 0.59, 0.3395, 0.5477, 0.7, 0.7, 21.19, 16.94, 13.17, 8.364, 8.364
1953, 10, 55.57, 61.13, 72.6, 97.03, 97.03, 13.56, 9.206, 5.322, 0.5185, 0.5185
1953, 11, 274.1, 290.3, 322.9, 451.2, 451.2, 8.401, 4.72, 1.161, -3.524, -3.524
1953, 12, 100.1, 85.73, 76.32, 99, 99, 6.128, 2.046, -1.757, -6.523, -6.523
1954, 1, 692.7, 636.8, 617.9, 788.2, 788.2, 3.465, -0.4353, -4.051, -8.843, -8.843
1954, 2, 262.5, 267.3, 263.8, 350.1, 350.1, 8.291, 3.933, 0.01515, -4.751, -4.751
1954, 3, 216.2, 176.1, 171.8, 234.4, 234.4, 6.425, 2.619, -0.9749, -5.788, -5.788
1954, 4, 203, 175.3, 145.1, 187.8, 187.8, 12.9, 8.686, 4.865, 0.01867, 0.01867
1954, 5, 0.4075, 0.2783, 0.5164, 1.38, 1.38, 16.48, 12.41, 8.709, 3.881, 3.881
1954, 6, 54.06, 41.9, 43, 68.67, 68.67, 16.91, 12.77, 9.03, 4.191, 4.191
1954, 7, 0.6102, 1.251, 1.351, 2, 2, 22.34, 18.09, 14.37, 9.535, 9.535
1954, 8, 101.9, 92.29, 87.6, 131.6, 131.6, 19.46, 15.16, 11.4, 6.615, 6.615
1954, 9, 8.283, 5.751, 6.123, 8.38, 8.38, 17.17, 12.59, 8.693, 3.909, 3.909
1954, 10, 39.97, 34.49, 39.46, 51.86, 51.86, 13.21, 8.719, 4.828, 0.05645, 0.05645
1954, 11, 239.5, 221, 229.3, 299.4, 299.4, 8.58, 4.946, 1.38, -3.253, -3.253
1954, 12, 328.1, 294.1, 262.9, 327, 327, 3.475, -0.463, -4.215, -9.003, -9.003
1955, 1, 153, 135.1, 127.8, 163.2, 163.2, 2.771, -1.596, -5.59, -10.38, -10.38
1955, 2, 63.34, 52.17, 46.96, 63.31, 63.31, 4.561, 0.4089, -3.393, -8.245, -8.245
1955, 3, 39.85, 42.11, 47.72, 67.26, 67.26, 7.34, 3, -0.883, -5.735, -5.735
1955, 4, 277.6, 242.3, 200.4, 260.7, 260.7, 7.194, 3.21, -0.4077, -5.127, -5.127
1955, 5, 4.394, 3.499, 4.079, 6, 6, 14.96, 10.74, 6.929, 2.04, 2.04
1955, 6, 1.843, 3.79, 5.621, 9.24, 9.24, 18.71, 14.74, 11.17, 6.339, 6.339
1955, 7, 3.467, 6.063, 8.894, 14.6, 14.6, 20.58, 16.11, 12.28, 7.443, 7.443
1955, 8, 0.0003348, 0.1128, 0.4603, 0, 0, 23.01, 18.68, 14.95, 10.16, 10.16
1955, 9, 21.87, 29.64, 36.49, 53.25, 53.25, 19.74, 14.88, 10.78, 5.979, 5.979
1955, 10, 15.99, 15.73, 18.41, 23.5, 23.5, 14.91, 10.48, 6.615, 1.895, 1.895
1955, 11, 271.2, 235.3, 237.7, 336.2, 336.2, 6.429, 2.251, -1.491, -6.325, -6.325
1955, 12, 887.3, 760.2, 702.4, 912.8, 912.8, 4.349, 0.7061, -2.79, -7.499, -7.499
1956, 1, 643.9, 578.5, 540.7, 683.4, 683.4, 3.691, 0.2083, -3.218, -8.06, -8.06
1956, 2, 453.5, 423.9, 403.9, 537.4, 537.4, 3.362, -0.8122, -4.615, -9.517, -9.517
1956, 3, 11.05, 12.2, 13.09, 16.51, 16.51, 7.848, 3.672, -0.09775, -4.902, -4.902
1956, 4, 34.69, 29.37, 24.69, 31.42, 31.42, 11.27, 7.46, 3.905, -0.8607, -0.8607
1956, 5, 115.9, 80.83, 79.6, 125.3, 125.3, 14.83, 10.99, 7.414, 2.684, 2.684
1956, 6, 29.25, 24.81, 29.1, 48.08, 48.08, 18.91, 14.4, 10.49, 5.63, 5.63
1956, 7, 7.565, 15.25, 19.34, 29.6, 29.6, 23.17, 19.14, 15.54, 10.78, 10.78
1956, 8, 0.1455, 0.6738, 1.578, 2.45, 2.45, 21.34, 16.88, 13.04, 8.267, 8.267
1956, 9, 7.076, 7.377, 8.505, 12.9, 12.9, 18.87, 14.49, 10.71, 5.95, 5.95
1956, 10, 138.4, 121.5, 130.8, 167.1, 167.1, 12.46, 7.855, 3.942, -0.7406, -0.7406
1956, 11, 8.694, 7.028, 6.598, 9.5, 9.5, 10.07, 5.424, 1.285, -3.507, -3.507
1956, 12, 17.55, 18.84, 21.15, 30.08, 30.08, 6.428, 1.839, -2.294, -6.97, -6.97
1957, 1, 289.3, 298.2, 290, 369.6, 369.6, 1.468, -3.239, -7.337, -12.25, -12.25
1957, 2, 453.3, 417.6, 375.3, 492.2, 492.2, 6.472, 2.553, -1.153, -5.991, -5.991
1957, 3, 207, 188.5, 200.1, 271, 271, 7.812, 4.084, 0.4895, -4.212, -4.212
1957, 4, 150, 157.6, 153.3, 201.5, 201.5, 11.05, 6.94, 3.163, -1.596, -1.596
1957, 5, 198.6, 185.7, 174.1, 254.7, 254.7, 14.1, 10.23, 6.639, 1.961, 1.961
1957, 6, 6.704, 3.877, 3.23, 6.48, 6.48, 20.62, 16.05, 12.01, 7.145, 7.145
1957, 7, 0.06534, 0.2945, 0.883, 1.08, 1.08, 22.22, 17.32, 13.07, 8.183, 8.183
1957, 8, 0.004502, 0.1112, 0.6442, 1.38, 1.38, 20.42, 15.84, 11.79, 6.936, 6.936
1957, 9, 157.4, 185.1, 217.8, 316.8, 316.8, 19.88, 15.38, 11.44, 6.672, 6.672
1957, 10, 176.9, 188.2, 224.2, 304.3, 304.3, 11.56, 7.033, 2.953, -1.743, -1.743
1957, 11, 107.1, 91.01, 90.08, 124.1, 124.1, 7.33, 2.706, -1.497, -6.279, -6.279
1957, 12, 304, 279.6, 249.6, 322.3, 322.3, 5.343, 1.591, -2.171, -6.805, -6.805
1958, 1, 413.7, 365.4, 316.8, 391.8, 391.8, 4.909, 0.8044, -3.03, -7.682, -7.682
1958, 2, 835.2, 797.3, 717.9, 954.3, 954.3, 6.597, 3.136, -0.232, -4.771, -4.771
1958, 3, 344.1, 373.9, 389.8, 530.2, 530.2, 5.384, 1.248, -2.543, -7.244, -7.244
1958, 4, 278, 265.8, 215.8, 274.5, 274.5, 10.24, 5.957, 2.031, -2.712, -2.712
1958, 5, 51.61, 42.16, 44.95, 70.41, 70.41, 16.35, 12.6, 9.064, 4.353, 4.353
1958, 6, 114.9, 86.91, 93.74, 151.8, 151.8, 18.4, 14.41, 10.66, 5.891, 5.891
1958, 7, 26.79, 55.32, 74.87, 114.4, 114.4, 23.07, 19.09, 15.34, 10.48, 10.48
1958, 8, 4.563, 7.618, 13.96, 26.24, 26.24, 24.84, 20.25, 16.16, 11.28, 11.28
1958, 9, 19.98, 29.92, 36.11, 51.76, 51.76, 20.03, 14.94, 10.64, 5.722, 5.722
1958, 10, 16.38, 18.25, 20.62, 26.5, 26.5, 16.59, 11.98, 7.744, 2.814, 2.814
1958, 11, 31.34, 33.23, 36.78, 51.61, 51.61, 9.18, 4.644, 0.3733, -4.472, -4.472
1958, 12, 113.4, 101, 95.78, 125.3, 125.3, 8.551, 4.567, 0.6739, -4.045, -4.045
1959, 1, 744.8, 674.9, 605.4, 761.8, 761.8, 5.288, 1.402, -2.319, -7.024, -7.024
1959, 2, 409.9, 402.3, 374, 494.4, 494.4, 4.912, 0.8308, -2.995, -7.768, -7.768
1959, 3, 105.3, 84.32, 75.75, 101, 101, 9.591, 5.106, 1.068, -3.738, -3.738
1959, 4, 51.69, 34.18, 26.23, 33.38, 33.38, 13.81, 9.225, 5.2, 0.3962, 0.3962
1959, 5, 17.21, 25.28, 32.69, 50.3, 50.3, 13.45, 9.157, 5.314, 0.4961, 0.4961
1959, 6, 3.8, 8.474, 12.86, 21.88, 21.88, 20.39, 15.85, 11.82, 6.889, 6.889
1959, 7, 0, 0, 0, 0, 0, 24.57, 20.05, 16.14, 11.29, 11.29
1959, 8, 3.443, 4.497, 6.694, 11.08, 11.08, 22.31, 17.95, 14.06, 9.174, 9.174
1959, 9, 145, 79.43, 67.89, 95.68, 95.68, 17.65, 13.05, 9.089, 4.272, 4.272
1959, 10, 1.968, 2.313, 3.093, 4.18, 4.18, 15.13, 10.75, 6.759, 1.86, 1.86
1959, 11, 0.4625, 0.1545, 0.17, 0.2, 0.2, 10.54, 5.889, 1.573, -3.381, -3.381
1959, 12, 88.38, 86.11, 80.42, 103.9, 103.9, 5.788, 1.267, -2.967, -7.888, -7.888
1960, 1, 393.9, 342.6, 282, 342.1, 342.1, 2.566, -1.058, -4.593, -9.344, -9.344
1960, 2, 352.8, 342.9, 322.2, 425.4, 425.4, 5.026, 1.095, -2.566, -7.283, -7.283
1960, 3, 261.6, 244, 232.4, 308.9, 308.9, 8.63, 4.947, 1.496, -3.178, -3.178
1960, 4, 98.1, 98.1, 84.21, 109.6, 109.6, 9.696, 5.857, 2.363, -2.268, -2.268
1960, 5, 141.5, 119.4, 107.5, 155.2, 155.2, 12.54, 8.542, 4.928, 0.2332, 0.2332
1960, 6, 0.9593, 0.1473, 0.0609, 0.1, 0.1, 21.86, 17.41, 13.39, 8.536, 8.536
1960, 7, 0.7742, 1.907, 3.539, 6.08, 6.08, 24.59, 20.42, 16.61, 11.81, 11.81
1960, 8, 0.001201, 0.00157, 0, 0, 0, 22.39, 17.68, 13.61, 8.682, 8.682
1960, 9, 1.121, 1.999, 3.101, 4.8, 4.8, 20.44, 16.07, 12.02, 7.114, 7.114
1960, 10, 40.89, 61.52, 78.49, 105.1, 105.1, 14.15, 9.86, 6.083, 1.358, 1.358
1960, 11, 268.6, 283.6, 302.8, 422.9, 422.9, 6.813, 2.794, -0.8647, -5.534, -5.534
1960, 12, 354.1, 332.4, 313.9, 415.6, 415.6, 5.737, 1.564, -2.457, -7.224, -7.224
1961, 1, 228.4, 169.3, 133.4, 165.4, 165.4, 5.673, 2.18, -1.53, -6.339, -6.339
1961, 2, 231.2, 225.3, 215.7, 289.4, 289.4, 6.515, 2.704, -0.9098, -5.634, -5.634
1961, 3, 238, 234.2, 237.8, 322.6, 322.6, 6.039, 2.329, -1.122, -5.781, -5.781
1961, 4, 74.41, 81.82, 81.79, 111.6, 111.6, 11.54, 7.078, 3.166, -1.61, -1.61
1961, 5, 78.85, 74.76, 85.32, 133.3, 133.3, 12.18, 8.453, 4.942, 0.2616, 0.2616
1961, 6, 29.02, 25.37, 29.24, 47.86, 47.86, 21.23, 17.3, 13.58, 8.765, 8.765
1961, 7, 3.459, 10.29, 18.69, 33.28, 33.28, 23.38, 18.96, 15.02, 10.19, 10.19
1961, 8, 8.937, 6.937, 10.59, 17.84, 17.84, 23.1, 18.76, 14.88, 10.14, 10.14
1961, 9, 10.24, 13.58, 20.07, 30.48, 30.48, 18.07, 13.02, 8.67, 3.778, 3.778
1961, 10, 48.47, 49.4, 58.63, 77.07, 77.07, 13.92, 9.64, 5.717, 0.9539, 0.9539
1961, 11, 333, 309.6, 309.4, 435.5, 435.5, 7.092, 2.716, -1.235, -6.011, -6.011
1961, 12, 254.1, 219, 187.6, 239, 239, 4.287, -0.02555, -4.065, -8.946, -8.946
1962, 1, 103.3, 90.68, 80.42, 99.26, 99.26, 4.595, -0.4193, -4.998, -10.1, -10.1
1962, 2, 601.2, 586.1, 523.7, 686.7, 686.7, 4.58, 0.8872, -2.628, -7.342, -7.342
1962, 3, 184.9, 165.5, 158.9, 214.8, 214.8, 5.658, 1.978, -1.575, -6.317, -6.317
1962, 4, 28.44, 23.99, 23.47, 31.88, 31.88, 13.16, 9.057, 5.312, 0.5688, 0.5688
1962, 5, 34.61, 53.6, 76.06, 122.1, 122.1, 12.91, 8.919, 5.221, 0.4137, 0.4137
1962, 6, 2.023, 2.619, 4.081, 6.7, 6.7, 19.6, 14.98, 10.88, 5.947, 5.947
1962, 7, 0, 0.003814, 0.0503, 0, 0, 23.29, 18.47, 14.21, 9.23, 9.23
1962, 8, 29.09, 32.96, 33.58, 50.55, 50.55, 21.27, 16.93, 12.98, 8.085, 8.085
1962, 9, 31.12, 27.18, 26.16, 36.18, 36.18, 19.51, 15.55, 11.71, 6.802, 6.802
1962, 10, 347.5, 342.7, 376.6, 497.8, 497.8, 13.61, 9.456, 5.533, 0.7055, 0.7055
1962, 11, 120.5, 134.5, 147.4, 207.6, 207.6, 9.225, 4.949, 1.102, -3.649, -3.649
1962, 12, 228.9, 199.5, 181.8, 236, 236, 7.203, 2.971, -1.101, -5.866, -5.866
1963, 1, 159.9, 151.6, 129.2, 159, 159, 4.127, 0.1484, -4.004, -8.978, -8.978
1963, 2, 225.5, 231.4, 222.2, 296.5, 296.5, 8.998, 5.494, 2.064, -2.62, -2.62
1963, 3, 246.1, 226.4, 224.4, 303.9, 303.9, 6.535, 2.755, -0.805, -5.512, -5.512
1963, 4, 416.2, 375.6, 316.6, 410.6, 410.6, 6.662, 3.117, -0.3004, -4.988, -4.988
1963, 5, 70.88, 75.69, 90.47, 139.2, 139.2, 14.98, 11.63, 8.13, 3.348, 3.348
1963, 6, 14.44, 22.15, 32.77, 56.64, 56.64, 17.88, 13.49, 9.557, 4.635, 4.635
1963, 7, 0.5654, 1.287, 3.739, 8.1, 8.1, 20.43, 16.06, 12.06, 7.146, 7.146
1963, 8, 0.4836, 3.294, 5.063, 8, 8, 21.36, 17.01, 13.05, 8.142, 8.142
1963, 9, 6.603, 12, 18.14, 27.61, 27.61, 19.91, 15.61, 11.74, 6.915, 6.915
1963, 10, 102.7, 109.4, 119.2, 156.8, 156.8, 13.69, 9.404, 5.492, 0.6839, 0.6839
1963, 11, 360.4, 309.7, 289.2, 400.3, 400.3, 7.08, 3.31, -0.2985, -5.012, -5.012
1963, 12, 41.38, 41.43, 42.32, 56.41, 56.41, 5.262, 1.96, -1.662, -6.459, -6.459
1964, 1, 337, 299.8, 262, 326.4, 326.4, 3.295, -0.7049, -4.488, -9.229, -9.229
1964, 2, 10.05, 13.48, 15.54, 21.26, 21.26, 6.641, 1.964, -2.204, -7.086, -7.086
1964, 3, 72.3, 68.74, 74.35, 104.2, 104.2, 6.407, 2.386, -1.334, -6.142, -6.142
1964, 4, 10.61, 7.473, 8.964, 13.85, 13.85, 10.7, 6.303, 2.377, -2.435, -2.435
1964, 5, 56.27, 56.05, 61.01, 93.63, 93.63, 13.01, 8.908, 5.074, 0.2169, 0.2169
1964, 6, 53.48, 51.28, 58.07, 92.84, 92.84, 17.26, 13.03, 9.262, 4.441, 4.441
1964, 7, 2.467, 6.77, 10.16, 16.02, 16.02, 22.46, 18.05, 14.13, 9.247, 9.247
1964, 8, 1.958, 1.14, 0.797, 1.4, 1.4, 22.16, 17.33, 13.16, 8.217, 8.217
1964, 9, 7.514, 5.396, 5.24, 7.88, 7.88, 17.98, 13.33, 9.178, 4.246, 4.246
1964, 10, 68.65, 53.16, 49.36, 63.55, 63.55, 15.92, 11.51, 7.513, 2.631, 2.631
1964, 11, 291.1, 237.5, 215.3, 293.2, 293.2, 6.209, 2.169, -1.531, -6.268, -6.268
1964, 12, 720.2, 609.8, 558.9, 735.5, 735.5, 5.053, 1.07, -2.621, -7.345, -7.345
1965, 1, 309.2, 286.4, 277.3, 357.7, 357.7, 4.8, 0.9072, -2.841, -7.6, -7.6
1965, 2, 43.85, 48.54, 51.32, 69.22, 69.22, 6.422, 2.656, -1.008, -5.815, -5.815
1965, 3, 27.96, 19.37, 16.85, 22.79, 22.79, 8.962, 4.866, 1.027, -3.852, -3.852
1965, 4, 355.2, 354, 323.6, 428.6, 428.6, 9.626, 6.124, 2.694, -1.998, -1.998
1965, 5, 7.906, 10.47, 16.97, 30.5, 30.5, 14.04, 9.755, 5.93, 1.079, 1.079
1965, 6, 10.19, 13.12, 23.76, 43.88, 43.88, 18.03, 13.94, 10.14, 5.254, 5.254
1965, 7, 0.1728, 3.37, 12.89, 27.28, 27.28, 22.15, 17.91, 14.08, 9.225, 9.225
1965, 8, 36.17, 40.07, 46.52, 74.18, 74.18, 21.31, 17, 13.18, 8.384, 8.384
1965, 9, 0.6584, 0.1853, 0.111, 0.1, 0.1, 17.2, 13.01, 9.291, 4.485, 4.485
1965, 10, 3.051, 2.679, 2.447, 2.88, 2.88, 16.12, 11.89, 8.064, 3.276, 3.276
1965, 11, 510, 496.3, 451, 618.2, 618.2, 7.669, 3.973, 0.575, -4.012, -4.012
1965, 12, 155.9, 161.1, 146.2, 183.3, 183.3, 3.088, -0.6782, -4.259, -8.965, -8.965
1966, 1, 394.5, 361.8, 307.1, 373.6, 373.6, 2.986, -0.9007, -4.421, -9.062, -9.062
1966, 2, 229, 203.2, 150.4, 187.4, 187.4, 3.951, 0.04845, -3.546, -8.27, -8.27
1966, 3, 132, 142, 130.3, 165.3, 165.3, 7.634, 3.96, 0.4638, -4.23, -4.23
1966, 4, 56.03, 41.31, 29.48, 37.06, 37.06, 13.31, 9.008, 5.212, 0.4732, 0.4732
1966, 5, 1.573, 3.687, 7.769, 14, 14, 17.08, 12.97, 9.186, 4.418, 4.418
1966, 6, 4.62, 4.41, 6.276, 10.78, 10.78, 18.93, 14.63, 10.71, 5.85, 5.85
1966, 7, 0.208, 0.4993, 1.396, 2.88, 2.88, 20.82, 16.67, 13.03, 8.295, 8.295
1966, 8, 3.348, 4.006, 4.713, 7.3, 7.3, 23.74, 19.21, 15.38, 10.61, 10.61
1966, 9, 9.042, 13.29, 19.16, 28.57, 28.57, 19.51, 15.1, 11.19, 6.421, 6.421
1966, 10, 0.0001426, 0.001982, 0.03305, 0, 0, 15.41, 10.51, 6.376, 1.565, 1.565
1966, 11, 449.9, 443.9, 432.9, 592.6, 592.6, 8.445, 4.228, 0.5302, -4.098, -4.098
1966, 12, 362.3, 341.5, 307.7, 396.4, 396.4, 4.592, 1.256, -2.176, -6.846, -6.846
1967, 1, 469.2, 414.2, 340.5, 412.6, 412.6, 4.104, 0.7136, -2.763, -7.517, -7.517
1967, 2, 24.59, 21.86, 19.49, 25.98, 25.98, 7.184, 3.168, -0.5383, -5.292, -5.292
1967, 3, 317.2, 317.7, 315.1, 420, 420, 5.601, 1.968, -1.411, -6.084, -6.084
1967, 4, 306.2, 303, 245.7, 310.7, 310.7, 4.867, 1.387, -1.89, -6.461, -6.461
1967, 5, 39.06, 30.19, 32, 48.66, 48.66, 15.19, 11.01, 7.321, 2.552, 2.552
1967, 6, 53.13, 45.94, 46.16, 72.51, 72.51, 18.67, 14.87, 11.35, 6.561, 6.561
1967, 7, 3.789, 2.389, 1.049, 1.4, 1.4, 23.68, 19.48, 15.92, 11.23, 11.23
1967, 8, 2.473, 3.686, 3.234, 4.5, 4.5, 25.01, 20.56, 16.86, 12.15, 12.15
1967, 9, 2.018, 3.628, 7.428, 12.1, 12.1, 21.35, 16.89, 13.08, 8.322, 8.322
1967, 10, 45.16, 54.66, 66.91, 89.16, 89.16, 14.49, 9.686, 5.602, 0.7524, 0.7524
1967, 11, 110.5, 96.43, 87.9, 118.9, 118.9, 10.48, 6.229, 2.411, -2.363, -2.363
1967, 12, 218.9, 228.3, 210.9, 266.8, 266.8, 2.839, -1.918, -6.109, -10.97, -10.97
1968, 1, 344.3, 321.6, 298.7, 371.9, 371.9, 3.358, -0.5803, -4.292, -9.087, -9.087
1968, 2, 299.9, 243.3, 165.7, 199.3, 199.3, 7.827, 4.18, 0.7608, -3.854, -3.854
1968, 3, 136.3, 137.2, 140.1, 186.9, 186.9, 8.755, 4.905, 1.416, -3.291, -3.291
1968, 4, 7.313, 8.098, 8.467, 10.83, 10.83, 11.38, 7.027, 3.212, -1.628, -1.628
1968, 5, 73.98, 52.47, 49.79, 73.71, 73.71, 14.42, 10.29, 6.731, 2.018, 2.018
1968, 6, 24.07, 34.06, 46.28, 75.68, 75.68, 20.24, 15.77, 12, 7.191, 7.191
1968, 7, 0.5324, 0.2991, 0.323, 0.3, 0.3, 23.9, 19.68, 16.13, 11.48, 11.48
1968, 8, 75.14, 50.05, 39.31, 60.7, 60.7, 19.91, 15.63, 12.06, 7.416, 7.416
1968, 9, 3.956, 3.965, 5.155, 7.55, 7.55, 19.74, 15.12, 11.24, 6.452, 6.452
1968, 10, 118.3, 107.4, 108.2, 137.3, 137.3, 13.83, 9.31, 5.395, 0.6489, 0.6489
1968, 11, 128.9, 121.7, 121.4, 165.3, 165.3, 7.462, 3.583, -0.03668, -4.769, -4.769
1968, 12, 468.9, 456.3, 423.8, 547.4, 547.4, 1.793, -1.577, -4.971, -9.735, -9.735
1969, 1, 567.1, 466.1, 443.6, 568, 568, 1.517, -2.027, -5.429, -10.16, -10.16
1969, 2, 507.4, 457.2, 380.5, 488, 488, 2.225, -1.01, -4.137, -8.763, -8.763
1969, 3, 62.17, 49.7, 43.65, 57.96, 57.96, 7.362, 3.255, -0.3682, -5.121, -5.121
1969, 4, 129.2, 114.4, 105.8, 141.9, 141.9, 9.724, 5.923, 2.453, -2.25, -2.25
1969, 5, 13.2, 24.75, 36.16, 59.03, 59.03, 17.37, 13.25, 9.553, 4.846, 4.846
1969, 6, 21.95, 22.66, 27.37, 44.97, 44.97, 19.23, 15.4, 11.89, 7.166, 7.166
1969, 7, 0.3006, 0.5022, 1.585, 3.28, 3.28, 23.78, 19.13, 15.18, 10.37, 10.37
1969, 8, 0, 0, 0, 0, 0, 23.61, 18.63, 14.45, 9.565, 9.565
1969, 9, 5.113, 4.073, 5.223, 8.03, 8.03, 20.39, 15.66, 11.71, 6.898, 6.898
1969, 10, 52.46, 47.06, 49.17, 64.78, 64.78, 11.98, 7.356, 3.347, -1.465, -1.465
1969, 11, 88.87, 95.59, 100.5, 141.8, 141.8, 9.926, 5.482, 1.302, -3.58, -3.58
