# Created by WEAP: 5/6/2021 11:59:27 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_CEN_N Frk San Joaquin (99,478 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (3,715 ha),  1000 - 2000 m (17,340 ha),  2000 - 3000 m (65,316 ha),  3000 - 4000 m (13,107 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 172.6, 188.7, 227.4, 253, 1.984, -1.038, -6.027, -9.883
1950, 2, 118, 130.5, 157.7, 215.3, 7.711, 4.739, -0.1826, -3.835
1950, 3, 103.3, 107.2, 129.8, 183.2, 7.42, 4.432, -0.5315, -3.878
1950, 4, 80.03, 85.18, 100.6, 132.1, 11.66, 8.667, 3.659, 0.5026
1950, 5, 11.36, 17.51, 23.58, 35.13, 14.44, 11.39, 6.361, 3.131
1950, 6, 0, 0.07765, 0.1629, 0.2675, 17.78, 14.8, 9.865, 6.712
1950, 7, 2.219, 2.66, 2.16, 3.364, 23.44, 20.47, 15.53, 12.17
1950, 8, 0, 0.1395, 0.2783, 0.5616, 22.61, 19.67, 14.79, 11.28
1950, 9, 3.967, 5.374, 8.608, 17.46, 18.06, 15.12, 10.24, 6.744
1950, 10, 57.33, 66.58, 94.81, 130, 15.73, 12.75, 7.901, 4.293
1950, 11, 323.2, 332.6, 405.6, 539.4, 11.69, 8.835, 4.05, 0.2937
1950, 12, 208.6, 230.7, 259.4, 323.4, 9.516, 6.604, 1.778, -2.064
1951, 1, 118.1, 115.7, 124.4, 147.3, 5.468, 2.513, -2.321, -6.084
1951, 2, 70, 80.3, 101.2, 136, 5.927, 2.94, -2.031, -5.737
1951, 3, 39.69, 42.6, 53.05, 74.13, 7.562, 4.586, -0.3875, -3.802
1951, 4, 93.27, 102.3, 123, 161.3, 10.9, 7.939, 2.975, -0.2899
1951, 5, 14.93, 20.12, 25.74, 39.3, 14.34, 11.33, 6.323, 3.139
1951, 6, 2.084, 4.662, 9.048, 16.52, 18.75, 15.83, 10.94, 7.811
1951, 7, 0, 0, 0.005514, 0.1878, 22.69, 19.8, 14.97, 11.78
1951, 8, 0, 0, 0.001103, 0.04018, 21.67, 18.77, 13.89, 10.48
1951, 9, 0, 0, 0, 0, 21.05, 18.21, 13.39, 9.797
1951, 10, 38.42, 40.24, 51.6, 71.96, 13.78, 10.86, 5.996, 2.335
1951, 11, 105, 106.1, 127.7, 173.3, 9.771, 6.836, 1.93, -2.129
