# Created by WEAP: 5/6/2021 11:59:40 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CO_SW_Alamosa (88,643 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 2000 - 3000 m (50,268 ha),  3000 - 4000 m (38,375 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 12.25, 82.34, -8.743, -11.05
1950, 2, 6.776, 50.08, -3.68, -6.447
1950, 3, 4.523, 26.76, -2.564, -5.702
1950, 4, 3.851, 31.9, 4.117, 0.6962
1950, 5, 1.977, 5.673, 6.597, 2.993
1950, 6, 30.1, 27.16, 12.61, 9.459
1950, 7, 41.39, 58.37, 13.67, 10.68
1950, 8, 32.49, 28.99, 12.48, 9.83
1950, 9, 27.16, 40.03, 9.763, 6.555
1950, 10, 6.131, 12.92, 7.656, 4.812
1950, 11, 4.546, 42.01, -0.9557, -3.367
1950, 12, 4.682, 17.23, -5.163, -7.016
1951, 1, 11.08, 80.11, -7.647, -10.15
1951, 2, 7.566, 35.67, -6.14, -8.953
1951, 3, 8.225, 38.38, -2.466, -5.891
1951, 4, 31.71, 60.42, 2.269, -1.123
1951, 5, 9.391, 23.02, 8.138, 4.717
1951, 6, 0.4818, 0.4424, 11.4, 7.936
1951, 7, 18.3, 33.7, 16.67, 13.18
1951, 8, 64.36, 61.8, 14.35, 10.98
1951, 9, 2.996, 2.745, 10.57, 7.241
1951, 10, 21.91, 37.81, 4.493, 1.388
1951, 11, 21.85, 96.73, -4.45, -6.98
1951, 12, 63.5, 242.2, -9.616, -11.79
1952, 1, 56.21, 167.5, -9.968, -12.06
1952, 2, 7.315, 47.5, -9.441, -11.57
1952, 3, 9.95, 71.91, -5.13, -8.381
1952, 4, 47.21, 91.4, 3.339, 0.27
1952, 5, 30.94, 27.08, 8.007, 4.695
1952, 6, 7.901, 18.04, 13.39, 10.09
1952, 7, 53.71, 49.61, 14.5, 11.78
1952, 8, 67.61, 92.1, 13.79, 11.25
1952, 9, 42.64, 45.58, 10.42, 7.929
1952, 10, 0.03063, 0.0008018, 5.159, 3.422
1952, 11, 44.96, 129.4, -5.397, -7.751
1952, 12, 7.173, 40.44, -12.66, -13.56
1953, 1, 5.02, 37.7, -5.825, -8.32
1953, 2, 5.99, 24.72, -6.897, -9.478
1953, 3, 12.17, 64.19, -1.171, -4.134
1953, 4, 34.36, 111.6, 1.739, -1.311
1953, 5, 37.28, 60.24, 5.6, 2.338
1953, 6, 21.17, 18.59, 13.46, 10.27
1953, 7, 54.4, 69.56, 15.4, 12.57
1953, 8, 7.272, 25.43, 13.52, 10.71
1953, 9, 0.9197, 1.755, 10.74, 8.249
1953, 10, 40.36, 56.96, 4.773, 2.292
1953, 11, 36.47, 83.24, -2.31, -4.375
1953, 12, 23.5, 45.3, -10.61, -12.39
1954, 1, 14.03, 75.36, -8.051, -10.17
1954, 2, 3.903, 15.85, -1.731, -4.579
1954, 3, 12.97, 88.47, -1.893, -5.466
1954, 4, 11.01, 22.9, 5.985, 2.635
1954, 5, 31.91, 50.73, 9.172, 5.785
1954, 6, 7.704, 6.552, 13.3, 9.921
1954, 7, 55.69, 62.23, 16.1, 12.99
1954, 8, 51.24, 65.51, 13.87, 10.84
1954, 9, 39.57, 49.91, 11.65, 8.378
1954, 10, 5.758, 21.47, 6.484, 3.646
1954, 11, 3.567, 24.44, -0.3795, -2.471
1954, 12, 9.763, 37.68, -7.877, -9.608
1955, 1, 7.181, 57.59, -9.278, -12.05
1955, 2, 14.08, 93.76, -9.152, -11.8
1955, 3, 1.958, 12.07, -2.183, -5.307
1955, 4, 42.3, 87.39, 2.052, -1.668
1955, 5, 55.25, 65.71, 7.139, 3.74
1955, 6, 1.77, 2.724, 11.56, 8.116
1955, 7, 44.69, 47.34, 14.63, 11.33
1955, 8, 42.5, 52.57, 14.78, 11.82
1955, 9, 4.764, 12.05, 10.88, 7.414
1955, 10, 1.445, 3.332, 5.616, 2.638
1955, 11, 9.437, 77.54, -2.114, -4.657
1955, 12, 9.119, 93.01, -5.145, -7.825
1956, 1, 28.99, 139.4, -5.648, -7.72
1956, 2, 10.48, 55.19, -8.812, -11.14
1956, 3, 10.9, 42.56, -0.6774, -4.038
1956, 4, 12.62, 68.14, 2.436, -0.5269
1956, 5, 19.92, 22.01, 9.547, 5.778
1956, 6, 9.832, 9.746, 14.25, 10.45
1956, 7, 21.39, 16.23, 14.91, 11.4
1956, 8, 22.08, 23.81, 13.11, 10.17
1956, 9, 0.228, 0.34, 11.8, 8.945
1956, 10, 12.92, 35.85, 5.209, 2.247
1956, 11, 14.23, 34.76, -4.86, -7.385
1956, 12, 3.114, 32.74, -7.809, -9.416
1957, 1, 40.71, 207.5, -7.334, -10.22
1957, 2, 11.76, 22.71, -2.297, -5.615
1957, 3, 25.91, 36.8, -1.696, -4.819
1957, 4, 62.53, 101.1, 1.323, -1.893
1957, 5, 65.65, 106.5, 5.516, 2.227
1957, 6, 11.03, 10.27, 12.03, 8.617
1957, 7, 107.3, 101.9, 14.7, 11.56
1957, 8, 75.85, 88.29, 13.81, 10.84
1957, 9, 0.5925, 0.3793, 9.29, 6.221
1957, 10, 43.46, 89.34, 4.154, 1.236
1957, 11, 57.65, 90.61, -6.763, -9.077
1957, 12, 5.392, 37.98, -8.193, -9.384
1958, 1, 13.05, 44.8, -9.779, -10.78
1958, 2, 13.99, 75.24, -4.298, -6.639
1958, 3, 33.83, 137.4, -3.635, -6.74
1958, 4, 56.26, 126.2, 1.045, -1.823
1958, 5, 35.38, 40.8, 8.888, 6.114
1958, 6, 25.82, 16.05, 13.51, 10.44
1958, 7, 17.89, 24.71, 14.43, 11.76
1958, 8, 39.85, 52.98, 14.88, 12.16
1958, 9, 24.21, 71.96, 10.85, 8.047
1958, 10, 40.75, 36.75, 4.575, 2.452
1958, 11, 20.32, 71.55, -2.416, -3.868
1958, 12, 10.08, 26.8, -4.513, -6.213
1959, 1, 10.02, 22.33, -9.399, -10.62
1959, 2, 19.86, 132, -6.604, -9.078
1959, 3, 14.17, 31.06, -3.008, -5.669
1959, 4, 51.31, 117.7, 2.922, -0.5359
1959, 5, 25.17, 40.44, 7.673, 4.113
1959, 6, 14.6, 25.68, 13.55, 10.25
1959, 7, 19.92, 30.01, 15.07, 11.68
1959, 8, 74.47, 117.6, 14.25, 10.89
1959, 9, 36.63, 65.59, 9.668, 6.591
1959, 10, 114.8, 158, 3.9, 0.6324
1959, 11, 8.693, 44.14, -2.722, -4.398
1959, 12, 25.19, 138.6, -5.984, -7.092
1960, 1, 23.02, 96.69, -12.71, -13.24
1960, 2, 27.92, 95.39, -11.17, -12.59
1960, 3, 14.02, 93.55, -1.677, -4.173
1960, 4, 22.72, 75.54, 3.502, 0.6074
1960, 5, 16.6, 35.07, 7.014, 3.916
1960, 6, 24.31, 16.88, 12.69, 9.745
1960, 7, 29.77, 34.48, 14.37, 11.72
1960, 8, 12.47, 23.99, 13.95, 11.22
1960, 9, 20.95, 33.21, 10.85, 8.334
1960, 10, 79.12, 92.99, 3.854, 1.685
1960, 11, 12.44, 57.9, -1.757, -3.618
1960, 12, 28.02, 88.95, -10.67, -11.21
1961, 1, 5.967, 18.47, -11.39, -10.97
1961, 2, 12.04, 58.06, -6.025, -8.191
1961, 3, 41.2, 218.1, -2.042, -5.018
1961, 4, 31.48, 92.72, 1.906, -1.185
1961, 5, 10.27, 33.45, 7.846, 4.761
1961, 6, 10.49, 13.21, 12.84, 9.561
1961, 7, 40.37, 43.51, 14.39, 11.26
1961, 8, 78.02, 102.4, 14.19, 10.93
1961, 9, 53.03, 64.29, 8.564, 5.569
1961, 10, 78.31, 128.6, 3.858, 1.582
1961, 11, 31.03, 87, -4.898, -7.095
1961, 12, 39.69, 107.9, -11.67, -12.67
1962, 1, 7.273, 51.34, -10.49, -11.41
1962, 2, 23.92, 167.8, -3.683, -7.015
1962, 3, 25.89, 95.78, -5.067, -8.044
1962, 4, 9.241, 33.76, 4.299, 1.112
1962, 5, 3.639, 22.64, 7.383, 3.927
1962, 6, 11.16, 8.307, 11.5, 8.08
1962, 7, 49.5, 49.97, 13.72, 10.6
1962, 8, 14.95, 20.64, 13.15, 10.42
1962, 9, 28.79, 52.32, 10.2, 7.134
1962, 10, 25.87, 54.92, 5.198, 2.889
1962, 11, 53.88, 105.9, -0.02208, -3.161
1962, 12, 15.29, 57.22, -3.279, -6.361
1963, 1, 29.05, 98.82, -11.66, -13.19
1963, 2, 42.64, 78.65, -7.025, -7.947
1963, 3, 19.02, 55.99, -2.682, -5.942
1963, 4, 20.43, 66.29, 3.136, -0.4982
1963, 5, 6.008, 7.919, 9.03, 6.02
1963, 6, 16.71, 18.19, 11.61, 8.241
1963, 7, 34.11, 50.15, 15.64, 12.56
1963, 8, 73.32, 78.24, 14.15, 11.02
1963, 9, 16.93, 42.3, 11.79, 9.045
1963, 10, 19.69, 33.75, 7.033, 4.822
1963, 11, 14.15, 58.74, -1.979, -3.345
1963, 12, 4.026, 35.62, -8.403, -9.407
1964, 1, 6.601, 41.14, -11.34, -12.05
1964, 2, 31.76, 69.73, -9.687, -12.69
1964, 3, 31.03, 114.3, -5.765, -8.889
1964, 4, 38.24, 90.25, 4.021, -1.581
1964, 5, 14.55, 18.55, 7.906, 4.679
1964, 6, 11.28, 8.66, 11.39, 8.465
1964, 7, 41.33, 61.58, 15.98, 12.94
1964, 8, 59.39, 92.24, 13.45, 10.44
1964, 9, 48.79, 67.6, 10.18, 7.36
1964, 10, 0.6059, 0.3972, 5.467, 3.534
1964, 11, 73.89, 176.8, -4.267, -6.019
1964, 12, 97.59, 268.8, -12.6, -12.64
1965, 1, 47.22, 149.5, -9.405, -10.19
1965, 2, 25.38, 57.06, -8.752, -10.24
1965, 3, 34.89, 117.8, -5.133, -7.988
