# Created by WEAP: 5/6/2021 11:59:38 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CO_NW_Blue (83,301 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 2000 - 3000 m (51,528 ha),  3000 - 4000 m (31,756 ha),  4000 - 5000 m (17 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 112.4, 145.2, 163.5, -9.478, -10.98, -11.31
1950, 2, 41.45, 64.92, 57.12, -8.786, -10.15, -10.74
1950, 3, 54.03, 83.77, 76.11, -5.008, -6.96, -6.794
1950, 4, 84.8, 127, 114.8, 1.189, -0.811, -0.587
1950, 5, 43.01, 57.97, 51.34, 4.055, 1.96, 2.344
1950, 6, 14.32, 16.94, 16.6, 9.624, 7.685, 8.006
1950, 7, 20.56, 22.19, 24.27, 11.48, 9.406, 9.841
1950, 8, 14.34, 15.47, 15.38, 10.08, 8.094, 8.544
1950, 9, 32, 36.99, 34.72, 7.768, 5.855, 6.039
1950, 10, 9.179, 12.05, 10.36, 5.272, 3.509, 3.346
1950, 11, 72.08, 112.8, 80.05, -2.618, -4.459, -4.77
1950, 12, 65.4, 109.5, 75.22, -7.61, -9.117, -9.498
1951, 1, 92.21, 132.3, 132.6, -10.55, -12.15, -12.4
1951, 2, 56.66, 98.36, 75.25, -8.741, -10.41, -10.57
1951, 3, 48.74, 61.95, 64.71, -5.684, -7.866, -7.296
1951, 4, 76.53, 122.9, 87.45, 0.2168, -1.868, -1.402
1951, 5, 50.58, 64.14, 56.96, 5.774, 3.71, 4.122
1951, 6, 58.39, 63.05, 69.21, 7.874, 5.808, 6.256
1951, 7, 41.25, 43.94, 51.15, 13.68, 11.56, 11.99
1951, 8, 44.56, 41.25, 45.52, 11.76, 9.635, 10.04
1951, 9, 32.84, 36.34, 38.84, 8.262, 6.347, 6.793
1951, 10, 51.02, 58.87, 60.46, 2.69, 0.8604, 0.9082
1951, 11, 34.8, 56.86, 42.51, -6.57, -8.277, -8.238
1951, 12, 184.7, 246.9, 247.7, -9.843, -11.23, -11.28
1952, 1, 66.44, 89.03, 86.82, -12.26, -13.75, -14.74
1952, 2, 36.76, 56.51, 46.38, -11.19, -12.87, -13.45
1952, 3, 74.67, 94.66, 100.2, -9.399, -10.88, -11.11
1952, 4, 41.2, 58.98, 57.62, 0.5527, -1.216, -1.223
1952, 5, 52.35, 61.01, 60.12, 5.847, 3.856, 4.16
1952, 6, 14.44, 12.78, 11.59, 11.37, 9.453, 9.757
1952, 7, 55.89, 57.85, 66.25, 12.61, 10.51, 10.73
1952, 8, 71.14, 74.34, 71.88, 11.96, 9.892, 10.2
1952, 9, 15.26, 18.58, 17.11, 9.506, 7.604, 8.099
1952, 10, 1.294, 1.796, 1.3, 4.299, 2.671, 2.851
1952, 11, 74.74, 94.31, 112.4, -7.959, -9.231, -9.776
1952, 12, 29.89, 47.03, 32.45, -12.93, -13.52, -14.89
1953, 1, 38.93, 64.11, 41.53, -6.195, -7.471, -7.891
1953, 2, 25.48, 42.93, 33.34, -10.03, -11.32, -11.76
1953, 3, 42.87, 62.14, 52.79, -3.247, -5.087, -4.884
1953, 4, 94.94, 126.4, 134, -0.8166, -2.956, -2.388
1953, 5, 66.62, 83.65, 79.92, 4.041, 1.876, 2.369
1953, 6, 19.84, 25.45, 14.88, 11.46, 9.319, 9.882
1953, 7, 56.31, 61.51, 63.06, 14.4, 12.26, 12.79
1953, 8, 33.29, 33.07, 31.29, 12.41, 10.3, 10.89
1953, 9, 3.732, 5.093, 4.34, 9.334, 7.458, 7.69
1953, 10, 33.27, 41.83, 38.39, 3.482, 1.714, 1.664
1953, 11, 43.34, 60.98, 56.33, -1.806, -3.652, -3.517
1953, 12, 37.65, 53.61, 52.95, -9.044, -10.84, -10.6
1954, 1, 27.79, 34.15, 40.16, -5.24, -7.037, -6.807
1954, 2, 29.34, 40.11, 40.05, -3.741, -5.564, -5.225
1954, 3, 65.91, 83.06, 90.83, -4.467, -6.468, -5.742
1954, 4, 23.35, 32.67, 30.54, 4.162, 1.943, 2.896
1954, 5, 50.95, 62.84, 65.48, 7.492, 5.323, 6.086
1954, 6, 19.42, 20.58, 24.02, 11.67, 9.383, 10.53
1954, 7, 52.38, 54.71, 68.98, 15.79, 13.36, 14.69
1954, 8, 24.92, 22.97, 25.4, 13.57, 11.39, 12.31
1954, 9, 69.31, 75.44, 76.82, 10.2, 8.226, 8.705
1954, 10, 34.75, 44.36, 39.67, 4.658, 2.752, 3.037
1954, 11, 49.34, 62.94, 68.17, -1.185, -3.018, -2.878
