# Created by WEAP: 5/6/2021 11:59:31 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_Butt Creek (22,346 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (20,883 ha),  2000 - 3000 m (1,463 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 244.3, 276, -5.374, -6.297
1950, 2, 176.7, 178.6, -0.6037, -1.33
1950, 3, 136.5, 162, 0.9482, -0.09137
1950, 4, 88.34, 102.9, 6.233, 4.979
1950, 5, 63.17, 69.56, 10.17, 8.862
1950, 6, 27.46, 42.51, 13.03, 11.68
1950, 7, 0.7769, 1.174, 18.68, 17.43
1950, 8, 1.878, 2.285, 17.48, 16.24
1950, 9, 25.94, 36, 13.66, 12.38
1950, 10, 178.5, 244.5, 8.417, 7.339
1950, 11, 177.9, 223.1, 5.024, 4.059
1950, 12, 174.9, 210.6, 2.379, 1.489
1951, 1, 182.4, 198.1, -1.853, -2.915
1951, 2, 139.3, 147.3, -0.4357, -1.547
1951, 3, 39.78, 49, 1.38, 0.3947
1951, 4, 56.63, 60.16, 7.728, 6.35
1951, 5, 57.56, 69.05, 9.772, 8.426
1951, 6, 3.744, 3.556, 15.43, 14.1
1951, 7, 0, 0, 17.59, 16.29
1951, 8, 8.996, 14.3, 16.75, 15.54
1951, 9, 0.9152, 0.8528, 15.41, 14.33
1951, 10, 93.27, 128.3, 7.685, 6.555
1951, 11, 161.7, 201.2, 2.598, 1.694
1951, 12, 327.6, 369.2, -2.39, -3.147
1952, 1, 315.4, 340.6, -4.179, -4.886
1952, 2, 188.7, 187.1, -1.787, -2.298
1952, 3, 142, 169.7, -1.485, -2.338
1952, 4, 18.37, 23.63, 5.477, 4.674
1952, 5, 46.66, 61.61, 10.24, 9.026
1952, 6, 38.16, 63.14, 11.61, 10.19
1952, 7, 29.12, 34.19, 19.15, 17.85
1952, 8, 0.01871, 0, 16.73, 15.5
1952, 9, 15.72, 18.24, 15.02, 13.98
1952, 10, 11.22, 15.25, 11.56, 10.83
1952, 11, 64, 73.38, 1.423, 0.8449
1952, 12, 323.9, 363.8, -1.882, -2.486
1953, 1, 279.3, 334.3, 0.6476, 0.06597
1953, 2, 11.28, 12.34, 0.7949, 0.1287
1953, 3, 107.2, 132.6, 1.726, 0.7023
1953, 4, 105.5, 131.7, 4.799, 3.67
1953, 5, 93.86, 109.4, 6.117, 4.755
1953, 6, 28.65, 41.53, 10.9, 9.546
1953, 7, 1.909, 1.706, 17.57, 16.26
1953, 8, 18.73, 25.66, 15.11, 13.78
1953, 9, 1.323, 1.421, 15.9, 14.92
1953, 10, 38.19, 54.99, 8.276, 7.439
1953, 11, 128.7, 163.8, 4.027, 3.165
1953, 12, 42.32, 51.37, 0.6653, 0.09029
1954, 1, 258.6, 291, -1.033, -2.098
1954, 2, 165.8, 166.6, 2.089, 1.593
1954, 3, 141.1, 179.3, 0.8448, -0.1661
1954, 4, 108.7, 147.1, 7.521, 6.337
1954, 5, 0.5211, 0.3573, 11.75, 10.29
1954, 6, 50.6, 70.63, 12.41, 10.98
1954, 7, 0.3422, 0.8855, 17.31, 16.13
1954, 8, 3.414, 7.182, 14.53, 13.29
1954, 9, 12.07, 16.15, 12.15, 11.15
1954, 10, 5.367, 14.37, 8.163, 7.253
1954, 11, 111.9, 162, 4.167, 3.491
1954, 12, 177.5, 204, -1.836, -2.438
1955, 1, 81.11, 96.09, -4.579, -4.969
1955, 2, 62.98, 64.72, -2.419, -2.975
1955, 3, 42.98, 54.05, 0.9899, 0.1569
1955, 4, 115.4, 140.1, 2.092, 0.8331
1955, 5, 5.821, 7.005, 9.486, 8.285
1955, 6, 16.25, 18.95, 13.61, 12.3
1955, 7, 2.279, 3.489, 15.16, 13.85
1955, 8, 0, 0, 17.1, 15.94
1955, 9, 19.17, 31.51, 13.57, 12.63
1955, 10, 26.25, 36.25, 9.36, 8.651
1955, 11, 109.6, 147.3, 1.817, 0.8434
1955, 12, 528.4, 622, -0.2714, -1.176
1956, 1, 332.7, 380.5, -1.007, -1.978
1956, 2, 281, 285.4, -3.282, -4.012
1956, 3, 25.55, 28.83, 1.166, 0.4416
1956, 4, 53.1, 56.34, 4.967, 3.875
1956, 5, 89.84, 102.8, 9.494, 8.196
1956, 6, 16.13, 23.7, 13.65, 12.34
1956, 7, 10.41, 11.49, 17.66, 16.29
1956, 8, 1.385, 1.664, 15.72, 14.31
1956, 9, 31.85, 35.63, 13.41, 12.31
1956, 10, 114.9, 153, 6.757, 5.738
1956, 11, 3.037, 4.264, 3.083, 2.743
1956, 12, 24.26, 25.23, 0.1001, -0.1742
1957, 1, 159.1, 170.7, -4.503, -5.188
1957, 2, 230.6, 252.5, 0.4024, -0.2393
1957, 3, 118.5, 150.5, 2.602, 1.449
1957, 4, 55.08, 71.85, 5.736, 4.605
1957, 5, 147.5, 194.7, 8.77, 7.432
1957, 6, 4.227, 7.492, 15.03, 13.79
1957, 7, 0, 0, 16.41, 15.23
1957, 8, 0, 0, 14.59, 13.41
1957, 9, 67.91, 107.4, 13.82, 12.78
1957, 10, 89.29, 123.1, 6.39, 5.294
1957, 11, 58.15, 83.85, 1.526, 0.7317
1957, 12, 178.9, 197.2, 0.1288, -0.5986
1958, 1, 165.1, 192.2, -0.9935, -1.684
1958, 2, 309.5, 331, 1.371, 0.3918
1958, 3, 223.1, 259.9, -0.1829, -1.288
1958, 4, 107.7, 131.2, 4.335, 3.186
1958, 5, 50.01, 56.17, 10.99, 9.684
1958, 6, 95.8, 131.2, 12.7, 11.44
1958, 7, 43.58, 53.01, 16.91, 15.66
1958, 8, 15.08, 19.99, 18.19, 17.02
1958, 9, 10.47, 14.66, 13.66, 12.74
1958, 10, 17.19, 27.07, 9.908, 9.164
1958, 11, 44.46, 58.53, 3.178, 2.303
1958, 12, 72.28, 84.38, 2.048, 1.448
1959, 1, 219.3, 267.7, 0.4515, -0.444
1959, 2, 205.4, 208, -0.6833, -1.693
1959, 3, 40.6, 48.78, 3.686, 2.742
1959, 4, 30.3, 36.56, 7.915, 6.813
1959, 5, 36.45, 40.42, 7.882, 6.629
1959, 6, 2.049, 2.911, 14.28, 13.23
1959, 7, 0, 0, 18.21, 17.24
1959, 8, 6.622, 10.96, 15.85, 14.91
1959, 9, 44.2, 56.2, 11.76, 10.75
1959, 10, 3.01, 6.504, 9.416, 8.66
1959, 11, 0.009288, 0.06068, 3.927, 3.431
1959, 12, 64.96, 72.92, -1.694, -2.023
1960, 1, 185.6, 199.7, -2.929, -3.827
1960, 2, 219.4, 221.7, -0.7699, -1.754
1960, 3, 162.2, 186.4, 3.823, 2.761
1960, 4, 41.27, 50.58, 5.389, 4.142
1960, 5, 67.86, 88.46, 7.799, 6.549
1960, 6, 0.08242, 0.1, 16.18, 15.1
1960, 7, 1.855, 3.115, 18.75, 17.55
1960, 8, 0.441, 0.7306, 16.09, 14.97
1960, 9, 9.804, 12.52, 14.02, 13.08
1960, 10, 23.03, 33.32, 7.943, 6.997
1960, 11, 238.5, 276.7, 1.024, 0.1282
1960, 12, 77.45, 93.04, -1.152, -1.732
1961, 1, 74.98, 89.7, 0.21, -0.4195
1961, 2, 112.2, 113.9, 1.366, 0.3387
1961, 3, 150.3, 173.5, 1.729, 0.4956
1961, 4, 60.27, 66.01, 5.667, 4.498
1961, 5, 62.44, 69.29, 7.353, 6.157
1961, 6, 14.2, 16.01, 15.42, 14.36
1961, 7, 0.6902, 1.486, 16.8, 15.86
1961, 8, 14.77, 24.88, 16.66, 15.69
1961, 9, 4.278, 5.193, 11.11, 10.35
1961, 10, 26.57, 30.67, 7.074, 6.426
1961, 11, 101.5, 124.4, 1.186, 0.5908
1961, 12, 121.8, 135.4, -3.181, -3.547
1962, 1, 87.71, 92.37, -3.65, -3.761
1962, 2, 347.9, 326.3, -2.625, -3.152
1962, 3, 115, 129.3, -0.9502, -1.724
1962, 4, 24.5, 32.26, 6.697, 5.674
1962, 5, 26.13, 33.57, 7.561, 6.518
1962, 6, 20.9, 30.27, 12.86, 11.94
1962, 7, 1.852, 2.096, 16.06, 15.11
1962, 8, 7.047, 9.952, 15.42, 14.43
1962, 9, 6.074, 9.192, 14.03, 13.02
1962, 10, 358.9, 463.9, 8.383, 7.503
1962, 11, 74.75, 89.62, 4.063, 3.174
1962, 12, 119.1, 145.3, 1.119, 0.5246
1963, 1, 124.8, 135, -1.512, -2.097
1963, 2, 85.29, 89.78, 4.608, 3.579
1963, 3, 157.8, 176.2, 1.529, 0.3697
1963, 4, 245.3, 285.6, 1.711, 0.4125
1963, 5, 58.67, 64.61, 10.22, 8.857
1963, 6, 29.06, 39.4, 12.65, 11.42
1963, 7, 0.1881, 0.2607, 14.55, 13.33
1963, 8, 1.834, 2.196, 15.35, 14.16
1963, 9, 31.7, 32.64, 14.29, 13.32
1963, 10, 63.89, 87.86, 9.21, 8.143
1963, 11, 164.9, 198.4, 2.225, 1.289
1963, 12, 26.69, 28.2, -0.03894, -0.5385
1964, 1, 190.6, 206.5, -1.823, -2.75
1964, 2, 13.97, 15.19, -0.5515, -1.012
1964, 3, 80.93, 91.83, 0.8415, -0.2146
1964, 4, 13.75, 17.31, 4.986, 3.9
1964, 5, 61.31, 66.24, 7.766, 6.513
1964, 6, 51.75, 65.8, 11.89, 10.8
1964, 7, 1.051, 1.303, 16.75, 15.65
1964, 8, 0, 0, 16.59, 15.54
1964, 9, 10.2, 14.15, 12.01, 11.07
1964, 10, 11.21, 18.2, 10.04, 9.224
1964, 11, 164.4, 199.9, 0.003235, -0.9248
1964, 12, 474.2, 528.5, 0.03393, -0.9829
1965, 1, 268.9, 282.9, -1.544, -2.174
1965, 2, 31.62, 33.49, -0.1677, -0.7576
1965, 3, 71.3, 86.07, 2.703, 1.755
1965, 4, 128, 147.7, 5.215, 4.039
1965, 5, 6.208, 9.507, 7.998, 6.991
1965, 6, 19.63, 27.54, 12.84, 11.56
1965, 7, 0.2668, 0.2, 16.45, 15.32
1965, 8, 60.94, 88.34, 14.95, 14
1965, 9, 5.534, 5.873, 10.6, 9.592
1965, 10, 2.058, 2.855, 9.489, 8.796
1965, 11, 228.2, 272.1, 2.648, 1.58
1965, 12, 121, 130.2, -3.191, -3.914
1966, 1, 114.8, 127, -3.148, -3.857
1966, 2, 54.22, 56.62, -2.585, -3.481
1966, 3, 57.69, 69.59, 1.853, 0.8418
1966, 4, 60.16, 63.4, 7.25, 6.192
1966, 5, 9.786, 9.942, 11.72, 10.59
1966, 6, 6.558, 9.411, 12.89, 11.81
1966, 7, 2.345, 4.343, 14.96, 13.8
1966, 8, 0.4487, 1.474, 17.39, 16.37
1966, 9, 2.099, 3.611, 13.86, 12.75
1966, 10, 0.2034, 0.6461, 8.877, 7.985
1966, 11, 230, 293.6, 2.938, 2.115
1966, 12, 204.7, 216.8, -1.257, -2.051
1967, 1, 354.7, 367.4, -1.376, -2.07
1967, 2, 16.05, 16.65, 0.2366, -0.3855
1967, 3, 236.8, 265.4, 0.3785, -0.6559
1967, 4, 143.3, 168.6, -0.1059, -1.378
1967, 5, 36.06, 43.56, 8.957, 7.71
1967, 6, 63.87, 80.13, 12.94, 11.64
1967, 7, 0.6504, 0.8306, 17.74, 16.64
1967, 8, 1.69, 2.516, 18.95, 17.95
1967, 9, 2.945, 3.692, 15.2, 14.31
1967, 10, 36.88, 56.45, 8.553, 7.616
1967, 11, 86.78, 104.2, 4.737, 3.819
1967, 12, 121.5, 132, -3.69, -4.422
1968, 1, 275.2, 307.5, -3.207, -3.874
1968, 2, 115, 112.9, 1.567, 0.7016
1968, 3, 108.9, 119.9, 2.473, 1.466
1968, 4, 7.09, 8.281, 5.643, 4.583
1968, 5, 44.92, 52.69, 8.778, 7.552
1968, 6, 13.81, 16.2, 14.52, 13.48
1968, 7, 2.102, 2.583, 17.97, 16.76
1968, 8, 37.25, 66.26, 14.34, 13.11
1968, 9, 3.332, 4.74, 13.4, 12.45
1968, 10, 64.58, 94.79, 7.863, 6.883
1968, 11, 106.5, 131.8, 2.471, 1.396
1968, 12, 284.5, 311.6, -3.297, -4.342
1969, 1, 445, 486.7, -3.505, -4.335
1969, 2, 254, 254.6, -3.073, -4.134
1969, 3, 25.26, 32.63, -0.4265, -1.161
1969, 4, 71.26, 84.53, 3.969, 2.895
1969, 5, 4.172, 3.928, 11.75, 10.5
1969, 6, 41.15, 55.33, 13.63, 12.29
1969, 7, 1.802, 3.51, 17.31, 16.14
1969, 8, 0, 0, 16.74, 15.69
1969, 9, 0.278, 0.7068, 14.4, 13.37
1969, 10, 54.15, 70.79, 6.059, 5.118
1969, 11, 55.73, 70.66, 3.114, 2.508
1969, 12, 316.3, 369.9, 0.3721, -0.4644
1970, 1, 482.1, 542.1, -0.4225, -1.325
1970, 2, 74.93, 72.16, 1.758, 0.8831
1970, 3, 96.35, 113, 3.041, 1.989
1970, 4, 27.25, 33.54, 3.041, 1.871
1970, 5, 24.97, 27.69, 10.05, 8.988
1970, 6, 45.5, 62.81, 14.41, 13.26
1970, 7, 0.0354, 0.03932, 17.81, 16.62
1970, 8, 0, 0, 16.81, 15.6
1970, 9, 0.5689, 2.285, 12.63, 11.49
1970, 10, 59.46, 77.82, 7.239, 6.235
1970, 11, 283, 341, 3.106, 2.044
1970, 12, 242, 266.2, -2.693, -3.707
1971, 1, 109.6, 120.5, -2.22, -2.836
1971, 2, 14.17, 14.7, -1.092, -1.681
1971, 3, 205.2, 238.2, 0.4317, -0.5649
1971, 4, 55.97, 61.86, 4.274, 3.063
1971, 5, 76.03, 80.31, 8.183, 6.974
1971, 6, 50.49, 74.82, 12.23, 11.02
1971, 7, 2.562, 6.336, 18.11, 16.79
1971, 8, 0.8612, 1.531, 18.17, 17.06
1971, 9, 30.07, 36.66, 12.4, 11.48
1971, 10, 3.962, 6.443, 6.44, 5.399
1971, 11, 64.65, 80.25, 2.095, 1.078
1971, 12, 205, 218.3, -4.28, -5.296
1972, 1, 80.23, 91.88, -3.92, -4.48
1972, 2, 126.2, 124.7, 0.179, -0.7384
1972, 3, 57.46, 73.38, 4.888, 3.737
1972, 4, 99.42, 106.3, 4.521, 3.324
1972, 5, 44.58, 48.16, 9.967, 8.775
1972, 6, 6.902, 11.53, 14.81, 13.58
1972, 7, 0.5246, 0.6485, 18.08, 16.82
1972, 8, 4.709, 8.563, 17.18, 16.03
1972, 9, 41.04, 54.33, 11.73, 10.66
1972, 10, 82.04, 109.7, 7.463, 6.421
1972, 11, 129.9, 151.9, 1.105, 0.1288
1972, 12, 99.52, 117.9, -4.316, -5.069
1973, 1, 299.3, 320.1, -4.089, -4.803
1973, 2, 196.2, 190.9, 0.05588, -0.8204
1973, 3, 59.97, 84.12, 0.1967, -0.959
1973, 4, 7.309, 10.71, 5.726, 4.672
1973, 5, 31.36, 32.97, 12.03, 10.88
1973, 6, 0.3864, 1.414, 15, 13.77
1973, 7, 12.44, 14.3, 18.07, 16.85
1973, 8, 5.281, 6.972, 16.67, 15.45
1973, 9, 25.33, 33.06, 13.3, 12.37
1973, 10, 80.91, 113.6, 7.759, 6.681
1973, 11, 325.8, 421.3, 0.9453, -0.2261
1973, 12, 194.8, 217.9, -0.05941, -1.048
1974, 1, 207.1, 259.9, -1.686, -2.752
1974, 2, 114.7, 105.9, -0.6446, -1.771
1974, 3, 280.3, 338.7, 2.157, 0.9851
1974, 4, 69.19, 82.25, 4.353, 3.01
1974, 5, 11.71, 18.07, 9.697, 8.327
1974, 6, 7.216, 10.18, 15.15, 13.65
1974, 7, 34.1, 56.11, 16.68, 15.23
1974, 8, 10.53, 12.04, 16.92, 15.55
1974, 9, 0, 0, 15.24, 14.03
1974, 10, 36.15, 45.6, 9.065, 8.094
1974, 11, 44.34, 54.78, 2.82, 1.753
1974, 12, 98.85, 109, -0.8169, -1.786
1975, 1, 60.61, 65.89, -2.137, -2.945
1975, 2, 315.8, 315.7, -1.015, -2.025
1975, 3, 236.8, 265.4, 0.3892, -0.8189
1975, 4, 93.64, 124.5, 0.8629, -0.319
1975, 5, 13.84, 17.61, 9.64, 8.301
1975, 6, 14.71, 16.38, 13.55, 12.22
1975, 7, 3.747, 8.094, 16.69, 15.16
1975, 8, 37.02, 54.95, 15.25, 13.83
1975, 9, 7.042, 8.443, 15.23, 13.85
1975, 10, 119.9, 140.2, 6.619, 5.329
1975, 11, 29.41, 37.63, 1.366, 0.3038
1975, 12, 27.29, 33.63, 0.5167, -0.2794
1976, 1, 12.93, 14.16, -0.2632, -1.159
1976, 2, 104.2, 111.3, 0.7706, -0.286
1976, 3, 36.18, 42.72, 1.808, 0.5965
1976, 4, 31.55, 37.35, 4.181, 2.788
1976, 5, 1.229, 1.271, 10.71, 9.426
1976, 6, 6.836, 8.029, 12.34, 11.09
1976, 7, 13.2, 16.3, 17.33, 16.08
1976, 8, 48.06, 67.08, 13.53, 12.16
1976, 9, 37.82, 43.88, 13.63, 12.33
1976, 10, 4.007, 5.57, 8.846, 7.748
1976, 11, 20.75, 25.07, 4.876, 4.043
1976, 12, 3.253, 4.791, -0.7723, -1.292
1977, 1, 62.61, 66.98, -2.707, -3.487
1977, 2, 56.18, 56.28, 1.577, 0.6824
1977, 3, 36.72, 49.85, 0.5458, -0.7134
1977, 4, 12.49, 15.56, 7.265, 6.087
1977, 5, 78.95, 91.86, 6.006, 4.629
1977, 6, 15.66, 19.33, 16.4, 15.04
1977, 7, 1.907, 2.405, 16.8, 15.46
1977, 8, 8.371, 13.75, 18.08, 16.64
1977, 9, 53.7, 76.81, 12.1, 10.8
1977, 10, 8.948, 12.88, 8.797, 7.61
1977, 11, 60.03, 70.27, 2.718, 1.571
1977, 12, 221.1, 250.5, 0.7447, -0.2987
1978, 1, 448.3, 520.5, 0.1238, -0.8846
1978, 2, 183.9, 201.8, 0.8505, -0.2487
1978, 3, 171.1, 211.4, 4.758, 3.566
1978, 4, 136.4, 181.1, 4.239, 2.92
1978, 5, 35.11, 42.13, 9.129, 7.818
1978, 6, 24.34, 35.28, 12.81, 11.46
1978, 7, 5.472, 6.524, 16.81, 15.53
1978, 8, 11.73, 12.05, 15.99, 14.76
1978, 9, 34.25, 44.62, 10.88, 9.689
1978, 10, 0, 0, 9.983, 8.984
1978, 11, 46.58, 55.19, 0.9138, -0.1379
1978, 12, 54.53, 60.75, -3.287, -4.249
1979, 1, 140.6, 172.2, -2.811, -3.834
1979, 2, 252.4, 276.2, -0.4766, -1.719
1979, 3, 106, 131.2, 2.87, 1.732
1979, 4, 69.49, 89.73, 5.198, 3.768
1979, 5, 55.91, 70.74, 10.5, 9.075
1979, 6, 3.847, 5.587, 13.42, 12.11
1979, 7, 4.009, 5.721, 16.23, 14.73
1979, 8, 28.17, 52.79, 14.86, 13.25
1979, 9, 3.559, 5.363, 14.19, 12.89
1979, 10, 127.9, 187, 8.935, 7.55
1979, 11, 79.9, 113, 1.763, 0.5796
1979, 12, 185.3, 222.6, 0.2206, -0.8007
1980, 1, 225.4, 262.8, -0.06274, -0.9842
1980, 2, 271.8, 294.5, 2.118, 1.13
1980, 3, 66.56, 80.87, 1.712, 0.4834
1980, 4, 68.28, 80.44, 6.27, 4.95
1980, 5, 61.59, 77.07, 8.438, 7.016
1980, 6, 33.96, 48.89, 10.82, 9.382
1980, 7, 20.73, 26.67, 16.85, 15.5
1980, 8, 2.868, 3.043, 15.42, 14.06
1980, 9, 14.65, 16.2, 13.04, 11.67
1980, 10, 33.97, 42.84, 8.704, 7.655
1980, 11, 37.28, 50.26, 3.562, 2.551
1980, 12, 185, 200.8, 0.366, -0.2787
1981, 1, 198.8, 229.6, 0.7098, -0.1741
1981, 2, 74.62, 80.65, 1.086, -0.01255
1981, 3, 109.8, 134.9, 2.819, 1.502
1981, 4, 47.29, 52.58, 7.109, 5.801
1981, 5, 65.09, 77.77, 9.975, 8.6
