# Created by WEAP: 5/6/2021 11:59:31 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_SCE_CEN_Upr San Jo (67,585 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 2000 - 3000 m (22,940 ha),  3000 - 4000 m (44,559 ha),  4000 - 5000 m (86 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 278.2, 265, 244.6, -8.68, -11.82, -13.43
1950, 2, 165.1, 170.4, 182.6, -2.701, -5.628, -7.075
1950, 3, 142.1, 150.6, 164.8, -2.847, -5.311, -6.506
1950, 4, 113.5, 117.4, 120.4, 1.541, -0.6177, -1.63
1950, 5, 33.72, 32.11, 26.93, 4.153, 1.975, 0.9641
1950, 6, 0.3775, 0.3881, 0.28, 7.83, 5.662, 4.644
1950, 7, 4.346, 7.079, 7.6, 13.38, 10.96, 9.777
1950, 8, 0.6981, 1.023, 0.96, 12.52, 9.892, 8.588
1950, 9, 12.69, 19.8, 23.87, 8.024, 5.377, 4.061
1950, 10, 120.7, 116.2, 117.8, 5.384, 2.579, 1.207
1950, 11, 498.4, 519.4, 518.6, 1.435, -1.754, -3.402
1950, 12, 323.1, 323.3, 301.1, -0.8778, -4.17, -5.935
1951, 1, 134.8, 135.1, 121.7, -4.896, -8.099, -9.772
1951, 2, 115, 110.7, 112.7, -4.509, -7.452, -8.949
1951, 3, 60.64, 60.71, 63.7, -2.716, -5.243, -6.509
1951, 4, 141.6, 149.6, 156.2, 0.9139, -1.423, -2.575
1951, 5, 35.47, 36.01, 31.78, 4.281, 2.12, 1.095
1951, 6, 16.8, 21.89, 20.22, 9.044, 6.817, 5.725
1951, 7, 0.1625, 1.046, 1.62, 13.06, 10.76, 9.622
1951, 8, 0.02941, 0.1737, 0.28, 11.78, 9.238, 7.96
1951, 9, 0, 0, 0, 11.18, 8.315, 6.835
1951, 10, 55.19, 57.93, 61.42, 3.65, 0.6887, -0.8343
1951, 11, 148.9, 164, 168.6, -0.7167, -4.189, -6.061
1951, 12, 471.8, 514.1, 509.4, -6.74, -10.08, -11.86
1952, 1, 393.2, 457, 452.5, -8.138, -11.77, -13.71
1952, 2, 131, 126.2, 130, -5.31, -8.178, -9.643
1952, 3, 347.1, 381.1, 425.8, -7.014, -9.439, -10.41
1952, 4, 134.7, 149.6, 165.7, 0.4333, -2.004, -3.206
1952, 5, 7.131, 6.585, 5.424, 5.106, 2.79, 1.669
1952, 6, 16.57, 16.65, 11.89, 6.06, 3.935, 2.929
1952, 7, 23.44, 25.24, 22.47, 12.96, 10.43, 9.155
1952, 8, 1.477, 1.48, 1.12, 12.41, 9.775, 8.427
1952, 9, 51.46, 48.21, 40.94, 9.932, 6.963, 5.422
1952, 10, 0.2235, 0.05157, 0, 7.848, 4.47, 2.681
1952, 11, 82.88, 90.64, 92.61, -2.51, -5.937, -7.749
1952, 12, 284.1, 289, 273, -5.498, -8.846, -10.54
1953, 1, 165.1, 161.6, 141.1, -2.184, -5.412, -7.013
1953, 2, 4.565, 4.043, 3.96, -3.351, -6.484, -8.059
1953, 3, 103.5, 108.2, 116.8, -2.855, -5.44, -6.695
1953, 4, 125.5, 130.6, 134.9, -0.53, -2.835, -3.954
1953, 5, 128.9, 141, 138.5, -0.1999, -2.387, -3.382
1953, 6, 51.15, 52.64, 40.97, 6.069, 4.077, 3.165
1953, 7, 1.903, 4.414, 5.644, 13.92, 11.54, 10.37
1953, 8, 0.4678, 0.9431, 1.056, 10.77, 8.229, 6.947
1953, 9, 3.782, 3.452, 2.952, 11.24, 8.238, 6.695
1953, 10, 43.03, 43.53, 46.02, 3.809, 0.6499, -0.9632
1953, 11, 115.8, 119.4, 118.4, 0.1214, -3.245, -5.05
1953, 12, 68.82, 68.7, 63.38, -2.813, -6.404, -8.333
1954, 1, 213.2, 231.7, 220.4, -4.445, -7.836, -9.619
1954, 2, 200.1, 228, 259, -0.6105, -3.783, -5.439
1954, 3, 308.6, 327.8, 356.6, -5.086, -7.59, -8.854
1954, 4, 72.84, 74.01, 77.12, 2.535, 0.181, -0.9514
1954, 5, 18.72, 18.18, 16.88, 6.691, 4.432, 3.349
1954, 6, 74.48, 74.18, 56.49, 7.617, 5.555, 4.699
1954, 7, 1.87, 4.222, 5.54, 13.84, 11.24, 9.973
1954, 8, 0, 0, 0, 10.43, 7.805, 6.494
1954, 9, 0.5676, 2.684, 4.3, 8.866, 5.944, 4.409
1954, 10, 0, 0, 0, 5.092, 1.869, 0.07581
1954, 11, 184.6, 196.4, 197.5, 1.492, -1.876, -3.789
1954, 12, 180.5, 187.4, 179.3, -3.856, -7.466, -9.509
1955, 1, 269.8, 291.1, 273.6, -7.761, -11.78, -14.09
1955, 2, 122.8, 126.2, 130, -5.878, -8.996, -10.68
1955, 3, 23.35, 21.98, 22.62, -3.234, -5.924, -7.328
1955, 4, 152, 155.5, 160.2, -2.705, -4.967, -6.091
1955, 5, 97.56, 108.1, 106.1, 2.996, 0.4215, -0.8674
1955, 6, 1.686, 1.769, 1.639, 7.841, 5.593, 4.541
1955, 7, 0.1773, 0.6674, 0.904, 11.21, 8.883, 7.758
1955, 8, 3.454, 6.811, 7.812, 13.98, 11.07, 9.548
1955, 9, 11.18, 13.8, 14.12, 9.787, 6.711, 5.139
1955, 10, 1.66, 1.625, 1.576, 5.566, 2.531, 0.8082
1955, 11, 139.5, 136.1, 126.6, -1.029, -4.032, -5.82
1955, 12, 1015, 1000, 919.1, -4.337, -7.432, -9.186
1956, 1, 374.4, 376.1, 333.6, -4.875, -7.927, -9.582
1956, 2, 102.7, 98.55, 99.53, -6.688, -9.634, -11.18
1956, 3, 18.35, 17.48, 17.56, -1.926, -4.667, -6.037
1956, 4, 207.8, 242.2, 277.5, -0.8853, -3.384, -4.543
1956, 5, 140.3, 144.1, 130, 3.812, 1.291, 0.09389
1956, 6, 3.12, 3.213, 2.44, 9.282, 6.888, 5.67
1956, 7, 22.57, 28.06, 27.7, 12.14, 9.489, 8.169
1956, 8, 0, 0.24, 0.4556, 10.68, 8.019, 6.619
1956, 9, 11.67, 10.59, 8.639, 10.42, 7.511, 5.966
