# Created by WEAP: 5/6/2021 11:59:36 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_McCloud (110,591 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (6,589 ha),  1000 - 2000 m (95,260 ha),  2000 - 3000 m (7,726 ha),  3000 - 4000 m (920 ha),  4000 - 5000 m (97 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 452.5, 367.1, 397.9, 474.3, 474.3, -3.842, -5.812, -10.58, -12.61, -12.61
1950, 2, 193.7, 174.3, 217.7, 249.8, 249.8, 1.753, -0.3835, -4.968, -6.921, -6.921
1950, 3, 137.5, 129.5, 165.3, 198.9, 198.9, 3.355, 1.244, -3.603, -5.609, -5.609
1950, 4, 91.48, 89.3, 133.2, 164.8, 164.8, 8.051, 5.833, 0.7035, -1.366, -1.366
1950, 5, 30.66, 31.56, 32.08, 34.63, 34.63, 12.39, 10.11, 5.171, 3.146, 3.146
1950, 6, 32.05, 41.48, 72.01, 84.48, 84.48, 14.9, 12.69, 7.808, 5.788, 5.788
1950, 7, 0, 6.766E-5, 0.005422, 0, 0, 20.59, 18.42, 13.6, 11.59, 11.59
1950, 8, 0, 0.02811, 1.811, 2.7, 2.7, 19.15, 17.04, 12.56, 10.63, 10.63
1950, 9, 37.07, 34.06, 58.95, 76.55, 76.55, 15.16, 13.09, 8.287, 6.277, 6.277
1950, 10, 480.1, 472.3, 647.2, 789.3, 789.3, 9.272, 7.304, 2.439, 0.4277, 0.4277
1950, 11, 176.8, 176.5, 214.2, 257.4, 257.4, 6.082, 3.895, -0.9811, -2.989, -2.989
1950, 12, 254.3, 236.7, 281.6, 320, 320, 3.585, 1.389, -3.225, -5.187, -5.187
1951, 1, 302.4, 270.8, 324.6, 374.6, 374.6, -0.5636, -2.662, -7.602, -9.642, -9.642
1951, 2, 212.2, 193.9, 231.9, 264.9, 264.9, 1.291, -0.7152, -5.392, -7.356, -7.356
1951, 3, 82.77, 74.24, 78.05, 89.69, 89.69, 3.167, 1.078, -3.732, -5.727, -5.727
1951, 4, 60.26, 58.67, 79.77, 97.86, 97.86, 9.998, 7.851, 2.982, 0.9487, 0.9487
1951, 5, 85.6, 86.27, 120.5, 138.4, 138.4, 11.23, 9.14, 4.132, 2.088, 2.088
1951, 6, 1.397, 1.351, 1.391, 1.4, 1.4, 16.88, 14.81, 10.02, 8.025, 8.025
1951, 7, 0, 0.008338, 0.6214, 0.88, 0.88, 18.45, 16.45, 11.95, 10.01, 10.01
1951, 8, 10.01, 8.819, 13.99, 17.45, 17.45, 18.33, 16.3, 11.67, 9.726, 9.726
1951, 9, 1.728, 1.865, 4.671, 6.5, 6.5, 16.39, 14.32, 9.77, 7.832, 7.832
1951, 10, 115.6, 107.3, 115.3, 142, 142, 8.105, 6.093, 1.472, -0.4897, -0.4897
1951, 11, 336.1, 309.2, 420.2, 532.6, 532.6, 4.278, 2.064, -2.933, -4.981, -4.981
1951, 12, 505.5, 437.9, 512.3, 607.1, 607.1, -0.2364, -2.661, -7.962, -9.987, -9.987
1952, 1, 393.3, 334.7, 438.4, 537.9, 537.9, -1.705, -4.185, -9.129, -11.11, -11.11
1952, 2, 197.7, 170, 183.4, 214.7, 214.7, 1.243, -1.085, -5.748, -7.719, -7.719
1952, 3, 150.9, 133.9, 191.8, 243.5, 243.5, 1.939, -0.1936, -4.885, -6.896, -6.896
1952, 4, 47.24, 43.18, 59.42, 75.16, 75.16, 8.951, 6.778, 1.763, -0.2363, -0.2363
1952, 5, 71.6, 69.04, 89.91, 106.2, 106.2, 11.98, 9.812, 4.819, 2.795, 2.795
1952, 6, 71.18, 84.01, 114.1, 129.9, 129.9, 13.31, 11.15, 6.076, 4.005, 4.005
1952, 7, 11.5, 15.59, 26.46, 29.13, 29.13, 20.47, 18.37, 13.49, 11.48, 11.48
1952, 8, 0, 0.1516, 0.4979, 0.5, 0.5, 17.73, 15.67, 11.14, 9.193, 9.193
1952, 9, 13.94, 11.71, 17.81, 22.53, 22.53, 16.97, 14.82, 10.13, 8.177, 8.177
1952, 10, 16.99, 16.36, 22.58, 28.9, 28.9, 13.41, 11.06, 6.229, 4.271, 4.271
1952, 11, 85.39, 80.07, 112.4, 143.1, 143.1, 3.732, 1.175, -3.906, -5.901, -5.901
1952, 12, 632.1, 553.8, 688.9, 829.6, 829.6, -0.01135, -2.429, -7.607, -9.603, -9.603
1953, 1, 500.8, 411.8, 477.3, 576.6, 576.6, 2.146, 0.2763, -4.389, -6.394, -6.394
1953, 2, 28.42, 24.8, 32.57, 38.53, 38.53, 3.069, 0.9722, -3.84, -5.875, -5.875
1953, 3, 197.1, 173.2, 254.1, 322.8, 322.8, 3.558, 1.51, -3.361, -5.387, -5.387
1953, 4, 106.9, 94.6, 102.7, 127.2, 127.2, 6.687, 4.546, -0.3711, -2.394, -2.394
1953, 5, 104.9, 102.8, 128.7, 152.9, 152.9, 8.039, 5.927, 0.8834, -1.189, -1.189
1953, 6, 40.61, 45.29, 43.69, 49.23, 49.23, 12.26, 10.07, 5.022, 3.012, 3.012
1953, 7, 0, 0, 0, 0, 0, 19.02, 16.85, 12.21, 10.25, 10.25
1953, 8, 21.6, 17.7, 21.09, 25.5, 25.5, 16.75, 14.66, 9.971, 7.968, 7.968
1953, 9, 0.1187, 0.2413, 0.5623, 0.7, 0.7, 17.32, 15.09, 10.33, 8.364, 8.364
1953, 10, 58.93, 56.1, 77.88, 97.03, 97.03, 9.637, 7.373, 2.505, 0.5185, 0.5185
1953, 11, 274.9, 255.1, 357, 451.2, 451.2, 5.34, 3.333, -1.452, -3.524, -3.524
1953, 12, 93.34, 79.25, 84.51, 99, 99, 2.537, 0.2431, -4.532, -6.523, -6.523
1954, 1, 656.7, 539.3, 652.2, 788.2, 788.2, 0.09831, -1.875, -6.789, -8.843, -8.843
1954, 2, 262.2, 221.4, 289.8, 350.1, 350.1, 4.58, 2.323, -2.709, -4.751, -4.751
1954, 3, 174.9, 149.2, 187.5, 234.4, 234.4, 3.447, 1.263, -3.755, -5.788, -5.788
1954, 4, 164.1, 141.8, 153.2, 187.8, 187.8, 9.548, 7.248, 2.058, 0.01867, 0.01867
1954, 5, 0.5449, 0.9429, 1.441, 1.38, 1.38, 13.03, 10.85, 5.905, 3.881, 3.881
1954, 6, 42.01, 50.2, 61.97, 68.67, 68.67, 13.41, 11.29, 6.241, 4.191, 4.191
1954, 7, 1.091, 1.189, 1.802, 2, 2, 18.33, 16.21, 11.51, 9.535, 9.535
1954, 8, 90.48, 76.69, 104.7, 131.6, 131.6, 15.64, 13.51, 8.635, 6.615, 6.615
1954, 9, 5.639, 4.91, 6.586, 8.38, 8.38, 12.77, 10.66, 5.891, 3.909, 3.909
1954, 10, 35.47, 33.25, 41.38, 51.86, 51.86, 9.154, 6.907, 2.028, 0.05645, 0.05645
1954, 11, 207.5, 191.9, 240.5, 299.4, 299.4, 5.806, 3.623, -1.231, -3.253, -3.253
1954, 12, 293.4, 251.5, 279.7, 327, 327, 0.1681, -2.361, -7.006, -9.003, -9.003
1955, 1, 130.9, 109.3, 133.1, 163.2, 163.2, -0.9366, -3.537, -8.388, -10.38, -10.38
1955, 2, 60.36, 49.42, 53.05, 63.31, 63.31, 1.001, -1.409, -6.251, -8.245, -8.245
1955, 3, 46.62, 40.58, 54.53, 67.26, 67.26, 3.473, 1.263, -3.714, -5.735, -5.735
1955, 4, 201.5, 180.4, 206.8, 260.7, 260.7, 4.199, 2.116, -3.019, -5.127, -5.127
1955, 5, 6.156, 5.43, 5.164, 6, 6, 11.5, 9.149, 4.047, 2.04, 2.04
1955, 6, 3.394, 4.452, 7.832, 9.24, 9.24, 15.39, 13.24, 8.389, 6.339, 6.339
1955, 7, 10.34, 11.04, 14.17, 14.6, 14.6, 16.43, 14.27, 9.446, 7.443, 7.443
1955, 8, 0, 0.0004735, 0, 0, 0, 18.7, 16.56, 12.12, 10.16, 10.16
1955, 9, 34.38, 28.87, 41.34, 53.25, 53.25, 15, 12.69, 7.931, 5.979, 5.979
1955, 10, 15.25, 14.46, 18.98, 23.5, 23.5, 10.94, 8.65, 3.901, 1.895, 1.895
1955, 11, 228.6, 209, 268, 336.2, 336.2, 2.816, 0.645, -4.294, -6.325, -6.325
1955, 12, 743.1, 640.7, 762.9, 912.8, 912.8, 1.474, -0.6629, -5.456, -7.499, -7.499
1956, 1, 584.8, 481.5, 562.8, 683.4, 683.4, 1.158, -1.044, -5.993, -8.06, -8.06
1956, 2, 449.3, 370.1, 445.6, 537.4, 537.4, -0.1883, -2.624, -7.515, -9.517, -9.517
1956, 3, 11.54, 10.6, 13.05, 16.51, 16.51, 4.382, 2.149, -2.852, -4.902, -4.902
1956, 4, 23.99, 21.55, 25.44, 31.42, 31.42, 8.196, 6.031, 1.173, -0.8607, -0.8607
1956, 5, 89.09, 87.94, 107.3, 125.3, 125.3, 12.02, 9.776, 4.761, 2.684, 2.684
1956, 6, 28.18, 33.2, 43.04, 48.08, 48.08, 15.15, 12.83, 7.685, 5.63, 5.63
1956, 7, 8.435, 12.62, 25.65, 29.6, 29.6, 19.95, 17.69, 12.82, 10.78, 10.78
1956, 8, 0.2907, 0.7972, 2.245, 2.45, 2.45, 17.38, 15.1, 10.28, 8.267, 8.267
1956, 9, 5.126, 5.466, 10.39, 12.9, 12.9, 15.13, 12.78, 7.957, 5.95, 5.95
1956, 10, 123, 117.7, 134, 167.1, 167.1, 8.753, 6.427, 1.369, -0.7406, -0.7406
1956, 11, 7.246, 6.509, 7.697, 9.5, 9.5, 6.437, 3.641, -1.47, -3.507, -3.507
1956, 12, 26.18, 23.74, 26.5, 30.08, 30.08, 3.112, 0.2397, -4.879, -6.97, -6.97
1957, 1, 278.3, 232.9, 304.1, 369.6, 369.6, -2.56, -5.16, -10.24, -12.25, -12.25
1957, 2, 407.2, 335, 408.8, 492.2, 492.2, 3.145, 0.811, -4.009, -5.991, -5.991
1957, 3, 204.9, 172.4, 217.5, 271, 271, 5.294, 3.042, -2.105, -4.212, -4.212
1957, 4, 145.9, 132.1, 165, 201.5, 201.5, 7.743, 5.473, 0.4636, -1.596, -1.596
1957, 5, 166.9, 161.1, 218.8, 254.7, 254.7, 11.13, 8.954, 4.035, 1.961, 1.961
1957, 6, 6.012, 7.026, 5.456, 6.48, 6.48, 16.81, 14.43, 9.239, 7.145, 7.145
1957, 7, 0.2813, 0.5111, 1.107, 1.08, 1.08, 17.94, 15.54, 10.3, 8.183, 8.183
1957, 8, 0, 0.1866, 1.074, 1.38, 1.38, 16.42, 14.02, 9.032, 6.936, 6.936
1957, 9, 182.3, 155.1, 246.4, 316.8, 316.8, 16.2, 13.81, 8.761, 6.672, 6.672
1957, 10, 157.7, 154.9, 241.6, 304.3, 304.3, 8.003, 5.682, 0.387, -1.743, -1.743
1957, 11, 96.19, 86.71, 101.8, 124.1, 124.1, 3.846, 1.182, -4.146, -6.279, -6.279
1957, 12, 295.7, 251, 277.2, 322.3, 322.3, 2.956, 0.4961, -4.654, -6.805, -6.805
1958, 1, 381.9, 308.8, 333.5, 391.8, 391.8, 1.893, -0.5644, -5.595, -7.682, -7.682
1958, 2, 734.1, 620.8, 803.4, 954.3, 954.3, 4.065, 2.086, -2.698, -4.771, -4.771
1958, 3, 360.2, 311.8, 428.6, 530.2, 530.2, 2.135, -0.06785, -5.131, -7.244, -7.244
1958, 4, 230.4, 202.4, 227.6, 274.5, 274.5, 6.612, 4.405, -0.6374, -2.712, -2.712
1958, 5, 37.7, 40.01, 59.48, 70.41, 70.41, 13.62, 11.37, 6.419, 4.353, 4.353
1958, 6, 115.2, 125.6, 137.7, 151.8, 151.8, 15.41, 13.12, 7.995, 5.891, 5.891
1958, 7, 54.13, 65.75, 104.8, 114.4, 114.4, 20.05, 17.69, 12.58, 10.48, 10.48
1958, 8, 6.987, 8.1, 20.15, 26.24, 26.24, 20.98, 18.54, 13.39, 11.28, 11.28
1958, 9, 32.45, 27.69, 40.92, 51.76, 51.76, 15.54, 13, 7.78, 5.722, 5.722
1958, 10, 23.93, 21.47, 22.08, 26.5, 26.5, 12.77, 10.19, 4.92, 2.814, 2.814
1958, 11, 34.98, 32.24, 41.47, 51.61, 51.61, 5.824, 3.194, -2.268, -4.472, -4.472
1958, 12, 108.7, 94.34, 108.3, 125.3, 125.3, 5.606, 2.979, -1.968, -4.045, -4.045
1959, 1, 650.7, 536.9, 644.4, 761.8, 761.8, 2.422, 0.1287, -4.927, -7.024, -7.024
1959, 2, 414, 346.6, 419.2, 494.4, 494.4, 1.645, -0.6261, -5.69, -7.768, -7.768
1959, 3, 86.29, 70.89, 82.08, 101, 101, 5.789, 3.454, -1.653, -3.738, -3.738
1959, 4, 36.68, 30.58, 28.24, 33.38, 33.38, 9.874, 7.481, 2.423, 0.3962, 0.3962
1959, 5, 32.77, 32.29, 43.6, 50.3, 50.3, 9.973, 7.663, 2.548, 0.4961, 0.4961
1959, 6, 8.196, 10.75, 18.74, 21.88, 21.88, 16.5, 14.17, 8.946, 6.889, 6.889
1959, 7, 0, 0.3682, 0.5555, 0, 0, 20.46, 18.18, 13.33, 11.29, 11.29
1959, 8, 4.486, 4.809, 9.454, 11.08, 11.08, 18.36, 16.04, 11.19, 9.174, 9.174
1959, 9, 107.6, 79.72, 76.17, 95.68, 95.68, 13.49, 11.27, 6.303, 4.272, 4.272
1959, 10, 3.971, 3.73, 3.561, 4.18, 4.18, 11.4, 9.007, 3.892, 1.86, 1.86
1959, 11, 0.1907, 0.2374, 0.1954, 0.2, 0.2, 6.965, 4.129, -1.271, -3.381, -3.381
1959, 12, 94.39, 78.29, 89.83, 103.9, 103.9, 2.386, -0.4735, -5.773, -7.888, -7.888
1960, 1, 354.7, 274.9, 293.8, 342.1, 342.1, -0.2523, -2.558, -7.315, -9.344, -9.344
1960, 2, 358.7, 296.9, 362.3, 425.4, 425.4, 1.866, -0.2963, -5.209, -7.283, -7.283
1960, 3, 268.4, 214, 254.7, 308.9, 308.9, 5.779, 3.76, -1.121, -3.178, -3.178
1960, 4, 79.54, 69.57, 89.53, 109.6, 109.6, 6.775, 4.643, -0.2208, -2.268, -2.268
1960, 5, 129, 116.6, 135.4, 155.2, 155.2, 9.352, 7.332, 2.317, 0.2332, 0.2332
1960, 6, 0.1187, 0.4164, 0.09437, 0.1, 0.1, 18.11, 15.8, 10.58, 8.536, 8.536
1960, 7, 1.947, 2.974, 5.708, 6.08, 6.08, 20.86, 18.8, 13.87, 11.81, 11.81
1960, 8, 0, 0, 0, 0, 0, 17.88, 15.7, 10.7, 8.682, 8.682
1960, 9, 3.531, 3.793, 3.788, 4.8, 4.8, 16.39, 14.09, 9.148, 7.114, 7.114
1960, 10, 60.82, 56.07, 84.47, 105.1, 105.1, 10.53, 8.27, 3.361, 1.358, 1.358
1960, 11, 290.5, 260.1, 342.9, 422.9, 422.9, 3.743, 1.491, -3.466, -5.534, -5.534
1960, 12, 327.8, 273.6, 355.2, 415.6, 415.6, 2.639, 0.05953, -5.143, -7.224, -7.224
1961, 1, 164.9, 129.4, 140.6, 165.4, 165.4, 3.141, 0.7661, -4.25, -6.339, -6.339
1961, 2, 233.3, 193, 245.1, 289.4, 289.4, 3.344, 1.239, -3.576, -5.634, -5.634
1961, 3, 235.2, 194.6, 260.8, 322.6, 322.6, 3.071, 1.109, -3.724, -5.781, -5.781
1961, 4, 79.75, 70.36, 89.89, 111.6, 111.6, 7.646, 5.494, 0.4575, -1.61, -1.61
1961, 5, 79.39, 77.84, 112.7, 133.3, 133.3, 9.16, 7.218, 2.322, 0.2616, 0.2616
1961, 6, 26.05, 32.99, 42.73, 47.86, 47.86, 18.21, 15.97, 10.87, 8.765, 8.765
1961, 7, 4.467, 8.83, 27.7, 33.28, 33.28, 19.41, 17.27, 12.26, 10.19, 10.19
1961, 8, 8.208, 8.819, 13.87, 17.84, 17.84, 19.26, 17.19, 12.24, 10.14, 10.14
1961, 9, 13.97, 12.45, 23.57, 30.48, 30.48, 13.41, 11.01, 5.846, 3.778, 3.778
1961, 10, 60.3, 54.99, 63.28, 77.07, 77.07, 10.31, 8.008, 2.998, 0.9539, 0.9539
1961, 11, 323.4, 281.9, 353.9, 435.5, 435.5, 3.324, 1.102, -3.944, -6.011, -6.011
1961, 12, 231.8, 190.3, 208.2, 239, 239, 0.9029, -1.593, -6.848, -8.946, -8.946
1962, 1, 94.63, 76.37, 85.14, 99.26, 99.26, 0.7843, -2.18, -7.914, -10.1, -10.1
1962, 2, 552.2, 451.8, 581.6, 686.7, 686.7, 1.799, -0.3481, -5.294, -7.342, -7.342
