# Created by WEAP: 5/6/2021 11:59:36 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_McCloud (110,591 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (6,589 ha),  1000 - 2000 m (95,260 ha),  2000 - 3000 m (7,726 ha),  3000 - 4000 m (920 ha),  4000 - 5000 m (97 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m
1962, 3, 159.3, 131.7, 174.2, 214.8, 214.8, 2.706, 0.6249, -4.272, -6.317, -6.317
1962, 4, 23.74, 20.96, 25.59, 31.88, 31.88, 9.814, 7.633, 2.644, 0.5688, 0.5688
1962, 5, 54.29, 57.91, 102.4, 122.1, 122.1, 9.739, 7.573, 2.477, 0.4137, 0.4137
1962, 6, 5.345, 5.606, 6.601, 6.7, 6.7, 15.75, 13.35, 8.045, 5.947, 5.947
1962, 7, 0, 0.0718, 0.02127, 0, 0, 18.94, 16.56, 11.3, 9.23, 9.23
1962, 8, 33.26, 27.28, 41.25, 50.55, 50.55, 17.42, 15.25, 10.14, 8.085, 8.085
1962, 9, 31.7, 23.77, 28.82, 36.18, 36.18, 16.24, 13.98, 8.873, 6.802, 6.802
1962, 10, 340.3, 320.8, 402.3, 497.8, 497.8, 10.58, 8.167, 2.838, 0.7055, 0.7055
1962, 11, 140.6, 124.1, 168.6, 207.6, 207.6, 5.941, 3.657, -1.541, -3.649, -3.649
1962, 12, 219.3, 180.2, 203.8, 236, 236, 4.224, 1.582, -3.703, -5.866, -5.866
1963, 1, 150.4, 121, 133.5, 159, 159, 1.466, -1.289, -6.799, -8.978, -8.978
1963, 2, 239.7, 195.2, 252, 296.5, 296.5, 6.576, 4.365, -0.5506, -2.62, -2.62
1963, 3, 254, 207.7, 248.7, 303.9, 303.9, 3.658, 1.556, -3.434, -5.512, -5.512
1963, 4, 332.4, 286, 335.8, 410.6, 410.6, 4.118, 2.106, -2.903, -4.988, -4.988
1963, 5, 95.98, 91.46, 120.2, 139.2, 139.2, 12.88, 10.67, 5.442, 3.348, 3.348
1963, 6, 15.52, 24.4, 47.57, 56.64, 56.64, 14.43, 12.16, 6.743, 4.635, 4.635
1963, 7, 0.09065, 1.397, 6.677, 8.1, 8.1, 16.76, 14.48, 9.257, 7.146, 7.146
1963, 8, 1.388, 2.002, 6.17, 8, 8, 17.48, 15.23, 10.21, 8.142, 8.142
1963, 9, 12.96, 11.94, 20.97, 27.61, 27.61, 16.08, 13.95, 8.989, 6.915, 6.915
1963, 10, 93.51, 85.96, 125.7, 156.8, 156.8, 10.4, 8.146, 2.821, 0.6839, 0.6839
1963, 11, 300.9, 261.5, 324.5, 400.3, 400.3, 4.367, 2.123, -2.926, -5.012, -5.012
1963, 12, 44.24, 38.53, 48.65, 56.41, 56.41, 3.328, 0.7984, -4.349, -6.459, -6.459
1964, 1, 296.1, 236.1, 276.5, 326.4, 326.4, 0.4125, -1.963, -7.134, -9.229, -9.229
1964, 2, 16.2, 13.33, 17.88, 21.26, 21.26, 2.921, 0.2514, -4.998, -7.086, -7.086
1964, 3, 68.43, 58.42, 83.32, 104.2, 104.2, 3.241, 1.001, -4.085, -6.142, -6.142
1964, 4, 11.31, 10.63, 11.19, 13.85, 13.85, 7.186, 4.815, -0.3641, -2.435, -2.435
1964, 5, 54.23, 55.2, 79.64, 93.63, 93.63, 9.748, 7.486, 2.311, 0.2169, 0.2169
1964, 6, 62.15, 70.78, 84.46, 92.84, 92.84, 13.87, 11.69, 6.528, 4.441, 4.441
1964, 7, 4.927, 7.057, 14.3, 16.02, 16.02, 18.94, 16.65, 11.37, 9.247, 9.247
1964, 8, 0.09065, 0.3485, 1.074, 1.4, 1.4, 17.91, 15.6, 10.3, 8.217, 8.217
1964, 9, 2.55, 2.506, 5.877, 7.88, 7.88, 13.79, 11.42, 6.28, 4.246, 4.246
1964, 10, 46.13, 40.3, 51.91, 63.55, 63.55, 12.39, 9.92, 4.702, 2.631, 2.631
1964, 11, 216.2, 191.3, 238.1, 293.2, 293.2, 3.164, 0.8161, -4.211, -6.268, -6.268
1964, 12, 654.1, 549.6, 630.6, 735.5, 735.5, 2.16, -0.02597, -5.247, -7.345, -7.345
1965, 1, 302.5, 249.3, 300.8, 357.7, 357.7, 1.974, -0.4578, -5.567, -7.6, -7.6
1965, 2, 49.38, 41.86, 57.81, 69.22, 69.22, 3.779, 1.385, -3.743, -5.815, -5.815
1965, 3, 17.95, 16.07, 18.16, 22.79, 22.79, 5.813, 3.406, -1.792, -3.852, -3.852
1965, 4, 305.8, 275.3, 349.1, 428.6, 428.6, 7.314, 5.264, 0.1118, -1.998, -1.998
1965, 5, 4.459, 8.464, 24.12, 30.5, 30.5, 10.64, 8.339, 3.145, 1.079, 1.079
1965, 6, 8.469, 19.59, 36.34, 43.88, 43.88, 14.96, 12.69, 7.355, 5.254, 5.254
1965, 7, 0.9159, 5.283, 22.59, 27.28, 27.28, 18.61, 16.35, 11.3, 9.225, 9.225
1965, 8, 35.8, 36.01, 58.85, 74.18, 74.18, 17.72, 15.45, 10.44, 8.384, 8.384
1965, 9, 0.1561, 0.1548, 0.06847, 0.1, 0.1, 13.66, 11.34, 6.469, 4.485, 4.485
1965, 10, 3.519, 2.847, 2.478, 2.88, 2.88, 12.36, 10.02, 5.252, 3.276, 3.276
1965, 11, 419.9, 368, 500.6, 618.2, 618.2, 4.929, 2.837, -2.004, -4.012, -4.012
1965, 12, 173.2, 149.4, 157.5, 183.3, 183.3, 0.2384, -2.187, -6.973, -8.965, -8.965
1966, 1, 331.2, 267.3, 316.1, 373.6, 373.6, -0.1017, -2.33, -7.028, -9.062, -9.062
1966, 2, 182, 143, 160.9, 187.4, 187.4, 0.8834, -1.391, -6.255, -8.27, -8.27
1966, 3, 155.1, 122.4, 138.5, 165.3, 165.3, 4.646, 2.615, -2.209, -4.23, -4.23
1966, 4, 45.53, 39.64, 30.79, 37.06, 37.06, 9.69, 7.393, 2.472, 0.4732, 0.4732
1966, 5, 2.877, 4.689, 11.84, 14, 14, 13.91, 11.6, 6.474, 4.418, 4.418
1966, 6, 5.62, 7.282, 9.778, 10.78, 10.78, 15.24, 12.89, 7.867, 5.85, 5.85
1966, 7, 0.1, 0.6542, 2.402, 2.88, 2.88, 17.11, 14.94, 10.25, 8.295, 8.295
1966, 8, 4.161, 4.348, 6.231, 7.3, 7.3, 19.81, 17.47, 12.59, 10.61, 10.61
1966, 9, 13.39, 12.12, 21.96, 28.57, 28.57, 15.78, 13.47, 8.467, 6.421, 6.421
1966, 10, 0, 0.1505, 0.0895, 0, 0, 11.28, 8.62, 3.589, 1.565, 1.565
1966, 11, 435.8, 387.5, 483.8, 592.6, 592.6, 5.18, 2.861, -2.051, -4.098, -4.098
1966, 12, 367.6, 304.5, 348.8, 396.4, 396.4, 2.485, 0.1259, -4.751, -6.846, -6.846
1967, 1, 407.8, 324.3, 353.4, 412.6, 412.6, 2.071, -0.4511, -5.45, -7.517, -7.517
1967, 2, 21.78, 17.78, 22.05, 25.98, 25.98, 4.228, 1.723, -3.235, -5.292, -5.292
1967, 3, 341.8, 279.1, 345.3, 420, 420, 3.079, 0.8985, -4.064, -6.084, -6.084
1967, 4, 259.3, 222.7, 256.2, 310.7, 310.7, 2.442, 0.4037, -4.457, -6.461, -6.461
1967, 5, 41.52, 40.04, 42.9, 48.66, 48.66, 11.79, 9.626, 4.574, 2.552, 2.552
1967, 6, 36.3, 44.41, 64.23, 72.51, 72.51, 15.74, 13.52, 8.574, 6.561, 6.561
1967, 7, 2.678, 2.572, 1.3, 1.4, 1.4, 19.89, 17.86, 13.22, 11.23, 11.23
1967, 8, 4.375, 3.509, 3.723, 4.5, 4.5, 20.96, 18.81, 14.12, 12.15, 12.15
1967, 9, 6.102, 5.135, 9.387, 12.1, 12.1, 17.47, 15.16, 10.31, 8.322, 8.322
1967, 10, 46.47, 45.74, 71.15, 89.16, 89.16, 10.64, 8.107, 2.832, 0.7524, 0.7524
1967, 11, 95.72, 83.02, 95.91, 118.9, 118.9, 7.353, 4.772, -0.3392, -2.363, -2.363
1967, 12, 228.5, 193.8, 230.1, 266.8, 266.8, -0.9576, -3.815, -8.962, -10.97, -10.97
1968, 1, 361.2, 291.1, 316.7, 371.9, 371.9, 0.525, -2.222, -7.084, -9.087, -9.087
1968, 2, 238.2, 182.5, 175, 199.3, 199.3, 5.116, 2.796, -1.837, -3.854, -3.854
1968, 3, 141.2, 119.1, 151.7, 186.9, 186.9, 5.869, 3.624, -1.277, -3.291, -3.291
1968, 4, 6.867, 6.442, 8.729, 10.83, 10.83, 7.879, 5.468, 0.3922, -1.628, -1.628
1968, 5, 80.65, 72.13, 65.96, 73.71, 73.71, 11.19, 8.964, 4.047, 2.018, 2.018
1968, 6, 35.29, 43.38, 66.06, 75.68, 75.68, 16.63, 14.26, 9.23, 7.191, 7.191
1968, 7, 0.2337, 0.1773, 0.2574, 0.3, 0.3, 20.4, 18.21, 13.5, 11.48, 11.48
1968, 8, 42.6, 38.63, 49.24, 60.7, 60.7, 16.52, 14.3, 9.455, 7.416, 7.416
1968, 9, 5.32, 4.352, 5.865, 7.55, 7.55, 16.02, 13.53, 8.496, 6.452, 6.452
1968, 10, 127.2, 110.3, 113.9, 137.3, 137.3, 10.32, 7.84, 2.731, 0.6489, 0.6489
1968, 11, 125.9, 110.3, 135.7, 165.3, 165.3, 4.964, 2.48, -2.71, -4.769, -4.769
1968, 12, 451.4, 382.2, 467.6, 547.4, 547.4, -0.1026, -2.559, -7.686, -9.735, -9.735
