# Created by WEAP: 5/6/2021 11:59:22 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CO_NW_Colo HeadwatersN (2,134,890 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (495,804 ha),  2000 - 3000 m (1,557,238 ha),  3000 - 4000 m (81,848 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 39.98, 75.12, 216.3, -8.192, -9.664, -13.46
1950, 2, 11.96, 23.36, 67.5, -4.647, -6.197, -10.24
1950, 3, 28.5, 49.06, 109, -0.5448, -2.49, -6.922
1950, 4, 76.73, 98.17, 163, 5.297, 3.498, -0.9984
1950, 5, 33.78, 48.15, 77.95, 7.558, 5.831, 1.638
1950, 6, 4.163, 5.653, 5.83, 13.49, 11.88, 7.46
1950, 7, 28.2, 31.82, 43.47, 16.41, 14.62, 10.03
1950, 8, 7.396, 6.71, 9.895, 15.9, 14.04, 9.039
1950, 9, 61, 67.05, 84.47, 12.13, 10.39, 6.051
1950, 10, 7.374, 11.74, 21.46, 8.856, 7.517, 3.447
1950, 11, 23.26, 41.79, 118.5, 0.9553, -0.7417, -5.108
1950, 12, 30.67, 56.72, 134.5, -3.07, -4.769, -9.438
1951, 1, 24.25, 68.7, 188.6, -9.028, -10.46, -14.34
1951, 2, 25.48, 33.04, 81.41, -3.659, -5.86, -11.11
1951, 3, 10.5, 25.08, 56.96, -0.9891, -3.292, -7.815
1951, 4, 53.58, 80.84, 183.2, 5.096, 3.027, -1.627
1951, 5, 28.38, 36.81, 86.88, 10.5, 8.674, 4.209
1951, 6, 23.82, 27.28, 50.73, 12.72, 10.56, 5.701
1951, 7, 33.99, 32.6, 41.75, 18.89, 16.92, 12.06
1951, 8, 50.59, 47.43, 55.1, 16.76, 15.04, 10.42
1951, 9, 5.719, 9.217, 14.33, 11.81, 10.02, 5.508
1951, 10, 78.18, 83.75, 95.53, 5.831, 4.261, 0.1289
1951, 11, 22.42, 34.19, 79.24, -2.757, -4.348, -8.697
1951, 12, 80.07, 131.8, 317.3, -7.377, -8.856, -13.3
1952, 1, 34.42, 74.97, 179.3, -10.4, -11.13, -14.94
1952, 2, 20.31, 38.4, 87.52, -9.646, -10.56, -14.34
1952, 3, 56.33, 86.52, 195.4, -4.911, -6.66, -10.98
1952, 4, 31.06, 44.23, 68.17, 5.138, 3.186, -1.581
1952, 5, 49.88, 58.09, 93.85, 10.51, 8.71, 4.254
1952, 6, 32.77, 31.43, 40.72, 15.63, 13.86, 9.121
1952, 7, 25.64, 34.96, 64.21, 17.87, 16.01, 11.16
1952, 8, 50.39, 46.69, 58.64, 16.99, 15.28, 10.31
1952, 9, 8.132, 9.058, 10.63, 13.51, 11.78, 6.957
1952, 10, 0.003356, 0.07037, 0.1161, 7.639, 6.12, 1.406
1952, 11, 14.46, 27.54, 70.9, -3.93, -5.621, -9.569
1952, 12, 35.65, 50.48, 91.47, -7.205, -8.936, -14.36
1953, 1, 29.67, 61.03, 177.4, -3.805, -5.083, -9.674
1953, 2, 19.17, 30.8, 68.3, -5.961, -7.767, -12.59
1953, 3, 37.84, 53.18, 121.2, 0.9537, -1.04, -5.875
1953, 4, 57.66, 78.97, 134, 3.493, 1.341, -3.378
1953, 5, 50.84, 60.54, 84.59, 7.96, 6.168, 2.002
1953, 6, 20.91, 24.65, 34.69, 15.34, 13.49, 8.851
1953, 7, 53.73, 50.24, 74.36, 19.46, 17.5, 12.41
1953, 8, 30.6, 30.41, 37.3, 16.71, 14.96, 9.864
1953, 9, 0.7355, 2.208, 4.881, 13.28, 11.64, 6.921
1953, 10, 26.57, 26.71, 41.01, 6.894, 5.499, 1.259
1953, 11, 31.74, 47.17, 96.34, 1.492, 0.001947, -4.4
1953, 12, 17.32, 33.49, 87.27, -6.964, -8.59, -13.12
1954, 1, 28.62, 48.09, 94.62, -4.18, -5.783, -9.972
1954, 2, 7.769, 15.59, 49.96, -1.075, -2.913, -7.604
1954, 3, 67.08, 107.6, 219, -1.081, -3.179, -7.498
1954, 4, 20.03, 27.4, 65.71, 7.171, 5.272, 0.8096
1954, 5, 31.42, 37.47, 69.7, 11.48, 9.573, 5.002
1954, 6, 20.21, 17.38, 17.92, 14.73, 12.83, 8.302
1954, 7, 37.42, 32.74, 37, 20.09, 18.33, 13.47
1954, 8, 24.9, 26.65, 39.74, 16.93, 15.22, 10.37
1954, 9, 76.23, 73.36, 100.4, 13.67, 11.98, 7.499
1954, 10, 31.18, 39.38, 78.49, 7.108, 5.388, 1.299
1954, 11, 21.46, 33.68, 86.75, 1.382, -0.007759, -4.075
1954, 12, 20.42, 34.16, 81.7, -7.217, -8.904, -14.18
1955, 1, 25.01, 47.86, 109.3, -9.47, -10.77, -14.97
1955, 2, 40.19, 50.77, 101.7, -9.842, -11.15, -15.76
1955, 3, 14.97, 30.92, 87.73, -3.229, -5.457, -9.791
1955, 4, 25.29, 29.58, 60.74, 3.854, 1.961, -2.621
1955, 5, 24.46, 34.3, 79.96, 9.88, 8.144, 3.309
1955, 6, 33.76, 31.59, 38.43, 13.79, 11.83, 6.754
1955, 7, 11.22, 13.98, 25.05, 18.78, 16.97, 11.98
1955, 8, 42.73, 42.3, 57.07, 18.23, 16.54, 11.7
1955, 9, 20.78, 20.52, 16.59, 12.88, 11.23, 6.715
1955, 10, 33.85, 40.27, 66.01, 6.337, 4.956, 0.7255
1955, 11, 50.97, 86.96, 201.9, -2.81, -4.866, -9.302
1955, 12, 17.74, 37.36, 93.34, -3.214, -5.154, -9.577
1956, 1, 49.11, 105.8, 258.3, -3.45, -5.647, -10.01
1956, 2, 39.49, 59.5, 155.5, -9.746, -11.92, -16.34
1956, 3, 7.364, 17.45, 54.3, -1.274, -3.546, -8.583
1956, 4, 38.64, 73.4, 166.3, 5.324, 3.392, -1.475
1956, 5, 18.63, 29.45, 67.32, 11.89, 9.998, 5.348
1956, 6, 3.28, 4.566, 10.99, 16.54, 14.7, 9.825
1956, 7, 43.67, 48.02, 74.24, 17.73, 15.87, 10.93
1956, 8, 18.93, 23.36, 39.08, 16.03, 14.34, 9.452
1956, 9, 0.5238, 1.894, 2.949, 13.3, 11.66, 7.145
1956, 10, 31.37, 29.67, 33.75, 7.24, 5.749, 1.271
1956, 11, 23.47, 43.36, 95.08, -4.103, -5.973, -10.81
1956, 12, 41.81, 73.74, 158.8, -9, -9.868, -13.92
1957, 1, 42.91, 97.05, 280.2, -10.17, -11.42, -14.66
1957, 2, 13.51, 29.56, 98.61, -4.022, -5.011, -9.177
1957, 3, 50.76, 74.2, 148.5, 0.1431, -1.984, -6.985
1957, 4, 51.26, 75.36, 175, 4.994, 2.76, -2.428
1957, 5, 91.93, 112.6, 209.7, 9.379, 7.561, 2.762
1957, 6, 62.74, 64.67, 89.3, 14.58, 12.55, 7.451
1957, 7, 44.54, 46.57, 61.26, 18.14, 16.36, 11.54
1957, 8, 51.49, 45.91, 52.6, 17.43, 15.71, 10.69
1957, 9, 6.146, 10.55, 20.09, 11.44, 9.832, 5.215
1957, 10, 57.3, 66.1, 110.6, 6.805, 5.303, 1.033
1957, 11, 38.01, 58.36, 129.7, -3.128, -4.998, -9.363
1957, 12, 23.21, 41.99, 113.7, -5.046, -6.914, -12.37
1958, 1, 10.67, 26.74, 84.41, -7.897, -9.891, -15
1958, 2, 38.11, 51.27, 118.4, -1.408, -3.158, -7.818
1958, 3, 42.09, 68.4, 149.1, -1.692, -3.701, -7.994
1958, 4, 21.09, 40.24, 110.5, 3.581, 1.71, -3.039
1958, 5, 15.31, 22.65, 41.75, 11.92, 10.46, 5.852
1958, 6, 5.399, 9.777, 13.9, 15.74, 13.93, 9.052
1958, 7, 10.2, 14.23, 27.19, 17.19, 15.28, 10.12
1958, 8, 5.825, 13.13, 26.4, 18.65, 16.88, 11.74
1958, 9, 44.06, 48.35, 62.1, 12.88, 11.24, 6.426
1958, 10, 3.412, 3.913, 4.949, 6.364, 5.142, 0.7955
1958, 11, 18.45, 34.81, 85.69, -0.5355, -1.796, -6.059
1958, 12, 16.3, 47.38, 121, -2.535, -4.412, -9.174
1959, 1, 11.39, 38.02, 118, -5.866, -7.463, -11.98
1959, 2, 31.81, 53.41, 140.9, -4.511, -6.419, -10.58
1959, 3, 26.09, 57.11, 159.3, -0.7788, -3.244, -7.835
1959, 4, 14.94, 36.46, 108.1, 5.164, 3.174, -1.603
1959, 5, 20.98, 35.21, 92.2, 10.06, 8.181, 3.967
1959, 6, 41.02, 44.6, 58.66, 16.41, 14.63, 9.778
1959, 7, 12.54, 14.97, 27.71, 18.17, 16.38, 11.22
1959, 8, 34.07, 43.45, 57.49, 17.19, 15.49, 10.44
