# Created by WEAP: 5/6/2021 11:59:23 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: ID_E_Middle Snake (1,500,102 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (1,280,257 ha),  2000 - 3000 m (219,845 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 63.66, 110.9, -7.142, -9.055
1950, 2, 24.92, 50.4, -3.064, -5.705
1950, 3, 59.35, 105.8, 0.2817, -2.711
1950, 4, 15.81, 31.37, 5.18, 2.345
1950, 5, 26.55, 45.9, 8.988, 6.187
1950, 6, 40.46, 52.33, 13.98, 11.17
1950, 7, 20.87, 34.97, 17.97, 14.95
1950, 8, 8.792, 14.55, 17.43, 14.51
1950, 9, 30.05, 57.73, 13.06, 10.4
1950, 10, 32.1, 48.4, 9.462, 7.184
1950, 11, 37.96, 72.61, 1.975, -0.4052
1950, 12, 32.2, 57.2, -1.986, -4.464
1951, 1, 30.09, 57.28, -6.681, -8.992
1951, 2, 44.08, 72.14, -2.119, -4.855
1951, 3, 17.83, 42.93, -1.554, -4.863
1951, 4, 28.85, 48.97, 6.56, 3.717
1951, 5, 25.34, 47.79, 11.35, 8.557
1951, 6, 11.57, 22.83, 12.65, 9.724
1951, 7, 16.08, 29.77, 19.56, 16.46
1951, 8, 53.28, 74.95, 17.42, 14.68
1951, 9, 4.516, 13.45, 13.23, 10.53
1951, 10, 32.41, 56.14, 5.791, 3.505
1951, 11, 21.29, 44.17, -1.059, -4.091
1951, 12, 54.48, 104, -7.077, -9.078
1952, 1, 29.17, 63, -8.086, -9.668
1952, 2, 31.86, 63.08, -7.882, -9.964
1952, 3, 34.97, 71.74, -3.995, -6.34
1952, 4, 25.09, 41.82, 6.485, 3.321
1952, 5, 26.52, 47.24, 11.72, 8.97
1952, 6, 50.82, 50.24, 15.25, 12.48
1952, 7, 13.99, 29.09, 18.23, 15.32
1952, 8, 12.35, 18.84, 18.87, 16.24
1952, 9, 5.672, 12.98, 14.81, 12.75
1952, 10, 0, 0, 9.209, 7.189
1952, 11, 20.79, 26.45, -3.8, -5.863
1952, 12, 45.07, 64.71, -4.89, -6.696
1953, 1, 47.13, 97.29, 0.1641, -2.204
1953, 2, 13.63, 25.55, -1.607, -5.058
1953, 3, 16.68, 41.18, 1.957, -0.7798
1953, 4, 32.49, 45.05, 4.364, 1.691
1953, 5, 70.81, 93.37, 7.764, 5.336
1953, 6, 39.17, 48.48, 13.87, 11.6
1953, 7, 5.169, 9.44, 20.32, 17.47
1953, 8, 10.34, 15.12, 18.81, 16.29
1953, 9, 3.41, 9.674, 15.04, 12.65
1953, 10, 26.2, 32.6, 8.52, 6.364
1953, 11, 18.4, 33.72, 3.493, 1.497
1953, 12, 21.27, 50.06, -5.21, -7.915
1954, 1, 25.55, 61.97, -3.244, -5.724
1954, 2, 15.41, 28.4, -0.6932, -4.17
1954, 3, 46.02, 96.18, -0.7538, -3.768
1954, 4, 32.27, 45.94, 7.134, 4.519
1954, 5, 26.19, 44.28, 12.02, 9.537
1954, 6, 51.02, 73.7, 13.66, 11.08
1954, 7, 14.08, 23.69, 20.59, 17.77
1954, 8, 17.64, 25.12, 17.66, 14.98
1954, 9, 13.98, 26.48, 13.66, 11.62
1954, 10, 23.67, 31.14, 6.439, 4.754
1954, 11, 22.14, 45.15, 3.079, 1.376
1954, 12, 21.2, 42.08, -7.23, -8.824
1955, 1, 21.56, 48.16, -10.26, -11.69
1955, 2, 30.78, 47.92, -8.284, -10.43
1955, 3, 15.88, 40.38, -3.314, -6.239
1955, 4, 37.26, 54.29, 3.528, 0.7005
1955, 5, 37.5, 57.87, 9.92, 7.69
1955, 6, 60.06, 83.75, 14.36, 11.53
1955, 7, 14.8, 29.7, 19.04, 16.34
1955, 8, 34.49, 56.76, 19.82, 17.03
1955, 9, 18.81, 42.24, 13.21, 11.1
1955, 10, 18.62, 41.15, 7.975, 5.705
1955, 11, 23.9, 55.89, -1.612, -3.779
1955, 12, 77.03, 149.3, -2.451, -5.198
1956, 1, 77.33, 112.5, -3.305, -5.537
1956, 2, 15.03, 32.28, -8.742, -11.08
1956, 3, 10.08, 20.81, -0.2013, -3.563
1956, 4, 17.42, 35.11, 6.539, 3.909
1956, 5, 39.1, 61.59, 12.32, 9.829
1956, 6, 7.605, 20.63, 15.96, 13.19
1956, 7, 8.279, 14.42, 19.78, 16.82
1956, 8, 3.478, 5.387, 17.32, 14.68
1956, 9, 5.272, 9.528, 13.97, 11.82
1956, 10, 62.05, 71.3, 6.75, 4.745
1956, 11, 13.89, 24.19, -2.877, -5.342
1956, 12, 26.89, 62.77, -5.152, -8.141
1957, 1, 24.79, 44.82, -10.53, -12.26
1957, 2, 27.51, 48.75, -2.358, -4.271
1957, 3, 36.38, 69.99, 1.583, -1.793
1957, 4, 51.41, 82.2, 5.042, 2.241
1957, 5, 111.6, 139.7, 10.97, 8.302
1957, 6, 23.54, 40.47, 15.28, 12.53
1957, 7, 14.86, 24.77, 19.54, 16.83
1957, 8, 19.14, 26.63, 18.96, 16.65
1957, 9, 3.899, 11.56, 13.29, 11
1957, 10, 20.82, 29.96, 6.702, 4.7
1957, 11, 27.92, 53.26, -2.925, -5.504
1957, 12, 33.18, 65.16, -3.196, -5.977
1958, 1, 40.1, 63.06, -7.346, -10.05
1958, 2, 43.96, 80.48, -0.1404, -2.768
1958, 3, 29.2, 50.85, -0.2878, -3.743
1958, 4, 35.59, 55.81, 4.269, 1.315
1958, 5, 19.08, 33.42, 14.1, 11.4
1958, 6, 23.78, 29.61, 16.11, 13.28
1958, 7, 14.95, 25.36, 18.04, 15.48
1958, 8, 6.611, 15.26, 20.01, 17.58
1958, 9, 19.5, 28.98, 13.14, 11.06
1958, 10, 0.07662, 1.132, 8.48, 6.56
1958, 11, 46.83, 84.06, -0.2438, -2.84
1958, 12, 29.3, 56.84, -1.13, -3.388
1959, 1, 32, 42.63, -4.244, -6.57
1959, 2, 30.25, 61.88, -2.941, -5.947
1959, 3, 13.9, 30.91, 0.5375, -2.974
1959, 4, 20.21, 42.35, 6.361, 3.676
1959, 5, 42.44, 69.75, 8.129, 6.002
1959, 6, 24.06, 32.88, 16.85, 14.28
1959, 7, 5.652, 13.74, 19.56, 16.67
1959, 8, 21.25, 34.38, 17.8, 15.31
1959, 9, 65.28, 91.26, 12.23, 10.07
1959, 10, 15.6, 29.88, 7.258, 5.113
1959, 11, 3.205, 12.12, -0.1119, -1.78
1959, 12, 19.42, 28.79, -5.025, -6.483
1960, 1, 24.57, 38.27, -8.93, -10.01
1960, 2, 55.5, 94.77, -8.013, -10
1960, 3, 33.2, 63.68, 0.5177, -2.342
1960, 4, 22.64, 42.44, 6.676, 3.914
