# Created by WEAP: 5/6/2021 11:59:43 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: OR_WA_BPA_Lwr Columbia (1,123,552 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (789,036 ha),  1000 - 2000 m (311,983 ha),  2000 - 3000 m (22,533 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 73.88, 236.6, 302.2, -14.24, -18.03, -19.5
1950, 2, 47.56, 206.1, 257.3, -3.509, -7.646, -9.361
1950, 3, 57.65, 230.4, 301.6, 2.171, -2.974, -5.237
1950, 4, 24.46, 84.71, 118.6, 6.374, 0.9396, -1.539
1950, 5, 11.26, 20.59, 17.73, 11.42, 5.345, 2.578
1950, 6, 68.33, 73.33, 68.37, 15.87, 10.22, 7.979
1950, 7, 3.2, 14.49, 21.68, 20.26, 13.99, 11.46
1950, 8, 2.894, 24.47, 31.04, 20.56, 14.4, 11.9
1950, 9, 3.779, 24.64, 33.26, 16.19, 10.62, 8.557
1950, 10, 81.04, 222.6, 306, 7.14, 1.727, -0.5752
1950, 11, 76.78, 293.8, 387.3, 1.418, -3.079, -5.296
1950, 12, 64.86, 186.3, 222.5, -0.508, -4.123, -5.978
1951, 1, 73.19, 275, 372.1, -3.62, -8.024, -10.05
1951, 2, 50.64, 281.4, 394.2, -1.566, -5.896, -7.851
1951, 3, 38.92, 152.7, 211.5, 0.485, -4.206, -6.351
1951, 4, 8.455, 14.28, 21.45, 8.983, 3.873, 1.379
1951, 5, 43.35, 128.6, 166.3, 12.76, 6.985, 4.54
1951, 6, 44.2, 52.37, 55.98, 16.71, 11.01, 8.754
1951, 7, 14.36, 15.18, 12.26, 20.66, 14.51, 12.22
1951, 8, 32.78, 40.74, 41.32, 19.86, 13.57, 11.35
1951, 9, 14.07, 71.38, 97.27, 15.51, 9.997, 7.811
1951, 10, 46.51, 173.6, 211.6, 7.609, 2.468, 0.2553
1951, 11, 62.32, 192.8, 238.7, 0.7911, -3.254, -5.368
1951, 12, 51.78, 156.2, 177.8, -5.923, -8.675, -10.4
1952, 1, 59.39, 158.6, 194.7, -8.085, -11.17, -12.65
1952, 2, 27.73, 93.47, 122.7, -1.862, -5.908, -7.814
1952, 3, 6.637, 52.52, 67.01, 2.793, -2.161, -4.298
1952, 4, 5.776, 32.56, 51.91, 9.178, 3.528, 1.08
1952, 5, 12.81, 35.34, 44.99, 13.47, 7.345, 4.969
1952, 6, 40.85, 93.59, 104, 15.91, 9.278, 6.921
1952, 7, 3.22, 15.24, 25.77, 20.8, 14.57, 12.42
1952, 8, 8.957, 15.51, 17.9, 19.99, 14.06, 11.77
1952, 9, 12.34, 18.02, 16.09, 17, 11.49, 9.394
1952, 10, 2.164, 20.81, 22.45, 11.8, 7.183, 5.028
1952, 11, 16.01, 26.04, 27.66, -0.4878, -3.782, -5.777
1952, 12, 54.56, 147.2, 176.7, -1.662, -5.752, -7.68
1953, 1, 129.8, 486.7, 555.6, 1.162, -2.957, -4.718
1953, 2, 23.18, 125.8, 150.8, 1.956, -2.858, -5.084
1953, 3, 13.93, 52.23, 66.01, 4.669, -0.8243, -3.17
1953, 4, 32.25, 66.92, 73.51, 7.303, 1.97, -0.3004
1953, 5, 46.97, 84.46, 83.99, 11.46, 5.878, 3.706
1953, 6, 33.28, 54.7, 57.33, 13.9, 7.811, 5.531
1953, 7, 0.5245, 7.694, 9.845, 20.06, 13.58, 11.42
1953, 8, 18.1, 27.51, 30.33, 19.32, 13.4, 11.19
1953, 9, 5.46, 58.6, 94.91, 15.79, 10.18, 8.031
1953, 10, 10.25, 66.5, 80.71, 9.882, 4.822, 2.516
1953, 11, 48.27, 156.4, 177.1, 3.428, -1.251, -3.436
1953, 12, 55.14, 251.6, 300.3, 0.7063, -3.343, -5.254
1954, 1, 77.06, 254.9, 308.8, -5.309, -9.193, -10.95
1954, 2, 31.43, 182.8, 240.2, 0.2409, -4.139, -6.061
1954, 3, 26.42, 78.98, 93.3, 1.895, -3.364, -5.695
1954, 4, 9.4, 84.69, 129.2, 6.548, 0.7845, -1.603
1954, 5, 11.09, 17.33, 17.91, 13.2, 6.836, 4.308
1954, 6, 26.26, 89.94, 107.8, 14.42, 8.228, 5.758
1954, 7, 7.426, 34.44, 49.49, 18.9, 12.37, 10.04
1954, 8, 21.73, 38.73, 39.29, 17.81, 11.52, 9.156
1954, 9, 23.6, 50.82, 57.77, 14.5, 9.195, 6.834
1954, 10, 17.27, 91.41, 119.5, 7.249, 2.539, 0.1438
1954, 11, 56.44, 232.6, 316, 4.693, 0.4276, -1.734
1954, 12, 27.26, 142, 189.3, -2.408, -6.271, -8.31
1955, 1, 33.08, 75.37, 92.42, -3.728, -6.459, -8.108
1955, 2, 36.19, 221.8, 287.5, -2.101, -6.127, -8.105
1955, 3, 37.45, 193, 241.1, 0.07692, -5.074, -7.341
1955, 4, 34.41, 89.75, 126.7, 5.166, -0.3863, -2.831
1955, 5, 15.29, 55.27, 71, 10.42, 4.411, 1.943
1955, 6, 12.52, 25.6, 28, 16.98, 10.34, 7.892
1955, 7, 19.53, 60.39, 86.78, 18.79, 12.25, 9.825
1955, 8, 0.01333, 0.2718, 0.1924, 19.74, 13.48, 11.02
1955, 9, 17.79, 31.17, 38.37, 15.21, 9.671, 7.508
1955, 10, 48.24, 234.2, 311.8, 8.165, 2.817, 0.404
1955, 11, 104.5, 390.2, 483.5, -3.229, -7.504, -9.549
1955, 12, 108.7, 304.8, 352.1, -6.017, -10.23, -11.94
1956, 1, 81.23, 226.6, 304.8, -4.231, -8.411, -10.21
1956, 2, 35.85, 173.3, 197.7, -7.003, -10.26, -11.84
1956, 3, 33.08, 208, 271.9, 1.666, -3.711, -5.96
1956, 4, 6.789, 27.15, 32.64, 9.635, 3.832, 1.329
1956, 5, 17.97, 35.76, 45.05, 14.89, 8.961, 6.327
1956, 6, 40.88, 88.16, 103.5, 14.87, 8.866, 6.562
1956, 7, 4.597, 28.57, 44.14, 21.6, 15.13, 12.79
1956, 8, 19.95, 31.96, 40.09, 19.96, 13.68, 11.12
1956, 9, 15.32, 88.02, 116.6, 15.26, 9.366, 6.846
1956, 10, 67.76, 190.8, 229.6, 7.728, 2.34, -0.02469
1956, 11, 19.93, 88.8, 108.1, -0.2774, -4.095, -6.256
1956, 12, 41.8, 195.7, 212.1, -2.103, -5.608, -7.48
1957, 1, 30.86, 88.23, 92.16, -10.77, -13.55, -15.18
1957, 2, 38.22, 187.7, 216.2, -3.082, -6.538, -8.296
1957, 3, 86.34, 164.9, 172.7, 2.982, -1.953, -4.102
1957, 4, 27.69, 67.45, 84.89, 9.239, 3.409, 0.9694
1957, 5, 38.09, 60.66, 74.07, 15.56, 9.583, 7.269
1957, 6, 20.32, 53.97, 66.98, 17.34, 10.95, 8.589
1957, 7, 2.224, 16.21, 20.01, 19.08, 12.32, 9.606
1957, 8, 7.49, 14.66, 15.26, 18.09, 11.47, 8.683
1957, 9, 12.25, 26.3, 34.25, 16.97, 11.38, 8.662
1957, 10, 56.13, 103.3, 125.2, 7.329, 2.293, -0.1492
1957, 11, 19.67, 87.27, 102.7, 1.667, -2.327, -4.665
1957, 12, 56.8, 255, 303.5, 0.003675, -4.404, -6.657
1958, 1, 62.96, 167.4, 203.2, -0.8659, -5.385, -7.629
1958, 2, 68.44, 138.2, 154.1, 3.462, -1.702, -4.106
1958, 3, 45.85, 90.05, 95.15, 3.366, -1.743, -4.056
1958, 4, 45.85, 128.6, 171.1, 7.672, 2.22, -0.165
1958, 5, 6.716, 14.39, 18.24, 16.91, 10.5, 7.85
1958, 6, 28.75, 66.51, 72.32, 19.69, 13.33, 10.82
1958, 7, 8.606, 15.98, 23.72, 23.05, 16.81, 14.12
1958, 8, 2.855, 11.87, 11.95, 22.61, 16.01, 13.29
1958, 9, 11.05, 74.68, 93.94, 14.6, 8.735, 6.092
1958, 10, 26.26, 115.3, 147.2, 9.254, 4.458, 1.796
1958, 11, 108.1, 378.9, 448, 0.7194, -4.36, -6.715
1958, 12, 66.42, 189.1, 214.7, -1.571, -5.063, -7.241
1959, 1, 86.96, 247.2, 295.7, -3.294, -7.47, -9.656
1959, 2, 50.87, 127.7, 138.3, -1.818, -5.816, -7.89
1959, 3, 35.78, 181, 218.6, 3.783, -1.738, -4.135
1959, 4, 13.14, 117.8, 160, 8.878, 2.832, 0.2824
1959, 5, 19.93, 59.41, 69.89, 11.07, 5.289, 2.861
1959, 6, 11.65, 40.62, 47.29, 15.91, 9.711, 7.316
1959, 7, 0.7916, 11.08, 12.89, 21.17, 14.29, 11.73
1959, 8, 1.25, 12.32, 12.73, 18.39, 12.14, 9.624
1959, 9, 62.33, 174.2, 203.8, 13.47, 7.74, 5.179
1959, 10, 44.47, 169.5, 206.8, 8.469, 3.523, 0.9749
1959, 11, 53.39, 267.7, 320.1, -0.00975, -3.791, -6.019
1959, 12, 35.21, 169.9, 196.3, -1.654, -5.627, -7.838
1960, 1, 31.79, 87.16, 101.6, -5.952, -8.687, -10.53
1960, 2, 56.07, 163.4, 186.3, -0.2834, -4.606, -6.82
1960, 3, 33.7, 155.4, 189.4, 3.631, -1.484, -4.126
1960, 4, 45.97, 133.2, 166.4, 8.363, 2.794, 0.1682
1960, 5, 38.01, 110.9, 132.6, 11.43, 5.576, 3.057
1960, 6, 3.966, 28.98, 33.56, 17.17, 10.5, 7.814
