# Created by WEAP: 5/6/2021 11:59:28 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: WA_N_CEN_Okanogan (469,095 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (115,884 ha),  1000 - 2000 m (289,999 ha),  2000 - 3000 m (63,211 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 105.8, 129.6, 142.4, -18.51, -21.64, -23.03
1950, 2, 76.72, 118.8, 143.1, -5.891, -9.048, -10.38
1950, 3, 76.02, 134.5, 167.1, -0.7495, -4.517, -6.21
1950, 4, 34.97, 58.81, 70.9, 3.858, -0.1913, -2.107
1950, 5, 24.13, 32.02, 33.75, 9.164, 4.988, 3.006
1950, 6, 49.6, 68.9, 72.2, 13.51, 9.648, 7.89
1950, 7, 17.24, 24.64, 29.63, 17, 12.93, 11.07
1950, 8, 9.411, 13.97, 17.6, 16.82, 12.69, 10.75
1950, 9, 5.29, 10.09, 13.93, 12.97, 8.969, 7.206
1950, 10, 125, 174.3, 194.6, 4.374, 0.4361, -1.419
1950, 11, 171.5, 240, 274.5, -2.051, -5.674, -7.367
1950, 12, 82.09, 103.5, 117.6, -3.627, -6.815, -8.163
1951, 1, 147.4, 212.5, 243.5, -8.456, -11.75, -13.15
1951, 2, 89.67, 142.4, 174.2, -6.483, -9.699, -10.99
1951, 3, 78.39, 115, 134.8, -3.656, -7.259, -8.847
1951, 4, 4.412, 7.695, 9.448, 5.157, 1.388, -0.3217
1951, 5, 44.65, 74.66, 89.58, 9.909, 6.126, 4.371
1951, 6, 45.1, 60.17, 65.32, 13.34, 9.486, 7.727
1951, 7, 19, 25.1, 26.97, 17.25, 13.2, 11.37
1951, 8, 54.91, 63.96, 62.42, 16.43, 12.35, 10.44
1951, 9, 13.45, 21.91, 26, 12.13, 8.265, 6.53
1951, 10, 84.51, 116.2, 124.3, 5.062, 1.137, -0.7614
1951, 11, 100.6, 140.6, 155.2, -2.376, -5.8, -7.313
1951, 12, 82.15, 100.3, 114.2, -11.2, -14.18, -15.38
1952, 1, 116.3, 139.4, 144.2, -11.64, -14.66, -15.91
1952, 2, 41.86, 58.78, 69.05, -6.282, -9.265, -10.49
1952, 3, 6.021, 19.77, 32.44, -1.119, -4.579, -6.13
1952, 4, 14.5, 29.42, 37.49, 6.386, 2.549, 0.7329
1952, 5, 19.2, 28.66, 33.39, 10.24, 6.389, 4.587
1952, 6, 44.82, 71.7, 83.06, 13.02, 8.96, 6.993
1952, 7, 9.805, 17.51, 24.75, 17.27, 13.25, 11.38
1952, 8, 2.619, 4.783, 8.096, 16.76, 12.71, 10.85
1952, 9, 23.56, 21.3, 18.5, 13.77, 9.919, 8.154
1952, 10, 3.719, 8.59, 12.52, 8.297, 4.534, 2.818
1952, 11, 11.74, 17.32, 19.6, -2.584, -5.967, -7.498
1952, 12, 91.06, 115, 124.8, -4.596, -7.98, -9.411
1953, 1, 197.1, 268.1, 307.9, -3.693, -6.875, -8.105
1953, 2, 40.52, 62.95, 79.95, -3.371, -6.684, -8.037
1953, 3, 16.33, 36.38, 50.52, 1.349, -2.497, -4.271
1953, 4, 31.43, 52.05, 63.28, 4.957, 1.042, -0.9337
1953, 5, 67.99, 89.75, 93.96, 9.141, 5.309, 3.445
1953, 6, 67.56, 93.22, 102.5, 11.26, 7.273, 5.308
1953, 7, 0.5515, 4.202, 8.001, 16.46, 12.45, 10.51
1953, 8, 25.24, 33.06, 37.91, 16.14, 12.06, 10.07
1953, 9, 10.3, 26.12, 39.81, 12.47, 8.425, 6.374
1953, 10, 9.626, 29.73, 48.91, 6.877, 3.042, 1.307
1953, 11, 70.06, 105.2, 135.1, 0.1186, -3.326, -4.804
1953, 12, 71.21, 103.8, 124, -4.041, -7.267, -8.533
1954, 1, 138.6, 190.5, 224.8, -9.99, -13.46, -14.96
1954, 2, 69.34, 113.6, 140.5, -3.19, -6.413, -7.632
1954, 3, 28.41, 44.14, 56.07, -1.79, -5.538, -7.355
1954, 4, 7.482, 28.45, 46.37, 3.343, -0.5862, -2.486
1954, 5, 17.46, 27.91, 33.39, 9.911, 5.966, 4.007
1954, 6, 26.94, 45.38, 53.69, 11.09, 7.03, 5.099
1954, 7, 12.64, 21.55, 27.86, 15.47, 11.51, 9.571
1954, 8, 31.43, 38.8, 43.55, 14.57, 10.45, 8.385
1954, 9, 44.35, 49.82, 52.64, 11.24, 7.376, 5.567
1954, 10, 14.12, 31.54, 44.41, 4.104, 0.3831, -1.289
1954, 11, 87.08, 133.5, 160, 1.942, -1.525, -3.096
1954, 12, 70.6, 92.77, 104.3, -7.218, -10.21, -11.31
1955, 1, 30.04, 39.34, 46.63, -8.432, -11.23, -12.19
1955, 2, 106.5, 142.4, 169.7, -7.003, -10.13, -11.4
1955, 3, 55.11, 96.64, 131.5, -4.794, -8.363, -9.951
1955, 4, 29.64, 53.7, 67.22, 2.345, -1.548, -3.463
1955, 5, 17.41, 34.09, 49.38, 7.676, 3.711, 1.63
1955, 6, 19.78, 33.09, 41.06, 13.58, 9.523, 7.463
1955, 7, 40.43, 65.53, 76.71, 15.76, 11.57, 9.533
1955, 8, 0.07566, 0.3025, 0.6355, 15.91, 11.88, 9.979
1955, 9, 10.97, 14.04, 15.93, 12.03, 8.031, 6.156
1955, 10, 65.29, 122.6, 166.6, 4.564, 0.792, -0.9124
1955, 11, 127.9, 183.2, 221.5, -6.787, -10.2, -11.76
1955, 12, 186.4, 226.2, 248, -10.65, -13.38, -14.47
1956, 1, 105, 131, 142.5, -7.945, -10.91, -12.19
1956, 2, 59.73, 82.87, 92.25, -11.34, -13.78, -14.63
1956, 3, 54.83, 107.4, 147.4, -3.36, -6.684, -8.057
1956, 4, 5.819, 8.266, 10.02, 5.749, 2.034, 0.2825
1956, 5, 19.9, 29.37, 37.55, 11.37, 7.458, 5.527
1956, 6, 54.78, 85.19, 101.1, 12.06, 8.094, 6.107
1956, 7, 9.458, 17.79, 23.37, 18.14, 14.02, 12.04
1956, 8, 46.57, 54.33, 53.5, 16.69, 12.67, 10.73
1956, 9, 17.11, 31.96, 45.19, 11.91, 8.032, 6.118
1956, 10, 84.09, 127.3, 159.4, 4.595, 0.7204, -1.072
1956, 11, 38.08, 55.1, 70.58, -3.984, -7.063, -8.313
1956, 12, 73.55, 97.83, 109.6, -6.945, -9.903, -11.08
1957, 1, 52.37, 68.56, 80.34, -14.94, -17.73, -18.92
1957, 2, 70.81, 112.9, 144.4, -7.63, -10.62, -12.03
1957, 3, 92.72, 123, 128, -0.5295, -3.967, -5.544
1957, 4, 29.54, 41.72, 44.49, 6.19, 2.348, 0.504
1957, 5, 56.84, 91.84, 111.8, 12.65, 8.696, 6.746
1957, 6, 22.92, 43.22, 54.79, 14.17, 10.11, 8.116
1957, 7, 15, 22.73, 28.65, 15.94, 11.69, 9.617
1957, 8, 13.02, 17.79, 20.59, 14.23, 10.17, 8.217
1957, 9, 2.884, 5.401, 6.384, 13.9, 9.965, 8.104
1957, 10, 66.12, 79.89, 84.55, 4.723, 0.9078, -1.002
1957, 11, 19.97, 33.94, 45.44, -1.276, -4.811, -6.476
1957, 12, 102.9, 147.9, 165.8, -4.788, -7.472, -8.614
1958, 1, 89.97, 114.3, 119.7, -5.961, -8.483, -9.596
1958, 2, 103.5, 118.5, 120, -0.5699, -3.817, -5.316
1958, 3, 77.55, 101.5, 107.6, 0.7301, -2.932, -4.71
1958, 4, 58.66, 95.75, 107, 4.981, 1.39, -0.4422
1958, 5, 13.55, 22.37, 28.1, 13.49, 9.406, 7.543
1958, 6, 28.4, 44.21, 54.24, 16.69, 12.56, 10.62
1958, 7, 56.93, 66.48, 65.51, 19.51, 15.42, 13.45
1958, 8, 1.315, 3.666, 6.086, 19.21, 15.17, 13.14
1958, 9, 13.71, 24.26, 33.02, 11.21, 7.418, 5.569
1958, 10, 31.15, 58.09, 81.45, 5.89, 2.354, 0.59
1958, 11, 188.4, 270.4, 314.9, -4.84, -7.828, -9.246
1958, 12, 77.97, 104.1, 123.4, -6.409, -9.015, -10.16
1959, 1, 147.8, 184.2, 191, -9.01, -11.39, -12.63
1959, 2, 72.3, 82.76, 90.04, -6.951, -9.593, -10.8
1959, 3, 36.76, 72.17, 96.38, -0.5764, -3.83, -5.328
1959, 4, 4.759, 27.46, 43.08, 5.577, 1.696, -0.199
1959, 5, 19.58, 36.32, 46.81, 8.679, 4.843, 2.907
1959, 6, 16.67, 33.65, 47.6, 12.95, 9.204, 7.248
1959, 7, 3.722, 8.033, 11.05, 17.84, 13.88, 11.82
1959, 8, 2.849, 7.984, 11.45, 15.05, 11.1, 8.947
1959, 9, 87.13, 116.4, 129.3, 10.32, 6.374, 4.564
1959, 10, 70.53, 110.7, 133.6, 4.943, 1.351, -0.4223
1959, 11, 103.1, 146.9, 175, -3.848, -6.889, -8.487
1959, 12, 48.65, 75.08, 91.95, -6.461, -9.328, -10.59
