# Created by WEAP: 5/6/2021 11:59:21 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: WA_W_Sultan (28,521 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (20,572 ha),  1000 - 2000 m (7,950 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m

1950, 1, 280.7, 338.8, -8.681, -11.1
1950, 2, 356, 423.6, -0.002717, -2.402
1950, 3, 365.3, 409.4, 2.143, -0.1838
1950, 4, 191.3, 211.1, 5.059, 2.795
1950, 5, 71.73, 71.92, 7.486, 5.265
1950, 6, 65.03, 69.64, 12.39, 10.3
1950, 7, 53.62, 49.33, 13.51, 11.42
1950, 8, 56.24, 67.24, 13.86, 11.81
1950, 9, 58.73, 64.7, 11.16, 9.02
1950, 10, 297.8, 339.8, 5.918, 3.673
1950, 11, 309.1, 345.8, 2.254, -0.04033
1950, 12, 262.9, 322.1, 2.985, 0.7201
1951, 1, 306.3, 404.2, -0.8166, -3.267
1951, 2, 343.6, 463.8, 1.075, -1.375
1951, 3, 167.2, 195.5, 1.52, -0.7787
1951, 4, 43.53, 38.2, 7.075, 5.017
1951, 5, 104.3, 113.9, 9.485, 7.405
1951, 6, 56.95, 57.78, 13.05, 10.96
1951, 7, 7.745, 7.051, 15.1, 13.07
1951, 8, 30.68, 34.33, 13.24, 11.34
1951, 9, 132.6, 138.4, 12.3, 10.36
1951, 10, 313.7, 333.3, 7.537, 5.299
1951, 11, 244.7, 283.7, 3.393, 0.997
1951, 12, 216.1, 259.4, -0.4447, -2.851
1952, 1, 165.9, 209.9, -1.076, -3.698
1952, 2, 101.8, 126.3, 2.057, -0.4352
1952, 3, 165, 187.5, 2.739, 0.4785
1952, 4, 56.53, 71.41, 6.85, 4.778
1952, 5, 96.6, 92.13, 9.605, 7.586
1952, 6, 90.02, 95.07, 10.51, 8.506
1952, 7, 34.85, 36.32, 14.23, 12.41
1952, 8, 41.11, 40.27, 14.77, 12.79
1952, 9, 17.98, 22.86, 12.29, 10.44
1952, 10, 65.4, 73.07, 9.109, 7.254
1952, 11, 40.98, 47.55, 2.06, -0.1545
1952, 12, 201, 255.4, 1.77, -0.6688
1953, 1, 529.6, 703.3, 3.833, 1.439
1953, 2, 190.8, 237.4, 2.165, -0.1237
1953, 3, 168.4, 185.2, 3.54, 1.233
1953, 4, 161.5, 170.1, 6.112, 3.889
1953, 5, 120.9, 119.9, 9.631, 7.408
1953, 6, 106, 109.8, 10.8, 8.607
1953, 7, 17.2, 20.72, 13.77, 11.84
1953, 8, 55.02, 56.02, 14.58, 12.58
1953, 9, 118.4, 137.1, 12.3, 10.24
1953, 10, 216.9, 230.1, 8.284, 6.193
1953, 11, 263.5, 296.5, 5.606, 3.076
1953, 12, 338.7, 428.9, 2.588, 0.1433
1954, 1, 298.6, 387.5, -1.504, -4.028
1954, 2, 291.4, 359, 2.578, 0.06606
1954, 3, 98.63, 120.2, 1.944, -0.3109
1954, 4, 137.5, 164.8, 4.772, 2.391
1954, 5, 78.72, 74, 9.411, 7.391
1954, 6, 186.4, 186.4, 9.985, 7.866
1954, 7, 68.93, 66.25, 12.55, 10.56
1954, 8, 87.75, 87.52, 12.93, 10.88
1954, 9, 74.43, 79.09, 11.89, 9.81
1954, 10, 55.42, 83.08, 7.643, 5.423
1954, 11, 339, 381.8, 6.567, 4.155
1954, 12, 272.8, 317.8, 2.099, -0.4929
1955, 1, 117.8, 137.7, 0.8514, -1.556
1955, 2, 234, 291.1, 0.5755, -1.921
1955, 3, 194.4, 246.6, 0.4684, -2
1955, 4, 197, 209.5, 4.295, 1.982
1955, 5, 133.6, 138.4, 7.508, 5.222
1955, 6, 122.1, 115.3, 11.57, 9.43
1955, 7, 110.3, 109.4, 12.42, 10.33
1955, 8, 4.984, 4.826, 13.14, 11.16
1955, 9, 53.73, 58.05, 11.15, 9.196
1955, 10, 327, 412.1, 7.455, 5.175
1955, 11, 373.1, 490.3, -0.09476, -2.72
1955, 12, 378, 452.9, -0.211, -2.845
1956, 1, 338.4, 381.3, 0.1802, -2.516
1956, 2, 261.2, 321, -1.73, -4.194
1956, 3, 217.5, 282.9, 1.873, -0.7845
1956, 4, 84.69, 85.17, 7.521, 5.361
1956, 5, 53.57, 49.52, 11.4, 9.489
1956, 6, 146.4, 154.6, 11.31, 9.163
1956, 7, 10.76, 14.66, 15.4, 13.41
1956, 8, 20.45, 21.63, 14.04, 12.14
1956, 9, 149.2, 169.2, 11.33, 9.26
1956, 10, 272.6, 336.4, 6.053, 3.657
1956, 11, 187.9, 209.9, 2.233, 0.01941
1956, 12, 309.6, 426.5, 1.2, -1.379
1957, 1, 173.4, 202.9, -3.737, -6.294
1957, 2, 356.7, 427.7, 0.2657, -2.191
1957, 3, 220.8, 240.5, 3.559, 1.105
1957, 4, 117.4, 129.1, 6.997, 4.824
1957, 5, 58.61, 60.49, 11.42, 9.411
1957, 6, 80.66, 90.82, 12.85, 10.75
1957, 7, 38.17, 39.83, 13.51, 11.68
1957, 8, 37.26, 37.14, 13.58, 11.73
1957, 9, 35.6, 37.44, 13.56, 11.67
1957, 10, 184.4, 195.9, 6.966, 4.736
1957, 11, 199.5, 222.4, 2.974, 0.6334
1957, 12, 288.5, 397.8, 2.595, -0.1103
1958, 1, 292.3, 344.8, 3.023, 0.2448
1958, 2, 256.1, 279.8, 5.656, 2.987
1958, 3, 128.7, 143.7, 4.059, 1.534
1958, 4, 205.7, 221.4, 6.85, 4.459
1958, 5, 32.04, 32.19, 12.84, 10.83
1958, 6, 61.17, 68.72, 15.27, 13.22
