# Created by WEAP: 5/6/2021 11:59:30 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: AZ_APS_SW_Lwr Gila (3,454,951 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (3,307,015 ha),  1000 - 2000 m (142,753 ha),  2000 - 3000 m (5,183 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 6.425, 25.07, 40.38, 9.432, 4.808, 0.1558
1950, 2, 14.97, 33.75, 39.08, 14.73, 9.599, 4.601
1950, 3, 6.226, 14.6, 18.08, 16.72, 10.73, 5.46
1950, 4, 0.002939, 1.116, 3.162, 21.85, 16.07, 11.08
1950, 5, 0.0183, 2.127, 5.423, 23.02, 17.35, 12.16
1950, 6, 0.09644, 0.5498, 1.801, 28.25, 22.39, 17.1
1950, 7, 42.52, 95.67, 150.7, 31.29, 24.84, 19.23
1950, 8, 5.882, 21.87, 35.78, 31.83, 25.19, 18.48
1950, 9, 13.32, 28.44, 33.03, 27.14, 21.22, 16.15
1950, 10, 3.141E-6, 0.4799, 3.934, 25.08, 19.94, 14.82
1950, 11, 2.936, 5.169, 7.789, 17.66, 13.39, 8.426
1950, 12, 0.1656, 0.5218, 0.8397, 14.2, 10.56, 5.72
1951, 1, 29.69, 56.56, 74.71, 10.99, 6.057, 1.451
1951, 2, 4.716, 24.77, 36.15, 12.83, 7.593, 3.107
1951, 3, 3.279, 18.04, 24.87, 15.5, 9.484, 4.555
1951, 4, 21.29, 60.18, 83.97, 19.39, 13.19, 8.204
1951, 5, 5.207, 22.18, 28.76, 24.3, 17.79, 12.53
1951, 6, 0, 0, 0, 27.29, 21.62, 16.15
1951, 7, 31.96, 66.17, 98.42, 32.74, 26.96, 21.54
1951, 8, 138.1, 247.6, 203.7, 30.35, 24.09, 18.64
1951, 9, 2.251, 5.064, 3.027, 28.62, 22.93, 17.44
1951, 10, 18.22, 34.06, 39.95, 22.08, 16.59, 11.3
1951, 11, 18.25, 32.68, 42.86, 14.43, 9.848, 4.907
1951, 12, 15.5, 67.72, 146.7, 10.06, 5.565, 1.097
1952, 1, 15.9, 46.62, 93.07, 9.205, 5.317, 0.8252
1952, 2, 8.08, 20.21, 26.65, 11.51, 6.837, 1.877
1952, 3, 63.82, 114.2, 142.7, 12.19, 6.076, 1.091
1952, 4, 28.02, 62.03, 71.37, 19.02, 13.23, 8.26
1952, 5, 0.01398, 0.3505, 0.04708, 25.8, 19.49, 14.03
1952, 6, 5.365, 5.639, 5.722, 27.93, 22.23, 17.16
1952, 7, 20.19, 44.08, 102.5, 31.89, 25.69, 19.93
1952, 8, 16.8, 71.66, 113, 32.56, 26.24, 20.11
1952, 9, 8.451, 45.93, 41.5, 30.02, 23.87, 18.18
1952, 10, 0, 0, 0, 25.32, 19.96, 14.37
1952, 11, 44.9, 77.5, 59.69, 13.7, 8.459, 3.409
1952, 12, 19, 38.18, 36.81, 10.18, 5.864, 0.8311
1953, 1, 3.241, 9.132, 16.27, 12.73, 8.902, 4.147
1953, 2, 21.34, 25.47, 18.1, 12.02, 7.157, 2.115
1953, 3, 11.08, 11.75, 13.41, 16.06, 10.41, 5.239
1953, 4, 1.606, 13.22, 29.05, 18.78, 12.98, 7.823
1953, 5, 1.206, 7.469, 13.82, 20.8, 14.81, 9.613
1953, 6, 0.0004285, 0.0002299, 0, 28.33, 22.83, 17.32
1953, 7, 32.54, 113.8, 211.2, 32.97, 26.35, 20.45
1953, 8, 20.36, 77.2, 143.7, 31.74, 25.02, 18.67
1953, 9, 0.02353, 0.04982, 0, 29.18, 23.75, 17.27
1953, 10, 1.282, 0.2386, 0.1942, 22.03, 16.78, 10.85
1953, 11, 0.8906, 13.12, 21.46, 16.34, 12.1, 6.853
1953, 12, 1.523, 8.939, 18.08, 10.01, 5.895, 0.5305
1954, 1, 25.29, 78.2, 94.62, 10.83, 6.888, 1.677
1954, 2, 9.541, 32.06, 38.4, 16.16, 11, 5.265
1954, 3, 30.06, 119.9, 174.9, 14.71, 8.888, 3.383
1954, 4, 0.005223, 0.7792, 6.587, 22.03, 16.16, 10.82
1954, 5, 1.968, 13.2, 10.33, 25.17, 19.3, 13.78
1954, 6, 3.514, 13.75, 32.69, 28.25, 22.39, 16.84
1954, 7, 40.51, 74.07, 124.4, 32.74, 26.8, 20.69
1954, 8, 8.96, 54.18, 68.87, 30.76, 24.33, 18.39
1954, 9, 15.83, 36.52, 62.51, 29.42, 23.12, 16.93
1954, 10, 2.354, 8.844, 10.71, 23.54, 18.03, 12.1
1954, 11, 1.12, 3.87, 7.79, 17.37, 12.49, 7.048
1954, 12, 0.5211, 5.757, 10.35, 11.71, 7.261, 1.693
1955, 1, 61.63, 84.07, 104.4, 8.765, 3.66, -2.055
1955, 2, 0.7575, 12.55, 19.37, 10.31, 4.746, -0.7082
1955, 3, 0.4856, 2.583, 5.183, 15.62, 9.645, 4.171
1955, 4, 0.4906, 11.71, 38.59, 18.31, 12.07, 6.515
1955, 5, 0.0525, 0.9409, 2.433, 22.8, 16.97, 11.61
1955, 6, 4.046, 46.49, 64.97, 28.16, 22.12, 16.09
1955, 7, 52.44, 108.1, 141, 30.16, 24.04, 18.12
1955, 8, 60.94, 130.7, 200.8, 30.48, 24.19, 18.54
1955, 9, 0.07544, 0.07935, 0.5943, 28.53, 23.04, 17.99
1955, 10, 5.064, 9.862, 26.44, 24.23, 19.32, 13.82
1955, 11, 1.283, 16.48, 34.94, 15, 10.99, 5.967
1955, 12, 2.672, 20.92, 45.25, 12.68, 8.571, 3.734
1956, 1, 5.041, 10.04, 22.12, 12.85, 8.793, 4.078
1956, 2, 5.12, 16.52, 21.7, 9.824, 4.458, -0.3901
1956, 3, 0, 0.02176, 0.2063, 16.29, 10.95, 6.153
1956, 4, 1.546, 7.718, 10.82, 18.69, 13.23, 7.806
