# Created by WEAP: 5/6/2021 11:59:22 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: OR_W_Upr Lost Creek (243,248 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (60,863 ha),  1000 - 2000 m (177,190 ha),  2000 - 3000 m (5,195 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 291.8, 380, 433.5, -2.109, -5.239, -7.9
1950, 2, 80.49, 145.9, 197.8, 2.587, -0.1891, -2.631
1950, 3, 196.2, 304.2, 396.7, 3.596, 0.2563, -2.49
1950, 4, 67.93, 88.12, 104.5, 7.002, 3.586, 0.7608
1950, 5, 35.56, 44.63, 48.53, 10.68, 7.627, 5.112
1950, 6, 83.17, 144.8, 189.8, 14.24, 10.76, 7.836
1950, 7, 0, 0.02705, 0.002179, 18.22, 15.47, 13.13
1950, 8, 0.3345, 2.81, 4.974, 19.06, 16.46, 14.25
1950, 9, 22.05, 41.37, 55.27, 14.8, 12.23, 10.05
1950, 10, 363.7, 409.9, 425.2, 9.451, 6.63, 4.148
1950, 11, 128.2, 195.9, 249.9, 5.7, 3.117, 0.8025
1950, 12, 220.9, 288.4, 343.5, 4.564, 2.163, -0.1097
1951, 1, 252.1, 343.1, 398.3, 0.5329, -2.641, -5.291
1951, 2, 144, 230.1, 307.9, 2.36, -0.8372, -3.609
1951, 3, 100.6, 161.8, 209.8, 2.883, -0.2681, -2.867
1951, 4, 52.99, 66.08, 77.78, 9.852, 6.722, 4.137
1951, 5, 55.17, 72.3, 86.5, 11.13, 7.983, 5.353
1951, 6, 0, 0.02525, 0.006056, 15.64, 12.74, 10.24
1951, 7, 0.004471, 0.2815, 0.6696, 18.74, 16.23, 14.11
1951, 8, 5.648, 5.455, 5.323, 17.75, 15.23, 13.11
1951, 9, 12.16, 29.66, 47.63, 16.26, 14.08, 12.38
1951, 10, 247.2, 279.8, 288.4, 8.215, 5.547, 3.401
1951, 11, 163.9, 230.2, 292.6, 4.317, 1.643, -0.5529
1951, 12, 275.1, 344.2, 400.4, -0.7815, -3.214, -5.103
1952, 1, 178.8, 263.6, 328.7, -1.317, -4.376, -7
1952, 2, 155.4, 265.9, 367, 1.426, -1.611, -4.213
1952, 3, 139.8, 205.4, 270.2, 1.968, -1.368, -4.106
1952, 4, 36.48, 46.83, 52.63, 8.68, 5.476, 2.79
1952, 5, 64.91, 70.31, 74.21, 11.13, 7.972, 5.284
1952, 6, 111.8, 121.6, 124.5, 12.55, 9.23, 6.443
1952, 7, 1.407, 14.25, 25.81, 19.09, 16.28, 14.17
1952, 8, 5.073, 2.996, 1.347, 17.43, 14.59, 12.44
1952, 9, 23.48, 40.45, 57.45, 16.67, 13.91, 11.75
1952, 10, 9.241, 9.357, 9.018, 12.82, 10.61, 8.798
1952, 11, 44.85, 60.53, 77.63, 2.564, 0.4618, -1.197
1952, 12, 258.2, 306.3, 339.4, 0.7373, -2.136, -4.519
1953, 1, 338.9, 376.8, 391.4, 3.259, 0.2946, -2.269
1953, 2, 196.5, 260.8, 315.2, 2.783, -0.2131, -2.645
1953, 3, 101.7, 139.4, 167.8, 3.741, 0.3504, -2.476
1953, 4, 64.1, 84.57, 99.92, 6.572, 2.995, -0.03501
1953, 5, 157.5, 187.1, 216, 7.901, 4.433, 1.381
1953, 6, 81.78, 94.66, 93.69, 11.28, 7.899, 4.964
1953, 7, 0.03758, 0.1786, 0.3459, 17.56, 14.63, 12.2
1953, 8, 52.64, 48.4, 42.77, 17.03, 13.71, 10.89
1953, 9, 17.08, 16.46, 15.28, 16.83, 14.21, 12.11
1953, 10, 84.15, 84.85, 75.53, 9.477, 6.511, 4.099
1953, 11, 250.3, 301.1, 346, 6.338, 3.166, 0.6199
1953, 12, 199.7, 242, 269, 2.015, -0.6692, -2.715
1954, 1, 328.3, 343.7, 332, 0.7609, -2.458, -5.002
1954, 2, 75.38, 100.6, 114.1, 4.293, 1.304, -1.062
1954, 3, 65.57, 106.4, 147, 3.618, -0.1653, -3.457
1954, 4, 83.73, 105.4, 118.3, 8.04, 4.63, 1.797
1954, 5, 23.68, 35.19, 46.56, 12.46, 8.954, 5.974
1954, 6, 88.28, 102.3, 108.1, 12.13, 8.743, 5.886
1954, 7, 0.02611, 0.3347, 0.575, 17.15, 14.19, 11.82
1954, 8, 22.07, 26.32, 29.16, 14.82, 11.68, 9.126
1954, 9, 39.56, 41.77, 41.13, 12.76, 9.663, 7.086
1954, 10, 45.16, 51.49, 49.55, 9.065, 5.98, 3.43
1954, 11, 51.01, 75.64, 102.2, 5.712, 3.009, 0.8707
1954, 12, 175.6, 206.9, 227.2, 0.6791, -2.185, -4.507
1955, 1, 74.02, 99.61, 116.1, -0.809, -3.928, -6.49
1955, 2, 51.33, 81.72, 106.2, 0.3084, -3.19, -6.181
1955, 3, 121.9, 159.9, 184.2, 2.744, -1.022, -4.147
1955, 4, 115.4, 175.6, 223, 3.742, -0.07739, -3.318
1955, 5, 18.33, 23.18, 24.52, 9.213, 5.832, 3.001
1955, 6, 20.95, 30.87, 39.01, 14.29, 11.09, 8.324
1955, 7, 2.994, 8.987, 12.7, 15.59, 12.37, 9.68
1955, 8, 0, 0, 0, 17.62, 15.01, 12.97
1955, 9, 49.36, 58.97, 64.3, 13.77, 10.65, 8.045
1955, 10, 133, 163.1, 174.8, 9.986, 6.984, 4.631
1955, 11, 189.6, 272.4, 352.8, 2.961, -0.08576, -2.437
1955, 12, 369.3, 447.4, 501.6, 1.922, -1.472, -4.238
1956, 1, 263.9, 316, 350.7, 1.598, -2.092, -5.139
1956, 2, 192.8, 239.8, 271.8, -0.1073, -3.445, -6.224
1956, 3, 69.37, 114.9, 155.3, 2.894, -0.6837, -3.657
1956, 4, 41.36, 50.08, 53.58, 8.111, 4.61, 1.684
1956, 5, 129.4, 121.3, 107.2, 11.81, 8.404, 5.47
1956, 6, 78.36, 83.64, 76.66, 13.17, 9.69, 6.731
1956, 7, 11.69, 20.18, 26.11, 18.61, 15.78, 13.45
1956, 8, 0.1957, 0.5018, 0.2093, 16.5, 13.6, 11.15
1956, 9, 15.38, 23.74, 32.03, 14.34, 11.43, 8.947
1956, 10, 261.4, 270.9, 267.4, 7.928, 4.926, 2.493
1956, 11, 34.2, 43.59, 51.17, 3.99, 2.079, 0.6195
1956, 12, 181.1, 247.7, 292.2, 1.057, -0.9139, -2.42
1957, 1, 96.16, 132.3, 161.6, -2.44, -5.593, -8.218
1957, 2, 140.1, 215.5, 340.8, 3.699, 0.248, -2.653
1957, 3, 266.1, 325.9, 379.7, 4.922, 1.205, -1.923
1957, 4, 36.25, 47.97, 55.16, 7.427, 3.946, 0.9577
1957, 5, 77.75, 80.92, 76.88, 11.75, 8.174, 5.1
1957, 6, 19.66, 26.01, 28.3, 15.17, 11.9, 9.176
1957, 7, 9.578, 15.88, 17.42, 16.26, 13.32, 10.89
1957, 8, 0.512, 4.488, 7.933, 15.14, 12.18, 9.759
1957, 9, 44.57, 64.09, 81.07, 16.21, 13.17, 10.55
1957, 10, 88.7, 114.3, 127.8, 7.814, 4.644, 1.998
1957, 11, 131.8, 174.5, 217.7, 2.77, 0.08902, -2.083
1957, 12, 255.7, 321.8, 367.2, 1.641, -0.8488, -2.79
1958, 1, 231, 261.2, 280.7, 2.072, -1.092, -3.794
1958, 2, 222.2, 291.3, 352.9, 5.393, 1.614, -1.688
1958, 3, 88.88, 115, 133.9, 3.078, -0.7786, -4.169
1958, 4, 58, 87.19, 109, 6.802, 3.012, -0.232
1958, 5, 33.25, 38.14, 41.73, 13.89, 10.41, 7.382
1958, 6, 143.4, 154.4, 154, 15.02, 11.45, 8.442
1958, 7, 42.42, 57.4, 65.04, 19.76, 16.45, 13.67
1958, 8, 15.15, 8.861, 4.162, 20.14, 16.92, 14.27
1958, 9, 29.75, 38.18, 44.96, 14.18, 10.97, 8.291
1958, 10, 31.82, 42.21, 44.33, 11.28, 8.502, 6.319
1958, 11, 146.2, 215.4, 278.7, 4.871, 2.211, 0.1339
1958, 12, 109.4, 138.9, 158.2, 4.237, 1.724, -0.2692
1959, 1, 134.1, 179.7, 206.7, 2.693, -0.5406, -3.241
1959, 2, 101.7, 136.8, 160.9, 2.127, -1.307, -4.145
1959, 3, 91.43, 116.4, 129.2, 5, 1.597, -1.247
1959, 4, 41.14, 44.52, 43.23, 8.705, 5.479, 2.801
1959, 5, 85.48, 94.66, 104.3, 9.092, 5.514, 2.445
1959, 6, 25.55, 30.65, 28.96, 14.73, 11.52, 8.865
1959, 7, 0.4275, 1.804, 2.578, 19.48, 16.64, 14.46
1959, 8, 9.976, 13.78, 18.65, 16.72, 14.07, 12.08
1959, 9, 60.54, 88.03, 106.9, 12.97, 9.725, 7.001
1959, 10, 75.38, 102.1, 112.3, 10.04, 7.118, 4.813
1959, 11, 28.38, 48.96, 62.61, 4.659, 2.572, 1.05
1959, 12, 60.08, 87.3, 105.9, 0.6581, -1.588, -3.483
1960, 1, 115.4, 145.2, 166, 0.525, -2.782, -5.444
1960, 2, 180.3, 220.2, 255.8, 2.117, -1.702, -5.038
1960, 3, 206.8, 255.8, 287.2, 5.909, 2.32, -0.6575
1960, 4, 77.31, 101, 111.6, 7.012, 3.289, 0.1273
1960, 5, 122.3, 165.3, 198.9, 9.365, 5.834, 2.824
1960, 6, 0.3785, 2.938, 4.764, 15.79, 12.53, 9.787
1960, 7, 11.08, 16.61, 15.66, 19.69, 16.93, 14.8
1960, 8, 11.72, 20.32, 27.25, 16.47, 13.29, 10.74
1960, 9, 6.386, 7.663, 7.16, 15.68, 12.76, 10.39
1960, 10, 59.24, 80.75, 86.95, 9.719, 6.995, 4.764
1960, 11, 227.1, 286.6, 336.8, 3.591, 0.4786, -2.103
1960, 12, 75.29, 100.3, 117.3, 1.694, -0.9118, -2.989
1961, 1, 50.89, 70.85, 88.64, 3.08, 0.2802, -2.047
1961, 2, 203.6, 263.8, 297.4, 4.085, 0.2198, -3.119
1961, 3, 190, 245.9, 285.4, 4.062, 0.2661, -2.922
1961, 4, 57.09, 73.37, 83.06, 7.427, 3.917, 0.9142
1961, 5, 102, 108.2, 110.9, 9.962, 6.439, 3.325
1961, 6, 25.6, 37.97, 44.58, 16.94, 13.65, 10.83
1961, 7, 1.642, 2.022, 0.8066, 18.32, 15.53, 13.23
1961, 8, 11.98, 13.78, 14.54, 19.47, 16.52, 14.05
1961, 9, 33.57, 42.15, 46.18, 12.5, 9.409, 6.798
1961, 10, 164.4, 183.3, 182.8, 8.927, 5.985, 3.627
1961, 11, 198.8, 241.2, 267, 2.979, 0.2698, -1.859
1961, 12, 157.5, 186.3, 200.3, -0.01164, -2.772, -5.061
1962, 1, 68.14, 87.8, 104.5, -1.021, -3.686, -6.081
1962, 2, 73.48, 125.7, 173.4, 1.986, -1.451, -4.415
1962, 3, 100.5, 160, 215.7, 3.172, -0.6444, -3.89
1962, 4, 65.69, 90.19, 102.3, 8.851, 5.39, 2.408
1962, 5, 71.11, 74.41, 72.12, 8.577, 4.98, 1.855
1962, 6, 13.32, 14.19, 13.49, 13.53, 10.43, 7.832
1962, 7, 0.2462, 1.849, 2.688, 17.13, 14.27, 11.99
1962, 8, 38.82, 36.85, 34.85, 16.62, 13.55, 11.02
1962, 9, 38.73, 52.13, 59.36, 15.76, 12.8, 10.4
1962, 10, 235.1, 254.8, 258, 9.011, 6.532, 4.416
1962, 11, 163.1, 201.4, 228.6, 5.057, 2.261, -0.03085
1962, 12, 128.8, 135.1, 141.3, 2.87, 0.5038, -1.468
1963, 1, 78.07, 95.45, 107, -0.4231, -2.393, -3.915
1963, 2, 140.3, 193.9, 231.9, 6.194, 3.043, 0.3983
1963, 3, 78.94, 121.4, 154.7, 4.32, 0.8102, -2.204
1963, 4, 150.6, 192.2, 228, 4.952, 1.093, -2.277
1963, 5, 88.43, 91.81, 85.17, 11.87, 8.445, 5.517
1963, 6, 61.15, 59.59, 52.79, 13.25, 9.783, 6.806
1963, 7, 4.682, 10.43, 13.14, 15.51, 12.4, 9.777
1963, 8, 7.144, 18.58, 30.7, 17.35, 14.22, 11.65
1963, 9, 47.7, 65.66, 73.76, 17.14, 13.65, 10.77
1963, 10, 94.43, 99.59, 95.4, 9.938, 6.73, 4.043
1963, 11, 204.2, 262.2, 312.1, 4.431, 1.336, -1.306
1963, 12, 71.75, 105.4, 127.2, 2.357, 0.2398, -1.715
1964, 1, 262.7, 307.2, 327.5, -0.01252, -2.966, -5.514
1964, 2, 42.01, 61.47, 74.35, 2.004, -1.355, -4.166
1964, 3, 126.7, 178.3, 216.6, 3.108, -0.6934, -3.823
1964, 4, 33.42, 46.67, 55.39, 6.139, 2.512, -0.5178
1964, 5, 23.05, 27.52, 27.48, 9.606, 6.02, 2.96
1964, 6, 75.97, 100.8, 113.9, 13.72, 9.909, 6.721
1964, 7, 16.17, 23.38, 24.45, 18.21, 14.73, 11.82
1964, 8, 8.805, 9.775, 8.945, 17.33, 13.76, 10.8
1964, 9, 7.14, 10.45, 10.52, 13.51, 10.34, 7.733
1964, 10, 27.71, 29.65, 29.01, 12.06, 9.026, 6.465
1964, 11, 212.2, 299.4, 372.2, 3.026, 0.1926, -2.071
1964, 12, 614.9, 781, 942.3, 1.654, -1.714, -4.351
1965, 1, 228.1, 291.4, 330.7, 1.247, -1.378, -3.575
1965, 2, 59.6, 78.22, 88.29, 3.281, 0.0725, -2.64
1965, 3, 28.68, 32.22, 36.78, 5.452, 1.986, -0.9014
1965, 4, 106.3, 120.5, 132, 7.878, 4.334, 1.26
1965, 5, 21.6, 29.64, 35.14, 9.758, 6.105, 3.027
1965, 6, 26.52, 30.34, 33.25, 13.96, 10.64, 7.841
1965, 7, 7.642, 10.61, 12.53, 18.47, 14.98, 11.99
1965, 8, 46.98, 45.19, 44.91, 17.41, 14.03, 11.18
1965, 9, 0.002305, 0.08294, 0.008413, 13.28, 10.15, 7.652
1965, 10, 48.59, 60.62, 63.44, 12.18, 9.227, 7.016
1965, 11, 130.5, 180.6, 233.1, 5.715, 2.396, -0.3331
1965, 12, 106.8, 135.8, 153.9, 0.01804, -2.919, -5.301
1966, 1, 291.8, 312.9, 306.4, 0.1248, -2.823, -5.016
1966, 2, 49.96, 74.12, 93.69, 1.576, -2.056, -5.074
1966, 3, 138.2, 178.3, 216.3, 5.243, 1.34, -1.94
1966, 4, 37.76, 42.49, 46.27, 8.88, 5.555, 2.731
1966, 5, 11.35, 15.55, 18.98, 12.25, 9.039, 6.315
1966, 6, 38.54, 39.5, 37.22, 14.13, 10.5, 7.347
1966, 7, 41.77, 57.74, 60.93, 16.57, 13.21, 10.35
1966, 8, 16.13, 14.42, 12.1, 18.18, 15.15, 12.75
1966, 9, 43.44, 48.37, 49.83, 15.58, 12.41, 9.826
1966, 10, 69.21, 77.76, 72.74, 10.04, 7.154, 4.941
1966, 11, 237, 276, 297.1, 5.37, 2.337, -0.02957
1966, 12, 165.9, 190.5, 204.8, 2.207, -0.9496, -3.409
1967, 1, 219.1, 243.3, 256.8, 1.366, -1.552, -3.787
1967, 2, 64.31, 81.58, 94.84, 3.107, 0.1958, -2.19
1967, 3, 112.6, 148.3, 180.6, 3.339, -0.4829, -3.811
1967, 4, 107.5, 134.9, 153.5, 3.599, -0.2256, -3.577
1967, 5, 74.45, 80.41, 88.82, 11.13, 7.587, 4.528
1967, 6, 36.2, 41.37, 53.02, 15.5, 11.88, 8.678
1967, 7, 0, 0, 0, 19.23, 16.19, 13.76
1967, 8, 6.1, 4.251, 2.211, 20.98, 17.93, 15.46
1967, 9, 11.71, 18.24, 21.28, 17.35, 14.36, 11.9
1967, 10, 98.89, 118.4, 119.6, 9.596, 6.346, 3.735
1967, 11, 54.07, 67.21, 78.41, 5.84, 3.216, 1.226
1967, 12, 141, 159, 169.1, -0.7599, -3.566, -5.729
1968, 1, 109.6, 137.7, 155.2, 0.8141, -2.319, -4.844
1968, 2, 143.3, 183.3, 218.3, 6.081, 2.563, -0.3553
1968, 3, 76.49, 95.35, 113.8, 6.477, 2.725, -0.5522
1968, 4, 28.42, 36.33, 41.03, 6.683, 3.196, 0.1494
1968, 5, 65.66, 78.18, 92.62, 10.4, 6.86, 3.76
1968, 6, 6.605, 11.18, 15.49, 15.11, 11.69, 8.788
1968, 7, 2.071, 3.912, 4.51, 19.49, 16.43, 13.96
1968, 8, 62.41, 73.09, 81.25, 16.75, 13.18, 10.19
1968, 9, 23.57, 31.06, 32.45, 15.27, 12.05, 9.537
1968, 10, 88.42, 108.1, 112.7, 9.323, 5.971, 3.349
1968, 11, 186.4, 263, 333.3, 4.354, 1.052, -1.631
1968, 12, 153.7, 215.7, 276.8, 0.2075, -3.283, -6.133
1969, 1, 226.3, 269.8, 305.9, -0.9657, -4.095, -6.595
1969, 2, 68.34, 101, 138.6, 1.279, -2.646, -6.083
1969, 3, 44.13, 66.59, 85.07, 4.781, 0.8712, -2.501
1969, 4, 72.61, 92.29, 104.1, 6.951, 3.214, -0.09516
1969, 5, 54.24, 55.78, 53.33, 13.26, 9.544, 6.283
1969, 6, 98.51, 114.2, 127.8, 15.71, 12.19, 9.154
1969, 7, 0.6455, 1.614, 1.56, 17.69, 14.68, 12.33
1969, 8, 0, 0, 0, 17.26, 14.09, 11.48
1969, 9, 22.99, 28.07, 25.31, 15.41, 12.26, 9.647
1969, 10, 124.2, 132.1, 131.5, 7.846, 4.346, 1.375
1969, 11, 46.12, 54.39, 60.44, 5.185, 2.855, 1.22
1969, 12, 231.5, 282.6, 318.3, 2.386, -0.4902, -2.761
1970, 1, 272.9, 344.7, 390.3, 2.853, -0.7656, -3.72
1970, 2, 67.7, 87.42, 102.3, 5.085, 1.681, -1.135
1970, 3, 74.04, 96.84, 114.3, 5.264, 1.531, -1.632
1970, 4, 67.55, 98.26, 121.2, 4.522, 0.7846, -2.495
