# Created by WEAP: 5/6/2021 11:59:26 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: WA_N_CEN_Upper Yakima (553,047 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (323,765 ha),  1000 - 2000 m (228,323 ha),  2000 - 3000 m (959 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 120.5, 227.6, 312.5, -14.3, -16.52, -17.5
1950, 2, 85.87, 198, 386.7, -4.335, -6.968, -8.368
1950, 3, 97.02, 228, 350.7, 0.7716, -2.681, -4.678
1950, 4, 41.84, 91.28, 141, 4.326, 0.8318, -1.382
1950, 5, 6.936, 22.79, 46.77, 9.549, 5.594, 2.804
1950, 6, 48.47, 62.89, 71, 14.05, 10.17, 7.462
1950, 7, 8.704, 14.93, 21.2, 18.43, 14.51, 11.76
1950, 8, 5.623, 19.51, 45.47, 18.7, 15.05, 12.5
1950, 9, 13.87, 29.93, 46.9, 14.29, 11.21, 9.231
1950, 10, 121.1, 220.1, 295.4, 6.046, 2.999, 0.8687
1950, 11, 140.6, 279.1, 331.8, 0.6009, -2.059, -3.623
1950, 12, 109.1, 194.8, 263.8, -0.8735, -3.368, -4.826
1951, 1, 134.9, 259.3, 348.4, -4.737, -7.149, -8.457
1951, 2, 92.21, 232.6, 408.3, -2.473, -5.288, -6.5
1951, 3, 75.3, 160.2, 199.3, -0.1476, -3.308, -5.167
1951, 4, 7.124, 11.75, 14.58, 7.154, 3.82, 1.894
1951, 5, 55.76, 101.5, 129.4, 10.73, 7.15, 4.619
1951, 6, 32.72, 29.1, 40.45, 15.55, 11.92, 9.372
1951, 7, 8.932, 9.813, 10.03, 18.77, 15.18, 12.58
1951, 8, 19.68, 27.96, 35.07, 17.79, 14.32, 11.63
1951, 9, 24.32, 51.61, 84.59, 13.84, 10.78, 8.937
1951, 10, 69.09, 150.2, 246.7, 6.425, 3.52, 1.581
1951, 11, 86.01, 172, 220.9, 0.2415, -2.556, -4.081
1951, 12, 88.61, 168.8, 207.6, -5.702, -7.621, -8.481
1952, 1, 57.26, 111.8, 166.7, -8.579, -10.65, -11.19
1952, 2, 51.56, 99.07, 120, -2.325, -5.291, -6.494
1952, 3, 25.99, 70.87, 109.4, 1.555, -1.908, -3.997
1952, 4, 8.918, 26.66, 51.58, 7.182, 3.558, 1.373
1952, 5, 19.71, 34.93, 54.9, 11.11, 7.359, 4.965
1952, 6, 49.44, 75.85, 97.22, 13.44, 9.624, 6.84
1952, 7, 0.5593, 3.24, 16.15, 18.44, 14.82, 12.38
1952, 8, 10.07, 11.61, 9.924, 17.52, 14.22, 11.9
1952, 9, 6.212, 11.14, 17.96, 15.05, 11.87, 9.942
1952, 10, 4.655, 16.28, 46.12, 10.26, 7.403, 6.178
1952, 11, 19.07, 28.67, 37.44, -1.54, -3.49, -4.502
1952, 12, 82, 153.5, 218.2, -2.326, -4.822, -6.296
1953, 1, 229, 477.7, 749.8, 0.5303, -2.276, -3.557
1953, 2, 59.44, 148, 272.1, 1.069, -2.189, -4.128
1953, 3, 28.53, 75.45, 132.4, 2.926, -0.4544, -2.713
1953, 4, 62.64, 106.1, 143.8, 5.414, 1.985, -0.237
1953, 5, 46.56, 82.62, 118, 9.262, 5.768, 3.305
1953, 6, 28, 56.42, 84.58, 11.68, 8.009, 5.238
1953, 7, 1.106, 4.949, 16.09, 17.94, 14.16, 11.23
1953, 8, 29.73, 31.16, 32.91, 17.22, 13.86, 11.4
1953, 9, 9.143, 28.12, 63.78, 13.56, 10.56, 8.595
1953, 10, 21.36, 64.12, 140.3, 8.433, 5.495, 3.733
1953, 11, 75.37, 161.1, 248.6, 2.401, -0.3422, -2.064
1953, 12, 138.9, 300.5, 394.6, 0.1111, -2.399, -4.117
1954, 1, 139.3, 272.8, 381.3, -5.331, -7.81, -9.316
1954, 2, 64.72, 171.9, 308.6, -1.381, -4.018, -5.376
1954, 3, 32.73, 76.23, 112.3, 0.5243, -2.817, -4.918
1954, 4, 23.71, 76.68, 149.3, 5.074, 1.542, -1.2
1954, 5, 14.51, 26.84, 39.44, 10.54, 6.942, 4.335
1954, 6, 33.14, 74.85, 128.6, 11.87, 8.227, 5.243
1954, 7, 9.239, 20.49, 40.71, 16.24, 12.73, 9.699
1954, 8, 11.92, 23.56, 47.53, 15.42, 11.97, 9.21
1954, 9, 29.34, 40.36, 60.49, 12.57, 9.655, 7.596
1954, 10, 33.2, 79.81, 134.1, 5.813, 3.141, 1.545
1954, 11, 83.74, 185, 284, 3.659, 1.108, -0.4602
1954, 12, 57.92, 138.7, 204.6, -3, -5.344, -6.57
1955, 1, 38.99, 85.54, 124.8, -3.176, -5.249, -6.481
1955, 2, 85.12, 205.8, 358.7, -1.831, -4.856, -6.741
1955, 3, 112.1, 251.6, 338.7, -1.327, -4.665, -6.506
1955, 4, 48.97, 102.2, 150.2, 3.097, -0.1759, -2.298
1955, 5, 21.67, 56.32, 114.3, 8.171, 4.478, 1.903
1955, 6, 14.71, 27.64, 50.71, 14.17, 10.2, 7.132
