# Created by WEAP: 5/6/2021 11:59:34 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: AZ_NW_Lwr Colo Blw Hoover (685,755 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (467,624 ha),  1000 - 2000 m (185,231 ha),  2000 - 3000 m (31,669 ha),  3000 - 4000 m (1,231 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 0.8984, 0.4891, 0.2432, 0.1684, 5.988, 0.6987, -4.05, -7.669
1950, 2, 2.274, 2.003, 4.317, 11.39, 11.77, 6.511, 1.867, -1.561
1950, 3, 4.17, 1.81, 0.1511, 0.1359, 14.19, 8.87, 4.062, 0.3285
1950, 4, 0.004915, 0.1142, 0.4286, 1.07, 19.96, 14.57, 9.833, 6.294
1950, 5, 0.07514, 0.02632, 0.001401, 0, 22.19, 17.12, 12.54, 9.035
1950, 6, 0, 0, 0, 0, 26.61, 21.5, 16.91, 13.53
1950, 7, 26.23, 41.49, 68.1, 78.66, 30.49, 25.98, 21.66, 18.11
1950, 8, 3.85, 3.324, 2.941, 3.897, 29.66, 24.76, 20.21, 16.67
1950, 9, 9.243, 15.12, 26.59, 47.73, 25.21, 20.26, 15.65, 11.95
1950, 10, 0.07481, 0.02406, 0.0009729, 0, 22.06, 16.85, 12.08, 8.397
1950, 11, 0.5023, 0.3535, 1.482, 5.868, 14.69, 9.511, 4.861, 1.269
1950, 12, 0.1517, 0.07085, 0, 0, 11.82, 6.533, 1.763, -1.964
