# Created by WEAP: 5/6/2021 11:59:24 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: WA_ID_AVA_North Fork Clearwater (632,186 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (141,696 ha),  1000 - 2000 m (484,237 ha),  2000 - 3000 m (6,252 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 160.4, 264.7, 241.3, -10.45, -13.34, -16.6
1950, 2, 140.4, 191.2, 121.9, -2.588, -5.184, -7.867
1950, 3, 139.4, 195.8, 117.6, 0.8696, -2.178, -4.299
1950, 4, 80.6, 113.1, 87.96, 4.763, 1.719, 0.138
1950, 5, 59.84, 64.79, 53.03, 8.672, 5.669, 3.822
1950, 6, 133.3, 153, 144.8, 14, 11.15, 8.709
1950, 7, 40.95, 56.12, 66.92, 18.01, 15.21, 12.82
1950, 8, 18.96, 22.38, 33.11, 18.05, 15.22, 12.79
1950, 9, 40.41, 51.51, 50.53, 13.3, 10.61, 7.922
1950, 10, 146.7, 199.6, 173.2, 7.952, 5.137, 2.745
1950, 11, 124.2, 177, 173.5, 1.166, -2.203, -5.442
1950, 12, 122.8, 153.3, 106, 0.454, -2.894, -6.247
1951, 1, 126.6, 179, 133.4, -3.978, -7.414, -11.14
1951, 2, 103.1, 171.1, 141.3, -1.833, -4.801, -6.639
1951, 3, 76.78, 122.8, 111.6, -0.1204, -3.381, -5.814
1951, 4, 30.64, 56.7, 118.3, 6.613, 3.599, 1.511
1951, 5, 58.25, 86.75, 86.38, 10.63, 7.604, 5.604
1951, 6, 61.13, 70.75, 61.38, 13.08, 10.13, 7.903
1951, 7, 24.47, 34.98, 48.6, 19.26, 16.29, 13.94
1951, 8, 21.64, 27.53, 31.69, 17.49, 14.61, 12.12
1951, 9, 31.64, 54.14, 63.73, 13, 9.988, 7.151
1951, 10, 180.8, 205.6, 147.4, 5.916, 3.189, 0.9599
1951, 11, 105.7, 154.2, 141, 0.2075, -2.921, -5.677
1951, 12, 147.9, 214.8, 164, -4.588, -8.082, -11.59
1952, 1, 91.12, 119.8, 88.68, -4.794, -8.631, -12.39
1952, 2, 68.55, 87.06, 59.09, -1.577, -4.966, -7.602
1952, 3, 88.46, 110.6, 56.84, 0.6549, -2.61, -4.972
1952, 4, 28.8, 30.58, 18.82, 7.354, 4.42, 3.027
1952, 5, 97.05, 129.9, 130, 11.39, 8.332, 6.449
1952, 6, 113.1, 138.4, 128.3, 13.9, 11.22, 9.216
1952, 7, 5.654, 11.63, 24.81, 16.99, 14.22, 12.45
1952, 8, 2.534, 11.66, 31.36, 16.71, 14.3, 12.85
1952, 9, 12.31, 19.46, 30.71, 13.69, 11.36, 9.293
1952, 10, 5.71, 10.33, 8.931, 9.443, 6.563, 3.31
1952, 11, 33.59, 44.07, 45.53, -0.5135, -3.585, -6.377
1952, 12, 124.1, 127.3, 67.08, -1.782, -5.01, -8.176
1953, 1, 302.7, 386.3, 327.5, 1.087, -1.588, -3.115
1953, 2, 122.6, 166.9, 137.1, 0.1044, -2.926, -4.937
1953, 3, 75.67, 102.8, 60.87, 2.506, -0.364, -2.036
1953, 4, 96.21, 123, 91.92, 5.594, 2.588, 0.4482
1953, 5, 101.8, 124.8, 160.9, 8.613, 5.866, 3.971
1953, 6, 48.79, 63.35, 66.68, 12.22, 9.747, 8.084
1953, 7, 1.886, 3.188, 3.858, 17.54, 15.21, 13.82
1953, 8, 36.04, 38.59, 24.33, 17.4, 14.9, 12.83
1953, 9, 13.58, 16.66, 21.37, 13.69, 11.45, 9.408
1953, 10, 24.36, 24.72, 11.44, 8.181, 5.524, 2.933
1953, 11, 100.4, 154, 116.2, 2.918, 0.05829, -2.036
1953, 12, 179.3, 194.6, 109.2, -0.4191, -3.014, -4.922
1954, 1, 211.2, 289.9, 275.1, -3.168, -6.235, -9.071
1954, 2, 69.03, 113.3, 118.2, 1.002, -2.02, -4.508
1954, 3, 59.43, 83.67, 71.85, 0.4924, -2.268, -4.115
1954, 4, 107.9, 149.7, 118.4, 5.087, 2.398, 1.113
1954, 5, 59.38, 78.8, 96.24, 11.2, 8.608, 6.693
1954, 6, 102, 120.6, 117.5, 12.42, 9.821, 8.107
1954, 7, 15.62, 26.33, 33.92, 17.63, 15.23, 13.81
1954, 8, 86.24, 92.15, 75.02, 15.43, 12.88, 10.95
1954, 9, 26.75, 57.09, 103, 12.9, 10.13, 7.642
1954, 10, 41.74, 54.29, 44.16, 6.156, 3.456, 0.911
1954, 11, 82.24, 101.9, 60.29, 3.634, 0.7871, -1.733
1954, 12, 98.17, 110.7, 51.09, -2.9, -5.73, -7.926
1955, 1, 76.79, 98.57, 59.31, -2.996, -6.043, -9.416
1955, 2, 119.2, 158.9, 119.6, -3.521, -6.597, -9.75
1955, 3, 138.3, 182.8, 156.2, -2.908, -5.754, -7.985
1955, 4, 98.8, 137, 111.5, 3.341, 0.6848, -0.4788
1955, 5, 63.99, 95.89, 124.2, 8.104, 5.503, 4.058
1955, 6, 65.16, 80.5, 103.5, 14.41, 11.79, 10.07
1955, 7, 52.79, 68.13, 84.65, 17.39, 14.8, 12.98
1955, 8, 0.5752, 0.5801, 0.3007, 17.02, 14.58, 13.24
1955, 9, 74.69, 78.54, 45.54, 12.48, 9.971, 7.782
1955, 10, 136.2, 169.8, 103.8, 7.642, 5.107, 3.163
1955, 11, 215.4, 259.6, 198.1, -2.663, -5.49, -8.194
1955, 12, 175.2, 241.6, 259.2, -4.337, -7.375, -10.38
1956, 1, 133.9, 159.3, 102.5, -3.502, -6.445, -9.191
1956, 2, 120.9, 163.2, 134.8, -4.575, -7.489, -10.27
1956, 3, 132.7, 178.7, 142.8, -0.09505, -2.887, -4.438
1956, 4, 33.1, 66.47, 140.3, 6.853, 4.055, 2.613
1956, 5, 93.14, 109.6, 92.82, 11.74, 9.208, 7.921
1956, 6, 78.21, 90.69, 109, 13.68, 11.28, 9.919
1956, 7, 30.71, 51.38, 90.81, 18.81, 16.28, 14.18
1956, 8, 57.98, 56.61, 51.21, 16.41, 13.93, 11.79
1956, 9, 13.83, 34.29, 44.21, 13.21, 10.43, 8.298
1956, 10, 99.51, 121.3, 104.5, 6.448, 3.812, 1.841
1956, 11, 52.43, 69.68, 61.47, 0.9382, -2.44, -4.987
1956, 12, 123.1, 152, 104.6, -0.2097, -3.529, -5.892
1957, 1, 90.42, 108.6, 95.63, -6.848, -10.82, -15.48
1957, 2, 100.3, 139, 115.6, -1.048, -4.193, -7.416
1957, 3, 98.13, 132.8, 118.7, 3.021, -0.1981, -2.862
1957, 4, 88.41, 97.91, 66.62, 6.816, 4.013, 2.051
1957, 5, 146.2, 188.9, 204.2, 13.63, 10.66, 8.495
1957, 6, 65.27, 100.4, 84.47, 14.9, 12.36, 10.54
1957, 7, 14.24, 20.1, 29.72, 17.3, 15.02, 13.82
1957, 8, 16.29, 19.73, 26.13, 16.23, 13.91, 12.59
1957, 9, 7.958, 14.43, 24.68, 14.38, 11.66, 9.466
1957, 10, 99.93, 116.2, 117.2, 7.446, 4.238, 0.9992
1957, 11, 101.1, 103.1, 50.31, -0.1218, -2.855, -4.994
1957, 12, 177.5, 218.6, 164.3, -1.328, -4.141, -5.505
1958, 1, 134.2, 135, 65.76, -2.624, -5.507, -7.056
1958, 2, 140.8, 157.6, 102.6, 2.205, -0.9042, -3.398
1958, 3, 53.61, 53.76, 35.3, 1.459, -1.345, -2.961
1958, 4, 172.1, 203.8, 164, 5.069, 2.649, 1.32
1958, 5, 36.26, 65.99, 112.3, 14.47, 12.14, 10.29
1958, 6, 126.8, 146.9, 186.7, 16.56, 13.79, 11.49
1958, 7, 37.35, 48.44, 61.42, 19.01, 16.26, 13.82
1958, 8, 13.48, 18.57, 23.37, 19.19, 16.81, 15.01
1958, 9, 70.45, 81.41, 77.71, 12.23, 9.921, 8.182
1958, 10, 82.9, 91.78, 101.4, 7.85, 5.215, 2.686
1958, 11, 207.6, 266.2, 243.3, 0.5908, -2.225, -4.106
1958, 12, 165.8, 195.9, 122.9, 0.07855, -3.005, -5.701
1959, 1, 183.1, 236.2, 194.4, -2.215, -5.322, -7.586
1959, 2, 89.92, 113.7, 113.3, -1.243, -4.747, -8.314
1959, 3, 93.74, 126.8, 102.8, 1.318, -1.086, -2.496
1959, 4, 99.05, 129.8, 130.2, 5.652, 3.313, 2.156
1959, 5, 82.55, 119.6, 150.4, 8.305, 5.901, 4.212
1959, 6, 62.28, 75.37, 88.75, 14.75, 12.39, 10.96
1959, 7, 4.35, 7.485, 8.683, 17.9, 15.57, 13.93
1959, 8, 32.13, 34.69, 37.07, 15.78, 13.29, 11.48
1959, 9, 184.8, 207.5, 199.9, 11.92, 9.364, 7.295
1959, 10, 133.8, 158.2, 175.4, 6.597, 4.218, 2.337
1959, 11, 137.3, 166.9, 183.1, -1.296, -4.029, -6.369
1959, 12, 63.6, 66.36, 50.1, -3.08, -5.774, -7.787
1960, 1, 81.08, 95.91, 85.69, -6.43, -9.124, -11.51
1960, 2, 103.1, 114.8, 97.68, -3.054, -5.755, -7.82
1960, 3, 136.7, 163.5, 125.6, 1.304, -1.438, -3.378
1960, 4, 106.3, 136.1, 127.2, 5.832, 3.219, 1.592
1960, 5, 113.8, 137.3, 123.1, 9.333, 6.93, 5.357
1960, 6, 35.6, 43.76, 38.04, 14, 11.82, 10.61
1960, 7, 9.959, 10.37, 13.96, 19.61, 17.47, 16.29
1960, 8, 53.72, 58.08, 56.96, 15.41, 13.02, 10.94
1960, 9, 27.35, 29.74, 23.68, 13.61, 11.04, 8.674
1960, 10, 80.01, 94.69, 82.03, 6.666, 4.152, 2.308
1960, 11, 152.6, 188, 190.4, 0.4876, -1.972, -3.621
1960, 12, 86.78, 90.67, 70.66, -3.811, -6.646, -9.461
1961, 1, 97.93, 110.5, 98.15, -3.275, -5.779, -7.318
1961, 2, 173.6, 211.7, 217, 0.7415, -1.515, -2.918
1961, 3, 109.1, 137.1, 146.2, 1.88, -0.5288, -2.166
1961, 4, 125.7, 150.2, 157, 4.945, 2.429, 0.6812
1961, 5, 89.86, 128.3, 148.5, 10.08, 7.755, 6.05
1961, 6, 38.85, 46.67, 40.39, 16.93, 14.6, 12.84
1961, 7, 5.823, 12.61, 21.99, 18.81, 16.52, 14.36
1961, 8, 28.5, 33.75, 56.93, 20.42, 17.92, 15.42
1961, 9, 41.59, 60.48, 82.98, 10.21, 7.776, 5.453
1961, 10, 109.7, 117.6, 133.3, 5.077, 2.824, 1.14
1961, 11, 145, 178, 238.6, -2.021, -4.588, -6.386
1961, 12, 154.7, 186.9, 200.6, -3.816, -6.68, -8.892
1962, 1, 101.1, 122.8, 87.1, -6.703, -9.464, -11.52
1962, 2, 52.01, 69.83, 77.05, -2.242, -5.017, -7.007
1962, 3, 126.7, 138.9, 122.6, -0.4767, -2.701, -4.223
1962, 4, 70.76, 87.29, 110.4, 6.578, 3.982, 2.422
1962, 5, 94.14, 136, 176.7, 8.753, 6.408, 4.907
1962, 6, 41.35, 56.06, 69.05, 13.51, 11.02, 9.122
1962, 7, 7.178, 13.03, 23.01, 16.36, 13.81, 11.55
1962, 8, 26.9, 35.21, 48.16, 16.16, 13.61, 11.5
1962, 9, 68.8, 83.93, 107.8, 13.25, 10.43, 8.368
1962, 10, 107.4, 148.6, 222, 6.987, 4.48, 2.593
1962, 11, 119.4, 180, 274.7, 2.054, -0.633, -2.721
1962, 12, 94.18, 113.9, 140.6, -1.378, -3.834, -5.617
1963, 1, 76.38, 132.7, 234.8, -8.805, -11.73, -14.31
1963, 2, 100.3, 141.7, 187.5, 0.608, -1.936, -3.591
1963, 3, 88.61, 135.9, 197.5, 2.209, -0.6025, -2.757
1963, 4, 108.7, 121.1, 121.1, 5.008, 2.487, 0.7582
1963, 5, 30.38, 50.09, 77.47, 10.93, 8.167, 5.966
1963, 6, 79.02, 121.7, 193.9, 13.74, 11.23, 9.227
1963, 7, 11.41, 20.91, 42.04, 16.59, 14.12, 12.15
1963, 8, 8.017, 12.81, 31.12, 17.97, 15.35, 13.23
1963, 9, 44.22, 61.15, 97.64, 16.07, 13.21, 10.76
1963, 10, 38.77, 61.52, 110.2, 8.568, 6.218, 4.603
1963, 11, 126.4, 156, 199.2, 1.573, -0.8896, -2.786
1963, 12, 122.1, 146, 183, -3.15, -6.209, -8.744
1964, 1, 193.8, 236.4, 302.8, -3.324, -5.956, -8.017
1964, 2, 56.78, 84.81, 125.6, -3.111, -5.58, -7.341
1964, 3, 158.4, 194, 209.5, -0.6701, -3.525, -5.83
1964, 4, 117.6, 151.3, 200.1, 3.496, 0.8903, -0.9304
1964, 5, 49.15, 66.95, 96.24, 8.435, 5.676, 3.711
1964, 6, 111.1, 146.5, 172.7, 13.41, 11, 9.03
1964, 7, 60.26, 62.91, 66.09, 17.91, 15.56, 13.75
1964, 8, 71.32, 91.6, 118.9, 14.89, 12.42, 10.5
1964, 9, 51.48, 67.23, 82.3, 10.31, 7.869, 5.914
1964, 10, 56.81, 77.78, 116.6, 6.856, 4.232, 2.228
1964, 11, 150.6, 179, 223.6, 0.3975, -2.208, -4.256
1964, 12, 285.7, 366.2, 515.4, -4.738, -7.562, -9.79
1965, 1, 228.3, 263.6, 285, -2.343, -4.99, -7.121
1965, 2, 94.47, 124.6, 170.4, -1.603, -4.044, -5.853
1965, 3, 33.92, 59.74, 106.1, -1.597, -4.565, -7.058
