# Created by WEAP: 5/6/2021 11:59:33 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: WA_N_CEN_Lwr Middle Columbia 2 (175,585 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (157,732 ha),  1000 - 2000 m (17,854 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m

1950, 1, 37.31, 36.88, -15.11, -17.56
1950, 2, 31.34, 33.1, -3.586, -5.915
1950, 3, 56.35, 63.96, 1.936, -0.5292
1950, 4, 31.45, 36.53, 6.425, 3.96
1950, 5, 31.11, 33.35, 11.04, 8.44
1950, 6, 52.93, 59.3, 15.6, 13.08
1950, 7, 11.36, 18.1, 19.98, 17.18
1950, 8, 3.041, 4.644, 19.36, 16.65
1950, 9, 2.684, 3.225, 16.72, 13.59
1950, 10, 65.52, 81.67, 7.141, 4.6
1950, 11, 44.6, 58.72, 1.044, -1.373
1950, 12, 56, 58.81, -0.8943, -3.201
1951, 1, 37.37, 47.36, -4.378, -6.959
1951, 2, 22.42, 23.92, -2.582, -4.846
1951, 3, 21.55, 26.18, -0.5476, -2.694
1951, 4, 8.064, 9.472, 7.798, 5.334
1951, 5, 7.655, 8.839, 12.59, 10.14
1951, 6, 42.14, 44.75, 15.66, 13.03
1951, 7, 11.97, 14.79, 20.14, 17.51
1951, 8, 42.22, 55.8, 19.16, 16.48
1951, 9, 24.46, 30.19, 14.87, 12.19
1951, 10, 65.46, 80.3, 7.311, 4.797
1951, 11, 43.66, 49.58, 0.3242, -1.813
1951, 12, 43.58, 50.57, -6.856, -9.226
1952, 1, 47.65, 53.91, -7.962, -9.694
1952, 2, 11.36, 11.07, -3.219, -5.224
1952, 3, 11.7, 13.45, 1.347, -0.7755
1952, 4, 18.73, 25.95, 8.673, 6.408
1952, 5, 15.14, 20.82, 12.4, 9.937
1952, 6, 36.76, 42.09, 15.65, 13.15
1952, 7, 7.874, 11.23, 20.11, 17.51
1952, 8, 3.19, 3.696, 19.36, 16.67
1952, 9, 9.197, 7.444, 16.27, 13.77
1952, 10, 0.7661, 1.349, 10.43, 7.978
1952, 11, 12.09, 13.18, -0.5241, -2.798
1952, 12, 50.56, 61.85, -1.883, -4.084
1953, 1, 53.7, 69.46, 0.8233, -1.31
1953, 2, 14.84, 17.31, 1.204, -1.102
1953, 3, 21.99, 27.63, 4.184, 1.745
1953, 4, 25.03, 27.63, 7.336, 4.98
1953, 5, 49.49, 62.15, 11.31, 8.946
1953, 6, 38.27, 47.22, 13.68, 11.29
1953, 7, 0.5298, 1.936, 19.39, 16.73
1953, 8, 22.21, 32.98, 18.94, 16.37
1953, 9, 4.328, 9.439, 15.36, 12.62
1953, 10, 9.768, 17.12, 9.54, 7.006
1953, 11, 30.99, 33.59, 3.14, 0.7609
1953, 12, 27.86, 33.12, -0.5336, -3.111
1954, 1, 30.13, 37.88, -5.454, -7.764
1954, 2, 12.71, 19.43, 0.4513, -1.761
1954, 3, 22.33, 24.35, 1.818, -0.5397
1954, 4, 8.092, 14.6, 6.423, 3.784
1954, 5, 42.97, 52.69, 12.79, 10.3
1954, 6, 39.68, 49.24, 14.12, 11.57
1954, 7, 8.283, 15.09, 18.59, 16.06
1954, 8, 21.01, 32.17, 17.5, 14.85
1954, 9, 26.35, 31.96, 13.76, 11.26
1954, 10, 1.651, 3.838, 6.615, 4.098
1954, 11, 44.76, 48.53, 4.319, 1.964
1954, 12, 16.23, 19.41, -3.019, -5.292
1955, 1, 31.35, 32.48, -4.243, -6.442
1955, 2, 2.906, 5.15, -4.533, -6.803
1955, 3, 13.89, 16.35, -1.037, -3.591
1955, 4, 38.93, 49.87, 5.156, 2.686
1955, 5, 16.05, 19.77, 9.966, 7.664
1955, 6, 25.08, 30.63, 16.56, 14.05
1955, 7, 56.89, 92.79, 18.57, 15.99
1955, 8, 0, 0, 18.89, 16.18
1955, 9, 18.33, 18.09, 14.88, 12.11
1955, 10, 25.51, 31.61, 7.706, 5.122
1955, 11, 36.45, 33.56, -3.186, -5.588
1955, 12, 67.78, 75.13, -6.018, -8.445
1956, 1, 62.13, 67.85, -4.078, -6.361
1956, 2, 19.33, 25.23, -7.477, -9.492
1956, 3, 10.76, 15.23, 0.592, -1.798
1956, 4, 16.71, 21.4, 9.351, 6.864
1956, 5, 12.33, 20.2, 14.04, 11.57
1956, 6, 60.84, 70.43, 14.88, 12.34
1956, 7, 10.79, 24.85, 20.61, 17.86
1956, 8, 37.65, 39.3, 19.19, 16.7
1956, 9, 2.152, 2.948, 14.61, 12.1
1956, 10, 45.22, 44.79, 7.328, 4.835
1956, 11, 10.17, 7.852, -1.217, -3.714
1956, 12, 12.77, 13.61, -2.845, -5.244
1957, 1, 25.78, 23.51, -12.27, -14.65
1957, 2, 20.69, 21.56, -4.623, -6.816
1957, 3, 49.97, 53.99, 2.878, 0.545
1957, 4, 20.7, 30.62, 8.694, 6.247
1957, 5, 93.52, 137.1, 14.78, 12.44
1957, 6, 14.79, 28.24, 16.36, 13.73
1957, 7, 10.49, 17.72, 18.21, 15.52
1957, 8, 11.45, 15.58, 17.08, 14.38
1957, 9, 7.523, 9.536, 16.55, 13.73
1957, 10, 47.81, 52.91, 7.545, 5.03
1957, 11, 25.42, 31.44, 1.131, -1.471
1957, 12, 26.26, 35.82, -0.4374, -2.89
1958, 1, 57.21, 53.96, -1.054, -3.298
1958, 2, 62.41, 72.63, 3.125, 0.8937
1958, 3, 21.74, 26.94, 3.695, 1.305
1958, 4, 33.22, 43.59, 7.382, 4.918
1958, 5, 16.28, 27.54, 16.06, 13.37
1958, 6, 37.72, 54.49, 18.69, 15.91
1958, 7, 63.88, 107.6, 21.82, 19.03
1958, 8, 1.416, 3.138, 21.43, 18.65
1958, 9, 17.61, 26.76, 13.87, 11.19
1958, 10, 19.14, 20.19, 8.502, 5.841
1958, 11, 47.51, 46.01, -0.2983, -2.748
1958, 12, 36.89, 40.73, -1.98, -4.286
1959, 1, 67.78, 83.05, -3.674, -6.086
1959, 2, 30.65, 35.27, -3.456, -5.654
1959, 3, 19.67, 21.63, 3.207, 0.6406
1959, 4, 7.291, 11.43, 8.384, 5.962
1959, 5, 51.79, 81.09, 10.7, 8.119
1959, 6, 18, 24.95, 16.01, 13.48
1959, 7, 0.675, 1.479, 20.54, 17.8
1959, 8, 2.439, 3.753, 17.74, 14.86
1959, 9, 53.05, 64.89, 13.32, 10.71
1959, 10, 15.31, 18.13, 7.224, 4.774
1959, 11, 27.66, 30.69, -0.8764, -3.345
1959, 12, 24.24, 28.28, -2.494, -5.099
1960, 1, 25.29, 30.01, -7.175, -9.578
1960, 2, 32.43, 27.55, -1.177, -3.611
1960, 3, 23.32, 28.81, 2.981, 0.5973
1960, 4, 24.35, 31.05, 7.991, 5.578
1960, 5, 51.58, 78.21, 10.63, 8.035
1960, 6, 3.111, 4.036, 17.04, 14.33
1960, 7, 0.1365, 0.09026, 23.87, 21.06
1960, 8, 7.333, 12.62, 18.17, 15.42
1960, 9, 15.42, 14.36, 15.08, 12.24
1960, 10, 12.72, 26.28, 9.115, 6.519
1960, 11, 71.04, 79.52, 0.9134, -1.562
1960, 12, 35, 36.13, -4.713, -7.056
1961, 1, 11.62, 12.56, -2.409, -4.622
1961, 2, 69.66, 64.64, 1.714, -0.5434
1961, 3, 41.94, 40.32, 3.873, 1.486
1961, 4, 30.76, 36.01, 7.482, 4.857
1961, 5, 43.75, 70.11, 11.52, 9.079
1961, 6, 21.51, 30.66, 18.77, 16.29
1961, 7, 7.533, 13.36, 21.43, 18.78
1961, 8, 19.82, 34.85, 22.15, 19.41
1961, 9, 1.085, 2.413, 12.98, 10.18
1961, 10, 10.95, 18.13, 6.722, 4.015
1961, 11, 27.44, 29.47, -1.987, -4.478
1961, 12, 50.79, 53.05, -4.3, -6.612
1962, 1, 12.54, 17.2, -6.761, -9.19
1962, 2, 29.29, 30.73, -0.6944, -2.989
1962, 3, 25.85, 22.18, 1.794, -0.678
1962, 4, 23.03, 25.21, 9.232, 6.683
1962, 5, 42, 53.21, 10.71, 8.214
1962, 6, 18.49, 17.83, 15.82, 13.1
1962, 7, 3.498, 9.389, 19.5, 16.74
1962, 8, 25.43, 35, 18.3, 15.54
1962, 9, 20.01, 25.79, 15.84, 13.11
1962, 10, 37.03, 44.27, 8.259, 5.721
1962, 11, 36.24, 40.54, 3.364, 0.9312
1962, 12, 36.02, 38.49, -0.2204, -2.441
1963, 1, 5.78, 5.879, -6.11, -8.442
1963, 2, 27.12, 22.81, 0.9775, -1.24
1963, 3, 23.94, 30.42, 4.597, 2.088
1963, 4, 45.37, 53.23, 7.296, 4.877
1963, 5, 16.39, 24.48, 12.52, 9.948
1963, 6, 13.48, 26.07, 16.37, 13.83
1963, 7, 17.03, 33.66, 18.31, 15.62
1963, 8, 1.208, 3.849, 19.62, 17.02
1963, 9, 19.05, 27.18, 18, 15.31
1963, 10, 5.874, 10.46, 10.16, 7.508
1963, 11, 67.23, 75.27, 2.134, -0.3731
1963, 12, 39.74, 40.58, -3.988, -6.198
1964, 1, 37.04, 38.85, -3.245, -5.536
1964, 2, 2.967, 2.531, -2.653, -4.962
1964, 3, 15.19, 18.9, 1.66, -0.9173
1964, 4, 8.772, 6.489, 6.932, 4.299
1964, 5, 6.006, 10.62, 11.8, 9.168
1964, 6, 39.19, 44.02, 16.24, 13.71
1964, 7, 4.167, 12.57, 19.9, 17.33
1964, 8, 14.75, 16.44, 17.4, 14.71
1964, 9, 8.641, 13.94, 13.05, 10.24
1964, 10, 5.7, 7.297, 8.38, 5.85
1964, 11, 51.04, 59.16, 1.161, -1.218
1964, 12, 63.84, 69.24, -6.081, -8.556
1965, 1, 34.12, 49.37, -3.583, -5.738
1965, 2, 7.023, 9.921, -1.685, -3.998
1965, 3, 4.648, 5.355, 1.235, -1.356
1965, 4, 32.67, 34.66, 8.764, 6.18
1965, 5, 13.63, 22.4, 11.56, 8.905
1965, 6, 18.66, 21.77, 16.61, 13.96
1965, 7, 30.93, 34.93, 20.41, 17.74
1965, 8, 26.41, 26.79, 20.1, 17.53
1965, 9, 4.187, 10.71, 13.02, 10.24
1965, 10, 3.265, 5.419, 9.812, 7.273
1965, 11, 48.24, 50.95, 3.318, 0.915
1965, 12, 43.42, 48.83, -2.319, -4.489
1966, 1, 25.45, 29.6, -4.922, -6.992
1966, 2, 6.208, 7.347, -1.155, -3.3
1966, 3, 23.48, 21.57, 3.275, 0.7855
1966, 4, 1.402, 2.599, 8.35, 5.676
1966, 5, 8.349, 12.02, 13.18, 10.64
1966, 6, 32.6, 45.28, 14.99, 12.44
1966, 7, 20.86, 22.83, 18.67, 16.01
1966, 8, 5.913, 10.42, 19.67, 16.91
1966, 9, 26.4, 33.52, 17.22, 14.66
1966, 10, 6.693, 10.54, 7.88, 5.229
1966, 11, 60.29, 61.84, 3.019, 0.5582
1966, 12, 53.52, 76.85, -0.3526, -2.649
1967, 1, 35.25, 44.08, -0.5172, -2.946
1967, 2, 4.421, 6.536, 2.188, -0.3656
1967, 3, 16.92, 20.08, 3.209, 0.7044
1967, 4, 29.8, 30.61, 5.962, 3.454
1967, 5, 31.01, 27.81, 11.82, 9.271
1967, 6, 34.91, 44.54, 17.98, 15.58
1967, 7, 2.948, 4.228, 20.43, 17.79
1967, 8, 3, 3.208, 22.37, 19.69
1967, 9, 6.009, 14.45, 18.4, 15.62
1967, 10, 31.23, 40.89, 8.388, 5.75
1967, 11, 19.78, 18.99, 2.076, -0.5085
1967, 12, 42, 52.37, -4.056, -6.456
1968, 1, 55.28, 55.52, -3.471, -5.795
1968, 2, 23.4, 24.22, 0.9344, -1.313
1968, 3, 11.98, 21.74, 5.061, 2.709
1968, 4, 14.41, 18.86, 6.862, 4.172
1968, 5, 23.43, 36, 12.69, 9.988
1968, 6, 9.933, 21.69, 16.36, 13.6
1968, 7, 3.888, 12.51, 21.48, 18.86
1968, 8, 55.08, 68.26, 17.6, 15.09
1968, 9, 3.233, 6.542, 15.2, 12.5
1968, 10, 37.94, 42.7, 6.914, 4.423
1968, 11, 45.86, 48.38, 2.08, -0.4464
1968, 12, 66.28, 67.73, -4.422, -6.989
1969, 1, 46.68, 61.99, -11.31, -13.6
1969, 2, 40.2, 40.36, -4.755, -6.839
1969, 3, 8.499, 10.92, 2.011, -0.2796
1969, 4, 47.48, 58.37, 8.197, 5.715
1969, 5, 27.83, 39.19, 14.26, 11.57
1969, 6, 21.61, 27.24, 19.31, 16.63
