# Created by WEAP: 5/6/2021 11:59:35 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: WA_W_Middle Skagit (338,425 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (136,161 ha),  1000 - 2000 m (191,953 ha),  2000 - 3000 m (10,254 ha),  3000 - 4000 m (57 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 325.2, 376.7, 424, 482.6, -11.68, -14.73, -17.77, -19.4
1950, 2, 379.8, 403.1, 393, 419.9, -2.829, -5.578, -8.21, -9.595
1950, 3, 394.4, 436.5, 465, 525.9, -0.1931, -2.708, -4.946, -6.068
1950, 4, 205.2, 219.1, 220.1, 229.5, 3.18, 0.6296, -1.606, -2.675
1950, 5, 67.18, 62.48, 45.71, 34.41, 6.445, 4.162, 2.271, 1.228
1950, 6, 67.52, 74.53, 76.3, 77.9, 11.93, 9.693, 7.945, 7.022
1950, 7, 29.03, 31.8, 34.14, 38.86, 13.81, 12.02, 10.88, 10.1
1950, 8, 85.62, 80.19, 64.55, 55.1, 14.1, 12.17, 10.93, 10.25
1950, 9, 83.2, 78.09, 65.24, 60.54, 11.49, 9.499, 8.046, 7.13
1950, 10, 383.9, 436.2, 490.4, 539.2, 4.521, 1.882, -0.4758, -1.714
1950, 11, 369.7, 453.4, 544.3, 639.6, 0.1866, -2.463, -4.921, -6.142
1950, 12, 401.6, 409.4, 367.5, 351.2, 0.7204, -2.195, -5.036, -6.444
1951, 1, 407.3, 491.3, 558.8, 565.9, -3.651, -6.434, -9.119, -10.45
1951, 2, 480.7, 553.6, 589.6, 619.7, -1.76, -4.61, -7.296, -8.507
1951, 3, 205.5, 247.3, 300.9, 333.2, -1.095, -3.792, -6.244, -7.271
1951, 4, 27.67, 31, 35.05, 41.99, 6.22, 3.73, 1.541, 0.4792
1951, 5, 123.4, 155.4, 205.1, 247.8, 8.763, 6.477, 4.577, 3.481
1951, 6, 33.88, 40.14, 47.97, 54.96, 12.44, 10.32, 8.621, 7.647
1951, 7, 5.389, 8.564, 13.73, 18.18, 14.54, 12.69, 11.47, 10.89
1951, 8, 44.02, 49.51, 52.48, 47.13, 13.38, 11.69, 10.74, 10.14
1951, 9, 124.4, 135.3, 143.2, 174.2, 12.07, 9.851, 7.979, 6.988
1951, 10, 276.1, 296.8, 306.1, 367.2, 5.576, 2.998, 0.6078, -0.6026
1951, 11, 299.5, 332.5, 343.8, 361.1, 0.7104, -2.07, -4.742, -5.954
1951, 12, 250.4, 258.8, 245.2, 259.2, -3.871, -6.717, -9.47, -10.45
1952, 1, 256.5, 287.4, 301.2, 296.7, -5.208, -7.971, -10.79, -12.05
1952, 2, 170.3, 191.4, 200.9, 195.3, -1.147, -3.923, -6.636, -7.836
1952, 3, 176, 175.1, 145, 110.2, 0.739, -1.694, -3.819, -4.84
1952, 4, 98.07, 105.2, 104.9, 90.71, 5.633, 3.199, 1.134, 0.195
1952, 5, 53.77, 60.83, 63.29, 69.22, 9.262, 7.066, 5.268, 4.187
1952, 6, 88.77, 102, 111.6, 129.6, 9.982, 8.115, 6.815, 6.097
1952, 7, 39.84, 46.85, 52.51, 45.05, 14.07, 12.49, 11.71, 11.48
1952, 8, 39.78, 40.01, 35.64, 32.02, 14.01, 12.2, 11.1, 10.66
1952, 9, 28.89, 25.63, 21.44, 26.66, 12.3, 10.47, 9.173, 8.622
1952, 10, 65.77, 64.98, 52.41, 53.36, 8.788, 6.702, 5.032, 4.395
1952, 11, 54.03, 56.9, 50.4, 43.26, 0.5569, -2.143, -4.76, -6.212
1952, 12, 309.5, 327.6, 309, 284.4, -1.487, -4.158, -6.751, -7.925
1953, 1, 816.5, 927, 949.9, 968, 0.3197, -1.997, -4.083, -4.811
1953, 2, 229.2, 258.3, 264.5, 278.3, 0.0546, -2.342, -4.517, -5.596
1953, 3, 158.4, 160.8, 141.4, 140.7, 1.546, -0.8593, -2.966, -4.047
1953, 4, 137.6, 147.6, 147, 176.6, 4.501, 2.127, 0.06231, -1.093
1953, 5, 74.89, 88.63, 105.2, 139, 8.464, 6.203, 4.304, 3.062
1953, 6, 88.62, 87.21, 76.91, 74.07, 9.518, 7.341, 5.697, 4.773
1953, 7, 31.69, 31.11, 25.44, 16.72, 13.59, 11.86, 10.91, 10.37
1953, 8, 62.25, 59.4, 48.83, 37.15, 13.72, 11.8, 10.6, 10.21
1953, 9, 178.1, 185, 180.4, 176.1, 11.16, 9.145, 7.689, 7.097
1953, 10, 228.8, 221.4, 178.2, 165.7, 6.894, 4.519, 2.562, 1.835
1953, 11, 295.1, 318.3, 303.3, 306.5, 2.499, -0.1489, -2.723, -4.009
1953, 12, 515.5, 545.7, 510.1, 484.4, -0.3469, -2.684, -4.756, -5.687
1954, 1, 492, 533.1, 525.1, 477.3, -5.09, -7.64, -10.04, -10.97
1954, 2, 371.2, 422, 434.6, 406.4, -0.4082, -2.796, -5, -6.069
1954, 3, 130.7, 145, 154.2, 166.9, 0.2423, -2.413, -4.881, -6.168
1954, 4, 210, 251.9, 293.4, 296.8, 2.377, 0.05038, -1.837, -2.648
1954, 5, 44.95, 43.82, 36.74, 37.46, 8.556, 6.198, 4.277, 3.243
1954, 6, 136.2, 153.7, 162.3, 186.6, 9.07, 6.923, 5.371, 4.513
1954, 7, 49.75, 57.88, 69.39, 86.42, 11.96, 10.21, 9.242, 8.765
1954, 8, 77.57, 74.17, 62.25, 57.34, 11.8, 9.854, 8.58, 8.047
1954, 9, 87.47, 88.75, 84.56, 86.88, 10.58, 8.341, 6.551, 5.802
1954, 10, 156.6, 175.8, 189.9, 210.1, 5.557, 2.898, 0.3758, -0.7065
1954, 11, 400.9, 460.7, 497, 502, 3.889, 1.324, -1.134, -2.334
1954, 12, 329.3, 339.3, 311.7, 288.2, -1.245, -3.968, -6.855, -8.428
1955, 1, 134.7, 139, 129.4, 131.4, -2.013, -4.716, -7.422, -8.733
1955, 2, 261.7, 311.3, 364.7, 432.2, -2.494, -5.114, -7.605, -8.8
1955, 3, 262.4, 294.3, 320.1, 352.6, -2.379, -4.845, -7.036, -8.032
1955, 4, 194.7, 214.7, 220.2, 208.5, 2.31, -0.1796, -2.396, -3.558
1955, 5, 127.7, 132.6, 122.6, 114.7, 5.566, 3.463, 1.846, 1.073
1955, 6, 65.88, 63.95, 46.9, 30.54, 10.61, 8.772, 7.577, 6.908
1955, 7, 82.48, 101.4, 124.1, 135.5, 11.39, 9.705, 8.864, 8.638
1955, 8, 4.505, 3.666, 1.763, 0.32, 12.77, 11.11, 10.21, 9.8
1955, 9, 50.13, 50.7, 47.8, 54.93, 10.53, 8.546, 7.214, 6.61
1955, 10, 451.4, 493.1, 497.1, 510.2, 5.528, 2.959, 0.6404, -0.3768
1955, 11, 471.9, 557.1, 629.7, 737.8, -2.972, -5.754, -8.552, -10.11
1955, 12, 398.5, 441.5, 459.6, 503.9, -3.499, -6.404, -9.544, -11.43
1956, 1, 328.4, 379.8, 422.3, 456.4, -3.041, -5.722, -8.384, -9.891
1956, 2, 234.6, 246.8, 235.2, 287.7, -4.006, -6.759, -9.545, -11.23
1956, 3, 274.6, 320.4, 362.2, 410.7, -0.9768, -3.345, -5.307, -6.13
1956, 4, 36.69, 41.82, 41.78, 51.66, 6.2, 3.78, 1.85, 1.034
1956, 5, 25.26, 34.65, 50.49, 72.8, 10.63, 8.19, 6.202, 5.285
1956, 6, 159.3, 161.9, 149.6, 133.9, 10.05, 7.854, 6.275, 5.536
