# Created by WEAP: 5/6/2021 11:59:36 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: WY_SW_Upper Green (3,898,277 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (577,763 ha),  2000 - 3000 m (3,104,621 ha),  3000 - 4000 m (215,768 ha),  4000 - 5000 m (126 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 27.02, 72.64, 283.2, 324.3, -9.302, -12.02, -18.17, -20.07
1950, 2, 14.68, 21.43, 56.38, 59.03, -6.417, -9.129, -14.45, -16.26
1950, 3, 15.07, 40.55, 114.6, 192.1, -1.368, -4.477, -10.47, -14.15
1950, 4, 26.23, 36.96, 75.31, 112.7, 4.196, 1.399, -4.384, -8.1
1950, 5, 35.29, 41.19, 71.07, 72.28, 7.256, 4.998, -0.9603, -4.471
1950, 6, 13.96, 22.04, 28.05, 28.82, 13.81, 11.27, 5.207, 2.099
1950, 7, 19.51, 28.8, 48.6, 49.15, 17.31, 14.53, 8.284, 4.808
1950, 8, 2.396, 5.332, 8.305, 10.28, 16.97, 13.95, 7.957, 4.437
1950, 9, 40.02, 50.96, 102.1, 161.9, 12.1, 9.479, 3.563, 0.2461
1950, 10, 5.63, 12.15, 26.57, 45.12, 8.923, 6.146, 0.4095, -2.806
1950, 11, 20.65, 47.15, 132.3, 211.9, 0.5478, -2.46, -8.435, -12
1950, 12, 10.13, 21.21, 65.55, 73.3, -1.641, -4.937, -10.91, -13.92
1951, 1, 15.86, 42.78, 186.5, 305.9, -7.577, -11.06, -16.96, -19.51
1951, 2, 9.18, 27.51, 95.46, 160.2, -2.667, -6.318, -12.36, -15.63
1951, 3, 16.26, 31.93, 84.1, 118.6, -2.408, -5.757, -11.56, -15.34
1951, 4, 17.96, 36.19, 86.11, 73.59, 4.744, 2.044, -4.07, -7.903
1951, 5, 44.35, 47.37, 92.65, 105.5, 10.29, 7.692, 1.529, -1.805
1951, 6, 24.89, 25.1, 50.03, 50.69, 12.54, 9.572, 3.311, -0.2172
1951, 7, 14.39, 24.58, 65.16, 101.1, 18.85, 16.16, 9.847, 6.332
1951, 8, 29.23, 37.48, 47.28, 52.59, 17.13, 14.12, 8.1, 4.834
1951, 9, 2.116, 6.959, 12.45, 19.57, 12.81, 9.704, 3.547, -0.1083
1951, 10, 32.7, 42.8, 111.7, 92.25, 5.486, 2.851, -2.882, -5.786
1951, 11, 8.287, 20.7, 53.32, 47.97, -3.704, -6.5, -11.37, -13.67
1951, 12, 18.59, 46.81, 180.2, 172, -8.052, -11.4, -16.63, -18.49
1952, 1, 25.01, 38.23, 109.7, 62.96, -9.812, -12.88, -18.46, -19.66
1952, 2, 7.416, 22.86, 67.13, 72.35, -8.892, -12.02, -16.85, -17.58
1952, 3, 21.8, 39.02, 108.5, 67.49, -5.862, -8.77, -13.92, -16.06
1952, 4, 23.01, 29.89, 72.66, 75.75, 5.482, 2.174, -3.557, -6.674
1952, 5, 34.36, 31.7, 56.1, 35.33, 10.55, 7.855, 1.771, -1.905
1952, 6, 37.49, 40.7, 66.19, 48.64, 15.48, 12.63, 6.556, 3.341
1952, 7, 11.09, 14.27, 39.9, 33.35, 18.73, 15.73, 9.676, 6.068
1952, 8, 27.18, 26.92, 35.55, 28.41, 18.15, 15.11, 9.153, 5.477
1952, 9, 4.24, 6.443, 14.88, 18.47, 14.79, 11.82, 6.173, 2.523
1952, 10, 0, 0.329, 4.594, 3.896, 8.979, 6.195, 0.7106, -2.77
1952, 11, 4.685, 12.31, 46.94, 69.43, -4.511, -7.198, -12, -15.05
1952, 12, 11.16, 21.27, 72.88, 83.68, -6.174, -9.198, -14.19, -16.85
1953, 1, 7.647, 33.82, 122.8, 154.8, -1.411, -4.633, -10.53, -13.19
1953, 2, 9.139, 19.67, 65.6, 70.9, -3.981, -7.293, -12.92, -15.56
1953, 3, 6.304, 18.57, 58.92, 63.11, 0.8395, -2.27, -8.112, -11.72
1953, 4, 11.59, 24.36, 73.15, 93.61, 2.769, 0.0503, -5.895, -9.476
1953, 5, 29.5, 42.77, 88.67, 87.64, 7.223, 4.587, -1.089, -4.075
1953, 6, 8.574, 16.94, 37.29, 49.35, 15.63, 12.46, 6.322, 2.445
1953, 7, 17.76, 21.78, 33.93, 16.88, 20.84, 17.64, 11.28, 7.388
1953, 8, 25.84, 24.39, 27.41, 28.48, 18.42, 15.22, 8.887, 5.059
1953, 9, 1.868, 4.039, 6.973, 13.88, 14.42, 11.3, 5.221, 1.313
1953, 10, 16.33, 20.88, 55.52, 71.83, 7.785, 4.979, -0.7489, -3.711
1953, 11, 15.34, 24.78, 72.57, 64.57, 1.74, -0.6282, -6.436, -9.403
1953, 12, 3.926, 16.6, 41.51, 52.57, -4.759, -8.061, -13.5, -16.5
1954, 1, 16.3, 32.4, 103.6, 77.65, -3.815, -6.89, -12.77, -15.73
1954, 2, 5.087, 13.52, 38.78, 47.92, -1.392, -4.501, -8.982, -11.64
1954, 3, 28.18, 50.5, 165.4, 320.7, -1.704, -4.834, -10.91, -15.01
1954, 4, 5.554, 12.34, 35.91, 45.2, 6.999, 3.872, -2.378, -6.49
1954, 5, 15.38, 25.82, 47.21, 52.55, 11.78, 8.846, 2.622, -1.325
1954, 6, 16.8, 24.73, 44.67, 56.83, 14.71, 11.68, 5.473, 1.633
1954, 7, 10.95, 19.84, 41.42, 48.07, 20.88, 17.68, 11.34, 7.586
1954, 8, 8.31, 12.23, 17.55, 21.81, 17.7, 14.53, 8.445, 4.526
1954, 9, 16.1, 21.18, 57.57, 43.62, 13.84, 10.92, 4.958, 0.9213
1954, 10, 10.53, 20.77, 43.5, 26.58, 7.336, 4.578, -1.205, -5.084
1954, 11, 9.945, 15.56, 31.17, 32.13, 2.503, -0.03979, -5.48, -8.372
1954, 12, 9.155, 17.41, 38.56, 43.73, -8.58, -10.41, -14.69, -16.34
1955, 1, 10.61, 19.75, 65.04, 27.57, -9.799, -12.39, -17.01, -18.95
1955, 2, 27.77, 35.73, 109.3, 62.54, -7.612, -10.81, -16.49, -18.43
1955, 3, 9.756, 20.27, 60.04, 97.43, -3.735, -6.834, -12.64, -16.19
1955, 4, 7.439, 15.1, 27.4, 39.71, 3.197, 0.6414, -5.039, -8.549
1955, 5, 17.3, 31.7, 48.61, 68.22, 10.37, 7.857, 1.952, -1.56
1955, 6, 16.86, 24.14, 40.74, 43.06, 14.27, 11.51, 5.353, 1.496
1955, 7, 19.97, 26.89, 40.62, 51.41, 19.51, 16.45, 10.28, 6.231
1955, 8, 16.01, 20.32, 34.08, 24.8, 19.31, 16.23, 10.06, 6.055
1955, 9, 24.44, 26.85, 46.13, 54.92, 13.26, 10.34, 4.595, 0.3677
1955, 10, 7.168, 13.16, 25.52, 33.81, 7.232, 4.602, -0.6158, -4.029
1955, 11, 14.44, 34.02, 109.2, 146.5, -2.733, -5.42, -11.12, -14.32
1955, 12, 18.2, 58.12, 181.1, 243, -3.416, -6.893, -12.54, -16.07
1956, 1, 22.2, 41.62, 154.3, 152.5, -5.211, -8.343, -13.73, -17.49
1956, 2, 6.003, 16.3, 49.37, 56.21, -8.949, -12.25, -17.5, -20.78
1956, 3, 1.824, 12.63, 50.27, 100.1, -0.819, -4.069, -9.872, -13.87
