# Created by WEAP: 5/6/2021 11:59:30 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_SDGE_Sweetwater (127,800 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (108,080 ha),  1000 - 2000 m (19,720 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m

1950, 1, 96.91, 144.2, 8.374, 3.875
1950, 2, 48.19, 71.94, 11.33, 8.443
1950, 3, 43.68, 75.66, 12.18, 8.696
1950, 4, 14.08, 28.39, 14.87, 11.96
1950, 5, 10.47, 25.77, 14.97, 12.23
1950, 6, 0.06252, 0.01932, 17.9, 16.13
1950, 7, 7.355, 34.56, 22.05, 20.9
1950, 8, 0, 0, 20.92, 20.33
1950, 9, 3.628, 15.71, 19.51, 17.04
1950, 10, 0.0432, 0, 18.96, 15.83
1950, 11, 37.04, 46.4, 15.75, 12.34
1950, 12, 3.129, 3.605, 14.05, 10.05
1951, 1, 83.54, 144.7, 10.54, 6.029
1951, 2, 37.42, 68.48, 10.82, 6.581
1951, 3, 25.18, 46.1, 12.61, 8.193
1951, 4, 69.09, 99.18, 14.12, 10.11
1951, 5, 4.648, 10.19, 15.88, 13.31
1951, 6, 0, 0, 18.53, 16.34
1951, 7, 3.146, 10.82, 22.04, 21.51
1951, 8, 35.12, 48.27, 21.59, 20.27
1951, 9, 1.354, 1.455, 21.02, 19.61
1951, 10, 28.08, 42.78, 17.99, 14.15
1951, 11, 29.66, 34.49, 14, 9.527
1951, 12, 157.2, 253.9, 10.12, 5.672
1952, 1, 149.5, 203.4, 8.887, 4.625
1952, 2, 14.4, 28.36, 11.01, 6.674
1952, 3, 177.2, 267.1, 10.2, 5.268
1952, 4, 54.12, 80.24, 13.7, 10.29
1952, 5, 0, 0, 17.68, 15.41
1952, 6, 0.6257, 0.3005, 17.23, 14.77
1952, 7, 5.329, 25.97, 21.86, 20.62
1952, 8, 0, 0, 22.71, 21.79
1952, 9, 0.9934, 2.061, 22.81, 20.32
1952, 10, 0, 0, 18.96, 16.51
1952, 11, 68.91, 106.2, 12.59, 7.665
1952, 12, 67.69, 87.01, 10.64, 5.883
1953, 1, 35.11, 59.9, 13.14, 9.475
1953, 2, 23.08, 29.45, 11.53, 6.699
1953, 3, 43.97, 79.14, 12.13, 7.66
1953, 4, 30.81, 52.25, 13.18, 9.219
1953, 5, 16.46, 37.91, 15.1, 10.43
1953, 6, 0.9044, 0.5294, 18.03, 15.73
1953, 7, 0.6388, 0.144, 23.17, 22.41
1953, 8, 0.01355, 0.1664, 21.75, 20.23
1953, 9, 0, 0, 20.97, 18.95
1953, 10, 0.8244, 0.6374, 18.54, 14.01
1953, 11, 25.56, 38.4, 15.65, 11.4
1953, 12, 5.831, 11.28, 12.06, 7.573
1954, 1, 132.3, 201.7, 10.57, 6.061
1954, 2, 45.78, 67.87, 14.76, 9.918
1954, 3, 179.1, 271.6, 11.41, 6.918
1954, 4, 4.562, 8.854, 14.78, 12.29
1954, 5, 2.766, 6.427, 16.7, 14.7
1954, 6, 1.075, 3.125, 18.4, 16.47
1954, 7, 7.597, 37, 23.64, 22.48
1954, 8, 0.02554, 0.1125, 21.35, 18.3
1954, 9, 4.225, 31.76, 21.4, 19.14
1954, 10, 0.01251, 0.04294, 17.61, 14.52
1954, 11, 16.77, 20.31, 15.81, 11.6
1954, 12, 21.12, 35.46, 11.64, 7.25
1955, 1, 121.2, 146.2, 9.043, 3.427
1955, 2, 38.88, 74.67, 10.54, 5.7
1955, 3, 20.53, 29.39, 13.22, 8.965
1955, 4, 15.24, 21.93, 13.65, 9.649
1955, 5, 47.13, 67.84, 15.41, 11.93
1955, 6, 0.1698, 0.5649, 18.33, 15.8
1955, 7, 4.446, 19.98, 20.99, 19.25
1955, 8, 4.635, 30.45, 23.84, 22.01
1955, 9, 0.004145, 0, 22.78, 19.3
1955, 10, 0.1162, 0.02161, 17.12, 14.98
1955, 11, 26.59, 43.95, 13.88, 9.828
1955, 12, 32.96, 66.01, 11.72, 8.005
1956, 1, 87.65, 140.5, 11.38, 7.601
1956, 2, 21.91, 51.85, 8.953, 4.268
1956, 3, 0.01898, 0, 12.77, 9.205
1956, 4, 58.1, 84.86, 13.24, 8.91
1956, 5, 8.161, 16.72, 16.98, 13.16
1956, 6, 0, 0, 19.99, 17.94
1956, 7, 0.8672, 2.474, 21.89, 20.61
1956, 8, 0, 0, 21.13, 19.24
1956, 9, 0, 0, 23.52, 21.19
1956, 10, 8.597, 6.157, 16.94, 12.69
1956, 11, 0, 0, 15.84, 11.01
1956, 12, 11.31, 24.18, 12.89, 8.203
1957, 1, 193, 243.7, 10.41, 5.691
1957, 2, 16.86, 23.65, 13.39, 9.622
1957, 3, 37.85, 59.95, 12.96, 9.114
1957, 4, 35.46, 45.68, 14.17, 10.05
1957, 5, 47.97, 85.73, 15.53, 11.35
1957, 6, 6.726, 9.689, 21.06, 18.7
1957, 7, 0, 0, 23.1, 21.96
1957, 8, 2.264, 13.49, 23.37, 21.34
1957, 9, 0.7731, 0, 21.15, 18.62
1957, 10, 72.81, 94, 16.43, 12.38
1957, 11, 29.76, 58.79, 12.51, 7.684
1957, 12, 38.09, 54.77, 13.19, 8.769
1958, 1, 32.33, 52.42, 11.74, 7.176
1958, 2, 112.7, 143.8, 12.85, 8.516
1958, 3, 181.3, 252.3, 11.07, 6.158
1958, 4, 99.78, 160.3, 15.23, 11.18
1958, 5, 7.967, 11.32, 18.23, 15.98
1958, 6, 0.1684, 0.8714, 19.5, 17.57
1958, 7, 0.8725, 8.404, 21.7, 20.68
1958, 8, 1.172, 7.614, 23.81, 22.93
1958, 9, 11.7, 20.59, 22.91, 20.69
1958, 10, 2.672, 5.1, 20.81, 16.58
1958, 11, 16.05, 33.7, 14.48, 9.842
1958, 12, 1.658, 1.821, 14.53, 10.45
1959, 1, 6.627, 16.88, 13.19, 8.437
1959, 2, 141.6, 209.7, 10.98, 5.579
1959, 3, 1.108, 3.659, 15.51, 11.19
1959, 4, 10.48, 8.379, 17.27, 13.57
1959, 5, 0.9337, 4.409, 16.6, 13.05
1959, 6, 0, 0, 20.74, 19.78
1959, 7, 0.9136, 9.176, 24.66, 24.68
1959, 8, 2.018, 9.38, 23.58, 21.9
1959, 9, 3.3, 19.45, 21.5, 18.88
1959, 10, 12.02, 19.23, 19.04, 15.96
1959, 11, 2.953, 9.033, 16.43, 12.23
1959, 12, 54.89, 80.41, 13.04, 8.418
1960, 1, 89.97, 100.2, 9.726, 4.124
1960, 2, 76.07, 132.5, 10.96, 6.334
1960, 3, 21.66, 30.73, 14.15, 11.08
1960, 4, 29.79, 59.31, 15.86, 12.29
1960, 5, 14.88, 25.3, 17.69, 14.03
1960, 6, 0.06545, 0, 20.98, 20.93
1960, 7, 2.881, 15.03, 24.06, 23.5
1960, 8, 0.3945, 3.437, 23.02, 22.57
1960, 9, 6.517, 37.43, 23.71, 21.3
1960, 10, 3.83, 9.407, 18.06, 14.48
1960, 11, 44.16, 54.94, 13.76, 9.319
1960, 12, 2.664, 4.608, 11.44, 7.045
1961, 1, 28.49, 31.43, 13.54, 8.743
1961, 2, 5.356, 6.425, 13.11, 8.938
1961, 3, 56.76, 90.95, 12.85, 8.443
1961, 4, 0.4265, 0.7625, 15.57, 11.86
1961, 5, 0.3225, 1.221, 15.84, 12.58
1961, 6, 0.2006, 0.05723, 20.34, 20.69
1961, 7, 0, 0, 22.74, 23.3
1961, 8, 18.57, 23.72, 23.41, 22.65
1961, 9, 0.2026, 1.04, 20.55, 17.96
1961, 10, 8.587, 10.33, 18.17, 14.69
1961, 11, 25.02, 38.16, 13.51, 8.796
1961, 12, 43.84, 59.86, 11.28, 6.868
1962, 1, 96.42, 111.8, 11.26, 6.683
1962, 2, 126.8, 196, 10.58, 6.467
1962, 3, 42.94, 85.73, 10.31, 5.985
1962, 4, 0.05315, 0.2187, 16.3, 14.05
1962, 5, 30.03, 48.6, 15.57, 12.34
1962, 6, 2.261, 4.824, 18.52, 17.26
1962, 7, 0.0002009, 0, 21.42, 21
1962, 8, 0, 0, 23.35, 23.4
1962, 9, 0.2526, 0.7016, 21.5, 20.48
1962, 10, 1.219, 4.759, 17.78, 14.91
1962, 11, 0.1989, 0.09991, 14.3, 11.34
1962, 12, 11.1, 9.161, 11.96, 8.356
1963, 1, 16.94, 21.88, 10.07, 5.356
1963, 2, 71.42, 120.8, 14.97, 11.44
1963, 3, 49.48, 64.91, 11.97, 7.696
1963, 4, 41.15, 75.89, 12.81, 8.59
1963, 5, 0.929, 0.1041, 16.7, 14.01
1963, 6, 2.924, 1.875, 17.94, 15.86
1963, 7, 0, 0, 21.58, 21.85
1963, 8, 4.794, 25.95, 22.94, 22.02
1963, 9, 53.45, 61.7, 23.68, 20.84
1963, 10, 12.76, 30.79, 19.06, 15.84
1963, 11, 57.13, 84.42, 14.2, 10.43
1963, 12, 5.539, 15.32, 12.44, 8.039
1964, 1, 51.52, 81.03, 10.18, 5.906
1964, 2, 21.27, 28.71, 11.16, 6.765
1964, 3, 75.44, 149.3, 11.73, 6.717
1964, 4, 27.25, 64.28, 13.81, 9.274
1964, 5, 21.27, 43.35, 15.48, 12.31
1964, 6, 0.8239, 1.48, 18.58, 17.07
1964, 7, 0.04153, 0.3861, 22.8, 22.79
1964, 8, 0.4679, 3.042, 22.62, 22.37
1964, 9, 0.513, 0.3, 20.55, 18.98
1964, 10, 4.751, 10.86, 20.73, 18.01
1964, 11, 47.96, 70.16, 13.06, 8.24
1964, 12, 38.31, 72.85, 11.28, 7.433
1965, 1, 18.67, 29.18, 11.65, 7.614
1965, 2, 35.79, 60.02, 11.59, 7.623
1965, 3, 28.67, 36.01, 12.34, 7.72
1965, 4, 139.4, 182.5, 14.48, 10.24
1965, 5, 0.7449, 1.601, 15.98, 13.1
1965, 6, 0.517, 0.2435, 16.99, 14.63
1965, 7, 5.524, 19.04, 21.18, 21.49
1965, 8, 0.6354, 5.642, 23.78, 22.74
1965, 9, 12.04, 22.2, 19.43, 16.46
1965, 10, 0.08733, 0.3944, 20.44, 17.6
1965, 11, 174.2, 255, 14.73, 10.89
1965, 12, 125.2, 152.6, 11.28, 6.632
1966, 1, 42.7, 61.08, 10.33, 5.696
1966, 2, 44.4, 69, 10.25, 5.705
1966, 3, 23.02, 39.27, 13.57, 10.13
1966, 4, 1.217, 5.803, 15.95, 13.19
1966, 5, 1.155, 1.9, 17.34, 15.43
1966, 6, 0.5864, 0.4409, 19.84, 18.64
1966, 7, 1.554, 13.62, 22.48, 22.26
1966, 8, 0.07219, 0.5573, 23.94, 23.29
1966, 9, 2.191, 5.578, 21.64, 19.92
1966, 10, 19.26, 27.77, 18.96, 15.22
1966, 11, 39.55, 60.42, 15.04, 10.82
1966, 12, 172.6, 297.7, 12.19, 8.278
1967, 1, 66.12, 74.8, 11.6, 7.868
1967, 2, 0.05548, 0.0433, 12.99, 8.884
1967, 3, 35.94, 75.3, 13.19, 9.092
1967, 4, 98.76, 177.4, 10.93, 6.437
1967, 5, 2.807, 5.386, 16.98, 13.81
1967, 6, 3.343, 4.307, 17.55, 15.57
1967, 7, 3.45, 9.058, 23.31, 23.48
1967, 8, 4.562, 18.54, 25.26, 24.36
1967, 9, 5.482, 34.91, 22.53, 19.21
