# Created by WEAP: 5/6/2021 11:59:20 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: WY_SE_North Fork Platte (1,252,036 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (982,123 ha),  2000 - 3000 m (269,913 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 14.14, 32.36, -7.371, -10.16
1950, 2, 7.65, 20.51, -0.017, -2.992
1950, 3, 26.44, 46.24, -0.6948, -3.529
1950, 4, 55.71, 78.75, 4.762, 1.805
1950, 5, 60.11, 68.06, 7.933, 4.881
1950, 6, 37.53, 42.08, 15.52, 12.29
1950, 7, 33.32, 47.95, 18.47, 15.29
1950, 8, 8.026, 7.179, 18.07, 14.9
1950, 9, 66.43, 86.08, 13.19, 10.06
1950, 10, 11.3, 16.2, 10.65, 7.62
1950, 11, 9.596, 26.81, 1.31, -1.504
1950, 12, 3.937, 8.561, -0.8359, -3.435
1951, 1, 11.03, 32.04, -6.519, -9.428
1951, 2, 3.367, 8.533, -1.144, -4.251
1951, 3, 15.67, 37.07, -1.262, -4.138
1951, 4, 41.67, 60.68, 3.54, 0.541
1951, 5, 57.17, 67.03, 11.26, 8.066
1951, 6, 51.17, 65.08, 12.98, 9.812
1951, 7, 41.6, 44.65, 20.27, 17.16
1951, 8, 12.21, 10.29, 19.46, 16.24
1951, 9, 29.8, 29.87, 12.43, 9.365
1951, 10, 41.09, 68.54, 7.05, 3.871
1951, 11, 4.623, 18.1, 0.6589, -2.258
1951, 12, 13.76, 36.69, -5.935, -8.67
1952, 1, 4.608, 9.617, -3.772, -6.772
1952, 2, 29.07, 69.34, -3, -6.075
1952, 3, 31.84, 79.02, -2.911, -6.138
1952, 4, 8.5, 15.99, 7.745, 4.628
1952, 5, 105.1, 117.4, 11.85, 8.67
1952, 6, 36.62, 43.07, 18.55, 15.24
1952, 7, 20.05, 22.41, 20.26, 17.08
1952, 8, 27.4, 34.7, 20.25, 17.2
1952, 9, 8.521, 9.497, 16.04, 12.81
1952, 10, 8.943, 11.23, 8.656, 5.742
1952, 11, 20.93, 49.32, -2.536, -5.397
1952, 12, 6.455, 33.29, -2.167, -4.814
1953, 1, 13.55, 37.18, 0.7573, -2.096
1953, 2, 28.21, 74.81, -3.776, -6.479
1953, 3, 5.472, 10.7, 2.597, -0.2458
1953, 4, 37.14, 46.5, 3.497, 0.5183
1953, 5, 41.83, 54.65, 8.905, 5.757
1953, 6, 28.33, 25.28, 18.11, 14.91
1953, 7, 27.94, 39.7, 22.31, 19.23
1953, 8, 31.87, 37.72, 20.66, 17.54
1953, 9, 5.931, 7.857, 15.86, 12.83
1953, 10, 4.147, 5.677, 9.699, 6.509
1953, 11, 19.68, 38.18, 3.919, 1.113
1953, 12, 14.94, 43.97, -4.039, -6.757
1954, 1, 6.325, 11.77, -2.536, -5.088
1954, 2, 7.467, 21.94, 2.196, -0.8361
1954, 3, 49.91, 102.1, -2.793, -5.669
1954, 4, 11.24, 17.52, 8.02, 5.057
1954, 5, 32.99, 43, 11.48, 8.542
1954, 6, 16.2, 20.52, 17.17, 14.07
1954, 7, 19.25, 27.36, 23.73, 20.61
1954, 8, 18.81, 16.88, 20.28, 17.07
1954, 9, 11.37, 16.75, 16.03, 12.88
1954, 10, 37.21, 56.87, 7.54, 4.723
1954, 11, 6.13, 16.55, 4.092, 1.182
1954, 12, 14.34, 49.55, -1.438, -4.372
1955, 1, 16.28, 47.54, -5.518, -8.12
1955, 2, 21.14, 56.6, -6.306, -9.057
1955, 3, 24.33, 57.84, -2.906, -5.865
1955, 4, 44.3, 60.02, 6.155, 3.13
1955, 5, 48.39, 37.94, 12.34, 9.138
1955, 6, 69.3, 80.82, 14.87, 11.81
1955, 7, 17.3, 20.26, 21.8, 18.6
1955, 8, 22.54, 21.34, 21.8, 18.64
