# Created by WEAP: 5/11/2021 10:27:08 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CMCC-CM_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_N_CEN_Interior Coulee (1,197,238 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,197,238 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, 0.6984, 44
2006, 2, 3.793, 28.22
2006, 3, 6.392, 41.97
2006, 4, 12.91, 21.71
2006, 5, 14.38, 14.26
2006, 6, 20.21, 24.07
2006, 7, 22.8, 14.31
2006, 8, 22.5, 9.814
2006, 9, 15.81, 25.86
2006, 10, 11.35, 17.94
2006, 11, 4.798, 13.59
2006, 12, -1.052, 45.91
2007, 1, -3.467, 25.84
2007, 2, 2.708, 12.62
2007, 3, 6.784, 7.805
2007, 4, 12.28, 29.89
2007, 5, 15.54, 33.01
2007, 6, 19.57, 34.54
2007, 7, 24.17, 14.73
2007, 8, 25.2, 1.329
2007, 9, 19.1, 20.26
2007, 10, 11.4, 28.4
2007, 11, 2.673, 7.642
2007, 12, 0.997, 50.43
2008, 1, -0.3034, 15.28
2008, 2, -1.567, 32.59
2008, 3, 7.039, 15.46
2008, 4, 10.15, 14.97
2008, 5, 12.75, 30.13
2008, 6, 17.91, 29.08
2008, 7, 22.54, 20.27
2008, 8, 21.14, 6.093
2008, 9, 17.39, 14.25
2008, 10, 9.874, 12.54
2008, 11, 2.104, 20.07
2008, 12, -2.655, 34.1
2009, 1, -5.836, 28.32
2009, 2, 3.298, 34.13
2009, 3, 2.365, 24.47
2009, 4, 11.17, 15.33
2009, 5, 14.23, 30.29
2009, 6, 18.14, 20.82
2009, 7, 22.54, 3.422
2009, 8, 26.22, 10.03
2009, 9, 18.54, 2.217
2009, 10, 11.53, 25.92
2009, 11, 6.449, 31.83
2009, 12, 1.706, 26.55
2010, 1, 0.4632, 46.69
2010, 2, 5.415, 36.5
2010, 3, 8.648, 42.51
2010, 4, 13.02, 10.12
2010, 5, 14.65, 22.86
2010, 6, 18.02, 14.05
2010, 7, 23.76, 5.623
2010, 8, 21.15, 19.43
2010, 9, 17.24, 7.326
2010, 10, 9.327, 13.76
2010, 11, 4.718, 62.08
2010, 12, -5.038, 13.74
2011, 1, -0.1379, 24.24
2011, 2, 5.555, 32.36
2011, 3, 7.783, 25.98
2011, 4, 10.03, 8.612
2011, 5, 13.5, 11.37
2011, 6, 19.89, 17.17
2011, 7, 23.46, 6.195
2011, 8, 23.82, 4.637
2011, 9, 17.06, 10.84
2011, 10, 11.32, 7.557
2011, 11, 2.342, 6.684
2011, 12, -2.601, 62.83
2012, 1, -2.078, 44.5
2012, 2, 5.017, 40.65
2012, 3, 8.694, 19.01
2012, 4, 8.698, 13.68
2012, 5, 15.34, 23.88
2012, 6, 20.33, 10.76
2012, 7, 25.95, 3.788
2012, 8, 25.42, 8.359
2012, 9, 16.77, 17.81
2012, 10, 12.49, 13.38
2012, 11, 6.511, 26.4
2012, 12, -0.417, 58.04
2013, 1, -3.973, 41.19
2013, 2, 4.065, 11.31
2013, 3, 6.68, 17.32
2013, 4, 11.17, 22.61
2013, 5, 15.2, 14.53
2013, 6, 20.14, 12.42
2013, 7, 23.73, 1.452
2013, 8, 22.64, 2.633
2013, 9, 16.17, 9.139
2013, 10, 12.4, 7.355
2013, 11, 3.491, 4.439
2013, 12, 0.2326, 24.63
2014, 1, -0.5894, 38.41
2014, 2, 0.379, 16.8
2014, 3, 4.263, 13.93
2014, 4, 10.29, 13.09
2014, 5, 14.72, 24.34
2014, 6, 17.67, 21
2014, 7, 25.22, 10.52
2014, 8, 23.48, 0.4177
2014, 9, 19.28, 7.054
2014, 10, 9.811, 11.76
2014, 11, 1.572, 52.65
2014, 12, 0.4141, 43.88
2015, 1, 1.58, 56.33
2015, 2, 0.8025, 18.59
2015, 3, 6.257, 31.25
2015, 4, 10.25, 9.566
2015, 5, 16.3, 9.433
2015, 6, 16.5, 18.21
2015, 7, 25.08, 0.3423
2015, 8, 22.07, 3.071
2015, 9, 18.35, 10.3
2015, 10, 10.97, 15.45
2015, 11, 2.343, 23.38
2015, 12, 3.669, 53.73
2016, 1, -1.699, 22.92
2016, 2, 1.975, 23.52
2016, 3, 5.576, 15.5
2016, 4, 12.54, 13.06
2016, 5, 14.31, 21.75
2016, 6, 19.17, 7.902
2016, 7, 23.35, 14.97
2016, 8, 22.26, 3.591
2016, 9, 19.54, 0.5666
2016, 10, 12.25, 17.83
2016, 11, 2.087, 42.68
2016, 12, 2.91, 36.08
2017, 1, 0.6986, 30.74
2017, 2, 0.8799, 13.36
2017, 3, 7.879, 12.79
2017, 4, 10.78, 18.28
2017, 5, 14.99, 13.46
2017, 6, 19, 12.95
2017, 7, 24.35, 3.646
2017, 8, 21.79, 2.269
2017, 9, 20.21, 5.806
2017, 10, 11.4, 4.86
2017, 11, 3.899, 30.38
2017, 12, -2.665, 37.8
2018, 1, 0.8008, 26.07
2018, 2, 3.083, 25.04
2018, 3, 4.82, 29.76
2018, 4, 7.394, 31.56
2018, 5, 14.78, 29.36
2018, 6, 18.37, 10.99
2018, 7, 24.68, 1.927
2018, 8, 23.58, 21.56
2018, 9, 16.53, 23.28
2018, 10, 12.46, 9.314
2018, 11, 5.132, 64.68
2018, 12, 2.216, 69.35
2019, 1, 2.656, 44.24
2019, 2, 3.027, 14.24
2019, 3, 5.565, 15.22
2019, 4, 11.67, 10.25
2019, 5, 17.47, 10.72
2019, 6, 19.53, 6.327
2019, 7, 23.06, 10.21
2019, 8, 20.52, 20.93
2019, 9, 17.32, 3.413
2019, 10, 11.45, 12.15
2019, 11, 2.471, 27.72
2019, 12, -3.067, 8.306
2020, 1, -4.001, 27.98
2020, 2, 4.78, 49.57
2020, 3, 7.337, 16.8
2020, 4, 10.77, 14.47
2020, 5, 14.67, 17.22
2020, 6, 17.27, 23.09
2020, 7, 22.76, 1.357
2020, 8, 27.06, 1.335
2020, 9, 17.06, 7.282
2020, 10, 12.12, 41.72
2020, 11, 3.573, 24.14
2020, 12, 0.3196, 23.93
2021, 1, 1.769, 48.66
2021, 2, 2.832, 21.17
2021, 3, 6.598, 17.27
2021, 4, 12.34, 14.86
2021, 5, 15.39, 12.06
2021, 6, 19.01, 18.86
2021, 7, 23.92, 11.13
2021, 8, 23.33, 12.91
2021, 9, 19.33, 26.52
2021, 10, 13.45, 4.025
2021, 11, 5.956, 27.89
2021, 12, 0.432, 48.99
2022, 1, -4.617, 31.75
2022, 2, 1.901, 10.56
2022, 3, 5.642, 14.61
2022, 4, 8.223, 35.52
2022, 5, 14.25, 15.52
2022, 6, 20.1, 21.18
2022, 7, 22.54, 6.247
2022, 8, 24.86, 2.507
2022, 9, 16.85, 14.62
2022, 10, 11.02, 38.28
2022, 11, 2.742, 31.34
2022, 12, 3.379, 45.84
2023, 1, 3.196, 40.98
2023, 2, 2.548, 31.58
2023, 3, 4.605, 18.68
2023, 4, 10.78, 25.08
2023, 5, 13.9, 14.12
2023, 6, 20.65, 9.559
2023, 7, 27.35, 0.003148
2023, 8, 26.62, 0.1859
2023, 9, 20.52, 0.5042
2023, 10, 10.7, 44.5
2023, 11, 6.565, 29.56
2023, 12, 2.646, 34.18
2024, 1, -1.339, 48.52
2024, 2, 1.931, 47.17
2024, 3, 9.665, 17.42
2024, 4, 11.7, 23.21
2024, 5, 17.41, 26.39
2024, 6, 19.08, 2.723
2024, 7, 22.67, 4.046
2024, 8, 22.24, 11.52
2024, 9, 16.23, 21.98
2024, 10, 9.336, 16.5
2024, 11, -0.4222, 0.7427
2024, 12, 0.5792, 29.77
2025, 1, 3.104, 60.44
2025, 2, 5.224, 25.37
2025, 3, 8.161, 12.53
2025, 4, 10.57, 21.66
2025, 5, 18.73, 8.64
2025, 6, 21.76, 16.19
2025, 7, 25.26, 3.299
2025, 8, 25.1, 0.2801
2025, 9, 18.6, 3.886
2025, 10, 10.06, 25.99
2025, 11, 3.885, 38.31
2025, 12, -3.613, 26.8
2026, 1, -2.095, 54.77
2026, 2, 5.231, 25.01
2026, 3, 10.28, 20.18
2026, 4, 12.29, 25.65
2026, 5, 15.92, 21.23
2026, 6, 19.69, 13.26
2026, 7, 24.26, 0.7562
2026, 8, 24.1, 6.775
2026, 9, 19.04, 13.5
2026, 10, 11.49, 12.1
2026, 11, 1.785, 13.01
2026, 12, 3.674, 54.98
2027, 1, 0.9428, 29.86
2027, 2, 3.29, 31.31
2027, 3, 7.46, 21.9
2027, 4, 10.58, 20.4
2027, 5, 16.15, 30.63
2027, 6, 21.27, 20.42
2027, 7, 24.7, 11.7
2027, 8, 23.48, 15.58
2027, 9, 20.9, 1.156
2027, 10, 13.84, 6.513
2027, 11, 5.832, 36.09
2027, 12, 1.007, 54.91
2028, 1, -2.495, 43.78
2028, 2, 3.882, 17.4
2028, 3, 7.445, 12.72
2028, 4, 11.46, 20.47
2028, 5, 14.92, 15.7
2028, 6, 18, 16.3
2028, 7, 25.74, 2.226
2028, 8, 23.98, 12.17
2028, 9, 19.16, 8.348
2028, 10, 12.15, 20.58
2028, 11, 1.72, 45.29
2028, 12, 3.086, 59.92
2029, 1, 1.59, 43.09
2029, 2, 5.753, 12.4
2029, 3, 6.865, 25.19
2029, 4, 9.745, 8.59
2029, 5, 15.68, 18.57
2029, 6, 18.64, 27.44
2029, 7, 25.82, 0.7876
2029, 8, 23.81, 9.636
2029, 9, 21.82, 0.2215
2029, 10, 10.71, 23.56
2029, 11, 4.875, 25.44
2029, 12, -2.536, 16.61
2030, 1, 0.244, 53.19
2030, 2, 3.096, 17.34
2030, 3, 7.897, 13.63
2030, 4, 12.14, 3.629
2030, 5, 15.61, 12.42
2030, 6, 21.53, 31.85
2030, 7, 23.35, 3.329
2030, 8, 23.3, 7.067
2030, 9, 17.72, 26.26
2030, 10, 12.32, 21.61
2030, 11, 6.465, 15.31
2030, 12, -0.8905, 27.12
2031, 1, 1.995, 49.99
2031, 2, 5.463, 33.54
2031, 3, 8.259, 28.06
2031, 4, 13.06, 21.95
2031, 5, 17.65, 14.95
2031, 6, 23.57, 18.39
2031, 7, 23.14, 8.02
2031, 8, 22.8, 12.38
2031, 9, 20.14, 41.21
2031, 10, 11.6, 49.41
2031, 11, 4.942, 43.81
2031, 12, 1.671, 57.59
2032, 1, 3.873, 18.72
2032, 2, 4.576, 32.36
2032, 3, 4.378, 22.03
2032, 4, 12.69, 12.71
2032, 5, 12.76, 17.12
2032, 6, 17.82, 30.32
2032, 7, 24.96, 4.661
2032, 8, 22.79, 5.632
2032, 9, 19.35, 2.496
2032, 10, 12.07, 7.493
2032, 11, 3.987, 19.99
2032, 12, 1.203, 37.19
2033, 1, -0.5721, 39.44
2033, 2, 3.618, 19.08
2033, 3, 11.02, 10.88
2033, 4, 15.49, 4.391
2033, 5, 17.48, 26.45
2033, 6, 17.03, 28.65
2033, 7, 27.71, 2.881
2033, 8, 23.53, 42.85
2033, 9, 19.81, 6.982
2033, 10, 14.17, 13.46
2033, 11, 1.795, 17.38
2033, 12, 4.058, 69.16
2034, 1, 2.173, 77.76
2034, 2, 0.6237, 31.44
2034, 3, 9.055, 13.72
2034, 4, 16.4, 2.761
2034, 5, 15.01, 19.3
2034, 6, 20.4, 11.46
2034, 7, 22.18, 3.216
2034, 8, 21.19, 34.51
2034, 9, 16.72, 14.58
2034, 10, 11.33, 11.12
2034, 11, 5.296, 41.91
2034, 12, 1.974, 55.24
2035, 1, 2.468, 15.81
2035, 2, 5.604, 32.17
2035, 3, 5.707, 32.9
2035, 4, 10.31, 13
2035, 5, 15.42, 18.91
2035, 6, 19.18, 24.08
2035, 7, 24.27, 16.48
2035, 8, 23.04, 2.718
2035, 9, 19.83, 0.8833
2035, 10, 13.32, 8.21
2035, 11, 7.632, 9.961
2035, 12, 0.4876, 45.39
2036, 1, 3.839, 45.68
2036, 2, 3.141, 41.06
2036, 3, 6.666, 33.94
2036, 4, 12.15, 4.078
2036, 5, 17.8, 19.57
2036, 6, 22.58, 12.85
2036, 7, 25.17, 1.871
2036, 8, 25.73, 0.9282
2036, 9, 19.13, 20.82
2036, 10, 13.22, 48.56
2036, 11, 5.906, 39.76
2036, 12, 4.655, 91.04
2037, 1, -3.51, 45.55
2037, 2, 0.6074, 26.47
2037, 3, 9.079, 20.99
2037, 4, 11.97, 8.209
2037, 5, 16.68, 19.38
2037, 6, 22.55, 33.81
2037, 7, 23.99, 8.995
2037, 8, 23.09, 4.351
2037, 9, 17.99, 24.82
2037, 10, 12, 14.32
2037, 11, 5.565, 17.79
2037, 12, 3.128, 50.21
2038, 1, 0.7737, 36.55
2038, 2, 4.632, 43.82
2038, 3, 10.2, 16.65
2038, 4, 11.86, 8.764
2038, 5, 17.75, 6.345
2038, 6, 22.41, 21.85
2038, 7, 24.07, 3.429
2038, 8, 23.26, 38.34
2038, 9, 19.74, 5.195
2038, 10, 11.13, 14.98
2038, 11, 7.216, 46.76
2038, 12, 4.24, 60.53
2039, 1, 0.6961, 16.94
2039, 2, 4.083, 21.28
2039, 3, 8.602, 32.15
2039, 4, 10.54, 13.9
2039, 5, 14.83, 36.49
2039, 6, 19.97, 17.55
2039, 7, 23.94, 7.02
2039, 8, 24.95, 0.9087
2039, 9, 16.86, 23.05
2039, 10, 9.746, 28.18
2039, 11, 6.525, 51.59
2039, 12, 2.866, 67.69
2040, 1, 2.394, 37.57
2040, 2, 3.223, 45.86
2040, 3, 5.084, 17.52
2040, 4, 9.945, 11.87
2040, 5, 14.73, 11.42
2040, 6, 21, 14.72
2040, 7, 25.24, 2.324
2040, 8, 25.38, 10.53
2040, 9, 18.29, 19.62
2040, 10, 13.23, 17.46
2040, 11, 4.156, 9.414
2040, 12, 1.745, 76.36
2041, 1, -0.63, 27.9
2041, 2, 4.766, 6.417
2041, 3, 8.575, 33.41
2041, 4, 13.07, 17.83
2041, 5, 13.99, 30.43
2041, 6, 19.73, 6.685
2041, 7, 24.58, 18.9
2041, 8, 22.79, 36.45
2041, 9, 17.41, 29.28
2041, 10, 12.65, 14.28
2041, 11, 6.18, 39.84
2041, 12, -0.3028, 40.06
2042, 1, 1.727, 34.8
2042, 2, 2.792, 27.82
2042, 3, 7.817, 18.65
2042, 4, 11.23, 27.84
2042, 5, 20.03, 12.08
2042, 6, 22.78, 2.046
2042, 7, 23.89, 1.373
2042, 8, 23.04, 8.443
2042, 9, 18.22, 26.14
2042, 10, 14.29, 12.76
2042, 11, 4.197, 32.5
2042, 12, 3.919, 60.68
2043, 1, -1.267, 33.75
2043, 2, 5.957, 41.19
2043, 3, 7.73, 28.18
2043, 4, 11.01, 20.8
2043, 5, 13.43, 24.76
2043, 6, 20.52, 20.72
2043, 7, 24.78, 5.607
2043, 8, 24.54, 24.55
2043, 9, 19.64, 8.764
2043, 10, 12.89, 21.55
2043, 11, 5.513, 67.53
2043, 12, 3.193, 44.63
2044, 1, 0.3111, 29.96
2044, 2, 6.159, 34.34
2044, 3, 8.05, 38.95
2044, 4, 10.42, 27.61
2044, 5, 13.91, 34.35
2044, 6, 19.91, 31.95
2044, 7, 26.28, 15.85
2044, 8, 24.65, 2.114
2044, 9, 17.97, 26.89
2044, 10, 12.87, 27.3
2044, 11, 7.222, 27.22
2044, 12, 1.687, 81.44
2045, 1, 0.6604, 30.06
2045, 2, 2.029, 38.13
2045, 3, 6.593, 44.91
2045, 4, 14.04, 9.795
2045, 5, 15.23, 11.38
2045, 6, 19.91, 14.04
2045, 7, 26.04, 4.707
2045, 8, 25.83, 9.529
2045, 9, 20.07, 24.27
2045, 10, 14.73, 25.25
2045, 11, 5.512, 33.85
2045, 12, 2.873, 74.79
2046, 1, -3.24, 29.74
2046, 2, 3.219, 57.33
2046, 3, 6.084, 20.15
2046, 4, 10.85, 17.7
2046, 5, 17.29, 20.28
2046, 6, 19.34, 1.913
2046, 7, 24.01, 7.876
2046, 8, 21.88, 13.13
2046, 9, 18.69, 18.82
2046, 10, 11.42, 13.67
2046, 11, 6.329, 39.54
2046, 12, 2.551, 58.2
2047, 1, 0.7317, 68.38
2047, 2, 1.956, 38.25
2047, 3, 8.11, 44.06
2047, 4, 11.09, 19.27
2047, 5, 15.26, 38.79
2047, 6, 19.99, 17.34
2047, 7, 26.66, 8.708
2047, 8, 26.03, 3.038
2047, 9, 19.86, 9.245
2047, 10, 14.02, 13.63
2047, 11, 6.872, 35.48
2047, 12, 3.067, 54.6
2048, 1, -0.3434, 39.42
2048, 2, 4.44, 14.11
2048, 3, 6.479, 21.77
2048, 4, 10.6, 24.34
2048, 5, 13.3, 21.13
2048, 6, 17.58, 35.78
2048, 7, 25.61, 4.602
2048, 8, 23.81, 3.282
2048, 9, 21.25, 8.605
2048, 10, 13.42, 22.17
2048, 11, 3.778, 54.79
2048, 12, 3.596, 97.46
2049, 1, 1.728, 20.85
2049, 2, 4.85, 39.31
2049, 3, 7.304, 24.43
2049, 4, 10.3, 15.42
2049, 5, 14.91, 25.17
2049, 6, 20.53, 9.401
2049, 7, 24.49, 9.5
2049, 8, 25.75, 1.84
2049, 9, 18.66, 13.58
2049, 10, 12.85, 11.6
2049, 11, 2.79, 47.86
2049, 12, -0.2339, 26.46
