# Created by WEAP: 5/11/2021 10:27:38 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CMCC-CM_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_LADWP_CoastalLA (36,256 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (36,256 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, 17, 5.617
2006, 2, 17.18, 42.95
2006, 3, 15.28, 193.6
2006, 4, 16.47, 49.48
2006, 5, 18.84, 0.6901
2006, 6, 19.28, 1.212
2006, 7, 23.14, 0
2006, 8, 23.17, 0.007992
2006, 9, 21.61, 0
2006, 10, 20.17, 0
2006, 11, 17.45, 35.75
2006, 12, 15.35, 52.47
2007, 1, 15.07, 8.162
2007, 2, 14.58, 23.44
2007, 3, 15.36, 31.54
2007, 4, 15.69, 19.59
2007, 5, 19.69, 0.00121
2007, 6, 19.18, 0.1249
2007, 7, 21.26, 0
2007, 8, 22.29, 0.02902
2007, 9, 22.67, 0.2195
2007, 10, 22.28, 0.02234
2007, 11, 19.35, 77.88
2007, 12, 18.19, 0.1016
2008, 1, 18.94, 219.7
2008, 2, 14.2, 216.7
2008, 3, 15.16, 185.1
2008, 4, 16.94, 0.1411
2008, 5, 19.02, 0.9087
2008, 6, 20.43, 0.07742
2008, 7, 23.46, 2.42
2008, 8, 22.83, 0.02531
2008, 9, 21.8, 0.2991
2008, 10, 22.49, 0
2008, 11, 17.72, 143.3
2008, 12, 14.09, 0.4721
2009, 1, 13.74, 43
2009, 2, 15.7, 183.2
2009, 3, 16.36, 75.96
2009, 4, 17.59, 4.171
2009, 5, 17.9, 0.5008
2009, 6, 19.78, 0.102
2009, 7, 21.54, 0.01166
2009, 8, 24.74, 0.04812
2009, 9, 21.29, 0.06407
2009, 10, 19.93, 5.554
2009, 11, 19.64, 0.0008925
2009, 12, 15.38, 19.22
2010, 1, 15.16, 210.9
2010, 2, 15.04, 132.9
2010, 3, 14.48, 313.6
2010, 4, 18.2, 0.8177
2010, 5, 20.07, 0.8466
2010, 6, 20.28, 0.2995
2010, 7, 22.44, 0.549
2010, 8, 22.94, 0.05605
2010, 9, 20.97, 2.686
2010, 10, 20.2, 0.3301
2010, 11, 18.32, 5.452
2010, 12, 15.4, 17.9
2011, 1, 15.94, 12.39
2011, 2, 16.44, 5.734
2011, 3, 17.4, 3.31
2011, 4, 15.68, 4.531
2011, 5, 20.07, 3.397
2011, 6, 19.74, 0.06863
2011, 7, 20.69, 0.131
2011, 8, 23.91, 0.1061
2011, 9, 21.85, 0.09031
2011, 10, 22.69, 0.3626
2011, 11, 16.7, 38.56
2011, 12, 14.13, 25.46
2012, 1, 14.46, 108.8
2012, 2, 17.48, 20.98
2012, 3, 16.02, 25.74
2012, 4, 16.6, 19.06
2012, 5, 19.9, 0.2968
2012, 6, 19.22, 0.05319
2012, 7, 22.78, 0.001239
2012, 8, 24.09, 34.28
2012, 9, 22.43, 0.006369
2012, 10, 22.67, 0
2012, 11, 19.71, 4.432
2012, 12, 13.79, 229.6
2013, 1, 13.48, 109.6
2013, 2, 16, 25.49
2013, 3, 13.78, 271.9
2013, 4, 16.55, 2.573
2013, 5, 19.35, 0.2968
2013, 6, 20.64, 0.1275
2013, 7, 22.76, 0.007899
2013, 8, 21.92, 0.356
2013, 9, 22.44, 0.04104
2013, 10, 22.38, 0.04399
2013, 11, 19.4, 0
2013, 12, 15.55, 0.0249
2014, 1, 16.38, 114.3
2014, 2, 15.22, 177.4
2014, 3, 14.86, 7.35
