# Created by WEAP: 5/11/2021 10:26:27 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CMCC-CM_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Upr Bear (3,880 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (3,880 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 7.124, 146.4
2006, 2, 7.363, 191.5
2006, 3, 3.623, 217.9
2006, 4, 8.272, 289.4
2006, 5, 13.35, 45.78
2006, 6, 17.81, 11.18
2006, 7, 21.83, 0.1269
2006, 8, 21.38, 0
2006, 9, 15.76, 1.849
2006, 10, 15.5, 1.379
2006, 11, 8.397, 203.7
2006, 12, 4.426, 646.4
2007, 1, 2.089, 194.8
2007, 2, 4.031, 134.7
2007, 3, 5.517, 188.4
2007, 4, 5.321, 382.2
2007, 5, 12.31, 135.4
2007, 6, 14.61, 14.39
2007, 7, 19.66, 10.01
2007, 8, 23.06, 0.08008
2007, 9, 18.1, 163.2
2007, 10, 15.62, 38.74
2007, 11, 10.73, 33.6
2007, 12, 7.252, 88.18
2008, 1, 9.937, 260.3
2008, 2, 2.318, 625.5
2008, 3, 4.909, 228.7
2008, 4, 5.012, 193.3
2008, 5, 11.52, 272.9
2008, 6, 14.71, 35.23
2008, 7, 19.33, 0.4419
2008, 8, 19.8, 4.382
2008, 9, 17.32, 38.67
2008, 10, 16.11, 92.16
2008, 11, 8.108, 424.2
2008, 12, 2.475, 83.36
2009, 1, 4.798, 56.42
2009, 2, 5.033, 485.2
2009, 3, 5.405, 368.9
2009, 4, 9.994, 40.25
2009, 5, 12.96, 15.85
2009, 6, 19.38, 3.464
2009, 7, 21.87, 6.544
2009, 8, 20.48, 51.5
2009, 9, 19.26, 0.5231
2009, 10, 14.06, 30.33
2009, 11, 11.05, 109.3
2009, 12, 4.426, 274.1
2010, 1, 3.3, 835.2
2010, 2, 4.514, 264.7
2010, 3, 2.977, 681.7
2010, 4, 9.725, 60.72
2010, 5, 12.38, 112.9
2010, 6, 19.36, 0.3377
2010, 7, 22.94, 0.3957
2010, 8, 21.83, 0
2010, 9, 18.63, 70.53
2010, 10, 11.63, 78.04
2010, 11, 7.947, 55.85
2010, 12, 5.327, 88.95
2011, 1, 6.078, 163.6
2011, 2, 7.455, 107
2011, 3, 9.395, 394.6
2011, 4, 8.838, 51.4
2011, 5, 14.52, 53.42
2011, 6, 18.13, 10.78
2011, 7, 18.93, 4.452
2011, 8, 22.79, 0.1779
2011, 9, 17.76, 0.06627
2011, 10, 17.28, 38.26
2011, 11, 8.34, 44.38
2011, 12, 2.116, 289.5
2012, 1, 2.123, 588.4
2012, 2, 5.098, 372
2012, 3, 7.385, 75.69
2012, 4, 7.843, 102.8
2012, 5, 13.3, 38.57
2012, 6, 17.37, 1.091
2012, 7, 22.55, 10.5
2012, 8, 23.04, 7.667
2012, 9, 19.41, 1.521
2012, 10, 17.65, 16.54
2012, 11, 10.94, 91.18
2012, 12, 2.054, 537.7
2013, 1, 2.514, 196.2
2013, 2, 6.219, 312.9
2013, 3, 1.985, 412.8
2013, 4, 5.326, 200.1
2013, 5, 15.22, 88.19
2013, 6, 17.77, 0.7117
2013, 7, 23.78, 0.5003
2013, 8, 19.77, 0.2558
2013, 9, 19.74, 39.45
2013, 10, 17.95, 8.047
2013, 11, 12.24, 23.29
2013, 12, 5.484, 254.7
2014, 1, 4.194, 431.4
2014, 2, 4.565, 301.5
2014, 3, 4.134, 110.7
2014, 4, 9.219, 55.7
2014, 5, 13.24, 109.5
2014, 6, 16.46, 14.09
2014, 7, 21.98, 0.002557
2014, 8, 23.12, 0
2014, 9, 23.61, 0
2014, 10, 12.94, 21.91
2014, 11, 6.628, 229.9
2014, 12, 2.653, 297.6
2015, 1, 3.47, 860.3
2015, 2, 3.115, 292.8
2015, 3, 5.839, 150.4
2015, 4, 7.248, 70.11
2015, 5, 12.89, 90.77
2015, 6, 16.79, 15.97
2015, 7, 22.85, 0.9677
2015, 8, 22.2, 0
2015, 9, 22.54, 0
2015, 10, 14.02, 60.59
2015, 11, 9.769, 29.21
2015, 12, 6.531, 181
2016, 1, 3.622, 584.8
2016, 2, 5.09, 219.5
2016, 3, 2.407, 523.8
2016, 4, 9.171, 136
2016, 5, 11.46, 73.74
2016, 6, 17.18, 0.5727
2016, 7, 22.46, 2.032
2016, 8, 21.94, 6.893
2016, 9, 20.89, 0
2016, 10, 15.75, 118.1
2016, 11, 7.624, 161.5
2016, 12, 7.791, 228.5
2017, 1, 4.477, 158.3
2017, 2, 3.086, 127.9
2017, 3, 4.619, 211.6
2017, 4, 10.56, 26.78
2017, 5, 13.84, 129.8
2017, 6, 18.8, 0
2017, 7, 21.05, 4.882
2017, 8, 22.41, 0
2017, 9, 22.41, 0.2839
2017, 10, 13.68, 11.37
2017, 11, 10.7, 31.54
2017, 12, 5.635, 212.4
2018, 1, 6.013, 380.1
2018, 2, 7.166, 361.4
2018, 3, 2.461, 345.5
2018, 4, 3.898, 143.8
2018, 5, 14.31, 28.96
2018, 6, 15.58, 2.628
2018, 7, 23.8, 0.00695
2018, 8, 21.91, 0
2018, 9, 15.02, 93.84
2018, 10, 12.93, 69.56
2018, 11, 7.811, 136
2018, 12, 4.414, 556.4
2019, 1, 4.959, 322.3
2019, 2, 7.08, 99.62
2019, 3, 4.144, 69.06
2019, 4, 10.57, 35.91
2019, 5, 14.3, 51.18
2019, 6, 21.83, 0.3541
2019, 7, 22.46, 0.1204
2019, 8, 20.31, 1.697
2019, 9, 19.01, 22.64
2019, 10, 13.04, 239.4
2019, 11, 7.366, 99.94
2019, 12, -0.2965, 126.9
2020, 1, 2.743, 180.7
2020, 2, 6.537, 164.7
2020, 3, 3.461, 394.7
2020, 4, 11.18, 37.54
2020, 5, 14.24, 28.49
2020, 6, 17.14, 0
2020, 7, 23.13, 0.4358
2020, 8, 26.96, 0.2819
2020, 9, 20.5, 0
2020, 10, 14, 299.3
2020, 11, 7.993, 55.13
2020, 12, 9.177, 31.07
2021, 1, 5.81, 259
2021, 2, 4.627, 501.2
2021, 3, 6.025, 100.9
2021, 4, 9.098, 62.09
2021, 5, 15.07, 77.02
