# Created by WEAP: 5/11/2021 10:26:13 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CMCC-CM_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: OR_W_Klamath (1,759,114 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (769,785 ha),  1000 - 2000 m (944,405 ha),  2000 - 3000 m (44,021 ha),  3000 - 4000 m (887 ha),  4000 - 5000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 3.949, 1.103, -2.153, -9.688, -10.07, 208.6, 200.9, 173.4, 144.2, 146.9
2006, 2, 6.484, 3.725, 0.1523, -7.569, -7.956, 158.4, 158.5, 159.8, 165.7, 168.6
2006, 3, 6.526, 3.692, 0.1476, -8.025, -8.414, 263.2, 264.5, 254.9, 291.6, 297.6
2006, 4, 10.25, 7.828, 4.488, -3.795, -4.18, 162.3, 173, 204.1, 386.8, 395.7
2006, 5, 13.1, 11.03, 8.052, 0.3149, -0.06963, 65.07, 66.71, 73.13, 70.54, 71.73
2006, 6, 18.49, 16.61, 13.51, 5.503, 5.117, 15.68, 22, 36.46, 65.74, 66.48
2006, 7, 21.09, 19.51, 16.63, 8.344, 7.957, 6.769, 7.712, 10.09, 8.458, 8.473
2006, 8, 20.31, 18.52, 15.41, 7.282, 6.897, 0.6875, 0.9189, 1.048, 0, 0
2006, 9, 15.16, 12.89, 9.515, 1.086, 0.6964, 32.35, 32.27, 34.74, 26, 26.53
2006, 10, 12.88, 10.48, 7.377, -0.2083, -0.5991, 40.24, 37.29, 37.53, 31.67, 32.4
2006, 11, 6.379, 3.583, 0.1766, -7.286, -7.669, 162.9, 170.4, 169.8, 194.9, 198.9
2006, 12, 2.564, -0.3354, -3.773, -10.96, -11.34, 316.3, 337.6, 343.4, 475.9, 486.4
2007, 1, 1.251, -1.724, -5.319, -13.12, -13.5, 199.6, 205.1, 204.6, 269.4, 274.4
2007, 2, 4.716, 1.983, -1.434, -9.168, -9.549, 109.3, 109.9, 109.5, 138.5, 141.4
2007, 3, 6.985, 4.389, 1.074, -7.279, -7.67, 154.5, 153.1, 154, 244.5, 250
2007, 4, 8.66, 6.09, 2.756, -5.25, -5.644, 190.6, 195.2, 189.3, 386.8, 395.4
2007, 5, 13.03, 10.82, 7.778, -0.3378, -0.7205, 118.9, 116.3, 112.8, 154, 157.4
2007, 6, 16.42, 14.29, 11.14, 2.776, 2.391, 61.55, 66.88, 76.23, 126.3, 128
2007, 7, 20.43, 18.81, 16.02, 7.808, 7.419, 18.16, 32.16, 61.78, 86.91, 87.49
2007, 8, 22.97, 21.4, 18.43, 10.34, 9.947, 2.483, 4.239, 7.472, 6.841, 7.018
2007, 9, 18.04, 15.96, 12.7, 4.519, 4.129, 60.64, 69.25, 78.67, 109.7, 111.7
2007, 10, 12.96, 10.42, 7.151, -0.8889, -1.276, 55.57, 58.14, 64.72, 68.34, 69.96
2007, 11, 7.172, 4.476, 1.143, -6.078, -6.461, 41.55, 34.97, 19.27, 14, 14.26
2007, 12, 4.172, 1.346, -2.032, -9.492, -9.872, 245.7, 241.2, 200.6, 143.3, 145.9
2008, 1, 5.714, 3.059, -0.06791, -7.037, -7.414, 181.2, 209.1, 218.4, 384.7, 391.7
2008, 2, 4.218, 1.352, -2.153, -10.51, -10.9, 392.3, 429.9, 467.8, 606.4, 618.3
2008, 3, 7.852, 5.098, 1.546, -7.177, -7.573, 172.7, 169.4, 155.7, 174.9, 178.5
2008, 4, 8.362, 5.735, 2.353, -5.935, -6.326, 160.3, 163.6, 172.5, 277.7, 282.9
2008, 5, 12.25, 9.898, 6.68, -1.045, -1.426, 62.65, 63.12, 67.03, 131, 133.5
2008, 6, 15.43, 13.4, 10.2, 1.832, 1.444, 59.54, 61.5, 60.12, 112.2, 114.3
2008, 7, 19.92, 18.29, 15.55, 7.488, 7.092, 17.73, 20.25, 29.96, 68.22, 68.68
2008, 8, 19.04, 17.1, 13.91, 5.728, 5.347, 10.94, 17.86, 33.64, 73.54, 74.86
2008, 9, 16.56, 14.38, 10.97, 2.546, 2.156, 14.01, 12.01, 10.86, 14.15, 14.47
2008, 10, 13.38, 11.01, 7.906, -0.02255, -0.4083, 125, 140.9, 168.1, 162.7, 166.4
2008, 11, 7.093, 4.5, 1.354, -6.232, -6.614, 248, 265.5, 292, 390, 398.7
2008, 12, 1.238, -1.853, -5.613, -13.14, -13.52, 89.93, 84.35, 70.48, 80.33, 82.02
2009, 1, 2.564, -0.3336, -3.858, -12.07, -12.45, 82.59, 72.88, 53.27, 51.87, 52.86
2009, 2, 5.838, 3.075, -0.3491, -8.536, -8.931, 255.7, 265.6, 282.4, 330.1, 336.6
