# Created by WEAP: 5/11/2021 10:21:39 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CMCC-CM_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WY_NW_Upper Wind (2,004,812 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (1,163,121 ha),  2000 - 3000 m (625,930 ha),  3000 - 4000 m (215,683 ha),  4000 - 5000 m (78 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, -5.819, -8.086, -13.22, -15.73, 8.047, 26.67, 55.42, 40.94
2006, 2, -3.598, -6.267, -11.14, -13.71, 18.06, 42.57, 87.39, 71.79
2006, 3, 2.265, -2.301, -7.464, -10.66, 4.773, 19.45, 38.65, 46.71
2006, 4, 6.012, 1.123, -3.798, -6.634, 51.19, 89.72, 165.9, 210.3
2006, 5, 14.05, 9.239, 4.028, 1.366, 20.03, 20.54, 27.57, 33.61
2006, 6, 17.17, 11.72, 6.478, 3.666, 60.89, 91.95, 135.4, 145.6
2006, 7, 22.58, 16.91, 11.43, 8.288, 2.005, 5.022, 9.373, 17.83
2006, 8, 22.55, 16.98, 11.47, 8.495, 2.062, 5.723, 8.444, 8.551
2006, 9, 15.66, 9.962, 4.517, 1.369, 11.28, 19.15, 29.84, 37.79
2006, 10, 11.41, 7.057, 2.01, -0.7237, 8.017, 21.93, 40.96, 50.81
2006, 11, 0.8686, -2.685, -7.601, -10.19, 9.763, 29.68, 53.59, 74.18
2006, 12, -7.941, -10.24, -15.08, -17.26, 14.33, 70.96, 152.8, 158.5
2007, 1, -10.18, -12.45, -17.37, -19.53, 6.532, 27.8, 65.91, 77.11
2007, 2, -3.839, -7.509, -12.64, -15.31, 9.687, 33.74, 71.75, 71.97
2007, 3, -0.6787, -4.609, -9.342, -11.93, 29.42, 80.64, 159.1, 177.6
2007, 4, 8.459, 3.61, -1.555, -4.63, 21.23, 40.73, 72.73, 95.7
2007, 5, 14.27, 9.246, 4.116, 1.475, 18.1, 21.66, 33.67, 42.03
