# Created by WEAP: 5/11/2021 10:23:21 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CMCC-CM_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_White (153,127 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (82,596 ha),  1000 - 2000 m (66,193 ha),  2000 - 3000 m (3,823 ha),  3000 - 4000 m (456 ha),  4000 - 5000 m (59 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 4.495, -1.335, -4.848, -8.879, -12.07, 237.4, 309.6, 448.9, 526.7, 509.2
2006, 2, 6.478, 0.9438, -2.807, -6.798, -9.848, 148.8, 188.7, 275.6, 341.3, 324.6
2006, 3, 5.412, -0.3993, -4.517, -8.762, -11.74, 208.4, 280.9, 450.5, 551.2, 519.6
2006, 4, 10.43, 5.163, 1.427, -2.559, -5.727, 83.72, 111.9, 173.9, 222.4, 205.2
2006, 5, 10.97, 5.419, 1.525, -2.579, -5.56, 77.07, 84.94, 117.8, 135.9, 125.6
2006, 6, 14.81, 10, 6.127, 1.943, -1.15, 69.96, 78.43, 108.1, 121.3, 112.9
2006, 7, 17.32, 12.65, 9.011, 5.034, 2.05, 17.77, 14.94, 14.66, 13.32, 12.44
2006, 8, 16.93, 12.47, 8.782, 4.804, 1.787, 45.69, 46.77, 70.34, 88.02, 82.25
2006, 9, 13.12, 8.205, 4.424, 0.35, -2.691, 93.27, 96.03, 130.6, 167.5, 157.4
2006, 10, 10.22, 5.347, 2.037, -1.782, -4.865, 149.5, 148.4, 193.2, 247.2, 232.4
2006, 11, 5.317, 0.02709, -3.281, -7.128, -10.24, 170, 208.9, 325.1, 401.5, 404.6
2006, 12, 2.217, -3.055, -6.379, -10.34, -13.58, 243.4, 340.2, 523.9, 652.5, 638.4
2007, 1, 0.6795, -4.832, -8.394, -12.41, -15.51, 168.9, 244.5, 378.3, 450.5, 437.4
