# Created by WEAP: 12/14/2020 6:11:52 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_SCE_CEN_Upr Owens (99,935 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 2000 - 3000 m (83,971 ha),  3000 - 4000 m (15,963 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 123.4, 185.4, -1.217, -5.045, 2.346, 2.311
1970, 2, 27.64, 34.54, 1.121, -2.733, 1.918, 1.906
1970, 3, 26.9, 36.72, 1.836, -2.355, 1.989, 1.951
1970, 4, 17.53, 22.96, 1.882, -2.61, 2.531, 2.512
1970, 5, 0, 0, 9.962, 5.744, 2.441, 2.404
1970, 6, 11.49, 10.15, 13.71, 9.428, 2.216, 2.223
1970, 7, 12.28, 14.33, 17.83, 13.65, 2.129, 2.116
1970, 8, 1.849, 2.29, 18.44, 14.21, 1.922, 1.897
1970, 9, 0.0006177, 4.248E-5, 12.96, 8.94, 2.09, 2.059
1970, 10, 8.146, 7.273, 7.722, 3.632, 1.99, 1.959
1970, 11, 143.9, 182.1, 3.813, -0.1712, 2.371, 2.323
1970, 12, 102.8, 140.7, -3.448, -7.195, 2.577, 2.52
1971, 1, 50.42, 72.06, -0.6476, -3.847, 2.455, 2.439
1971, 2, 11.8, 15.79, -0.1968, -3.97, 2.081, 2.061
1971, 3, 29.84, 37.96, 2.144, -1.909, 2.084, 2.037
1971, 4, 17.01, 19.69, 4.081, -0.2671, 2.578, 2.552
1971, 5, 63.79, 81.04, 6.488, 1.838, 2.446, 2.437
1971, 6, 4.852, 4.487, 13.15, 8.794, 2.55, 2.548
1971, 7, 18.42, 20.84, 18.19, 13.97, 2.422, 2.433
1971, 8, 20.77, 21.87, 18.31, 14.21, 2.002, 1.998
1971, 9, 9.374, 11.97, 13.22, 9.362, 1.903, 1.856
1971, 10, 8.187, 12.32, 6.167, 2.161, 1.879, 1.854
1971, 11, 61.35, 72.76, 2.145, -1.744, 2.123, 2.078
1971, 12, 189.5, 277.5, -4.804, -8.639, 2.743, 2.71
1972, 1, 15.45, 18.36, -3.727, -6.218, 2.513, 2.495
1972, 2, 9.308, 11.26, -0.5018, -3.539, 1.774, 1.737
1972, 3, 0.3958, 0.3678, 5.689, 1.408, 1.693, 1.668
1972, 4, 37.97, 42.79, 4.702, 0.0916, 2.513, 2.461
1972, 5, 12.38, 15.92, 9.927, 5.327, 2.082, 2.074
1972, 6, 29.2, 33, 14.53, 9.942, 2.116, 2.104
1972, 7, 6.321, 7.334, 18.81, 14.23, 2.326, 2.312
1972, 8, 2.908, 3.374, 17.01, 12.28, 1.933, 1.915
1972, 9, 42.71, 62.85, 11.76, 7.309, 1.649, 1.618
1972, 10, 37.98, 56.67, 5.673, 1.314, 1.902, 1.885
1972, 11, 71.6, 95.83, 0.2463, -3.619, 2.269, 2.25
1972, 12, 40.37, 51.01, -3.133, -6.863, 2.45, 2.43
1973, 1, 97.62, 174.3, -3.742, -7.506, 2.705, 2.677
1973, 2, 134.4, 202.7, -1.762, -5.455, 2.85, 2.836
1973, 3, 47.95, 75.89, -1.492, -5.784, 2.391, 2.35
1973, 4, 11.35, 14.77, 3.918, -0.5003, 2.522, 2.497
1973, 5, 18.51, 24.34, 10.69, 6.277, 1.92, 1.9
1973, 6, 7.251, 7.374, 14.78, 10.33, 2.484, 2.448
1973, 7, 2.8, 2.675, 17.71, 13.23, 2.622, 2.626
1973, 8, 14.74, 16.78, 16.53, 12.63, 2.307, 2.281
1973, 9, 0.3336, 0.439, 13.44, 9.56, 2.006, 1.97
1973, 10, 25.56, 33.07, 8.836, 4.976, 1.929, 1.879
1973, 11, 136.4, 172.7, 1.567, -2.123, 2.69, 2.596
1973, 12, 65.74, 94.97, -0.174, -2.787, 2.214, 2.174
1974, 1, 82.32, 137.1, -2.881, -6.165, 2.186, 2.132
1974, 2, 24.39, 30.74, -0.2444, -3.363, 2.216, 2.16
1974, 3, 91.74, 133.1, 2.245, -1.78, 2.346, 2.276
1974, 4, 27.25, 32.16, 3.62, -0.6261, 2.526, 2.47
1974, 5, 11.81, 23.18, 10.23, 5.768, 2.365, 2.34
1974, 6, 0.001011, 6.413E-5, 15.69, 11.47, 2.319, 2.286
1974, 7, 36.78, 44.38, 17.28, 13, 2.589, 2.574
1974, 8, 6.897, 8.847, 16.67, 12.42, 2.16, 2.162
1974, 9, 0, 0, 15.53, 11.47, 1.48, 1.445
1974, 10, 26.34, 38.65, 8.009, 3.825, 1.774, 1.747
1974, 11, 18.78, 22.15, 2.998, -0.4723, 1.738, 1.72
1974, 12, 65.78, 107.4, -1.625, -4.755, 2.08, 2.067
1975, 1, 32.17, 52.13, -0.3936, -3.35, 2.424, 2.402
1975, 2, 101.2, 157.5, -1.17, -4.639, 2.743, 2.682
1975, 3, 91.3, 168.4, -0.2697, -4.086, 2.82, 2.76
1975, 4, 56.68, 102.7, -0.1975, -4.199, 2.537, 2.484
1975, 5, 9.465, 19.2, 8.442, 4.316, 2.373, 2.326
1975, 6, 9.238, 13.7, 13.28, 9.131, 2.745, 2.714
1975, 7, 3.839, 5.683, 17.68, 13.31, 2.608, 2.579
1975, 8, 7.859, 8.214, 15.92, 11.63, 2.297, 2.272
1975, 9, 38.79, 58.61, 14.48, 10.33, 1.345, 1.318
1975, 10, 58.99, 87.74, 6.997, 2.859, 1.929, 1.869
1975, 11, 15.42, 19.03, 2.561, -0.8527, 2.12, 2.073
1975, 12, 5.742, 9.376, 1.077, -2.001, 2.248, 2.24
1976, 1, 8.412, 14.19, 0.4677, -2.62, 1.896, 1.883
1976, 2, 50.83, 95.12, -0.318, -3.582, 2.134, 2.086
1976, 3, 25.41, 38.67, 0.856, -2.926, 1.881, 1.84
1976, 4, 22.29, 47.72, 3.354, -1.127, 2.095, 2.07
1976, 5, 11.61, 37.46, 10.85, 6.379, 2.297, 2.272
1976, 6, 3.27, 7.936, 13.36, 9.079, 2.575, 2.534
1976, 7, 54.45, 63.11, 17.47, 13.23, 2.427, 2.391
1976, 8, 7.28, 8.441, 14.15, 9.794, 2.042, 2.022
1976, 9, 50.45, 94.08, 12.71, 8.362, 1.57, 1.549
1976, 10, 6.324, 10.72, 8.451, 4.13, 1.592, 1.567
1976, 11, 5.969, 9.759, 5.267, 1.761, 1.689, 1.688
1976, 12, 4.104, 6.187, 0.5577, -2.533, 2.437, 2.433
1977, 1, 38.36, 66.96, -2.395, -5.053, 2.313, 2.306
1977, 2, 32.69, 53.7, 1.765, -1.852, 2.056, 2.033
1977, 3, 23.67, 47.29, -1.008, -5.102, 2.06, 2.023
1977, 4, 5.515, 9.701, 6.641, 2.43, 2.113, 2.064
1977, 5, 50.59, 78.67, 4.814, 0.2707, 2.457, 2.431
1977, 6, 49.91, 54.79, 15.14, 10.72, 2.24, 2.228
1977, 7, 2.473, 3.834, 17.75, 13.33, 2.42, 2.373
1977, 8, 8.789, 14.71, 17.8, 13.34, 2.203, 2.188
1977, 9, 2.397, 4.824, 13.12, 8.574, 1.807, 1.76
1977, 10, 6.66, 16.76, 9.751, 5.74, 1.418, 1.385
