# Created by WEAP: 12/14/2020 6:11:30 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CAN_BC_Flathead (719,869 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (9,551 ha),  1000 - 2000 m (587,249 ha),  2000 - 3000 m (123,069 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 150.4, 250.2, 324.4, -5.965, -9.861, -11.6, 3.052, 3.071, 3.155
1970, 2, 104.7, 180.5, 243.2, -1.741, -4.371, -5.556, 2.919, 2.968, 3.075
1970, 3, 59.41, 123.8, 170, -0.5726, -3.724, -5.613, 2.952, 3.046, 3.127
1970, 4, 41.49, 146.4, 219.4, 3.282, -0.00763, -1.861, 3.593, 3.666, 3.771
1970, 5, 80.32, 92.79, 111.3, 11.39, 8.263, 6.57, 2.059, 2.115, 2.171
1970, 6, 99.66, 123.8, 148.8, 17.22, 14.13, 12.55, 2.699, 2.755, 2.807
1970, 7, 50.7, 44.37, 50.09, 18.78, 16.47, 14.97, 2.664, 2.694, 2.725
1970, 8, 16.93, 21.54, 26.96, 18.25, 15.68, 14.21, 2.187, 2.233, 2.267
1970, 9, 83.53, 93.9, 102.3, 9.387, 6.841, 5.491, 3.425, 3.478, 3.546
1970, 10, 55.14, 62.83, 79.73, 3.866, 1.661, 0.4623, 2.956, 3.049, 3.148
1970, 11, 121.6, 179.5, 216.9, -1.393, -4.414, -5.857, 2.944, 2.957, 3.029
1970, 12, 100.9, 194.7, 240.8, -4.57, -8.574, -10.1, 3.612, 3.68, 3.769
1971, 1, 148.1, 340.1, 455.1, -6.048, -9.862, -11.84, 4.228, 4.299, 4.387
1971, 2, 63.51, 124.8, 156.6, -2.523, -5.306, -6.659, 3.307, 3.361, 3.455
1971, 3, 63.69, 149.8, 185.9, -0.998, -4.278, -6.01, 3.726, 3.772, 3.857
1971, 4, 29.28, 86.65, 122.2, 5.382, 2.497, 0.9166, 2.727, 2.778, 2.87
1971, 5, 76.89, 107.5, 126.4, 11.69, 8.277, 6.533, 2.454, 2.441, 2.499
1971, 6, 149.1, 138, 136.4, 12.84, 9.893, 8.439, 2.327, 2.429, 2.519
1971, 7, 43.82, 55.89, 60.06, 17.28, 13.99, 12.45, 2.249, 2.319, 2.363
1971, 8, 46.04, 50.47, 55.5, 20.61, 17.45, 16.05, 2.208, 2.268, 2.269
