# Created by WEAP: 12/14/2020 6:11:29 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CAN_BC_Similkameen (1,498,429 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (465,703 ha),  1000 - 2000 m (967,680 ha),  2000 - 3000 m (65,046 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 58.68, 91.25, 133.4, -5.92, -10.06, -13.47, 2.48, 2.363, 2.415
1970, 2, 15.16, 27.61, 37.82, 0.07112, -3.634, -7.36, 2.421, 2.333, 2.403
1970, 3, 16.21, 26.19, 38.24, 3.421, -1.353, -4.556, 2.309, 2.321, 2.307
1970, 4, 13.8, 42.05, 62.99, 7.187, 1.886, -1.278, 2.633, 2.553, 2.56
1970, 5, 5.337, 9.068, 17.49, 13.65, 8.21, 5.215, 1.571, 1.527, 1.543
1970, 6, 19.11, 21.16, 29.15, 19.52, 14.5, 11.37, 2.048, 2.019, 2.02
1970, 7, 8.337, 15.11, 22.37, 21.96, 16.34, 13.37, 1.775, 1.741, 1.734
1970, 8, 11.79, 9.002, 10.3, 20.85, 15.77, 12.56, 1.578, 1.553, 1.552
1970, 9, 9.971, 30.13, 36.3, 12.64, 7.757, 4.411, 2.139, 2.091, 2.084
1970, 10, 26.16, 36.45, 52.88, 7.124, 2.403, -1.154, 2.247, 2.27, 2.282
1970, 11, 45.08, 73.27, 130.9, -0.7025, -5.215, -8.828, 3.049, 2.945, 3.008
1970, 12, 64.4, 82.02, 106.6, -6.057, -9.87, -13.23, 3.068, 3.063, 3.075
1971, 1, 52.57, 110.9, 162.7, -5.576, -9.118, -12.9, 3.294, 3.203, 3.178
1971, 2, 22.09, 54.29, 61.2, -1.558, -5.547, -9.132, 2.293, 2.225, 2.253
1971, 3, 32.24, 59.27, 89.83, 0.4808, -4.108, -7.507, 2.642, 2.592, 2.6
1971, 4, 36.91, 37.96, 60.91, 7.979, 3.001, -0.5078, 2.046, 1.998, 2.014
1971, 5, 33.8, 39.64, 55.88, 14.61, 9.214, 5.998, 1.976, 1.861, 1.901
1971, 6, 53.77, 65.49, 112.3, 15.27, 9.921, 6.598, 1.665, 1.717, 1.683
1971, 7, 15.26, 17.31, 24, 20.65, 15.62, 12.38, 1.521, 1.496, 1.483
1971, 8, 10.76, 13.45, 19.4, 22.18, 17.32, 14.23, 1.634, 1.632, 1.587
1971, 9, 41.24, 47.9, 66.89, 12.78, 7.918, 4.518, 2.026, 1.972, 1.971
1971, 10, 19.54, 40.23, 47.61, 6.759, 2.038, -1.462, 2.053, 2.012, 2.005
1971, 11, 30.1, 57.9, 88.69, 1.155, -3.261, -6.87, 2.427, 2.47, 2.445
1971, 12, 82.88, 126.4, 156, -7.872, -12.26, -15.68, 2.67, 2.592, 2.614
1972, 1, 34.07, 109.4, 160.2, -8.313, -12.51, -16.33, 3.561, 3.431, 3.432
1972, 2, 34.81, 110.5, 156.8, -3.077, -7.387, -11.2, 2.924, 2.824, 2.845
1972, 3, 36.81, 80.82, 141.6, 3.922, -1.228, -4.556, 2.378, 2.4, 2.376
1972, 4, 30.23, 45.81, 52.26, 6.232, 1.158, -2.092, 2.55, 2.529, 2.519
1972, 5, 61.84, 55.68, 98.26, 13.97, 8.895, 5.518, 1.946, 1.921, 1.9
1972, 6, 60.21, 71.99, 125.9, 16.49, 11.07, 7.799, 1.805, 1.791, 1.782
1972, 7, 7.906, 25.66, 36.41, 19.2, 14.17, 10.88, 1.91, 1.898, 1.866
1972, 8, 32.87, 41.31, 65.54, 20.79, 15.69, 12.36, 1.513, 1.473, 1.495
1972, 9, 16.54, 37.27, 46.05, 12.23, 7.307, 4.051, 2.075, 2.051, 2.015
1972, 10, 11.2, 14.98, 21.77, 7.104, 2.522, -0.9009, 1.674, 1.629, 1.633
1972, 11, 28.71, 31.41, 54.55, 2.099, -2.394, -5.825, 2.385, 2.404, 2.438
1972, 12, 36.53, 74.36, 82.43, -5.267, -9.917, -13.26, 3.043, 2.96, 2.979
1973, 1, 16.39, 30.91, 39.49, -5.918, -10.43, -13.89, 3.399, 3.376, 3.43
1973, 2, 45.55, 55.51, 76.33, -1.944, -5.836, -9.229, 2.31, 2.285, 2.331
1973, 3, 15.14, 26.32, 40.36, 4.721, -0.05228, -3.343, 2.015, 1.975, 1.99
1973, 4, 2.596, 12.64, 14.95, 9.23, 4.144, 0.9928, 1.742, 1.649, 1.657
1973, 5, 12.2, 24.12, 35.78, 13.99, 8.812, 5.656, 2.17, 2.132, 2.145
1973, 6, 15.33, 29.17, 39.24, 16.47, 11.15, 8.212, 2.321, 2.171, 2.208
1973, 7, 2.279, 5.063, 7.908, 21.11, 15.77, 12.98, 1.752, 1.669, 1.68
1973, 8, 4.876, 6.884, 7.21, 20.04, 14.66, 11.88, 2.041, 1.923, 1.953
1973, 9, 51.3, 49.24, 83.13, 15.23, 10.78, 7.388, 1.839, 1.784, 1.779
1973, 10, 41.74, 71.93, 117.5, 7.52, 2.775, -0.768, 1.938, 1.949, 1.93
1973, 11, 87.06, 116.6, 179.5, -0.8825, -5.832, -8.912, 2.437, 2.395, 2.386
1973, 12, 80.91, 84.86, 103.2, -1.106, -5.543, -8.391, 2.494, 2.473, 2.502
1974, 1, 51.07, 134.6, 175.2, -5.013, -9.439, -12.89, 3.25, 3.226, 3.171
1974, 2, 46.4, 70.57, 84.1, 0.6858, -3.803, -7.136, 2.701, 2.636, 2.637
1974, 3, 37.86, 51.79, 82.91, 3.25, -1.294, -4.732, 2.649, 2.659, 2.613
1974, 4, 36.19, 53.6, 87.58, 8.651, 3.764, 0.4365, 2.415, 2.359, 2.365
1974, 5, 27.85, 33.96, 53.58, 10.99, 5.956, 2.894, 2.103, 2.067, 2.075
1974, 6, 2.294, 12.78, 16.78, 18.52, 13.2, 10.28, 1.809, 1.705, 1.708
1974, 7, 39.52, 40.95, 73.04, 19.1, 13.84, 10.72, 1.827, 1.824, 1.809
1974, 8, 8.321, 13.11, 15.12, 20.3, 15.52, 12.44, 1.713, 1.669, 1.653
1974, 9, 2.47, 5.292, 4.136, 16.22, 11.95, 8.638, 1.833, 1.765, 1.797
1974, 10, 2.727, 9.44, 10.57, 8.709, 4.62, 1.004, 1.644, 1.697, 1.691
1974, 11, 30.64, 58.92, 83.79, 2.163, -2.383, -5.651, 2.196, 2.149, 2.198
1974, 12, 45.36, 73.66, 84.68, -1.623, -5.532, -9.037, 2.489, 2.461, 2.466
1975, 1, 38.22, 79.64, 106.2, -6.006, -9.587, -13.22, 2.246, 2.19, 2.17
1975, 2, 52.82, 89.52, 122.2, -6.082, -10.07, -13.31, 2.844, 2.778, 2.821
1975, 3, 36.03, 41.19, 66.11, 0.5558, -3.677, -6.885, 2.633, 2.602, 2.597
1975, 4, 32.07, 25.57, 38.1, 6.935, 2.031, -1.086, 2.229, 2.173, 2.16
1975, 5, 29.88, 29.96, 50.7, 12.67, 7.707, 4.553, 2.402, 2.344, 2.349
1975, 6, 28.26, 31.73, 47.41, 15.94, 10.67, 7.553, 2.393, 2.189, 2.226
1975, 7, 30.19, 29.81, 42.78, 22.23, 16.94, 13.82, 1.843, 1.78, 1.795
1975, 8, 49.65, 52.86, 77.69, 17.56, 12.2, 9.108, 1.93, 1.906, 1.898
1975, 9, 0.8285, 2.637, 2.221, 15.85, 11.31, 8.074, 1.665, 1.608, 1.666
1975, 10, 35.42, 55.11, 80, 7.69, 3.224, -0.1111, 2.324, 2.36, 2.322
1975, 11, 31.45, 90.97, 136.7, 0.7964, -3.892, -7.363, 2.899, 2.971, 2.948
1975, 12, 28.2, 100.9, 113.3, -2.789, -7.017, -10.75, 2.571, 2.52, 2.519
1976, 1, 26.91, 79.5, 107.5, -3.402, -7.245, -11.17, 2.359, 2.29, 2.307
1976, 2, 25.04, 58.04, 71.85, -0.6002, -5.429, -9, 3.119, 3.028, 3.031
1976, 3, 19.73, 34.35, 46.45, 1.409, -3.432, -6.548, 2.319, 2.32, 2.271
1976, 4, 10.81, 20.89, 28.65, 8.061, 3.244, 0.09598, 2.306, 2.19, 2.234
1976, 5, 28.56, 39.95, 60.29, 12.38, 7.346, 4.237, 1.97, 2.003, 1.971
1976, 6, 24.88, 29.36, 39.24, 14.76, 9.554, 6.285, 2.09, 2.056, 2.042
1976, 7, 12.66, 22.65, 30.78, 19.35, 13.91, 10.77, 1.331, 1.352, 1.328
1976, 8, 68.97, 77.65, 116.4, 17.54, 12.25, 8.809, 1.436, 1.487, 1.432
1976, 9, 3.922, 8.824, 6.936, 16.33, 11.55, 8.115, 1.759, 1.725, 1.729
1976, 10, 9.058, 14.36, 21.08, 7.825, 3.514, 0.005137, 1.671, 1.679, 1.677
1976, 11, 5.375, 23.5, 39.46, 1.564, -2.822, -6.322, 2.131, 2.065, 2.138
1976, 12, 14.12, 36.73, 41.74, -3.088, -6.614, -10.45, 2.392, 2.355, 2.376
1977, 1, 13.32, 37.86, 48.97, -7.163, -10.72, -14.51, 1.523, 1.447, 1.508
1977, 2, 18.85, 35.78, 45.53, 0.5615, -3.424, -7.081, 2.204, 2.187, 2.25
1977, 3, 27.02, 58.71, 90.19, 3.596, -1.289, -4.321, 2.531, 2.502, 2.491
1977, 4, 7.058, 20.79, 34.13, 10.64, 5.584, 2.755, 1.964, 1.943, 1.95
1977, 5, 69.72, 67.18, 125.2, 11.3, 6.435, 3.235, 1.937, 1.923, 1.913
1977, 6, 18.23, 20.34, 26.94, 18.83, 13.48, 10.45, 1.733, 1.684, 1.711
1977, 7, 10.57, 25.11, 42.11, 19.67, 14, 11.04, 1.872, 1.862, 1.838
1977, 8, 21.83, 22.83, 35.2, 21.88, 16.67, 13.58, 1.859, 1.803, 1.814
1977, 9, 28.26, 33.19, 47.26, 13.25, 8.391, 5.19, 1.664, 1.619, 1.633
1977, 10, 15.87, 28.31, 34.66, 7.732, 3.12, -0.1757, 2.166, 2.214, 2.196
1977, 11, 31.58, 80.23, 137.3, -0.1071, -4.864, -8.156, 2.974, 2.954, 2.947
1977, 12, 61.17, 96.15, 122, -4.765, -9.525, -12.74, 2.875, 2.75, 2.824
1978, 1, 44.59, 68.43, 89.44, -4.463, -8.727, -12.14, 2.665, 2.584, 2.638
1978, 2, 42.86, 54.8, 76.2, -0.6887, -5.166, -8.438, 2.304, 2.28, 2.296
1978, 3, 27.22, 39.34, 65.48, 4.927, -0.05433, -3.294, 2.012, 1.984, 2.005
1978, 4, 61.52, 81.71, 127, 8.211, 3.207, -0.03364, 2.309, 2.171, 2.219
1978, 5, 20.81, 29.43, 46.25, 12.03, 6.885, 3.897, 2.174, 2.078, 2.11
1978, 6, 16.77, 23.97, 42.38, 17.85, 12.73, 9.764, 1.529, 1.506, 1.536
1978, 7, 32.6, 38.55, 73.01, 20.92, 15.94, 12.8, 1.596, 1.569, 1.593
1978, 8, 43.74, 52.56, 81.17, 18.79, 13.61, 10.31, 1.709, 1.688, 1.683
1978, 9, 37.5, 58.22, 94.82, 13.42, 8.301, 4.85, 1.841, 1.888, 1.831
1978, 10, 2.639, 12.29, 17.37, 8.32, 3.955, 0.4895, 1.688, 1.651, 1.698
1978, 11, 20.61, 57.11, 92.41, -1.845, -6.776, -10.14, 2.656, 2.615, 2.643
1978, 12, 12.04, 35.82, 42.78, -7.359, -11.19, -14.59, 2.505, 2.474, 2.461
1979, 1, 17.26, 32.61, 44.48, -11.45, -15.61, -19.04, 2.162, 2.135, 2.225
1979, 2, 35.33, 67, 87.92, -3.16, -7.27, -10.72, 2.871, 2.913, 2.868
1979, 3, 4.18, 17.9, 26.28, 5.006, 0.06765, -3.096, 2.263, 2.222, 2.228
1979, 4, 25.61, 32.44, 41, 8.073, 3.244, -0.005969, 1.884, 1.846, 1.851
1979, 5, 14.5, 21.79, 35.97, 14.08, 8.574, 5.601, 1.475, 1.434, 1.424
1979, 6, 22.13, 28.25, 48.84, 18.1, 12.35, 9.405, 1.595, 1.446, 1.458
1979, 7, 15.1, 30.31, 56.39, 21.81, 16.32, 13.11, 1.857, 1.812, 1.826
1979, 8, 33.83, 47.02, 86.74, 21.2, 15.87, 12.53, 1.555, 1.466, 1.503
1979, 9, 22.26, 33.28, 55.38, 16.72, 11.69, 8.196, 1.748, 1.828, 1.803
1979, 10, 40.34, 40.98, 73.76, 10.15, 5.521, 1.999, 1.769, 1.785, 1.789
1979, 11, 21.98, 20.09, 32.97, -0.8137, -5.008, -8.482, 2.205, 2.223, 2.314
1979, 12, 45.94, 94.71, 124.7, -0.7217, -4.921, -8.268, 3.273, 3.242, 3.253
1980, 1, 32, 47.29, 70.96, -8.248, -12.49, -15.91, 2.685, 2.631, 2.658
1980, 2, 58.83, 63.91, 90.9, -1.439, -4.983, -8.488, 2.575, 2.567, 2.595
1980, 3, 19.26, 39.68, 66.56, 3.09, -1.577, -4.971, 2.462, 2.356, 2.367
1980, 4, 33.27, 32.82, 52.3, 10.63, 5.763, 2.366, 2.192, 2.198, 2.186
1980, 5, 80.25, 91.56, 169.6, 13.66, 8.46, 5.039, 1.76, 1.675, 1.695
1980, 6, 42.99, 70.9, 113.8, 15.5, 10.45, 7.145, 1.678, 1.595, 1.604
