# Created by WEAP: 12/14/2020 6:12:20 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: OR_PDX_Sandy (130,171 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (84,822 ha),  1000 - 2000 m (44,472 ha),  2000 - 3000 m (877 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 652.8, 651.5, 773.5, 1.853, -1.079, -5.736, 3.261, 3.28, 3.272
1970, 2, 235.7, 243.1, 299.9, 5.751, 2.506, -2.276, 2.464, 2.419, 2.412
1970, 3, 214.3, 226.9, 297.9, 5.29, 1.747, -3.256, 2.374, 2.341, 2.331
1970, 4, 300.3, 308.5, 408.2, 5.46, 1.974, -2.982, 2.998, 2.982, 2.974
1970, 5, 90.54, 83.69, 96.67, 11.11, 7.961, 3.161, 2.418, 2.379, 2.356
1970, 6, 76.51, 85.85, 116, 16.08, 13.61, 9.155, 2.536, 2.465, 2.444
1970, 7, 12.62, 7.352, 5.908, 17.57, 15.22, 10.82, 2.642, 2.566, 2.524
1970, 8, 0.916, 0.7111, 0.3691, 17.8, 15.43, 11.06, 2.516, 2.459, 2.427
1970, 9, 186.3, 184.5, 234.5, 12.75, 9.655, 4.876, 2.21, 2.188, 2.178
1970, 10, 182.6, 186.3, 222.2, 9.153, 6.279, 1.629, 2.459, 2.428, 2.421
1970, 11, 442.1, 498.7, 629.9, 5.162, 2.177, -2.486, 3.213, 3.196, 3.196
1970, 12, 388.1, 398.6, 464.1, 1.246, -1.783, -6.497, 3.557, 3.549, 3.542
1971, 1, 577.1, 638, 835.1, 1.508, -1.344, -5.785, 3.347, 3.353, 3.366
1971, 2, 342.1, 427.3, 604.8, 3.342, 0.4533, -4.132, 2.956, 2.941, 2.942
1971, 3, 361.2, 387, 510.2, 2.872, -0.5681, -5.448, 3.11, 3.078, 3.055
1971, 4, 192.3, 164, 186, 7.021, 3.316, -1.738, 2.426, 2.408, 2.397
1971, 5, 113.4, 117.9, 143.8, 11.47, 7.924, 3.003, 2.943, 2.922, 2.917
1971, 6, 136.6, 108.9, 120.5, 11.97, 8.896, 4.121, 1.976, 1.941, 1.925
1971, 7, 25.9, 24.18, 28.19, 17.85, 16.13, 12.06, 2.379, 2.318, 2.281
1971, 8, 67.52, 49.77, 47.71, 18.73, 16.97, 12.86, 2.476, 2.417, 2.381
1971, 9, 189.3, 172.5, 203.7, 13, 10.22, 5.54, 2.34, 2.327, 2.304
1971, 10, 219.3, 205, 228, 8.408, 5.709, 1.153, 2.079, 2.078, 2.077
1971, 11, 406.8, 412.6, 480.9, 4.337, 1.54, -3.029, 2.773, 2.777, 2.767
1971, 12, 517.8, 565.5, 714.5, 0.966, -1.967, -6.611, 3.53, 3.58, 3.581
1972, 1, 514.3, 589.1, 753.3, 0.277, -2.746, -7.441, 3.582, 3.626, 3.639
1972, 2, 395.4, 439.8, 576.9, 3.065, 0.4993, -3.958, 3.323, 3.295, 3.277
1972, 3, 394.6, 413.7, 541.5, 6.21, 3.108, -1.608, 2.5, 2.468, 2.449
1972, 4, 334.2, 321.9, 400.1, 5.447, 2.197, -2.741, 2.665, 2.644, 2.635
1972, 5, 135.8, 122.1, 141.5, 12.35, 9.323, 4.602, 2.122, 2.101, 2.089
1972, 6, 64.73, 62.64, 88.37, 14.17, 11.62, 7.138, 2.509, 2.438, 2.404
1972, 7, 24.34, 17.85, 19.73, 18.36, 16.51, 12.32, 2.472, 2.404, 2.364
1972, 8, 14.38, 19.15, 28.56, 18.7, 16.62, 12.33, 2.453, 2.405, 2.38
1972, 9, 203.1, 197, 242.3, 12.83, 9.981, 5.295, 2.143, 2.105, 2.078
1972, 10, 64.89, 66.55, 78.56, 9.403, 7.161, 2.754, 1.721, 1.707, 1.698
1972, 11, 248.9, 247.1, 299.9, 5.641, 2.573, -2.158, 2.571, 2.529, 2.514
1972, 12, 469.5, 478.9, 575.1, -0.5384, -3.324, -7.956, 3.512, 3.48, 3.472
1973, 1, 254, 257.5, 312.1, 0.5533, -2.556, -7.3, 3.491, 3.427, 3.409
1973, 2, 116.7, 103.9, 116.6, 4.703, 1.65, -3.183, 2.399, 2.361, 2.358
1973, 3, 215.8, 201.8, 247.4, 5.017, 1.619, -3.295, 2.41, 2.399, 2.394
1973, 4, 124.4, 135.7, 188, 8.203, 4.905, 0.02023, 1.995, 1.993, 1.992
1973, 5, 96.97, 91.89, 111.3, 12.49, 9.6, 4.879, 2.266, 2.241, 2.23
1973, 6, 142.4, 137.5, 170.4, 14.07, 11.31, 6.694, 2.32, 2.279, 2.271
1973, 7, 4.161, 4.378, 5.059, 18.09, 15.67, 11.31, 2.404, 2.363, 2.335
1973, 8, 58.55, 56.35, 66.25, 15.81, 13.58, 9.256, 2.483, 2.454, 2.433
1973, 9, 218.3, 197.4, 234.9, 15.02, 12.33, 7.803, 2.105, 2.079, 2.06
1973, 10, 189.3, 181.5, 214.4, 9.23, 6.781, 2.348, 1.807, 1.782, 1.779
1973, 11, 579.1, 643.4, 816.1, 2.848, -0.08346, -4.687, 3.361, 3.381, 3.361
1973, 12, 541.2, 555.2, 661.1, 3.814, 0.9444, -3.653, 3.335, 3.316, 3.291
1974, 1, 503.2, 545, 688.7, -0.08125, -3.256, -8.062, 3.518, 3.487, 3.472
1974, 2, 372.8, 396.2, 510.3, 2.73, 0.01004, -4.529, 3.084, 3.04, 3.024
1974, 3, 356, 345.9, 439.4, 5.014, 1.469, -3.464, 2.883, 2.819, 2.795
1974, 4, 241.9, 245.9, 320.4, 7.105, 3.497, -1.509, 2.65, 2.619, 2.615
1974, 5, 187.1, 183, 213.9, 9.36, 5.884, 0.9308, 2.157, 2.128, 2.119
1974, 6, 75.29, 84.85, 118.9, 14.8, 12.22, 7.779, 2.841, 2.793, 2.765
1974, 7, 81.27, 51.28, 46.34, 16.4, 13.95, 9.541, 2.369, 2.336, 2.313
1974, 8, 23.94, 32.28, 54.91, 17.66, 15.8, 11.64, 2.497, 2.466, 2.446
1974, 9, 12.69, 9.387, 9.563, 17.48, 15.21, 10.77, 1.878, 1.828, 1.814
1974, 10, 78.05, 62.61, 59.39, 11.26, 9.107, 4.759, 1.617, 1.591, 1.581
1974, 11, 334.6, 312.3, 351.8, 5.751, 3.063, -1.433, 2.89, 2.892, 2.881
1974, 12, 457.6, 533.4, 687.6, 3.383, 0.3951, -4.255, 3.063, 3.034, 3.025
1975, 1, 500.4, 595.8, 830.8, 2.22, -0.4376, -4.945, 2.999, 3.026, 3.023
1975, 2, 288.5, 333, 455, 2.03, -0.9376, -5.546, 3.079, 3.038, 3.012
1975, 3, 285.3, 290.8, 392.6, 3.797, 0.4733, -4.365, 2.684, 2.651, 2.643
1975, 4, 157.8, 170.1, 240.8, 5.252, 1.654, -3.296, 2.653, 2.651, 2.654
1975, 5, 115.9, 120.2, 157.1, 10.96, 7.688, 2.882, 2.215, 2.189, 2.19
1975, 6, 103.3, 108.8, 153.7, 13.18, 10.19, 5.505, 2.795, 2.758, 2.753
1975, 7, 15.96, 20.22, 30.45, 17.36, 15.33, 11.06, 2.89, 2.829, 2.801
1975, 8, 144.8, 132.4, 153.5, 14.97, 12.38, 7.823, 2.428, 2.387, 2.356
1975, 9, 1.532, 4.64, 8.705, 16.9, 14.44, 9.9, 2.153, 2.115, 2.1
1975, 10, 329.5, 322.5, 362.3, 8.9, 6.038, 1.379, 2.87, 2.832, 2.812
1975, 11, 383, 419.7, 520, 4.277, 1.336, -3.238, 3.251, 3.184, 3.154
1975, 12, 473.1, 531.4, 673.9, 3.441, 0.8609, -3.518, 3.25, 3.24, 3.23
1976, 1, 410.9, 453.4, 587.2, 3.097, 0.7656, -3.472, 2.963, 2.948, 2.933
1976, 2, 378.1, 397.1, 498.3, 2.801, -0.009697, -4.556, 3.331, 3.31, 3.29
1976, 3, 239.8, 269.8, 378.1, 3.784, 0.454, -4.356, 2.622, 2.593, 2.583
1976, 4, 207.3, 221.1, 301.7, 7.191, 3.563, -1.47, 2.23, 2.23, 2.243
1976, 5, 138.6, 131.8, 153.1, 11.54, 8.28, 3.464, 2.252, 2.235, 2.224
1976, 6, 75.41, 76.12, 97.68, 12.63, 9.481, 4.684, 2.6, 2.589, 2.581
1976, 7, 40.12, 29.96, 30.94, 16.7, 14.49, 10.2, 2.404, 2.382, 2.361
1976, 8, 124.4, 125.6, 165.3, 15.67, 13.27, 8.8, 1.979, 1.923, 1.903
1976, 9, 52.18, 43.56, 45.52, 15.42, 13.13, 8.67, 1.948, 1.912, 1.899
1976, 10, 89.65, 91.01, 108.6, 10.75, 8.652, 4.412, 1.736, 1.704, 1.7
1976, 11, 77.02, 84.11, 105.5, 7.372, 4.984, 0.634, 1.954, 1.94, 1.945
1976, 12, 116.4, 121.8, 149.5, 3.329, 1.586, -2.346, 2.649, 2.645, 2.65
1977, 1, 100.5, 98.71, 122.6, 1.347, -0.5953, -4.755, 2.189, 2.185, 2.177
1977, 2, 185.4, 191.6, 251, 5.378, 2.816, -1.668, 2.715, 2.67, 2.649
1977, 3, 361.4, 397.2, 571.9, 4.01, 0.4352, -4.544, 3.174, 3.158, 3.151
1977, 4, 88.83, 99.36, 136.5, 9.456, 6.45, 1.736, 1.77, 1.732, 1.727
1977, 5, 274.2, 262.6, 319.5, 8.732, 5.215, 0.2094, 2.277, 2.238, 2.225
1977, 6, 55.14, 44.27, 49.9, 15.49, 12.85, 8.378, 2.667, 2.612, 2.586
1977, 7, 29.61, 28.29, 35.39, 16.5, 13.81, 9.284, 2.464, 2.433, 2.412
1977, 8, 127.1, 123.6, 157.6, 19.63, 17.56, 13.3, 2.352, 2.314, 2.291
1977, 9, 220.9, 199.8, 229.2, 12.95, 10.23, 5.645, 2.16, 2.119, 2.086
