# Created by WEAP: 12/14/2020 6:11:03 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: WA_ID_AVA_Lwr Spokane (153,270 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (146,508 ha),  1000 - 2000 m (6,762 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 95.99, 105, -3.548, -5.883, 3.025, 2.92
1970, 2, 42.88, 45.06, 1.576, -1.088, 2.751, 2.685
1970, 3, 30.59, 38.74, 3.893, 1.505, 2.453, 2.415
1970, 4, 18.54, 21.61, 6.239, 4.112, 2.979, 2.938
1970, 5, 14.07, 14.59, 13.09, 10.83, 1.795, 1.759
1970, 6, 29.38, 36.63, 20.41, 17.92, 2.164, 2.152
1970, 7, 15.34, 16.21, 23.19, 20.65, 1.873, 1.883
1970, 8, 4.544, 5.671, 22.66, 20.1, 1.671, 1.66
1970, 9, 14.05, 18.77, 13.76, 11.39, 2.34, 2.333
1970, 10, 44.11, 54.73, 8.225, 5.75, 2.318, 2.276
1970, 11, 59.07, 73.38, 2.364, -0.19, 3.425, 3.356
1970, 12, 80.01, 113.3, -2.573, -5.099, 3.289, 3.215
1971, 1, 57.03, 65.82, -1.097, -3.799, 3.894, 3.8
1971, 2, 20.21, 23.89, 0.7722, -1.895, 2.71, 2.615
1971, 3, 54.77, 73.94, 1.766, -0.6818, 2.905, 2.866
1971, 4, 37.54, 44.71, 8.387, 6.111, 2.34, 2.286
1971, 5, 43.07, 52.22, 15.08, 12.73, 2.414, 2.345
1971, 6, 38.87, 48.2, 15.54, 13.3, 1.666, 1.667
1971, 7, 14.39, 16.95, 22.15, 19.51, 1.704, 1.682
1971, 8, 18.66, 20.35, 24.45, 21.81, 1.766, 1.771
1971, 9, 35.38, 51.82, 13.42, 11.08, 2.178, 2.174
1971, 10, 26.74, 37.48, 8.031, 5.645, 2.326, 2.296
1971, 11, 34.39, 46.04, 2.259, -0.1177, 2.497, 2.463
1971, 12, 87.47, 107.3, -3.626, -6.049, 3.117, 3.011
1972, 1, 25.26, 27.98, -4.824, -7.107, 4.215, 4.123
1972, 2, 26.05, 30.38, -0.4928, -2.87, 3.402, 3.337
1972, 3, 19.08, 26.1, 5.685, 3.371, 2.599, 2.546
1972, 4, 25.19, 33.75, 6.557, 4.363, 2.739, 2.708
1972, 5, 46.15, 57.71, 14.06, 11.81, 2.09, 2.078
1972, 6, 35.98, 44.35, 17.22, 14.88, 1.841, 1.844
1972, 7, 9.026, 9.586, 20.24, 17.69, 2.091, 2.091
1972, 8, 55.91, 58.64, 23.23, 20.64, 1.612, 1.584
1972, 9, 14.16, 26.94, 12.99, 10.72, 2.277, 2.283
1972, 10, 7.997, 11.01, 8.974, 6.476, 1.884, 1.853
1972, 11, 28.47, 42.01, 2.891, 0.5119, 2.399, 2.367
1972, 12, 78.95, 101.5, -4.172, -6.367, 3.507, 3.411
1973, 1, 50.18, 58.45, -2.913, -5.411, 3.566, 3.505
1973, 2, 18.94, 25.17, 1.554, -0.9331, 2.527, 2.455
1973, 3, 17.31, 23.64, 5.497, 3.141, 2.232, 2.178
1973, 4, 11.12, 15.56, 9.287, 7.07, 2.127, 2.081
1973, 5, 29.71, 36.43, 14.04, 11.78, 2.314, 2.297
1973, 6, 9.071, 12.62, 16.94, 14.68, 2.701, 2.687
1973, 7, 0.8265, 0.6264, 22, 19.34, 1.983, 1.97
1973, 8, 3.262, 5.325, 22.1, 19.62, 2.306, 2.296
1973, 9, 34.88, 46.51, 16.19, 13.79, 2.084, 2.063
1973, 10, 30.95, 42.16, 8.945, 6.498, 2.037, 2.024
1973, 11, 153.6, 205, 0.7298, -1.525, 2.795, 2.727
1973, 12, 165, 194.1, 0.4952, -1.942, 2.72, 2.647
1974, 1, 82.45, 96.27, -3.762, -6.047, 3.769, 3.687
1974, 2, 76.43, 89.18, 1.789, -0.6037, 3.137, 3.063
1974, 3, 48.64, 62.03, 4.178, 1.94, 2.953, 2.912
1974, 4, 20.31, 24.23, 9.113, 6.943, 2.746, 2.694
1974, 5, 36.51, 45.92, 11.2, 9.001, 2.196, 2.185
1974, 6, 9.042, 10.37, 20.15, 17.8, 2.18, 2.156
1974, 7, 39.91, 44.82, 20.82, 18.43, 1.912, 1.899
1974, 8, 1.354, 2.78, 21.73, 19.31, 1.962, 1.926
1974, 9, 6.483, 9.091, 17.86, 15.4, 1.959, 1.95
1974, 10, 1.942, 2.62, 11.26, 8.843, 1.687, 1.658
1974, 11, 85.71, 123.2, 3.374, 1.161, 2.414, 2.338
1974, 12, 98.81, 124.3, 0.006915, -2.211, 2.897, 2.803
1975, 1, 69.5, 76.35, -3.578, -5.945, 2.792, 2.698
1975, 2, 91.23, 110.4, -2.22, -4.557, 3.067, 3.026
1975, 3, 54.98, 71.55, 1.947, -0.354, 2.913, 2.869
1975, 4, 50.01, 61.99, 6.756, 4.546, 2.624, 2.562
1975, 5, 41.06, 51.18, 12.78, 10.58, 2.659, 2.614
1975, 6, 22.32, 32.87, 16.55, 14.43, 2.937, 2.906
1975, 7, 44.21, 50.05, 23.83, 21.51, 2.09, 2.073
1975, 8, 29.16, 38.9, 19.17, 16.74, 2.062, 2.05
1975, 9, 0.3248, 0.3566, 18.11, 15.75, 1.757, 1.729
1975, 10, 51.76, 67.97, 8.708, 6.38, 2.547, 2.501
1975, 11, 41.52, 57.42, 1.652, -0.7044, 2.959, 2.928
1975, 12, 52.35, 62.09, -0.2491, -2.598, 3.007, 2.923
1976, 1, 44.56, 52.94, -1.499, -3.763, 2.764, 2.681
1976, 2, 54.95, 67.18, 0.174, -2.189, 3.624, 3.557
1976, 3, 30.74, 44, 2.373, 0.02476, 2.673, 2.622
1976, 4, 33.12, 44.76, 8.55, 6.324, 2.61, 2.566
1976, 5, 40.38, 51.06, 13.86, 11.62, 2.088, 2.063
1976, 6, 22.78, 34.09, 15.9, 13.54, 2.323, 2.298
1976, 7, 18.86, 22.35, 21.31, 18.85, 1.524, 1.48
1976, 8, 78.04, 92.71, 19.26, 16.88, 1.558, 1.539
1976, 9, 1.926, 3.202, 18.38, 15.9, 1.871, 1.859
1976, 10, 12.28, 16.45, 9.553, 7.145, 1.788, 1.76
1976, 11, 8.025, 10.83, 2.87, 0.5495, 2.275, 2.232
1976, 12, 14.2, 18.07, -0.9779, -3.35, 2.695, 2.622
1977, 1, 14.72, 16.96, -4.749, -7.058, 1.918, 1.826
1977, 2, 13.29, 16.68, 2.595, 0.2135, 2.334, 2.252
1977, 3, 49.97, 69.79, 4.61, 2.389, 2.82, 2.758
1977, 4, 3.353, 4.021, 11.88, 9.5, 2.072, 2.055
1977, 5, 37.34, 49.16, 11.87, 9.659, 2.065, 2.069
1977, 6, 25.55, 31.37, 19.88, 17.59, 1.928, 1.89
1977, 7, 5.517, 7.459, 20.95, 18.61, 1.999, 1.991
1977, 8, 34.7, 40.09, 23.59, 21.17, 2.004, 1.991
1977, 9, 33.57, 44.47, 13.1, 10.86, 1.756, 1.757
1977, 10, 21.21, 29.55, 7.875, 5.522, 2.184, 2.171
1977, 11, 53.6, 70.67, 1.41, -0.868, 3.302, 3.252
1977, 12, 133.1, 157.1, -2.262, -4.717, 3.317, 3.213
1978, 1, 54.17, 61.59, -1.725, -4.183, 2.972, 2.916
1978, 2, 70.48, 85.47, 0.869, -1.418, 2.616, 2.547
1978, 3, 33.36, 43.9, 4.571, 2.208, 2.22, 2.169
1978, 4, 75.11, 89.85, 8.458, 6.263, 2.684, 2.646
1978, 5, 52.8, 65.67, 11.89, 9.67, 2.502, 2.454
1978, 6, 13.28, 17.1, 18.53, 16.21, 1.575, 1.562
1978, 7, 26.35, 25.44, 21.79, 19.38, 1.662, 1.641
1978, 8, 45.19, 49.73, 19.29, 16.95, 1.871, 1.856
1978, 9, 29.88, 41.99, 13.84, 11.55, 1.931, 1.921
1978, 10, 2.171, 2.338, 9.348, 7.012, 1.819, 1.78
1978, 11, 43.01, 59.35, -0.5844, -2.709, 2.878, 2.85
1978, 12, 26.67, 27.25, -5.818, -8.228, 2.911, 2.836
1979, 1, 20.63, 23.25, -10.02, -12.39, 2.155, 2.109
1979, 2, 60.97, 73.29, -1.615, -3.888, 3.059, 3.017
1979, 3, 22.66, 28.29, 4.97, 2.679, 2.566, 2.52
1979, 4, 19.51, 23.16, 7.88, 5.65, 2.088, 2.062
1979, 5, 30.94, 37.12, 13.54, 11.32, 1.721, 1.693
1979, 6, 18.8, 22.58, 18.32, 16.07, 2.031, 2.009
1979, 7, 14.76, 15.69, 22.4, 20.13, 2.016, 1.98
1979, 8, 35.02, 36.51, 21.91, 19.68, 1.743, 1.712
1979, 9, 21.22, 30.36, 18.07, 15.8, 1.696, 1.691
1979, 10, 36.63, 48.92, 10.85, 8.568, 1.87, 1.836
1979, 11, 27.49, 37.89, -0.325, -2.475, 2.115, 2.058
1979, 12, 66.67, 86.04, 0.8802, -1.364, 3.619, 3.522
1980, 1, 75.01, 87.29, -6.209, -8.418, 3.071, 2.983
1980, 2, 81.39, 105.7, 0.1913, -2.036, 2.736, 2.694
1980, 3, 44.5, 58.33, 3.453, 1.373, 2.882, 2.827
1980, 4, 36.94, 47.27, 11.19, 9.005, 2.372, 2.34
1980, 5, 79.14, 104.5, 14.39, 12.35, 2.019, 1.966
1980, 6, 37.08, 52.18, 16.32, 14.19, 1.929, 1.91
1980, 7, 7.562, 9.866, 21.22, 18.86, 1.891, 1.898
1980, 8, 26.82, 33.04, 19.08, 16.86, 2.27, 2.247
1980, 9, 32.38, 45.33, 15.99, 13.67, 2.132, 2.12
1980, 10, 20.82, 27.88, 10.23, 8.024, 1.764, 1.717
1980, 11, 49.27, 66.27, 2.75, 0.5561, 2.685, 2.632
1980, 12, 74.04, 85.82, 0.5638, -1.739, 3.107, 3.028
1981, 1, 24.23, 28.45, 1.459, -0.8034, 2.803, 2.721
1981, 2, 53.81, 72.84, 1.61, -0.5162, 2.642, 2.575
1981, 3, 49.75, 63, 6.952, 4.871, 2.419, 2.378
1981, 4, 30.58, 40.79, 8.692, 6.558, 2.864, 2.837
1981, 5, 54.84, 69.14, 12.52, 10.51, 1.728, 1.685
1981, 6, 53.04, 69.81, 14.55, 12.41, 2.463, 2.465
1981, 7, 8.631, 15.78, 21.17, 18.86, 2.036, 2.02
1981, 8, 1.008, 1.956, 24.12, 21.83, 1.769, 1.717
1981, 9, 16.86, 23.9, 17.14, 14.94, 1.793, 1.799
1981, 10, 39.43, 54.64, 9.116, 6.841, 2.207, 2.174
1981, 11, 30.76, 44.86, 4.279, 1.943, 2.56, 2.485
1981, 12, 67.85, 84.41, -1.347, -3.585, 2.924, 2.838
1982, 1, 45.47, 53.13, -3.216, -5.521, 3.532, 3.421
1982, 2, 71.67, 85.4, 0.0265, -2.281, 3.086, 3.003
1982, 3, 37.24, 50.66, 5.458, 3.292, 2.495, 2.442
1982, 4, 47.14, 57.47, 8.098, 5.852, 2.663, 2.633
1982, 5, 13.51, 18.89, 13.81, 11.69, 1.998, 1.957
1982, 6, 34.48, 47.35, 19.53, 17.5, 1.623, 1.591
1982, 7, 39.02, 42.31, 20.15, 17.97, 2.122, 2.126
1982, 8, 6.626, 7.805, 21.1, 18.94, 1.689, 1.679
1982, 9, 46.74, 65.46, 16.66, 14.33, 2.078, 2.061
1982, 10, 36.33, 44.84, 9.243, 7.007, 2.022, 1.994
1982, 11, 62.57, 86.54, 0.8522, -1.358, 2.659, 2.572
1982, 12, 98.4, 119.8, -2.266, -4.463, 2.727, 2.645
1983, 1, 48.36, 69.1, 0.5687, -1.778, 3.164, 3.058
1983, 2, 50.38, 63.78, 1.159, -1.084, 2.833, 2.753
1983, 3, 96.35, 128.4, 6.571, 4.421, 2.556, 2.518
1983, 4, 32.49, 47.62, 8.999, 6.935, 1.894, 1.853
1983, 5, 26.97, 33.13, 14.9, 12.74, 2.355, 2.321
1983, 6, 55.84, 73.33, 16.85, 14.68, 2.144, 2.122
1983, 7, 51.22, 60.94, 18.47, 16.19, 2.279, 2.253
