# Created by WEAP: 12/14/2020 6:11:10 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: ID_S_OR_E_Snake (6,644,828 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,822,983 ha),  1000 - 2000 m (2,634,357 ha),  2000 - 3000 m (2,158,318 ha),  3000 - 4000 m (29,170 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 129.9, 193.8, 248.8, 137.1, -0.2147, -3.841, -8.165, -11.24, 3.614, 3.403, 3.262, 3.235
1970, 2, 51.22, 56.3, 58.64, 35.87, 4.583, 0.06575, -4.394, -7.336, 3.02, 2.661, 2.483, 2.435
1970, 3, 38.77, 79.41, 110.9, 77.69, 4.963, 0.006973, -4.325, -7.126, 2.582, 2.357, 2.298, 2.355
1970, 4, 30.33, 49.37, 55.14, 70.66, 6.932, 2.021, -1.873, -4.459, 3.045, 2.707, 2.586, 2.625
1970, 5, 22.65, 60.74, 79.87, 86.89, 14.06, 9.562, 6.25, 4.15, 1.939, 1.784, 1.692, 1.724
1970, 6, 36.59, 80.8, 114, 121.7, 20.25, 15.43, 11.96, 9.405, 2.131, 1.853, 1.684, 1.669
1970, 7, 28.2, 34.59, 34.33, 56.24, 23.18, 18.78, 15.49, 13.23, 1.675, 1.361, 1.141, 1.134
1970, 8, 1.726, 4.888, 15.18, 33.81, 22.46, 18.89, 15.83, 13.73, 1.707, 1.526, 1.349, 1.384
1970, 9, 30.04, 81.17, 82.29, 44.94, 13.98, 9.77, 6.838, 4.79, 2.279, 2.111, 2.005, 1.985
1970, 10, 37.15, 60.79, 64.08, 33.55, 9.518, 4.82, 1.107, -1.327, 2.523, 2.332, 2.233, 2.217
1970, 11, 59.95, 105.1, 164.9, 168, 4.453, 0.2271, -3.541, -5.978, 3.663, 3.235, 3.012, 2.938
1970, 12, 37.65, 91.62, 148.7, 120.2, -0.2234, -6.091, -10.85, -14.47, 3.6, 3.2, 3, 2.957
1971, 1, 60.62, 141.5, 193.5, 138, 1.509, -4.058, -8.98, -12.1, 4.195, 3.648, 3.475, 3.495
1971, 2, 34.9, 70.43, 91.03, 47.02, 3.091, -2.154, -6.995, -10.29, 3.129, 2.726, 2.566, 2.617
1971, 3, 55.31, 84.7, 125.1, 82.14, 3.5, -1.14, -5.358, -8.444, 2.999, 2.756, 2.696, 2.792
1971, 4, 28.83, 61.11, 90.57, 73.45, 8.928, 4.478, 0.7953, -1.774, 2.598, 2.387, 2.237, 2.222
1971, 5, 49.84, 75.11, 72.68, 76.18, 14.69, 10.1, 6.524, 4.114, 2.77, 2.498, 2.302, 2.329
1971, 6, 70.21, 77.94, 80.17, 86.21, 15.5, 12.17, 9.438, 7.452, 1.545, 1.398, 1.387, 1.427
1971, 7, 15.71, 15.61, 16.04, 18.2, 22.07, 17.82, 14.64, 12.67, 1.834, 1.693, 1.502, 1.43
1971, 8, 19.53, 16.54, 17.5, 29.22, 24.38, 20.08, 16.46, 14.15, 1.637, 1.403, 1.275, 1.298
1971, 9, 36.54, 41.37, 35.46, 43.14, 14.16, 10.08, 7.053, 4.757, 2.105, 2.029, 2.081, 2.172
1971, 10, 29.47, 39.79, 39.95, 51.12, 9.016, 5.081, 2.096, -0.1011, 2.369, 2.148, 2.106, 2.163
1971, 11, 51.45, 82.53, 87.5, 54.63, 4, -0.6468, -4.374, -7.192, 2.631, 2.478, 2.456, 2.504
1971, 12, 67.73, 132.3, 166.1, 150.6, -0.7359, -6.278, -11.24, -15.12, 3.706, 3.437, 3.264, 3.248
1972, 1, 52.71, 110.7, 135.2, 92.86, -1.463, -6.311, -10.63, -14.21, 4.496, 3.994, 3.864, 3.921
1972, 2, 54.16, 107.1, 131.3, 51.84, 1.649, -3.014, -7.432, -10.79, 3.61, 3.232, 3.045, 2.984
1972, 3, 56.24, 96.37, 98.99, 52.08, 7.3, 2.876, -1.096, -3.398, 2.757, 2.498, 2.46, 2.532
1972, 4, 32.65, 66.22, 73.71, 37.56, 7.662, 3.468, 0.3687, -1.606, 2.801, 2.645, 2.732, 2.928
1972, 5, 47.01, 53.01, 60.28, 87.97, 15.04, 10.42, 6.855, 4.621, 1.99, 1.667, 1.59, 1.71
1972, 6, 30.17, 48.09, 63.48, 90, 18.21, 14.58, 11.82, 9.954, 1.722, 1.548, 1.501, 1.586
1972, 7, 14.24, 18.18, 18.65, 19.36, 21.38, 17.39, 14.53, 12.87, 2.021, 1.896, 1.814, 1.825
1972, 8, 21.1, 22.34, 27.02, 40.66, 22.87, 18.6, 15.57, 13.36, 1.73, 1.474, 1.303, 1.374
1972, 9, 24.99, 43.93, 44.78, 49.78, 14.55, 10.48, 7.625, 5.794, 2.073, 1.872, 1.837, 1.872
1972, 10, 20.64, 32.22, 52.69, 87.44, 10.38, 6.568, 3.471, 1.144, 1.974, 1.751, 1.673, 1.732
1972, 11, 32.24, 58.53, 64.11, 71.05, 4.724, -0.3237, -4.45, -7.027, 2.493, 2.242, 2.169, 2.192
1972, 12, 72.98, 99.12, 113.8, 59.63, -2.646, -7.964, -12.26, -15.34, 3.845, 3.207, 2.906, 2.81
1973, 1, 37.83, 59.14, 84.77, 80.29, -1.046, -6.581, -11.34, -14.96, 3.732, 3.12, 2.787, 2.612
1973, 2, 19.34, 28.79, 30.15, 32.56, 3.274, -1.936, -6.942, -11.11, 2.863, 2.506, 2.314, 2.236
1973, 3, 28.38, 51, 63.59, 60.84, 6.593, 1.379, -3.203, -6.83, 2.521, 2.363, 2.303, 2.331
1973, 4, 11.72, 29.8, 55.36, 75.88, 9.49, 4.624, 0.763, -2.012, 2.371, 2.364, 2.432, 2.591
1973, 5, 32.86, 42.74, 36.12, 28.68, 15.08, 10.83, 7.314, 5.027, 2.271, 1.977, 1.84, 1.85
1973, 6, 14.77, 39.89, 66.63, 83.5, 18.13, 14.17, 10.94, 8.951, 2.635, 2.404, 2.286, 2.222
1973, 7, 1.898, 12.31, 34.9, 64.26, 22.69, 18.88, 15.5, 13.08, 2.032, 1.914, 1.801, 1.724
1973, 8, 2.149, 10.43, 24.43, 31, 21.68, 17.67, 14.32, 12.09, 2.302, 2.02, 1.728, 1.61
1973, 9, 36.51, 62.18, 64.87, 59.09, 17.03, 12.34, 8.746, 6.35, 2.14, 2.027, 2.025, 2.112
1973, 10, 33.19, 43.88, 38.91, 17.34, 10.32, 6.587, 3.761, 1.955, 2.038, 1.999, 2.105, 2.301
1973, 11, 128.9, 183.3, 232.4, 211.4, 2.799, -1.038, -4.785, -7.367, 3.14, 2.972, 2.927, 3.044
1973, 12, 108.7, 133.9, 148, 111.2, 2.814, -2.328, -7.186, -10.94, 3.099, 2.842, 2.754, 2.809
1974, 1, 84.02, 129.2, 198.1, 88.94, -2.952, -7.296, -11.44, -14.3, 4.039, 3.526, 3.28, 3.193
1974, 2, 53.57, 75.96, 92, 44.56, 3.916, -1.502, -6.386, -9.969, 3.349, 2.853, 2.688, 2.713
1974, 3, 48.18, 115.8, 215.8, 165.7, 5.65, 0.774, -3.383, -6.005, 3.073, 2.84, 2.814, 2.925
1974, 4, 44.49, 64.76, 45, 25.59, 9.508, 5.323, 2.054, -0.06206, 2.946, 2.819, 2.946, 3.194
1974, 5, 21.82, 29.43, 32.22, 23.64, 12, 7.913, 4.756, 3.12, 2.153, 1.906, 1.769, 1.75
1974, 6, 22.64, 30.03, 26.47, 11.75, 19.86, 16.37, 13.48, 11.89, 2.239, 1.989, 1.837, 1.942
1974, 7, 23.44, 28.86, 23.29, 16.8, 21.23, 17.83, 15.23, 13.94, 2.019, 1.849, 1.62, 1.55
1974, 8, 3.728, 21.21, 43.29, 45.65, 21.37, 16.81, 13.15, 11.26, 2.184, 2.058, 1.903, 1.849
1974, 9, 3.107, 2.823, 4.628, 3.126, 18.08, 13.84, 10.33, 8.221, 1.893, 1.732, 1.745, 1.833
1974, 10, 2.475, 13.13, 34.61, 55.17, 11.53, 7.362, 4.054, 1.984, 1.832, 1.732, 1.698, 1.717
1974, 11, 42.35, 46.93, 53.79, 42.57, 5.09, 0.9079, -3.313, -5.937, 2.79, 2.45, 2.209, 2.098
1974, 12, 54.7, 101.8, 104.1, 74.61, 1.817, -4.277, -9.073, -12.34, 3.315, 2.855, 2.604, 2.545
1975, 1, 86.27, 153.8, 153.3, 85.38, -0.916, -5.803, -10.54, -14.26, 3.232, 2.89, 2.721, 2.715
1975, 2, 66.57, 96.16, 136, 113, 0.142, -4.481, -8.998, -12.55, 3.078, 2.665, 2.604, 2.759
1975, 3, 39.19, 62.46, 90.96, 93.52, 3.963, -0.8118, -4.876, -7.869, 3.027, 2.694, 2.603, 2.671
