# Created by WEAP: 12/14/2020 6:11:48 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_N_Upr Rubicon (18,385 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (5,862 ha),  2000 - 3000 m (12,523 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 684.1, 678.4, -0.03716, -1.104, 3.281, 3.272
1970, 2, 118.2, 118.2, 1.858, 0.7299, 1.983, 1.982
1970, 3, 102, 100.4, 2.085, 0.9614, 2.25, 2.251
1970, 4, 119.4, 121.7, 2.123, 1.013, 2.412, 2.413
1970, 5, 13.55, 11.94, 9.76, 8.627, 2.473, 2.478
1970, 6, 99.04, 106.1, 13.34, 12.24, 2.226, 2.216
1970, 7, 0.1785, 0.2734, 18.35, 17.3, 2.235, 2.23
1970, 8, 0.003173, 0.0109, 18.24, 17.25, 2.029, 2.027
1970, 9, 5.325, 5.901, 12.27, 11.12, 1.996, 1.999
1970, 10, 60.7, 58.08, 7.243, 6.117, 1.961, 1.97
1970, 11, 358.6, 355.4, 3.589, 2.558, 2.714, 2.717
1970, 12, 373.3, 371.8, -3.371, -4.479, 3.088, 3.094
1971, 1, 149.3, 144.7, -1.789, -2.996, 2.685, 2.684
1971, 2, 53.55, 51.67, -0.7084, -1.88, 2.214, 2.216
1971, 3, 280.6, 278, 0.1825, -0.9108, 2.317, 2.324
1971, 4, 116.1, 116.1, 3.107, 2.061, 2.502, 2.509
1971, 5, 122.6, 126.9, 6.918, 5.836, 2.476, 2.471
1971, 6, 43.72, 42.26, 11.88, 10.82, 2.471, 2.464
1971, 7, 7.387, 9.568, 17.99, 16.93, 2.47, 2.455
1971, 8, 5.814, 7.785, 18.55, 17.51, 2.151, 2.143
1971, 9, 26.35, 29.51, 12.53, 11.4, 2.093, 2.1
1971, 10, 35.29, 35.15, 5.777, 4.66, 1.934, 1.936
1971, 11, 163.7, 162.9, 2.021, 0.9352, 2.332, 2.338
1971, 12, 361.2, 366.8, -4.042, -5.16, 3.069, 3.072
1972, 1, 121.1, 118, -3.124, -4.267, 2.825, 2.828
1972, 2, 169.3, 155.5, 0.3043, -0.8123, 2.208, 2.209
1972, 3, 64.96, 58.93, 4.531, 3.439, 1.733, 1.738
1972, 4, 189.2, 186.6, 4.112, 3.033, 2.664, 2.672
1972, 5, 35.61, 35.64, 10.15, 9.017, 1.983, 1.982
1972, 6, 39.71, 42.15, 14.75, 13.6, 2.208, 2.203
1972, 7, 0.2451, 0.3116, 18.56, 17.46, 2.231, 2.226
1972, 8, 4.005, 5.51, 17.6, 16.49, 2.155, 2.15
1972, 9, 54.52, 60.52, 12.08, 10.97, 1.668, 1.669
1972, 10, 92.7, 90.11, 7.14, 6.03, 1.896, 1.897
1972, 11, 216.3, 210.6, 0.9377, -0.1334, 2.419, 2.419
1972, 12, 210.7, 207.8, -3.612, -4.666, 2.803, 2.804
1973, 1, 390.9, 385.2, -3.447, -4.503, 2.949, 2.95
1973, 2, 239.5, 229.9, -0.5249, -1.677, 3.089, 3.083
