# Created by WEAP: 12/14/2020 6:11:17 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: WA_N_CEN_Chelan (241,626 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (70,344 ha),  1000 - 2000 m (141,145 ha),  2000 - 3000 m (30,137 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 149.9, 252.6, 281.6, -5.51, -9.069, -10.9, 2.8, 2.721, 2.698
1970, 2, 47.17, 90.67, 108.8, -0.3669, -4.048, -5.819, 2.685, 2.656, 2.647
1970, 3, 41.88, 78.99, 95.86, 2.226, -1.972, -3.897, 2.434, 2.401, 2.391
1970, 4, 55.11, 125.7, 158.5, 5.388, 0.7806, -1.26, 2.777, 2.705, 2.684
1970, 5, 5.373, 13.93, 19.68, 11.99, 7.318, 5.248, 1.791, 1.745, 1.731
1970, 6, 4.076, 7.831, 9.857, 17.97, 13.3, 11.29, 2.188, 2.148, 2.136
1970, 7, 2.693, 8.022, 10.21, 20.38, 15.31, 13.2, 1.872, 1.84, 1.83
1970, 8, 4.221, 4.026, 4.268, 19.17, 14.55, 12.58, 1.739, 1.701, 1.69
1970, 9, 30.93, 76.42, 100.1, 11.76, 7.231, 5.263, 2.133, 2.097, 2.087
1970, 10, 34.4, 64.18, 76.37, 6.343, 1.991, 0.1008, 2.466, 2.457, 2.452
1970, 11, 113.9, 195.6, 229.1, -0.6291, -4.706, -6.594, 3.338, 3.283, 3.266
1970, 12, 151, 261.3, 295.6, -6.112, -9.601, -11.25, 3.32, 3.278, 3.265
1971, 1, 136.5, 258.8, 296.4, -4.463, -7.958, -9.571, 3.375, 3.262, 3.229
1971, 2, 66.66, 142, 177.6, -1.719, -5.642, -7.421, 2.653, 2.571, 2.546
1971, 3, 121.7, 240.6, 304.1, -0.6786, -4.999, -6.961, 2.803, 2.747, 2.73
1971, 4, 31.95, 58.5, 71.2, 5.906, 1.312, -0.7306, 2.223, 2.176, 2.162
1971, 5, 12.94, 28.66, 37.84, 12.93, 8.262, 6.167, 2.326, 2.236, 2.209
1971, 6, 26.53, 38.98, 45.16, 13.75, 9.075, 7.016, 1.72, 1.714, 1.711
1971, 7, 3.169, 6.004, 6.537, 19.81, 15.16, 13.08, 1.632, 1.593, 1.58
1971, 8, 6.496, 14.32, 18.32, 21.3, 16.42, 14.27, 1.653, 1.618, 1.607
1971, 9, 38.05, 71.42, 88.45, 11.9, 7.457, 5.468, 2.043, 2.001, 1.989
1971, 10, 39.99, 84.56, 105.1, 6.296, 1.933, -0.03268, 2.111, 2.069, 2.056
1971, 11, 102.2, 190, 229.2, 0.4854, -3.607, -5.502, 2.546, 2.52, 2.511
1971, 12, 147.9, 242.2, 265.4, -6.62, -9.784, -11.37, 2.987, 2.891, 2.863
1972, 1, 123.8, 236, 272.9, -6.907, -10.14, -11.65, 3.654, 3.538, 3.504
1972, 2, 159.1, 318.4, 385.4, -3.325, -7.084, -8.862, 3.08, 3.012, 2.992
1972, 3, 103, 194.5, 225.8, 2.507, -2.031, -4.032, 2.42, 2.397, 2.389
1972, 4, 36.45, 73.49, 85.39, 4.711, -0.0291, -2.127, 2.644, 2.595, 2.58
1972, 5, 43.28, 66.73, 79.39, 12.48, 8.083, 6.083, 1.969, 1.916, 1.901
1972, 6, 64.17, 95.23, 114.3, 15.28, 10.75, 8.739, 1.918, 1.884, 1.874
1972, 7, 20.25, 43.89, 55.25, 18.07, 13.47, 11.39, 1.911, 1.885, 1.877
1972, 8, 36.32, 54.86, 63.73, 19.5, 14.82, 12.73, 1.759, 1.716, 1.703
1972, 9, 53.39, 122.3, 156.5, 11.52, 7.049, 5.068, 1.963, 1.936, 1.928
1972, 10, 8.681, 15.88, 18.51, 7.035, 2.992, 1.222, 1.736, 1.689, 1.675
1972, 11, 74.22, 116.3, 127.8, 1.207, -2.845, -4.748, 2.617, 2.626, 2.627
1972, 12, 106.2, 191.2, 211.7, -5.698, -9.501, -11.2, 3.298, 3.209, 3.182
1973, 1, 57.9, 96.8, 101.3, -6.339, -10.1, -11.93, 3.688, 3.672, 3.665
1973, 2, 16.83, 32.32, 35.28, -1.638, -5.373, -7.124, 2.578, 2.56, 2.554
1973, 3, 14.84, 31.56, 35.04, 3.903, -0.4319, -2.374, 2.265, 2.205, 2.186
1973, 4, 3.873, 12.81, 14.67, 8.281, 3.752, 1.687, 1.878, 1.805, 1.783
1973, 5, 17.86, 41.11, 54.37, 12.71, 8.166, 6.156, 2.275, 2.243, 2.234
1973, 6, 12.67, 26.87, 34.94, 15.42, 10.71, 8.642, 2.436, 2.364, 2.344
1973, 7, 1.223, 2.254, 2.52, 20.53, 15.78, 13.66, 1.859, 1.806, 1.79
1973, 8, 3.621, 6.978, 7.634, 19.65, 14.61, 12.43, 2.115, 2.06, 2.045
1973, 9, 48.9, 64.7, 71.74, 14.74, 10.5, 8.615, 1.88, 1.835, 1.822
1973, 10, 55.83, 104, 124.6, 7.163, 2.827, 0.9072, 1.955, 1.936, 1.93
1973, 11, 162.8, 269.1, 313.3, -1.744, -5.741, -7.586, 2.663, 2.587, 2.564
