# Created by WEAP: 12/14/2020 6:12:07 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: WA_ID_AVA_Middle Spokane (606,012 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (559,811 ha),  1000 - 2000 m (46,201 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 144.8, 234.8, -3.019, -4.83, 3.073, 3.005
1970, 2, 80.77, 134.6, 2.469, 0.4043, 2.735, 2.674
1970, 3, 42.76, 72.03, 3.683, 1.677, 2.42, 2.383
1970, 4, 34.4, 60.19, 6.073, 4.216, 2.967, 2.94
1970, 5, 21.05, 26.9, 13.79, 11.8, 1.816, 1.804
1970, 6, 47.16, 62.7, 19.58, 17.38, 2.146, 2.138
1970, 7, 21.54, 29.22, 22.56, 20.29, 1.867, 1.888
1970, 8, 3.974, 6.141, 21.62, 19.39, 1.665, 1.663
1970, 9, 26.4, 42.37, 13.17, 11.04, 2.399, 2.426
1970, 10, 60.65, 83.81, 8.234, 6.152, 2.306, 2.272
1970, 11, 65.59, 98.66, 2.966, 1.038, 3.38, 3.308
1970, 12, 79.89, 133.2, -1.804, -3.753, 3.281, 3.222
1971, 1, 81.79, 133.5, -0.5581, -2.67, 3.945, 3.89
1971, 2, 41.73, 77.08, 1.036, -0.9287, 2.746, 2.692
1971, 3, 70.25, 106.8, 2.251, 0.2568, 2.924, 2.911
1971, 4, 52.45, 80.41, 8.387, 6.329, 2.321, 2.274
1971, 5, 46.34, 61.9, 14.54, 12.33, 2.416, 2.366
1971, 6, 90.6, 126.7, 15.29, 13.45, 1.707, 1.736
1971, 7, 16.52, 21.81, 21.11, 18.77, 1.734, 1.735
1971, 8, 23.02, 35.65, 23.31, 21.05, 1.8, 1.827
1971, 9, 40.4, 58.9, 13.02, 11.06, 2.203, 2.218
1971, 10, 34.14, 52.19, 7.776, 5.871, 2.384, 2.389
1971, 11, 48.55, 79.37, 2.398, 0.5607, 2.502, 2.485
1971, 12, 96.41, 152.1, -2.743, -4.535, 3.16, 3.094
1972, 1, 73.61, 136.9, -4.394, -6.042, 4.285, 4.24
1972, 2, 53.05, 96.91, 0.1694, -1.579, 3.453, 3.425
1972, 3, 43.65, 76.4, 5.729, 3.793, 2.676, 2.67
1972, 4, 38.82, 66.12, 6.491, 4.694, 2.719, 2.693
1972, 5, 46.58, 59.38, 14.05, 12.11, 2.073, 2.065
1972, 6, 50.31, 67.61, 16.84, 14.79, 1.851, 1.87
1972, 7, 17.79, 28.07, 19.96, 17.73, 2.144, 2.171
1972, 8, 31.24, 41.86, 22.04, 19.9, 1.592, 1.57
1972, 9, 26.39, 38.61, 13.23, 11.26, 2.358, 2.4
1972, 10, 14.3, 23.6, 8.894, 6.857, 1.896, 1.88
1972, 11, 42.04, 67.36, 3.344, 1.497, 2.379, 2.351
1972, 12, 83.14, 138.1, -3.488, -5.281, 3.521, 3.452
1973, 1, 69.18, 113.7, -2.966, -4.862, 3.489, 3.411
1973, 2, 22.34, 37.05, 1.383, -0.5413, 2.492, 2.419
1973, 3, 31.51, 54.57, 4.999, 3.048, 2.21, 2.164
1973, 4, 18.65, 32.6, 8.439, 6.475, 2.182, 2.172
1973, 5, 38.24, 52.17, 13.91, 12.08, 2.286, 2.269
1973, 6, 19.77, 28.95, 16.83, 15.09, 2.759, 2.78
1973, 7, 0.236, 0.5063, 21.99, 19.89, 2.011, 2.018
1973, 8, 4.828, 5.879, 21.25, 19.18, 2.318, 2.319
1973, 9, 46.1, 69.74, 15.91, 14, 2.134, 2.142
1973, 10, 31.24, 48.25, 8.68, 6.915, 2.051, 2.054
1973, 11, 175.4, 273.1, 0.7776, -0.9293, 2.813, 2.772
1973, 12, 134.8, 201, 0.5363, -1.153, 2.689, 2.62
1974, 1, 133.1, 232.2, -4.014, -5.66, 3.824, 3.783
1974, 2, 78.53, 128.1, 1.848, -0.04595, 3.198, 3.172
1974, 3, 72.68, 113, 3.879, 2.034, 2.958, 2.931
1974, 4, 39.31, 68.57, 8.508, 6.673, 2.705, 2.652
1974, 5, 42.65, 68.23, 10.8, 8.959, 2.225, 2.24
1974, 6, 15.77, 24.69, 19.1, 17.11, 2.206, 2.205
1974, 7, 28.76, 38.11, 20.09, 18.19, 1.937, 1.939
1974, 8, 6.121, 12.01, 20.27, 18.2, 2.003, 1.996
1974, 9, 7.093, 11.59, 16.32, 14.22, 1.965, 1.966
1974, 10, 2.106, 2.897, 9.704, 7.797, 1.647, 1.61
1974, 11, 94.05, 152.5, 2.933, 1.352, 2.428, 2.38
1974, 12, 79.06, 111.6, -0.1661, -1.726, 2.985, 2.951
1975, 1, 83.05, 129.9, -3.851, -5.268, 2.891, 2.86
1975, 2, 91.26, 144.4, -2.856, -4.371, 3.038, 3.004
1975, 3, 50.43, 72.8, 1.293, -0.3005, 2.892, 2.854
1975, 4, 47.25, 66.68, 5.541, 3.78, 2.649, 2.614
1975, 5, 29.94, 39.48, 11.72, 9.917, 2.726, 2.723
1975, 6, 41.68, 58.1, 15.15, 13.23, 3.005, 3.015
1975, 7, 44.85, 55.04, 22.42, 20.43, 2.12, 2.128
1975, 8, 37.59, 58.85, 17.85, 15.78, 2.075, 2.077
1975, 9, 0.6657, 1.121, 16.24, 13.72, 1.734, 1.707
1975, 10, 65.2, 99.34, 8.398, 6.407, 2.546, 2.515
1975, 11, 55.31, 89.55, 1.561, -0.3771, 2.947, 2.926
1975, 12, 82.81, 125, -0.1313, -1.903, 3.063, 3.023
1976, 1, 50.22, 84.38, -0.8852, -2.462, 2.838, 2.805
1976, 2, 74.8, 126.5, 0.3172, -1.531, 3.707, 3.692
1976, 3, 40.65, 68.19, 1.964, -0.161, 2.767, 2.772
1976, 4, 51.87, 79.63, 8.217, 6.122, 2.567, 2.521
1976, 5, 38.2, 54.5, 13.54, 11.57, 2.072, 2.049
1976, 6, 31.75, 46.7, 15.24, 13.1, 2.319, 2.306
1976, 7, 15.66, 19.23, 20.5, 18.14, 1.571, 1.56
1976, 8, 55.58, 79.96, 19.03, 16.78, 1.602, 1.613
