# Created by WEAP: 12/14/2020 6:11:23 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_BAY_Coyote (171,268 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (170,977 ha),  1000 - 2000 m (291 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 202.2, 377.6, 10.86, 8.195, 3.055, 2.964
1970, 2, 64.75, 108.4, 12.61, 10.04, 2.135, 2.092
1970, 3, 66.84, 96, 13.37, 10.49, 2.483, 2.421
1970, 4, 8.975, 14.48, 12.71, 9.94, 3.337, 3.29
1970, 5, 0.451, 0.7587, 18.74, 16.34, 2.689, 2.651
1970, 6, 3.598, 7.619, 19.67, 17.82, 3.052, 3.014
1970, 7, 0, 0, 22.62, 21.37, 2.671, 2.624
1970, 8, 0, 0, 21.29, 20.22, 2.415, 2.376
1970, 9, 0.003547, 0, 21.56, 19.64, 2.339, 2.288
1970, 10, 11.34, 20.86, 16.52, 14.59, 1.691, 1.662
1970, 11, 178.7, 272.6, 13.51, 11.06, 2.087, 2.032
1970, 12, 150.8, 248.1, 8.609, 5.869, 2.097, 2.047
1971, 1, 37.65, 62.1, 9.819, 8.023, 2.596, 2.528
1971, 2, 17, 23.36, 10.63, 8.411, 2.584, 2.54
1971, 3, 65.22, 120.5, 11.85, 9.205, 2.191, 2.156
1971, 4, 44.01, 65.84, 12.91, 10.12, 2.6, 2.571
1971, 5, 6.195, 13.12, 15.15, 12.32, 3.236, 3.177
1971, 6, 0.07036, 0.1588, 19.12, 16.98, 3.402, 3.377
1971, 7, 0.0002775, 0, 21.96, 20.71, 3.36, 3.308
1971, 8, 1.081, 1.452, 22.94, 21.35, 2.878, 2.853
1971, 9, 4.132, 8.12, 21.66, 19.63, 2.252, 2.215
1971, 10, 3.992, 9.673, 15.62, 13.49, 2.481, 2.427
1971, 11, 34.29, 68.69, 11.86, 9.357, 2.09, 2.034
1971, 12, 142.1, 240.3, 7.246, 4.476, 2.479, 2.439
1972, 1, 42.97, 73.39, 8.34, 6.495, 2.393, 2.351
1972, 2, 28.4, 55.56, 11.94, 9.55, 2.105, 2.057
1972, 3, 4.892, 11.59, 14.94, 12.55, 2.176, 2.151
1972, 4, 28.12, 62.62, 14.17, 11.33, 2.912, 2.86
1972, 5, 0.8004, 1.764, 17.96, 15.71, 2.669, 2.631
1972, 6, 3.321, 4.122, 20.47, 18.76, 2.819, 2.773
1972, 7, 1.139, 6.713, 22.85, 21.45, 2.744, 2.703
1972, 8, 0.008241, 0, 22.14, 20.45, 2.796, 2.767
1972, 9, 12.09, 23.35, 19.59, 17.61, 2.114, 2.081
1972, 10, 71.54, 104.7, 16.49, 13.89, 2.148, 2.111
1972, 11, 168.5, 243.1, 11.3, 8.722, 2.09, 2.053
1972, 12, 49.72, 82.96, 7.543, 5.441, 2.255, 2.2
1973, 1, 195.6, 338.9, 8.474, 5.778, 2.66, 2.613
1973, 2, 247.7, 395.9, 11.15, 8.132, 3.099, 3.055
1973, 3, 85.84, 129.9, 10.05, 6.943, 2.513, 2.465
1973, 4, 5.705, 6.889, 15.43, 12.73, 2.598, 2.544
1973, 5, 0.7056, 1.109, 18.65, 16.63, 2.588, 2.54
1973, 6, 0.0009812, 0, 22.07, 20.02, 3.166, 3.091
1973, 7, 0, 0, 22.08, 20.6, 3.513, 3.456
1973, 8, 0, 0, 21.31, 19.88, 2.819, 2.773
1973, 9, 2.416, 6.04, 20.27, 18.22, 2.323, 2.29
1973, 10, 60.65, 95.6, 17.04, 14.74, 2.325, 2.258
1973, 11, 145.2, 258.9, 11.21, 8.051, 2.91, 2.818
1973, 12, 108.8, 186.8, 9.882, 7.719, 2.237, 2.182
1974, 1, 90.63, 154.6, 9.127, 6.404, 2.924, 2.848
1974, 2, 39.23, 79.21, 10.05, 7.693, 2.227, 2.173
1974, 3, 153.4, 274.5, 12.3, 9.341, 2.75, 2.691
1974, 4, 62.44, 108.7, 13.79, 10.96, 2.599, 2.554
1974, 5, 0.4855, 1.637, 16.53, 14.33, 3.428, 3.359
1974, 6, 5.219, 11.18, 20.16, 18.49, 3.249, 3.195
1974, 7, 31.86, 154.6, 21.19, 19.21, 3.181, 3.134
1974, 8, 0, 0, 20.69, 17.8, 2.983, 2.933
1974, 9, 0, 0, 20.96, 19.18, 2.108, 2.076
1974, 10, 37.61, 63.18, 17.91, 15.83, 1.947, 1.89
1974, 11, 22.82, 48.59, 12.15, 10.11, 2.263, 2.24
1974, 12, 78.56, 141, 8.826, 6.839, 2.699, 2.644
1975, 1, 43.45, 78.56, 9.479, 8.308, 2.433, 2.385
1975, 2, 153.6, 276.6, 10.28, 7.663, 3.056, 2.985
1975, 3, 166.7, 256.8, 10.62, 7.587, 3.154, 3.075
1975, 4, 53.29, 92.87, 11.05, 7.998, 2.608, 2.553
1975, 5, 0.6663, 1.588, 17.89, 15.36, 2.985, 2.922
1975, 6, 1.676, 2.999, 19.58, 17.77, 3.057, 3.006
1975, 7, 6.088, 11.59, 20.85, 19.15, 3.002, 2.95
1975, 8, 15.59, 20.98, 21.13, 19.54, 2.617, 2.567
1975, 9, 0.1141, 0, 20.81, 19.91, 2.163, 2.128
1975, 10, 52.21, 105.7, 15.68, 13.56, 2.265, 2.21
1975, 11, 10.74, 21.69, 11.61, 9.615, 2.276, 2.226
1975, 12, 9.095, 17.83, 10.61, 9.165, 2.288, 2.246
1976, 1, 6.775, 9.588, 10.68, 9.462, 1.835, 1.807
1976, 2, 43.8, 79.74, 10.8, 8.314, 1.975, 1.916
1976, 3, 41.2, 58.95, 11.74, 8.841, 2.283, 2.235
1976, 4, 28.35, 56.48, 13.04, 10.04, 2.991, 2.941
1976, 5, 0.154, 0.2965, 18.4, 16.04, 3.327, 3.271
1976, 6, 3.469, 6.121, 20.54, 18.21, 3.182, 3.128
1976, 7, 0.8096, 0.2938, 21.92, 20.33, 2.973, 2.939
1976, 8, 28.41, 41.05, 20.55, 18.23, 2.365, 2.337
1976, 9, 34.72, 45.66, 20.69, 18.63, 2.124, 2.077
1976, 10, 14.95, 19.93, 18.74, 16.78, 1.667, 1.634
1976, 11, 33.39, 52.31, 14.92, 13.73, 1.874, 1.838
1976, 12, 30.55, 54.55, 10.74, 9.824, 1.989, 1.962
1977, 1, 39.49, 65.76, 9.332, 7.909, 1.982, 1.964
1977, 2, 29.54, 53.59, 12.84, 10.91, 1.864, 1.835
1977, 3, 63.47, 99.94, 10.8, 7.886, 2.502, 2.443
1977, 4, 5.309, 10.57, 15.88, 13.29, 2.566, 2.51
1977, 5, 35.83, 45.64, 14, 11.02, 2.49, 2.459
1977, 6, 0.6582, 0.8676, 20.78, 18.95, 2.889, 2.833
