# Created by WEAP: 12/14/2020 6:11:22 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_CEN_KIngs (301,056 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (46,690 ha),  1000 - 2000 m (61,276 ha),  2000 - 3000 m (96,982 ha),  3000 - 4000 m (95,816 ha),  4000 - 5000 m (292 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 4000 to 5000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 4000 to 5000 m
1972, 2, 33.24, 39.08, 40.49, 30.61, 15.61, 10.28, 5.243, -0.8451, -4.635, -6.179, 1.565, 1.6, 1.646, 1.683, 1.706
1972, 3, 0, 0, 0, 0.003465, 0.01815, 14.56, 9.137, 3.336, 0.1677, -0.8584, 1.557, 1.612, 1.688, 1.731, 1.751
1972, 4, 21.21, 38.73, 49.36, 42.84, 25.93, 14.24, 8.245, 2.497, -0.5825, -1.488, 2.18, 2.251, 2.344, 2.416, 2.459
1972, 5, 5.046, 7.895, 9.698, 10.52, 12.29, 19.68, 13.53, 7.597, 4.486, 3.588, 1.983, 2.022, 2.075, 2.116, 2.138
1972, 6, 15.68, 28.75, 30.4, 27.14, 25.7, 24.19, 18.22, 12.51, 9.468, 8.596, 2.034, 2.033, 2.041, 2.064, 2.084
1972, 7, 0.1279, 0.8097, 1.944, 2.724, 2.814, 28.08, 22.56, 17.23, 14.21, 13.19, 2.159, 2.203, 2.261, 2.311, 2.342
1972, 8, 0.1751, 2.052, 5.431, 5.131, 4.752, 26.15, 20.5, 14.99, 11.74, 10.54, 1.928, 1.878, 1.829, 1.817, 1.819
1972, 9, 13.78, 19.66, 29.67, 42.1, 45.97, 22.11, 16.15, 9.783, 5.664, 4.244, 1.421, 1.453, 1.499, 1.552, 1.589
1972, 10, 22.36, 29.86, 31.56, 36.87, 43.68, 15.76, 9.805, 3.716, 0.02592, -1.381, 1.736, 1.757, 1.787, 1.83, 1.861
1972, 11, 141.7, 177.6, 190.1, 174.7, 129, 8.92, 3.86, -2.203, -5.922, -7.42, 2.056, 2.096, 2.142, 2.19, 2.222
1972, 12, 70.27, 103.3, 123.2, 109, 66.71, 5.422, 0.6092, -5.673, -9.762, -11.41, 2.223, 2.261, 2.302, 2.35, 2.383
1973, 1, 179.8, 267.2, 349.2, 413.5, 370.2, 5.973, 0.8733, -5.831, -10.53, -12.41, 2.521, 2.516, 2.51, 2.533, 2.555
1973, 2, 206.8, 267.4, 285.8, 275.2, 220.4, 8.768, 3.117, -3.225, -7.244, -8.905, 2.749, 2.72, 2.685, 2.692, 2.708
1973, 3, 161.5, 212, 223.5, 204.7, 153.8, 7.56, 1.773, -4.184, -7.367, -8.314, 2.083, 2.135, 2.198, 2.257, 2.298
1973, 4, 19.82, 25.64, 25.94, 22.59, 19.04, 13.61, 7.62, 1.631, -1.539, -2.581, 2.255, 2.363, 2.499, 2.586, 2.629
1973, 5, 5.255, 10.43, 20.19, 30.81, 33.58, 20.04, 14.12, 8.331, 5.426, 4.691, 1.805, 1.833, 1.876, 1.907, 1.925
1973, 6, 0.01494, 0.1813, 0.9915, 2.171, 3.364, 23.75, 18.2, 12.68, 9.739, 8.837, 2.165, 2.25, 2.361, 2.445, 2.496
1973, 7, 0, 0.01371, 0.1134, 0.4409, 0.5985, 26.29, 20.8, 15.33, 12.4, 11.62, 2.611, 2.6, 2.593, 2.604, 2.616
1973, 8, 0.5222, 3.524, 9.285, 11.87, 13.8, 26.06, 20.48, 14.55, 11.28, 10.16, 2.118, 2.132, 2.155, 2.193, 2.223
1973, 9, 0, 0.001467, 0.0001303, 0, 0, 22.4, 17, 10.97, 7.547, 6.357, 1.836, 1.845, 1.863, 1.887, 1.907
1973, 10, 55.69, 64.94, 59.93, 45.67, 26.33, 17.29, 12.17, 6.024, 2.205, 0.7406, 1.559, 1.611, 1.677, 1.748, 1.798
1973, 11, 128, 178.3, 203.3, 197.9, 161.9, 9.801, 4.746, -1.429, -5.237, -6.693, 2.207, 2.217, 2.231, 2.281, 2.325
1973, 12, 105.9, 125.1, 131.8, 127.4, 110.3, 8.381, 4.285, -2.18, -6.445, -8.305, 2.01, 2.016, 2.027, 2.058, 2.082
1974, 1, 161.7, 218.7, 260.1, 252.4, 202.8, 7.207, 2.193, -4.887, -10.18, -12.84, 1.976, 1.942, 1.906, 1.914, 1.929
1974, 2, 33.91, 39.7, 37.15, 28.93, 18.1, 8.899, 4.125, -2.134, -5.966, -7.675, 1.905, 1.939, 1.983, 2.032, 2.066
1974, 3, 159.1, 241, 308.3, 349.9, 264.8, 10.9, 5.542, -0.1378, -3.427, -4.682, 1.943, 1.973, 2.015, 2.075, 2.121
1974, 4, 79.65, 96.88, 99.19, 85.15, 55.25, 12.86, 7.027, 1.156, -1.809, -2.698, 2.101, 2.211, 2.35, 2.452, 2.511
1974, 5, 1.721, 5.58, 12.76, 21.11, 25.88, 18.44, 12.82, 7.336, 4.726, 4.071, 2.2, 2.256, 2.335, 2.389, 2.418
1974, 6, 0, 0, 0, 0, 0, 24.07, 18.68, 13.15, 10.33, 9.56, 2.182, 2.184, 2.198, 2.221, 2.24
1974, 7, 2.868, 6.832, 13.14, 15.51, 17.93, 26.19, 20.62, 15.01, 12.03, 11.12, 2.428, 2.453, 2.486, 2.527, 2.555
1974, 8, 0.03802, 0.4635, 1.556, 2.95, 4.633, 26.18, 20.55, 14.66, 11.32, 10.16, 2.183, 2.168, 2.159, 2.163, 2.168
1974, 9, 0, 0, 0, 0, 0, 25.33, 20.06, 14.11, 10.51, 9.003, 1.28, 1.319, 1.376, 1.422, 1.449
1974, 10, 63, 69.02, 63.77, 64.37, 56.36, 18.22, 12.54, 6.239, 2.272, 0.6255, 1.552, 1.588, 1.633, 1.681, 1.713
1974, 11, 35.67, 39.91, 34.93, 29.37, 20.13, 11.14, 6.63, 0.4223, -3.66, -5.413, 1.714, 1.676, 1.637, 1.629, 1.63
1974, 12, 74.57, 100.6, 124.5, 136.8, 127.2, 6.45, 2.117, -4.219, -8.414, -10.25, 1.968, 1.986, 2.016, 2.053, 2.075
1975, 1, 52.39, 68.73, 60.94, 45.99, 46.21, 7.624, 3.586, -2.921, -7.178, -8.993, 2.307, 2.279, 2.247, 2.257, 2.271
1975, 2, 144.8, 204.8, 211.1, 172.7, 170.3, 8.16, 2.773, -3.559, -7.26, -8.647, 2.382, 2.401, 2.425, 2.473, 2.511
1975, 3, 189.3, 252.5, 245.6, 227, 239.3, 9.24, 3.497, -2.691, -6.114, -7.295, 2.445, 2.496, 2.561, 2.627, 2.672
1975, 4, 79.14, 133.6, 144.4, 128.2, 126, 9.731, 3.421, -2.731, -5.635, -6.432, 2.151, 2.25, 2.374, 2.465, 2.517
1975, 5, 4.898, 12.45, 19.4, 27.88, 34.68, 18.51, 12.23, 6.086, 3.155, 2.326, 2.089, 2.155, 2.244, 2.306, 2.342
1975, 6, 0.5974, 4.796, 9.962, 14.54, 17.11, 22.61, 16.99, 11.41, 8.538, 7.656, 2.54, 2.592, 2.661, 2.711, 2.74
1975, 7, 0, 0.3303, 2.082, 4.61, 5.774, 25.82, 20.3, 14.62, 11.76, 11.15, 2.349, 2.385, 2.43, 2.485, 2.524
1975, 8, 3.826, 7.976, 8.907, 6.518, 6.614, 24.84, 19.21, 13.4, 10.38, 9.555, 2.044, 2.093, 2.156, 2.218, 2.26
1975, 9, 4.246, 8.504, 20.37, 37.17, 45.85, 23.51, 18.36, 12.6, 9.201, 7.837, 1.189, 1.218, 1.265, 1.306, 1.333
1975, 10, 83.48, 119, 96.97, 69.02, 69.35, 15.96, 10.52, 4.528, 1.027, -0.2803, 1.533, 1.594, 1.672, 1.745, 1.795
1975, 11, 27.91, 47.49, 44.73, 24.72, 18.66, 10.5, 6.021, -0.1048, -4.212, -6.01, 1.852, 1.876, 1.905, 1.943, 1.97
1975, 12, 10.76, 13.75, 13.14, 10.64, 10.1, 8.444, 4.634, -1.611, -5.59, -7.223, 2.162, 2.176, 2.195, 2.221, 2.236
1976, 1, 1.572, 2.38, 3.107, 5.285, 6.92, 8.555, 4.593, -1.691, -6.103, -8.074, 1.764, 1.792, 1.826, 1.858, 1.877
1976, 2, 141.5, 146.2, 131, 126.3, 133, 9.312, 4.248, -2.133, -6.336, -8.227, 1.86, 1.897, 1.943, 1.988, 2.014
1976, 3, 59.21, 72.87, 73.18, 57.28, 51.07, 10.46, 4.77, -1.376, -4.714, -5.922, 1.656, 1.709, 1.78, 1.83, 1.856
1976, 4, 47.79, 65.39, 72.6, 79.07, 90.91, 11.64, 5.901, 0.1366, -2.91, -3.805, 1.967, 2.005, 2.062, 2.101, 2.121
1976, 5, 2.968, 12.22, 33.15, 74.47, 97.52, 20.19, 14.35, 8.564, 5.444, 4.504, 2.166, 2.19, 2.229, 2.263, 2.285
1976, 6, 0.4543, 2.13, 7.811, 15.24, 18.92, 22.79, 16.76, 10.88, 7.846, 7.058, 2.284, 2.338, 2.41, 2.473, 2.513
1976, 7, 2.99, 9.978, 25.77, 44.43, 53.98, 26.61, 20.91, 15.11, 12.04, 11.11, 2.248, 2.238, 2.232, 2.254, 2.278
1976, 8, 4.29, 9.622, 11.13, 7.01, 6.312, 22.86, 16.96, 11.12, 8.212, 7.537, 1.893, 1.915, 1.948, 1.989, 2.017
1976, 9, 54.81, 89.24, 120.3, 129.9, 133.6, 22.38, 16.52, 10.47, 6.99, 5.763, 1.37, 1.414, 1.474, 1.529, 1.564
1976, 10, 26.31, 30.19, 24.25, 14.25, 11.58, 18.25, 12.51, 6.329, 2.584, 1.166, 1.316, 1.4, 1.502, 1.576, 1.616
1976, 11, 10.63, 9.986, 9.466, 9.983, 10.76, 13.25, 9.057, 3.006, -1.067, -2.835, 1.638, 1.653, 1.673, 1.698, 1.711
1976, 12, 28.86, 24.68, 18.75, 10.89, 8.714, 9.447, 5.405, -1.034, -5.833, -8.139, 2.324, 2.331, 2.332, 2.352, 2.367
1977, 1, 43.45, 59.68, 64.21, 65.99, 74.03, 6.816, 2.483, -3.934, -8.193, -10.1, 2.156, 2.176, 2.195, 2.227, 2.252
1977, 2, 26.43, 42.34, 50.52, 58.28, 66.17, 11.19, 6.352, 0.346, -3.566, -5.291, 1.812, 1.856, 1.906, 1.959, 1.994
1977, 3, 30.37, 45.67, 49.61, 59.67, 71.19, 8.788, 2.916, -3.072, -6.459, -7.645, 1.794, 1.857, 1.941, 2.008, 2.049
1977, 4, 3.428, 5.881, 8.496, 11.39, 13.81, 16.84, 10.71, 4.634, 1.331, 0.2698, 1.826, 1.868, 1.926, 1.98, 2.017
1977, 5, 66.97, 91.17, 100.1, 115.4, 124.8, 13.7, 7.444, 1.674, -1.094, -1.685, 2.229, 2.31, 2.413, 2.481, 2.517
1977, 6, 18.43, 26.67, 29.41, 36.85, 40.55, 24.25, 18.64, 13.09, 10.2, 9.322, 2.107, 2.145, 2.196, 2.238, 2.262
1977, 7, 0.03228, 0.6695, 2.351, 3.752, 4.054, 26.34, 20.82, 15.15, 12.15, 11.23, 2.058, 2.125, 2.21, 2.284, 2.332
1977, 8, 3.647, 9.572, 18.29, 23.09, 27.86, 26.05, 20.6, 14.95, 11.82, 10.83, 2.065, 2.086, 2.116, 2.154, 2.18
1977, 9, 0.5048, 1.049, 2.277, 3.823, 4.519, 21.98, 16.33, 10.46, 7.144, 6.003, 1.494, 1.534, 1.586, 1.643, 1.682
1977, 10, 6.565, 12.71, 19.86, 24.43, 28.06, 19.38, 14.02, 7.769, 3.944, 2.443, 1.177, 1.212, 1.261, 1.313, 1.35
1977, 11, 43.63, 56.5, 46.08, 35.53, 36.44, 12.15, 7.835, 1.958, -1.82, -3.265, 1.709, 1.75, 1.808, 1.859, 1.892
1977, 12, 223.4, 299.1, 339.3, 390.9, 424.9, 10.23, 5.556, -0.6288, -5.162, -7.236, 2.037, 2.007, 1.974, 1.984, 2.005
1978, 1, 223.5, 295.1, 299.7, 257.8, 259, 8.873, 3.242, -3.399, -7.743, -9.518, 2.475, 2.437, 2.393, 2.396, 2.41
1978, 2, 266.2, 332.6, 351.8, 350.6, 368.6, 9.271, 3.683, -2.799, -6.549, -7.899, 2.155, 2.165, 2.177, 2.207, 2.231
1978, 3, 220.6, 293.4, 296.5, 272.2, 277, 12.88, 7.03, 0.395, -3.21, -4.309, 1.911, 1.918, 1.931, 1.954, 1.971
1978, 4, 173.6, 197.4, 176.6, 146.4, 152.6, 11.63, 5.872, 0.2159, -2.776, -3.715, 1.856, 1.931, 2.023, 2.096, 2.14
1978, 5, 0.8371, 2.905, 7.742, 13.77, 16.91, 17.52, 11.68, 5.871, 2.9, 1.949, 1.69, 1.74, 1.812, 1.856, 1.879
1978, 6, 0.2105, 0.5459, 0.9574, 1.663, 1.993, 21.3, 16.19, 10.94, 8.269, 7.436, 1.711, 1.781, 1.877, 1.936, 1.965
1978, 7, 0.1626, 2.444, 8.638, 14.35, 16.61, 25.75, 20.28, 14.56, 11.59, 10.71, 1.816, 1.857, 1.915, 1.962, 1.991
1978, 8, 0.2628, 1.631, 3.684, 5, 6.05, 25.85, 20.33, 14.57, 11.44, 10.38, 1.993, 2.019, 2.056, 2.092, 2.117
1978, 9, 62.66, 98.89, 117.9, 107.3, 105.9, 21.23, 15.47, 9.357, 5.799, 4.484, 1.527, 1.559, 1.609, 1.657, 1.688
1978, 10, 1.931, 2.74, 3.673, 5.574, 7.517, 20.69, 15.3, 9.17, 5.369, 3.801, 1.178, 1.227, 1.291, 1.345, 1.378
1978, 11, 62.54, 76.37, 73.22, 75.71, 79.83, 9.471, 4.559, -1.528, -5.438, -6.988, 1.724, 1.789, 1.867, 1.93, 1.968
1978, 12, 58.42, 87.44, 99.05, 92.32, 96.56, 5.308, 1.021, -5.336, -9.39, -10.99, 2.673, 2.699, 2.726, 2.759, 2.779
1979, 1, 160.7, 187, 179.4, 185.7, 211.5, 5.81, 0.6379, -5.824, -9.982, -11.73, 2.58, 2.531, 2.472, 2.459, 2.461
1979, 2, 173.2, 230.7, 224.6, 192.3, 201.1, 7.41, 2.253, -4.221, -8.143, -9.655, 1.662, 1.681, 1.703, 1.746, 1.782
1979, 3, 141.3, 182.7, 170, 157.1, 162.2, 10.68, 5.076, -0.9926, -4.128, -5.256, 1.66, 1.705, 1.761, 1.81, 1.841
1979, 4, 5.76, 8.392, 10.71, 15.12, 17.26, 13.15, 7.533, 1.952, -0.5926, -1.446, 1.729, 1.751, 1.792, 1.826, 1.847
1979, 5, 14.58, 24.35, 23.08, 24.28, 28.52, 18.83, 13.32, 8.527, 5.954, 4.566, 1.903, 1.996, 2.111, 2.196, 2.246
1979, 6, 0.2163, 0.05793, 0.002653, 0, 0, 23.88, 18.17, 12.4, 9.415, 8.29, 2.31, 2.359, 2.424, 2.485, 2.528
1979, 7, 3.699, 5.893, 7.459, 8.527, 9.648, 25.95, 20.48, 14.97, 12.13, 11.21, 2.19, 2.19, 2.193, 2.214, 2.233
1979, 8, 0.03572, 1.442, 6.586, 10.66, 12.92, 24.95, 19.06, 13.08, 9.982, 9, 2.022, 2.001, 1.983, 1.995, 2.012
1979, 9, 1.162, 4.62, 14.51, 23.48, 27.11, 25.35, 19.6, 13.45, 10.01, 8.799, 1.412, 1.425, 1.452, 1.488, 1.514
1979, 10, 41.32, 61.72, 60.67, 53.61, 56.11, 18.39, 12.61, 6.587, 3.111, 1.774, 1.652, 1.642, 1.637, 1.649, 1.662
1979, 11, 54.83, 67.31, 59.65, 50.03, 49.76, 10.91, 6.02, -0.08639, -4.064, -5.789, 1.794, 1.842, 1.898, 1.948, 1.976
1979, 12, 62.02, 99.24, 125.8, 135.5, 154, 9.979, 5.558, -0.8831, -5.592, -7.789, 2.999, 2.957, 2.904, 2.893, 2.895
1980, 1, 292.4, 476.8, 535.1, 450, 448, 8.536, 3.703, -2.468, -6.539, -8.313, 2.573, 2.589, 2.604, 2.644, 2.676
1980, 2, 240.5, 372, 429.2, 427.7, 450.3, 10.45, 5.227, -1.046, -5.162, -6.93, 2.899, 2.877, 2.849, 2.861, 2.879
1980, 3, 102.7, 140.7, 156.6, 163.9, 180.1, 9.804, 3.988, -2.195, -5.743, -7.085, 1.784, 1.845, 1.926, 1.989, 2.026
1980, 4, 41.51, 53.7, 60.59, 70.67, 80.9, 13.84, 8.375, 2.5, -0.7748, -1.891, 1.683, 1.716, 1.769, 1.812, 1.839
1980, 5, 28.84, 52.85, 63.56, 74.14, 84.79, 15.43, 9.355, 3.582, 0.8327, 0.0414, 2.334, 2.334, 2.344, 2.356, 2.364
1980, 6, 0.324, 1.555, 2.118, 2.017, 2.093, 20.26, 14.73, 9.193, 6.6, 5.952, 2.485, 2.488, 2.501, 2.531, 2.557
1980, 7, 0.1503, 0.8722, 2.411, 3.186, 3.522, 26.67, 21.1, 15.27, 12.2, 11.33, 2.161, 2.208, 2.271, 2.325, 2.36
1980, 8, 0.004707, 0.1262, 0.4091, 0.3226, 0.2452, 25.34, 19.91, 14.2, 11.26, 10.38, 2.207, 2.251, 2.309, 2.362, 2.397
1980, 9, 0.2371, 1.459, 4.376, 8.431, 10.78, 23.21, 17.41, 11.35, 8.17, 7.033, 1.597, 1.587, 1.584, 1.6, 1.616
1980, 10, 14.12, 20.85, 19.69, 14.06, 11.16, 19.58, 13.91, 7.566, 3.645, 2, 1.499, 1.563, 1.644, 1.704, 1.738
1980, 11, 6.517, 11.03, 17.12, 27.05, 32.97, 12.74, 8.23, 2.285, -1.834, -3.708, 1.92, 1.935, 1.956, 1.99, 2.015
1980, 12, 47.7, 76.6, 92.16, 89.55, 94.31, 10.51, 6.266, 0.09208, -4.063, -5.866, 2.945, 2.925, 2.896, 2.896, 2.902
1981, 1, 169.8, 224, 229.8, 196, 206.5, 9.998, 4.978, -1.351, -5.605, -7.541, 2.818, 2.799, 2.772, 2.78, 2.791
1981, 2, 53.24, 60.63, 54.78, 48.77, 50.18, 10.58, 5.462, -0.6885, -4.431, -5.934, 2.092, 2.117, 2.143, 2.179, 2.204
1981, 3, 129.8, 181.7, 211.8, 235.9, 263.5, 9.976, 4.339, -1.422, -4.569, -5.747, 1.726, 1.775, 1.836, 1.892, 1.929
1981, 4, 48.79, 50.41, 51.46, 55.84, 61.69, 14.79, 9.376, 3.933, 1.235, 0.3471, 1.615, 1.682, 1.775, 1.843, 1.882
1981, 5, 20.9, 48.67, 56.04, 52.96, 55.01, 18.4, 12.46, 6.82, 4.142, 3.411, 2.281, 2.293, 2.326, 2.344, 2.352
1981, 6, 0, 0, 0, 0, 0, 25.66, 19.99, 14.45, 11.8, 11.05, 2.504, 2.54, 2.596, 2.636, 2.658
1981, 7, 0.001606, 0.04409, 0.1356, 0.1051, 0.07946, 27.63, 21.77, 15.98, 13.15, 12.32, 2.027, 2.069, 2.126, 2.18, 2.214
1981, 8, 0.08865, 1.484, 4.654, 5.499, 6.161, 27.71, 22.27, 16.45, 13.28, 12.17, 1.833, 1.853, 1.886, 1.924, 1.95
1981, 9, 0.3089, 1.424, 4.076, 8.072, 9.392, 24.37, 18.66, 12.69, 9.418, 8.279, 1.457, 1.434, 1.421, 1.435, 1.453
1981, 10, 64.2, 84.64, 80.97, 76.03, 85.64, 15.73, 9.827, 3.679, 0.2839, -1.035, 1.878, 1.929, 1.993, 2.052, 2.091
1981, 11, 102.6, 136.6, 161.3, 198.6, 223.9, 12.25, 7.25, 1.2, -2.508, -4.13, 1.714, 1.708, 1.699, 1.73, 1.762
1981, 12, 76.25, 103.8, 105.7, 89.39, 93.34, 9.382, 4.989, -1.126, -5.135, -6.909, 1.767, 1.748, 1.724, 1.741, 1.765
1982, 1, 176.7, 249.9, 255.6, 215.7, 220.8, 5.579, 0.7821, -5.546, -9.662, -11.64, 2.838, 2.85, 2.859, 2.895, 2.926
1982, 2, 85.99, 111.7, 98.7, 79.25, 78.34, 9.765, 4.817, -1.221, -4.936, -6.503, 1.977, 1.966, 1.951, 1.963, 1.977
1982, 3, 249.7, 354.4, 368.4, 313.8, 311.4, 9.032, 3.347, -2.439, -5.672, -6.911, 2.012, 2.065, 2.126, 2.195, 2.246
1982, 4, 140, 213.7, 243.4, 240.7, 255.4, 12.41, 6.612, 0.9624, -1.738, -2.556, 2.217, 2.284, 2.369, 2.442, 2.49
1982, 5, 5.721, 15.25, 21.42, 25.94, 30.63, 18.48, 12.64, 7.011, 4.29, 3.439, 1.845, 1.911, 2.004, 2.062, 2.092
1982, 6, 24.44, 38.9, 51.45, 59.79, 66.81, 20.47, 14.89, 9.562, 7.084, 6.403, 2.526, 2.489, 2.454, 2.441, 2.438
1982, 7, 0.6525, 2.419, 8.258, 13.09, 15.47, 25.2, 19.38, 13.71, 10.89, 10.13, 2.18, 2.175, 2.18, 2.21, 2.236
1982, 8, 2.566, 8.354, 21.86, 31.53, 38.74, 26.12, 20.55, 14.93, 11.75, 10.53, 1.684, 1.691, 1.712, 1.749, 1.779
1982, 9, 83.15, 124, 138.1, 124.3, 127.2, 21.34, 15.76, 10.21, 6.832, 5.37, 1.464, 1.527, 1.613, 1.678, 1.715
1982, 10, 99.32, 125.8, 126.2, 126.1, 140, 16.66, 10.96, 4.86, 1.272, -0.1682, 1.682, 1.753, 1.841, 1.915, 1.961
