# Created by WEAP: 12/14/2020 6:11:56 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_CEN_Cherry (27,831 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (1,897 ha),  2000 - 3000 m (24,818 ha),  3000 - 4000 m (1,116 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 499, 563.5, 595, 0.128, -3.25, -5.281, 2.694, 2.683, 2.667
1970, 2, 108.1, 130.1, 135.9, 3.207, -0.2589, -2.453, 1.816, 1.827, 1.837
1970, 3, 105.9, 120.6, 125.1, 3.472, 0.1838, -1.956, 1.847, 1.885, 1.915
1970, 4, 106.1, 122.2, 124.3, 2.863, -0.3674, -2.333, 2.299, 2.316, 2.337
1970, 5, 0.7386, 1.331, 1.548, 11.37, 7.975, 5.793, 2.261, 2.302, 2.337
1970, 6, 65.9, 69.36, 73.72, 14.33, 10.94, 8.962, 2.198, 2.175, 2.16
1970, 7, 0, 2.651, 9.404, 19.42, 15.91, 13.78, 2.096, 2.101, 2.104
1970, 8, 0, 0, 0, 19.3, 15.78, 13.84, 1.823, 1.845, 1.862
1970, 9, 0, 0.05343, 0.1861, 14.56, 10.94, 8.672, 1.853, 1.888, 1.919
1970, 10, 22.57, 24.32, 25.34, 9.526, 6.085, 3.729, 1.724, 1.778, 1.821
1970, 11, 330.9, 385.4, 408.3, 4.502, 1.148, -0.8483, 2.33, 2.372, 2.402
1970, 12, 298.8, 342.4, 346.3, -2.71, -6.392, -8.691, 2.668, 2.713, 2.742
1971, 1, 106.9, 113.5, 113.2, -0.04894, -3.86, -6.323, 2.454, 2.462, 2.467
1971, 2, 53.99, 62.35, 66.74, 2.017, -1.395, -3.949, 1.911, 1.941, 1.965
1971, 3, 137.3, 161.8, 175.7, 2.377, -0.7857, -2.594, 1.843, 1.908, 1.959
1971, 4, 34.2, 43.93, 46.34, 4.057, 0.9855, -0.7243, 2.243, 2.295, 2.34
1971, 5, 64.84, 93.18, 111.9, 6.632, 3.514, 1.844, 2.28, 2.284, 2.292
1971, 6, 14.47, 15.81, 14.79, 12.82, 9.545, 7.76, 2.493, 2.48, 2.475
1971, 7, 0.05497, 6.563, 28.44, 18.71, 15.21, 13.23, 2.434, 2.407, 2.387
1971, 8, 3.234, 5.089, 8.969, 19.67, 16.11, 13.97, 2.103, 2.083, 2.068
1971, 9, 30.53, 36.92, 40.4, 14.76, 11.27, 8.902, 1.774, 1.819, 1.855
1971, 10, 17.27, 19.11, 20.5, 7.057, 3.835, 1.835, 1.697, 1.723, 1.746
1971, 11, 185.8, 217.2, 228.5, 2.783, -0.4148, -2.359, 1.971, 2.021, 2.059
1971, 12, 301, 345.6, 351.6, -4.141, -7.582, -9.523, 2.703, 2.738, 2.762
1972, 1, 59.13, 66.99, 63.94, -0.9233, -5.099, -8.357, 2.555, 2.572, 2.581
