# Created by WEAP: 12/14/2020 6:11:44 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_N_Upr Bear (3,880 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (3,880 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 922.2, 4.008, 3.572
1970, 2, 136.1, 7.054, 2.066
1970, 3, 122, 6.574, 2.362
1970, 4, 95.82, 6.307, 2.458
1970, 5, 17.95, 14.78, 2.455
1970, 6, 36.59, 18.24, 2.353
1970, 7, 0, 23.05, 2.276
1970, 8, 0, 22.63, 2.059
1970, 9, 3.771, 18.59, 1.997
1970, 10, 77.42, 13.2, 1.935
1970, 11, 473.3, 7.712, 2.83
1970, 12, 479.7, 1.489, 3.136
1971, 1, 228.2, 4.717, 2.767
1971, 2, 58.13, 5.02, 2.27
1971, 3, 283.4, 4.496, 2.392
1971, 4, 104.2, 6.859, 2.528
1971, 5, 86.42, 10.03, 2.629
1971, 6, 51.7, 16.22, 2.521
1971, 7, 0.8759, 22.38, 2.576
1971, 8, 8.808, 23.02, 2.211
1971, 9, 31.18, 17.91, 2.108
1971, 10, 28.05, 11.07, 1.988
1971, 11, 188.4, 6.689, 2.372
1971, 12, 363.5, 0.3787, 3.161
1972, 1, 173.5, 3.637, 2.864
1972, 2, 258.6, 5.491, 2.361
1972, 3, 103.4, 9.217, 1.798
1972, 4, 184.1, 7.819, 2.716
1972, 5, 29.12, 14.6, 2.01
1972, 6, 17.34, 18.99, 2.289
1972, 7, 0, 23.14, 2.289
1972, 8, 2.852, 22.04, 2.224
1972, 9, 73.23, 16.8, 1.69
1972, 10, 114.3, 11.31, 1.965
1972, 11, 297.9, 5.635, 2.454
1972, 12, 257.5, 1.876, 2.91
1973, 1, 538.4, 1.738, 3.046
1973, 2, 339, 4.185, 3.182
1973, 3, 181, 2.981, 2.571
1973, 4, 39.75, 9.334, 2.36
1973, 5, 31.17, 16.01, 2.065
1973, 6, 1.927, 19.02, 2.525
1973, 7, 2.525, 22.72, 2.774
1973, 8, 9.102, 21.32, 2.39
1973, 9, 65.27, 17.98, 2.246
1973, 10, 116.2, 12.88, 2.137
1973, 11, 721.2, 3.233, 3.71
1973, 12, 355.9, 4.853, 2.83
1974, 1, 377.4, 3.053, 3.05
1974, 2, 196.4, 4.403, 2.719
1974, 3, 491.2, 5.622, 2.919
1974, 4, 185.1, 7.614, 2.509
1974, 5, 4.187, 14.17, 2.53
1974, 6, 9.38, 19.78, 2.656
1974, 7, 163.9, 20.76, 2.735
1974, 8, 3.882, 21.76, 2.231
1974, 9, 0, 22.58, 1.749
1974, 10, 95.44, 15.03, 2.058
1974, 11, 81.7, 8.925, 2.147
1974, 12, 128.8, 4.743, 2.56
1975, 1, 186.8, 6.243, 2.894
1975, 2, 512.5, 3.536, 3.385
1975, 3, 411.5, 3.035, 3.41
1975, 4, 216.3, 3.927, 2.598
1975, 5, 37.09, 13.8, 2.653
1975, 6, 19.25, 18.29, 2.743
1975, 7, 5.609, 21.18, 2.838
1975, 8, 74.38, 19.8, 2.236
1975, 9, 0.51, 21.17, 1.392
1975, 10, 213, 10.81, 2.28
1975, 11, 110, 6.695, 2.63
1975, 12, 63.64, 7.926, 2.503
1976, 1, 34.05, 7.593, 2.229
1976, 2, 201.8, 4.616, 2.781
1976, 3, 72.01, 5.643, 2.129
1976, 4, 67.13, 7.014, 2.489
1976, 5, 7.774, 15.6, 2.591
1976, 6, 18.51, 17.03, 2.62
1976, 7, 0.1717, 22.01, 2.697
1976, 8, 94.76, 17.59, 2.192
1976, 9, 35.94, 18.24, 1.614
1976, 10, 21.08, 15.2, 1.543
1976, 11, 59.97, 13, 1.879
1976, 12, 7.406, 9.018, 2.525
1977, 1, 125.3, 5.996, 2.334
1977, 2, 116.5, 8.71, 2.278
1977, 3, 86.85, 4.066, 2.35
1977, 4, 26.03, 11.93, 2.272
1977, 5, 132, 7.564, 2.277
1977, 6, 1.796, 20.56, 2.432
1977, 7, 1.579, 21.88, 2.532
1977, 8, 22.04, 22.46, 2.527
1977, 9, 33.56, 16.56, 2.092
1977, 10, 11, 14.63, 1.392
1977, 11, 174.6, 8.603, 1.97
1977, 12, 499.8, 6.221, 3.031
1978, 1, 588.4, 4.472, 3.232
1978, 2, 283.2, 4.798, 2.766
1978, 3, 371.3, 8.4, 2.252
1978, 4, 320.7, 6.024, 2.672
1978, 5, 38, 13.37, 2.368
1978, 6, 9.89, 16.88, 2.033
1978, 7, 0.4002, 21.64, 2.122
1978, 8, 7.525, 21.37, 2.241
1978, 9, 130.6, 16.12, 1.883
1978, 10, 3.542, 17.13, 1.633
1978, 11, 144.8, 6.684, 2.072
1978, 12, 87.92, 3.846, 2.512
1979, 1, 353.1, 2.453, 2.993
1979, 2, 463.1, 3.097, 2.661
1979, 3, 180.8, 6.907, 1.989
1979, 4, 149, 7.813, 2.006
1979, 5, 99.83, 14.94, 2.698
1979, 6, 3.162, 18.46, 2.782
1979, 7, 12.63, 20.79, 2.61
1979, 8, 10.94, 19.17, 2.444
1979, 9, 1.506, 20.14, 1.595
1979, 10, 177.2, 12.99, 2.029
1979, 11, 182.7, 7.468, 2.268
1979, 12, 333.3, 7.414, 3.373
1980, 1, 677.9, 5.611, 3.15
1980, 2, 529.2, 6.394, 3.405
1980, 3, 172.2, 4.882, 2.401
1980, 4, 119.7, 9.683, 2.34
1980, 5, 102.7, 11.63, 2.603
1980, 6, 20.32, 14.9, 2.767
1980, 7, 28.95, 21.36, 2.255
1980, 8, 1.939, 20.85, 2.159
1980, 9, 0.007102, 19.04, 1.76
1980, 10, 37.65, 15.58, 1.638
1980, 11, 79.19, 10.08, 2.422
1980, 12, 129.1, 9.539, 3.35
1981, 1, 360.1, 6.775, 3.449
1981, 2, 135.3, 6.355, 2.409
1981, 3, 246.4, 5.649, 2.221
1981, 4, 51.49, 11.37, 2.08
1981, 5, 85.1, 13.74, 2.465
1981, 6, 1.619, 20.59, 2.613
1981, 7, 0, 22.78, 2.229
1981, 8, 0, 23.93, 2.216
1981, 9, 31.68, 20.15, 1.907
1981, 10, 204.1, 10.95, 2.083
1981, 11, 588.4, 8.076, 2.879
1981, 12, 646.7, 6.305, 3.052
1982, 1, 339.7, 3.182, 3.018
1982, 2, 337.5, 6.036, 2.66
1982, 3, 484.7, 3.493, 2.803
1982, 4, 400, 7.073, 3.119
1982, 5, 13.68, 14.88, 2.209
1982, 6, 34.35, 16.66, 2.428
1982, 7, 2.99, 20.75, 2.629
1982, 8, 1.991, 21.57, 2.124
1982, 9, 117.7, 16.44, 1.799
1982, 10, 242.3, 11.89, 2.084
1982, 11, 388.3, 5.697, 2.801
1982, 12, 341.4, 4.119, 3.58
1983, 1, 343.1, 6.079, 3.22
1983, 2, 583.4, 4.488, 3.676
1983, 3, 570.3, 3.855, 3.176
1983, 4, 266.6, 5.019, 2.452
1983, 5, 41.51, 13.68, 2.244
1983, 6, 19.69, 17.19, 2.538
1983, 7, 21.92, 18.94, 2.696
1983, 8, 16.01, 20.91, 2.028
1983, 9, 54.95, 19.35, 1.812
1983, 10, 157.5, 14.21, 1.49
1983, 11, 597.1, 5.631, 3.057
1983, 12, 637.3, 3.495, 3.071
1984, 1, 18.89, 8.826, 3.01
1984, 2, 251.1, 6.201, 2.928
1984, 3, 163.5, 8.828, 2.266
1984, 4, 139.2, 8.372, 2.339
1984, 5, 47.58, 15.93, 2.572
1984, 6, 58.92, 17.55, 2.778
1984, 7, 1.754, 24.16, 2.177
1984, 8, 9.921, 22.44, 2.233
1984, 9, 16.52, 20.36, 1.725
1984, 10, 124.9, 9.921, 1.973
1984, 11, 436.9, 4.924, 3.167
1984, 12, 96.73, 3.58, 2.769
1985, 1, 53.35, 6.137, 2.742
1985, 2, 183.6, 6.155, 2.402
1985, 3, 271.3, 4.335, 2.551
1985, 4, 32.88, 13.25, 2.168
1985, 5, 2.271, 14.33, 2.402
1985, 6, 12.33, 20.73, 2.192
1985, 7, 1.106, 22.87, 2.503
1985, 8, 8.526, 20.83, 2.22
1985, 9, 67.22, 14.44, 1.809
1985, 10, 55.46, 13.22, 2.03
1985, 11, 310.4, 4.617, 2.033
1985, 12, 195.8, 7.225, 3.302
1986, 1, 324.4, 8.06, 3.522
1986, 2, 1069, 5.736, 3.97
1986, 3, 377.2, 9.137, 2.226
1986, 4, 66.12, 8.96, 2.011
1986, 5, 63.53, 13.44, 2.276
1986, 6, 0, 19.42, 2.67
1986, 7, 1.257, 20.5, 2.544
1986, 8, 0, 23.31, 2.12
1986, 9, 186.3, 13.53, 2.004
1986, 10, 20.52, 13.22, 1.686
1986, 11, 27.4, 10.21, 2.236
1986, 12, 55.8, 6.935, 2.757
1987, 1, 199.5, 3.186, 3.092
1987, 2, 242, 5.147, 2.606
1987, 3, 219.8, 5.54, 2.587
1987, 4, 38.48, 13.46, 1.782
1987, 5, 46.67, 14.75, 2.26
1987, 6, 7.816, 20.04, 2.124
1987, 7, 4.787, 19.23, 2.703
1987, 8, 0, 22.91, 1.64
1987, 9, 0.07657, 21.04, 1.811
1987, 10, 63.37, 17.27, 1.202
1987, 11, 124.9, 7.676, 2.248
1987, 12, 416.8, 1.782, 4.18
1988, 1, 279.4, 4.432, 3.121
1988, 2, 29.04, 9.106, 2.794
1988, 3, 37.66, 8.985, 1.921
1988, 4, 157.8, 9.494, 2.083
1988, 5, 71.68, 11.98, 2.323
1988, 6, 34.99, 17.63, 2.463
1988, 7, 1.038, 24.21, 2.246
1988, 8, 0, 23.21, 2.071
1988, 9, 4.555, 20.63, 2.044
1988, 10, 0.7292, 18.75, 1.301
1988, 11, 456.2, 5.84, 2.588
1988, 12, 203.3, 4.056, 3.187
1989, 1, 111.4, 3.703, 2.805
1989, 2, 163.5, 1.809, 2.366
1989, 3, 617.3, 5.685, 2.843
1989, 4, 104.4, 11.72, 1.821
1989, 5, 23.68, 12.78, 2.395
1989, 6, 15.23, 17.94, 2.549
1989, 7, 0, 21.36, 2.635
1989, 8, 31.98, 19.35, 2.114
1989, 9, 93.66, 17.35, 1.388
1989, 10, 200.3, 11.75, 2.185
1989, 11, 147.7, 9.605, 2.485
1989, 12, 1.72, 8.369, 2.737
1990, 1, 280.5, 3.728, 2.871
1990, 2, 160, 2.982, 2.373
1990, 3, 126.7, 7.459, 1.504
1990, 4, 73.03, 12.31, 2.071
1990, 5, 215, 11.95, 2.658
1990, 6, 1.429, 17.57, 2.447
1990, 7, 14.73, 22.47, 2.277
1990, 8, 1.997, 21.08, 2.351
1990, 9, 8.013, 19.01, 1.75
1990, 10, 22.94, 15.87, 1.719
1990, 11, 39.77, 8.558, 2.229
1990, 12, 54.01, 2.02, 2.572
1991, 1, 33.06, 5.555, 2.649
1991, 2, 138, 9.25, 2.539
