# Created by WEAP: 12/14/2020 6:11:21 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_N_S Frk American (119,142 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (28,561 ha),  1000 - 2000 m (56,125 ha),  2000 - 3000 m (34,439 ha),  3000 - 4000 m (17 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 438.4, 506.2, 565.4, 631.4, 7.555, 3.568, -1.109, -2.903, 3.372, 3.209, 3.043, 2.974
1970, 2, 100.4, 124.2, 169, 196, 10.41, 6.189, 0.9289, -0.7799, 1.996, 1.951, 1.912, 1.895
1970, 3, 99.08, 96.4, 80.83, 82.97, 10.56, 6.216, 0.6592, -1.423, 2.231, 2.17, 2.116, 2.082
1970, 4, 43.92, 74.08, 124.1, 148.9, 10.48, 5.985, 0.234, -2.176, 2.43, 2.389, 2.367, 2.356
1970, 5, 0.6042, 1.063, 3.586, 4.658, 18.78, 14.24, 8.473, 6.311, 2.397, 2.41, 2.424, 2.414
1970, 6, 32.11, 61.29, 137.7, 166.8, 21.81, 17.32, 11.89, 9.684, 2.403, 2.289, 2.196, 2.178
1970, 7, 0, 0.2012, 1.205, 1.258, 27.28, 22.62, 16.85, 14.53, 2.298, 2.249, 2.202, 2.185
1970, 8, 0, 0.002853, 0.1168, 0.07001, 26.22, 22.05, 17.11, 15, 2.046, 2.011, 1.978, 1.96
1970, 9, 0.0004174, 0.5763, 2.965, 3.306, 22.56, 17.9, 12.01, 10.07, 1.958, 1.956, 1.962, 1.955
1970, 10, 49.75, 56.93, 46.97, 53.12, 16.53, 12.3, 7.01, 5.116, 1.81, 1.856, 1.896, 1.889
1970, 11, 300.5, 316.4, 431.1, 487, 10.82, 7.325, 3.092, 1.199, 2.649, 2.612, 2.576, 2.547
1970, 12, 312.8, 359.9, 494.3, 622.6, 4.665, 0.725, -3.888, -5.512, 2.939, 2.955, 2.954, 2.926
1971, 1, 89.72, 120.5, 144.1, 165.4, 7.1, 3.447, -0.6648, -1.886, 2.671, 2.635, 2.595, 2.571
1971, 2, 26.08, 42.04, 53.14, 59.15, 8.668, 4.606, -0.7446, -2.72, 2.177, 2.146, 2.116, 2.09
1971, 3, 167.8, 189.4, 207.6, 224.6, 9.302, 5.16, -0.1365, -2.294, 2.195, 2.177, 2.161, 2.13
1971, 4, 51.78, 75.04, 73.4, 80.73, 11.52, 7.432, 2.372, 0.1267, 2.41, 2.412, 2.42, 2.406
1971, 5, 47.82, 82.56, 125.1, 129.9, 13.68, 9.78, 5.086, 2.785, 2.574, 2.47, 2.385, 2.358
1971, 6, 26.42, 40.1, 54.49, 62.57, 19.88, 15.67, 10.6, 8.387, 2.596, 2.528, 2.476, 2.469
1971, 7, 0.0001846, 2.901, 15.04, 20.33, 26.41, 21.67, 15.83, 13.48, 2.684, 2.565, 2.459, 2.438
1971, 8, 0.88, 2.572, 14.83, 18.71, 26.76, 22.24, 16.79, 14.63, 2.27, 2.199, 2.136, 2.12
1971, 9, 18.38, 29.14, 28.91, 31.89, 22.4, 17.68, 11.54, 9.322, 1.997, 2.001, 2.003, 1.983
1971, 10, 18.37, 23.11, 35.6, 44.23, 14.96, 10.82, 5.732, 3.834, 1.912, 1.88, 1.855, 1.835
1971, 11, 99.7, 159.1, 265.9, 304.5, 10.13, 6.243, 1.693, -0.1117, 2.216, 2.22, 2.22, 2.197
1971, 12, 277.1, 305.8, 331.7, 386.9, 3.722, -0.2214, -4.641, -6.192, 2.986, 2.963, 2.935, 2.907
1972, 1, 63.18, 76.65, 96.16, 114.5, 6.025, 2.241, -2.305, -3.627, 2.735, 2.739, 2.728, 2.705
1972, 2, 145.5, 133.4, 99.32, 103.1, 9.4, 5.294, 0.2518, -1.48, 2.171, 2.101, 2.033, 1.993
1972, 3, 42.44, 54.09, 59.1, 68.04, 13.36, 9.245, 4.004, 1.629, 1.675, 1.649, 1.633, 1.614
1972, 4, 106.1, 138.6, 127.9, 146.1, 11.72, 7.842, 2.852, 0.4257, 2.569, 2.554, 2.547, 2.524
1972, 5, 10.94, 15.49, 17.53, 16.56, 18.06, 13.78, 8.361, 5.866, 2.02, 1.984, 1.959, 1.949
1972, 6, 12.19, 18.2, 37.87, 43.05, 22.86, 18.4, 12.86, 10.59, 2.287, 2.218, 2.16, 2.141
1972, 7, 0, 0.1844, 0.9538, 1.503, 26.29, 22.27, 17.29, 15.22, 2.326, 2.258, 2.209, 2.197
1972, 8, 5.749E-5, 2.089, 8.998, 9.207, 25.51, 21.29, 16.39, 14.52, 2.252, 2.182, 2.122, 2.105
1972, 9, 58.19, 72.5, 84.06, 98.17, 20.48, 16.4, 11.57, 9.754, 1.666, 1.64, 1.624, 1.612
1972, 10, 41.53, 58.75, 101.8, 125.7, 14.57, 10.58, 5.762, 3.809, 1.894, 1.862, 1.84, 1.829
1972, 11, 191.4, 182.1, 193.4, 208.3, 8.233, 4.861, 0.9356, -0.5207, 2.393, 2.379, 2.361, 2.345
1972, 12, 148.1, 174.8, 231.1, 289.1, 4.49, 1.161, -2.474, -3.778, 2.742, 2.71, 2.666, 2.633
