# Created by WEAP: 5/11/2021 9:06:49 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MIROC5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Upr Nisqually (76,281 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (47,338 ha),  1000 - 2000 m (25,455 ha),  2000 - 3000 m (2,311 ha),  3000 - 4000 m (912 ha),  4000 - 5000 m (265 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 2.582, 0.1287, -9.62, -11.26, -11.84, 364.3, 421.6, 583.5, 579.2, 579.4
2006, 2, 3.839, 1.401, -8.75, -10.41, -10.96, 316.7, 370, 522.6, 519.1, 513.6
2006, 3, 3.527, 1.003, -9.507, -11.19, -11.73, 336.4, 352.5, 462.5, 459.9, 454.8
2006, 4, 6.895, 4.38, -6.119, -7.777, -8.321, 162.1, 185.9, 245.6, 244.5, 241
2006, 5, 9.418, 7.202, -3.17, -4.842, -5.381, 171.4, 216.1, 291.6, 288.1, 283.8
2006, 6, 14.64, 12.49, 2.094, 0.421, -0.1223, 39.49, 37.44, 40.94, 40.04, 39.12
2006, 7, 18.87, 17.17, 7.062, 5.407, 4.868, 3.193, 6.12, 6.808, 6.543, 6.546
2006, 8, 17.51, 15.68, 5.532, 3.865, 3.302, 26.86, 30.42, 42.33, 41.56, 40.47
2006, 9, 12.1, 10.22, -0.028, -1.691, -2.225, 114.8, 128.9, 155.3, 150.8, 148.7
2006, 10, 10.67, 8.757, -1.124, -2.77, -3.338, 39.91, 54.02, 73.22, 71.67, 70.95
2006, 11, 3.847, 1.555, -8.582, -10.25, -10.81, 391.5, 470.5, 624.3, 618.4, 611.8
2006, 12, 1.663, -0.7585, -10.83, -12.49, -13.04, 612.1, 701, 1029, 1026, 1024
2007, 1, 3.632, 1.135, -8.665, -10.31, -10.88, 541.9, 653.8, 960.8, 958.4, 952.7
2007, 2, 3.161, 0.6641, -9.412, -11.07, -11.63, 319, 360.8, 490.5, 488.5, 482.7
2007, 3, 5.535, 3.115, -7.063, -8.727, -9.283, 279.6, 303.9, 415.7, 414.3, 409.7
2007, 4, 8.769, 6.305, -4.38, -6.054, -6.58, 120.5, 130.8, 163.8, 161.5, 159.3
2007, 5, 14.62, 12.72, 2.827, 1.172, 0.6234, 59.07, 64.51, 79.82, 77.99, 77.19
2007, 6, 15.29, 13.24, 2.911, 1.244, 0.7023, 30.23, 35.1, 34.08, 32.89, 32.71
2007, 7, 17.84, 16.09, 6.121, 4.471, 3.918, 55.35, 45.2, 35.68, 34.43, 34.17
2007, 8, 16.3, 14.28, 4.045, 2.382, 1.839, 62.44, 83.86, 106.8, 104.7, 102.7
2007, 9, 13.3, 11.41, 1.357, -0.3027, -0.8648, 105.6, 115.5, 125.7, 122.7, 120.8
2007, 10, 7.924, 6.139, -3.635, -5.276, -5.831, 96.99, 148.3, 211.8, 207.7, 206.6
2007, 11, 3.943, 1.672, -8.375, -10.04, -10.59, 281.7, 325.9, 447.2, 442.4, 441
2007, 12, 0.7816, -1.043, -10.47, -12.12, -12.7, 171, 214.5, 322.8, 321.7, 320
2008, 1, 0.7444, -1.512, -11.01, -12.65, -13.23, 285.6, 343.6, 467.5, 463.6, 463.3
2008, 2, 4.716, 2.424, -7.619, -9.269, -9.816, 302.4, 333.3, 454.7, 451.3, 444.6
2008, 3, 4.599, 2.236, -7.992, -9.66, -10.21, 172.2, 201.8, 274.1, 270.7, 268.9
2008, 4, 6.438, 4.028, -6.347, -8.018, -8.543, 151.4, 183.9, 259, 258.3, 254.6
2008, 5, 12.31, 10.55, 0.5342, -1.126, -1.677, 98.17, 114.9, 142.5, 140.8, 139.3
2008, 6, 14.35, 12.23, 1.748, 0.07186, -0.4595, 50.68, 56.16, 63.85, 62.23, 61.41
2008, 7, 18.71, 16.98, 6.943, 5.284, 4.739, 36.59, 40.69, 45.67, 44.7, 43.85
2008, 8, 16.59, 14.26, 3.767, 2.093, 1.56, 92.23, 120.4, 145.8, 142.4, 139.4
2008, 9, 15.03, 13.37, 3.55, 1.894, 1.356, 71.98, 85.58, 96.29, 94.26, 92.16
2008, 10, 13.45, 12.13, 2.898, 1.294, 0.6953, 32.8, 33.4, 30.75, 29.68, 29.38
2008, 11, 5.714, 3.622, -6.151, -7.795, -8.352, 101.4, 132.3, 192.8, 190.6, 190.4
2008, 12, 2.513, 0.1847, -9.439, -11.07, -11.66, 288.7, 351.9, 507.3, 502.7, 499.7
2009, 1, 2.038, -0.3487, -10.29, -11.95, -12.49, 313.1, 359.6, 493.5, 488.8, 485.9
2009, 2, 4.064, 1.802, -7.996, -9.643, -10.2, 50.12, 59.72, 90.86, 90.7, 89.98
2009, 3, 10.18, 7.951, -2.186, -3.846, -4.4, 149.9, 171.2, 236.8, 235.5, 233.2
2009, 4, 9.828, 7.433, -2.822, -4.48, -5.027, 122.6, 138.8, 208.7, 209.1, 204.9
2009, 5, 10.82, 8.664, -1.504, -3.169, -3.72, 138.3, 154.8, 187.6, 184.4, 181.6
2009, 6, 13.92, 11.6, 0.8569, -0.8288, -1.361, 103.3, 119.6, 154.3, 151.9, 149.5
2009, 7, 17.2, 15.27, 4.952, 3.281, 2.745, 63.65, 84.37, 94.62, 91.33, 90.2
2009, 8, 19.08, 17.33, 7.515, 5.876, 5.317, 103.4, 105.6, 119, 115.6, 113.5
2009, 9, 15.85, 13.94, 3.867, 2.221, 1.667, 70.05, 88.9, 108.8, 106.3, 104.2
2009, 10, 8.962, 6.901, -3.353, -5.022, -5.561, 202.4, 259.1, 328.6, 321.8, 318.9
2009, 11, 3.724, 1.436, -8.66, -10.33, -10.88, 329, 399.3, 507.9, 500.2, 495.6
2009, 12, 1.379, -0.4904, -9.868, -11.52, -12.07, 355.4, 395.8, 516.3, 510.5, 511.9
2010, 1, 1.717, -0.5554, -10.33, -11.98, -12.55, 109.8, 143.3, 208.4, 207.3, 205.8
2010, 2, 3.834, 1.419, -8.82, -10.47, -11, 221.2, 271.3, 397.8, 397.1, 391.8
2010, 3, 5.367, 2.867, -7.548, -9.218, -9.762, 310.7, 365.4, 515.1, 511.3, 505.8
2010, 4, 8.996, 6.452, -4.167, -5.839, -6.38, 154.2, 179.9, 242, 241, 237.3
2010, 5, 9.131, 6.785, -3.922, -5.615, -6.141, 189.1, 218.8, 280.9, 278.1, 272.6
2010, 6, 14.95, 12.86, 2.5, 0.8329, 0.2846, 48.53, 55.94, 72.3, 71.09, 70.32
2010, 7, 20.28, 18.63, 8.589, 6.925, 6.377, 0.7058, 1.01, 1.836, 1.814, 1.779
2010, 8, 15.74, 13.64, 3.444, 1.787, 1.243, 83.18, 98.76, 101.4, 98.38, 97.1
2010, 9, 15.53, 13.71, 3.774, 2.133, 1.586, 64.65, 74.39, 91.17, 88.96, 87.57
2010, 10, 9.696, 7.849, -2.04, -3.677, -4.252, 91.69, 108, 130.9, 127.6, 126.6
2010, 11, 4.521, 2.195, -8.049, -9.724, -10.25, 328.6, 410.9, 572.1, 565.5, 562.8
2010, 12, 1.342, -0.6915, -10.12, -11.75, -12.32, 249.2, 312.7, 445.7, 442.8, 439.1
2011, 1, 2.461, -0.05305, -9.943, -11.6, -12.17, 329.1, 437, 641.5, 639.4, 635.5
2011, 2, 0.5474, -1.408, -11.16, -12.79, -13.36, 71.11, 84.48, 116.8, 116.1, 115.3
2011, 3, 1.458, -1.232, -11.89, -13.56, -14.11, 172.1, 196.3, 281.8, 280.2, 275.9
2011, 4, 6.787, 4.385, -6.02, -7.691, -8.23, 141.8, 155, 203.7, 202, 198.4
2011, 5, 9.686, 7.224, -3.374, -5.052, -5.599, 117.6, 126, 150.7, 149, 146.4
2011, 6, 11.98, 9.938, -0.539, -2.215, -2.742, 154.4, 158.7, 172.5, 168.3, 166.5
2011, 7, 18.84, 16.95, 6.762, 5.099, 4.553, 59.99, 65.64, 78.35, 76.46, 75.32
2011, 8, 19.79, 18.26, 8.68, 7.046, 6.469, 10.78, 10.65, 14.52, 13.97, 13.79
2011, 9, 15.86, 14.21, 4.367, 2.721, 2.162, 28.81, 34.45, 44.93, 44.15, 43.25
2011, 10, 9.515, 7.83, -2.063, -3.702, -4.266, 222.7, 276.2, 383.6, 378.6, 376.9
2011, 11, 2.256, -0.05023, -10.02, -11.67, -12.24, 187.3, 264.1, 395.3, 390.6, 389.1
2011, 12, 1.356, -0.5846, -10.1, -11.74, -12.33, 310.5, 378, 517.5, 511.4, 509.5
2012, 1, 2.988, 0.4397, -9.694, -11.38, -11.91, 201.3, 228.6, 321, 318.5, 317.6
2012, 2, 5.943, 3.536, -6.236, -7.878, -8.449, 170.9, 204.2, 288.4, 286, 283.6
2012, 3, 5.942, 3.547, -6.777, -8.437, -8.981, 351.4, 395.2, 531.4, 528, 522.6
2012, 4, 5.481, 2.739, -7.892, -9.559, -10.11, 180.8, 221.6, 298.7, 296.7, 291.5
2012, 5, 10.09, 7.779, -2.758, -4.445, -4.986, 98.47, 107.6, 129.4, 127, 125.3
2012, 6, 16, 13.99, 3.609, 1.946, 1.409, 64.66, 75.36, 94.92, 93.16, 91.77
2012, 7, 18.56, 16.89, 6.738, 5.078, 4.53, 10.71, 14.56, 17.63, 17.15, 16.85
2012, 8, 20.41, 18.62, 8.698, 7.055, 6.498, 52.87, 67.47, 78.88, 76.27, 74.65
2012, 9, 13.04, 10.86, 0.4498, -1.215, -1.754, 201.5, 256.5, 282.6, 275.1, 270.1
2012, 10, 8.462, 6.334, -3.799, -5.451, -6.009, 191.6, 246, 324.4, 317.9, 312.9
2012, 11, 5.852, 3.756, -5.869, -7.513, -8.091, 121.7, 145.8, 205.9, 203.8, 203.4
2012, 12, 3.573, 1.258, -8.513, -10.15, -10.73, 269.7, 321.8, 442.7, 438.9, 436.2
2013, 1, 3.189, 0.6025, -9.338, -10.99, -11.54, 117.6, 141.5, 202.4, 199.8, 199.2
2013, 2, 2.161, -0.4876, -10.97, -12.64, -13.18, 149.8, 172.6, 250.5, 249.8, 246.8
2013, 3, 5.397, 2.738, -7.867, -9.544, -10.08, 162.9, 194.3, 271.2, 270.2, 267.2
2013, 4, 8.204, 5.737, -4.81, -6.475, -7.019, 110, 121.6, 164.9, 163.6, 161.6
2013, 5, 12.23, 10.12, -0.2682, -1.937, -2.481, 80.47, 99.88, 129, 126.8, 125.5
2013, 6, 15.56, 13.47, 3.156, 1.483, 0.9375, 65.64, 71.2, 72.28, 70.52, 69.2
2013, 7, 17.87, 15.75, 5.342, 3.661, 3.127, 89.87, 101.6, 113.3, 110.8, 108.3
2013, 8, 15.32, 12.97, 2.421, 0.7344, 0.2085, 90.32, 111, 132.2, 128.8, 126.3
2013, 9, 15.31, 13.46, 3.207, 1.534, 1.002, 140.6, 180.1, 215.3, 211.2, 206.9
2013, 10, 8.637, 6.346, -3.979, -5.636, -6.179, 191.2, 232.8, 295.8, 290.5, 288.2
2013, 11, 5.155, 2.88, -7.179, -8.851, -9.394, 335.2, 389.4, 517.5, 511.8, 508.7
2013, 12, 2.719, 0.3795, -9.61, -11.27, -11.82, 303.4, 368.9, 516.3, 510.4, 508.8
2014, 1, 4.393, 1.875, -7.844, -9.484, -10.06, 231.2, 297.1, 436.6, 433.1, 431.7
2014, 2, 2.76, 0.22, -9.829, -11.48, -12.02, 81.12, 95.27, 129.3, 128.8, 126.7
2014, 3, 5.35, 2.691, -7.835, -9.508, -10.05, 107.1, 127.6, 195.8, 196.8, 193.6
