# Created by WEAP: 5/11/2021 9:10:16 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MIROC5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_N_CEN_Interior Coulee (1,197,238 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,197,238 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, -0.7173, 26.21
2006, 2, 4.261, 44.47
2006, 3, 6.991, 41.05
2006, 4, 10.79, 41.46
2006, 5, 14.84, 38.88
2006, 6, 19.86, 2.761
2006, 7, 25.37, 1.2
2006, 8, 23.14, 0.6224
2006, 9, 14.85, 5.604
2006, 10, 12.16, 5.847
2006, 11, 5.099, 39.14
2006, 12, -1.462, 73.67
2007, 1, 3.151, 49.87
2007, 2, 3.955, 24.59
2007, 3, 9.028, 36.34
2007, 4, 12.11, 8.985
2007, 5, 19.16, 6.857
2007, 6, 20.32, 2.569
2007, 7, 23.67, 35.41
2007, 8, 21.6, 6.241
2007, 9, 18.09, 11.83
2007, 10, 8.948, 10.03
2007, 11, 4.053, 27.09
2007, 12, -2.748, 28.68
2008, 1, -3.512, 34.2
2008, 2, 5.105, 33.84
2008, 3, 7.272, 18.18
2008, 4, 9.55, 16.31
2008, 5, 18.19, 28.17
2008, 6, 19.73, 27.8
2008, 7, 24.91, 1.482
2008, 8, 22.43, 8.669
2008, 9, 18.7, 13.37
2008, 10, 15.69, 0.4649
2008, 11, 4.411, 6.718
2008, 12, 0.3325, 31.17
2009, 1, 0.5583, 54.61
2009, 2, 4.296, 1.784
2009, 3, 11.29, 12.16
2009, 4, 13.02, 12.19
2009, 5, 15.51, 13.21
2009, 6, 19.41, 22.4
2009, 7, 23.74, 19.21
2009, 8, 25.51, 30.46
2009, 9, 20.07, 7.534
2009, 10, 11.06, 18.32
2009, 11, 4.744, 32.19
2009, 12, -2.065, 42.91
2010, 1, -2.316, 5.803
2010, 2, 3.596, 19.35
2010, 3, 8.556, 28.94
2010, 4, 13.37, 40.95
2010, 5, 13.9, 32.84
2010, 6, 19.66, 24.63
2010, 7, 26.8, 1.881
2010, 8, 21.33, 14.65
2010, 9, 18.96, 12.94
2010, 10, 11.71, 4.873
2010, 11, 6.055, 49.53
2010, 12, -2.564, 39.93
2011, 1, -1.365, 38.35
2011, 2, -2.182, 8.664
2011, 3, 3.152, 15.13
2011, 4, 11.13, 27.38
2011, 5, 14.55, 24.85
2011, 6, 18.43, 12
2011, 7, 24.52, 20.39
2011, 8, 25.47, 0.1125
2011, 9, 19.16, 2.497
2011, 10, 11.31, 33.79
2011, 11, 0.7161, 23.63
2011, 12, -1.843, 37.77
2012, 1, 0.5061, 27.91
2012, 2, 6.028, 22.89
2012, 3, 9.166, 38.54
2012, 4, 9.756, 12.2
2012, 5, 14.64, 39.34
2012, 6, 22.67, 13.68
2012, 7, 24.82, 4.866
2012, 8, 25.58, 13.18
2012, 9, 17.16, 33.53
2012, 10, 11.63, 22.48
2012, 11, 5.78, 16.35
2012, 12, 2.562, 33.89
2013, 1, 2.384, 6.763
2013, 2, 1.068, 9.281
2013, 3, 7.759, 16.67
2013, 4, 11.62, 14.47
2013, 5, 16.49, 70.45
2013, 6, 21.88, 22.37
2013, 7, 24.65, 37.47
2013, 8, 21.55, 21.18
2013, 9, 20.68, 8.131
2013, 10, 11.51, 23.35
2013, 11, 6.676, 32.51
2013, 12, 1.331, 38.03
2014, 1, 3.111, 29.23
2014, 2, 3.677, 7.379
2014, 3, 7.302, 16.29
2014, 4, 13.19, 24
2014, 5, 15, 32.02
2014, 6, 22.96, 0.9367
2014, 7, 22.5, 21.72
2014, 8, 21.06, 9.219
2014, 9, 18.74, 2.471
2014, 10, 10.62, 9.916
2014, 11, 5.986, 20.49
2014, 12, -0.9306, 62.25
2015, 1, -3.551, 91
2015, 2, 1.62, 38.46
2015, 3, 3.322, 53.7
2015, 4, 11.54, 6.343
2015, 5, 13.01, 47.89
2015, 6, 18.42, 5.273
2015, 7, 22.9, 13.89
2015, 8, 26.1, 4.573
2015, 9, 17.9, 9.642
2015, 10, 11.74, 8.482
2015, 11, 2.959, 42.09
2015, 12, 1.763, 43.47
2016, 1, -2.695, 11.79
2016, 2, 3.516, 58.24
2016, 3, 4.606, 10.93
2016, 4, 11, 15.38
2016, 5, 14.4, 4.881
2016, 6, 21.44, 9.105
2016, 7, 24.96, 0.1656
2016, 8, 25.68, 0.3508
2016, 9, 19.55, 5.235
2016, 10, 11.41, 10.29
2016, 11, 4.453, 44.94
2016, 12, 2.32, 72.78
2017, 1, -5.571, 15.35
