# Created by WEAP: 5/11/2021 9:03:20 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MIROC5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_S_Tulare (1,779,681 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,497,013 ha),  1000 - 2000 m (198,136 ha),  2000 - 3000 m (73,484 ha),  3000 - 4000 m (11,049 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m

2006, 1, 7.8, 3.27, -2.898, -7.48, 4.838, 18.65, 14.8, 5.72
2006, 2, 13.07, 6.806, 0.7166, -3.894, 50.7, 122.3, 193.6, 209.8
2006, 3, 13.99, 7.108, 0.8838, -3.756, 32.27, 99.37, 152.3, 163.2
2006, 4, 18.6, 11.43, 5.287, 0.8227, 12, 48.23, 60.76, 56.04
2006, 5, 22.05, 15.34, 9.425, 4.952, 0.03448, 0.008214, 0.01185, 0.001297
2006, 6, 28.08, 21.02, 15.13, 10.67, 1.023, 9.188, 14.61, 13.97
2006, 7, 30.7, 24.35, 18.51, 14.01, 2.074, 20.88, 32.84, 31.1
2006, 8, 29.97, 23.89, 18.16, 13.76, 2.041, 16.43, 26.58, 32.6
2006, 9, 24.12, 17.48, 11.69, 7.347, 25.48, 98.99, 184.1, 218.5
2006, 10, 19.36, 12.52, 6.497, 1.898, 33.34, 78.29, 90.64, 79.62
2006, 11, 12.3, 6.44, 0.1346, -4.587, 50.31, 123, 171.1, 161.2
2006, 12, 8.15, 3.233, -2.889, -7.512, 42.93, 122.2, 164.5, 158.7
2007, 1, 9.919, 5.299, -1.025, -5.778, 8.38, 20.96, 32.67, 36.35
2007, 2, 12.06, 6.185, -0.2691, -5.074, 39.23, 87.77, 118.3, 110.6
2007, 3, 14.66, 8.284, 2.164, -2.326, 5.496, 12.4, 18.17, 18.11
2007, 4, 18.15, 11.31, 5.031, 0.4053, 2.385, 9.682, 17.84, 20.95
2007, 5, 25.77, 18.93, 12.97, 8.455, 2.487, 18.69, 27.58, 29.74
2007, 6, 28.23, 21.55, 15.6, 11.23, 3.12, 11.12, 15.23, 14.08
