# Created by WEAP: 5/11/2021 9:10:17 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MIROC5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Lost Creek (4,240 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,240 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 3.173, 113.3
2006, 2, 4.439, 567.8
2006, 3, 3.827, 520.4
2006, 4, 9.699, 64.56
2006, 5, 12.38, 26.56
2006, 6, 19.04, 1.264
2006, 7, 21.65, 0
2006, 8, 22.01, 0
2006, 9, 15.98, 21.01
2006, 10, 11.87, 84.27
2006, 11, 5.503, 289.1
2006, 12, 1.569, 367.4
2007, 1, 4.822, 263.9
2007, 2, 3.433, 258
2007, 3, 5.664, 128.6
2007, 4, 10.01, 76.08
2007, 5, 17.31, 1.832
2007, 6, 18.52, 14.68
2007, 7, 21.94, 2.638
2007, 8, 18.23, 8.782
2007, 9, 18.47, 6.175
2007, 10, 11.46, 46.64
2007, 11, 6.011, 408
2007, 12, 3.034, 61.06
2008, 1, 1.807, 489.1
2008, 2, 3.479, 551.1
2008, 3, 6.622, 52.13
2008, 4, 8.155, 81.28
2008, 5, 11.47, 180.7
2008, 6, 16.62, 19.03
2008, 7, 21.76, 6.772
2008, 8, 19.61, 0.1212
2008, 9, 20.29, 14.76
2008, 10, 13.51, 125.7
2008, 11, 7.628, 165
2008, 12, 4.596, 51.19
2009, 1, 3.597, 1047
2009, 2, 4.679, 67.88
2009, 3, 7.969, 297.4
2009, 4, 8.255, 230.9
2009, 5, 13.37, 36.52
2009, 6, 15.12, 16.53
2009, 7, 19.47, 0.2369
2009, 8, 19.82, 9.249
2009, 9, 17.4, 132.4
2009, 10, 11.46, 97.27
2009, 11, 6.447, 131.2
2009, 12, 2.474, 582.2
2010, 1, 4.156, 302.7
2010, 2, 5.643, 284.4
2010, 3, 6.858, 181.3
2010, 4, 6.17, 504.3
2010, 5, 9.187, 107.4
2010, 6, 19.45, 0.6744
2010, 7, 23.4, 0.5156
2010, 8, 19.86, 0.03565
2010, 9, 16.27, 103.3
2010, 10, 14.83, 70.85
2010, 11, 5.55, 455
2010, 12, 4.917, 177.9
2011, 1, 2.549, 154.5
2011, 2, 2.926, 213.8
2011, 3, 1.854, 258.1
2011, 4, 6.809, 144.5
2011, 5, 9.427, 95.95
2011, 6, 15.52, 18.49
2011, 7, 22.22, 0.6556
2011, 8, 22.16, 24.06
2011, 9, 19.94, 31.26
2011, 10, 11.8, 115.7
2011, 11, 7.004, 428.2
2011, 12, 4.182, 51.74
2012, 1, 3.835, 634.2
2012, 2, 7.753, 320.7
2012, 3, 7.289, 343.9
2012, 4, 6.226, 99.17
2012, 5, 10.95, 91.31
2012, 6, 18.63, 1.408
2012, 7, 21.88, 1.261
2012, 8, 21.04, 5.651
2012, 9, 15.15, 99.43
