# Created by WEAP: 5/11/2021 9:09:33 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MIROC5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Upr Bear (3,880 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (3,880 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 5.284, 100.3
2006, 2, 5.116, 511.8
2006, 3, 4.07, 454.4
2006, 4, 10.78, 77.9
2006, 5, 13.64, 27.12
2006, 6, 20.33, 1.776
2006, 7, 23.39, 0
2006, 8, 23.68, 0
2006, 9, 17.45, 14.66
2006, 10, 13.5, 60.67
2006, 11, 7.388, 309.1
2006, 12, 3.178, 364.7
2007, 1, 7.045, 243.4
2007, 2, 4.621, 192.8
2007, 3, 6.566, 102.8
2007, 4, 10.32, 79.6
2007, 5, 19.31, 4.154
2007, 6, 19.56, 24.77
2007, 7, 23.38, 5.286
2007, 8, 19.74, 0.6123
2007, 9, 20.27, 14.36
2007, 10, 13.54, 56.44
2007, 11, 7.558, 485.5
2007, 12, 5.4, 65.23
2008, 1, 4.877, 377
2008, 2, 4.334, 453.9
2008, 3, 7.649, 46.66
2008, 4, 8.786, 102.8
2008, 5, 12.02, 196.7
2008, 6, 18.07, 20.63
2008, 7, 23.51, 1.156
2008, 8, 21.48, 0.2565
2008, 9, 22.2, 3.524
2008, 10, 14.55, 83.67
2008, 11, 9.192, 164
2008, 12, 7.188, 61.44
2009, 1, 5.252, 837
2009, 2, 6.205, 38.07
2009, 3, 8.134, 293.1
2009, 4, 7.667, 240.2
2009, 5, 14.3, 32.35
2009, 6, 15.81, 18.86
2009, 7, 20.9, 0.03798
2009, 8, 21.02, 2.599
2009, 9, 19, 119.2
2009, 10, 12.28, 72.72
2009, 11, 8.312, 117.5
2009, 12, 4.237, 459.8
2010, 1, 6.856, 271.9
2010, 2, 7.412, 234.4
2010, 3, 6.968, 163
2010, 4, 5.615, 405.3
2010, 5, 9.478, 115
2010, 6, 20.66, 0.1534
2010, 7, 25.18, 0.1057
2010, 8, 21.88, 0
2010, 9, 18.11, 65.39
2010, 10, 16.3, 69.11
2010, 11, 6.96, 456.1
2010, 12, 7.287, 173.8
2011, 1, 4.794, 97.27
2011, 2, 4.672, 196.2
2011, 3, 1.651, 230.9
2011, 4, 6.697, 145.7
2011, 5, 10.5, 71.58
2011, 6, 17.15, 8.506
2011, 7, 23.88, 0
2011, 8, 23.74, 8.245
2011, 9, 21.48, 46.19
2011, 10, 12.9, 75.56
2011, 11, 8.648, 378.2
2011, 12, 6.669, 45.04
